id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,jump_target,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_ex_tower_05_22,d_ex_tower_05,Narration,Locale_SuddenStory:d_ex_tower_05_22,False,,S_130,13,2.0,,exia,,sfx_scn_fanfare,,,,,1,serious,,,13,surprise
d_ex_tower_05_23,d_ex_tower_05,Monologue,Locale_SuddenStory:d_ex_tower_05_23,False,,13,13,1.0,bgm_story_herecomestrouble,exia,,,,,,,1,serious,,,13,surprise
d_ex_tower_05_24,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_24,True,,13,13,1.0,,exia,exia,,,,,,1,serious,,,13,surprise
d_ex_tower_05_25,d_ex_tower_05,Self,Locale_SuddenStory:d_ex_tower_05_25,False,,13,13,1.0,,exia,,,,,,,1,serious,,,13,surprise
d_ex_tower_05_26,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_26,True,,13,12,1.0,,soda,soda,,,,,,1,sad,,,13,surprise
d_ex_tower_05_27,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_27,True,,12,12,1.0,,exia,exia,,,,,,1,sad,,,13,sad
d_ex_tower_05_28,d_ex_tower_05,Choice,Locale_SuddenStory:d_ex_tower_05_28,False,,12,12,1.0,,exia,,,d_ex_tower_05_30,,,,1,sad,,,13,sad
d_ex_tower_05_29,d_ex_tower_05,Choice,Locale_SuddenStory:d_ex_tower_05_29,False,,12,12,1.0,,exia,,,d_ex_tower_05_30,,,,1,sad,,,13,sad
d_ex_tower_05_30,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_30,True,,12,12,1.0,,soda,soda,,,,,,1,shy,,,13,surprise
d_ex_tower_05_31,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_31,True,,12,12,1.0,,exia,exia,,,,,,1,shy,,,13,sad
d_ex_tower_05_32,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_32,True,,12,12,1.0,,exia,exia,,,,,,1,idle,,,13,sad
d_ex_tower_05_33,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_33,True,,12,12,1.0,,soda,soda,,,,,,1,think,,,13,sad
d_ex_tower_05_34,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_34,True,,12,12,1.0,,exia,exia,,,,,,1,think,,,13,idle
d_ex_tower_05_35,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_35,True,,12,S_10,1.0,,soda,soda,,,,,,1,shy,,,13,idle
d_ex_tower_05_36,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_36,True,,S_10,S_10,1.0,,soda,soda,,,,,,1,think,,,13,surprise
d_ex_tower_05_37,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_37,True,,S_130,S_130,1.0,,exia,exia,,,,,,1,think,,,13,surprise
d_ex_tower_05_38,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_38,True,,S_130,S_130,1.0,,exia,exia,,,,,,1,idle,,,13,surprise
d_ex_tower_05_39,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_39,True,,S_10,S_10,1.0,,soda,soda,,,,,,1,idle,,,13,surprise
d_ex_tower_05_40,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_40,True,,S_10,S_10,1.0,,soda,soda,,,,,,1,idle,,,13,surprise
d_ex_tower_05_41,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_41,True,,S_10,12,1.0,,exia,exia,,,,,,1,idle,,,13,etc
d_ex_tower_05_42,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_42,True,,12,12,1.0,,soda,soda,,,,,,1,shy,,,13,etc
d_ex_tower_05_43,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_43,True,,12,12,1.0,,exia,exia,,,,,,1,shy,,,13,idle
d_ex_tower_05_44,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_44,True,,12,12,1.0,,soda,soda,,,,,,1,shy,,,13,idle
d_ex_tower_05_45,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_45,True,,12,12,1.0,,exia,exia,,,,,,1,shy,,,13,idle
d_ex_tower_05_46,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_46,True,,12,12,1.0,,soda,soda,,,,,,1,shy,,,13,idle
d_ex_tower_05_47,d_ex_tower_05,Choice,Locale_SuddenStory:d_ex_tower_05_47,False,,12,12,1.0,,soda,,,d_ex_tower_05_49,,,,1,shy,,,13,idle
d_ex_tower_05_48,d_ex_tower_05,Choice,Locale_SuddenStory:d_ex_tower_05_48,False,,12,12,1.0,,soda,,,d_ex_tower_05_49,,,,1,shy,,,13,idle
d_ex_tower_05_49,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_49,True,,12,S_10,1.0,,soda,soda,,,,,,1,sad,,,13,idle
d_ex_tower_05_50,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_50,True,,S_10,S_10,1.0,,soda,soda,,,,,,1,serious,,,13,idle
d_ex_tower_05_51,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_51,True,,S_10,S_130,2.0,,exia,exia,,,,,,1,serious,,,13,idle
d_ex_tower_05_52,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_52,True,,S_130,S_130,1.0,,exia,exia,,,,,,1,serious,,,13,idle
d_ex_tower_05_53,d_ex_tower_05,Self,Locale_SuddenStory:d_ex_tower_05_53,False,,S_130,S_130,1.0,,exia,,,,,,,1,serious,,,13,idle
d_ex_tower_05_54,d_ex_tower_05,Monologue,Locale_SuddenStory:d_ex_tower_05_54,False,,black,black,1.0,,exia,,,,,,,1,serious,,,13,surprise
d_ex_tower_05_55,d_ex_tower_05,Monologue,Locale_SuddenStory:d_ex_tower_05_55,False,,S_130,S_130,1.0,,exia,,,,,,,1,think,,,13,surprise
d_ex_tower_05_56,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_56,True,,S_130,S_1300,2.0,,exia,exia,,,,,,1,idle,,,13,sad
d_ex_tower_05_57,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_57,True,,S_1300,S_1300,1.0,,exia,exia,,,,,,1,idle,,,13,sad
d_ex_tower_05_58,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_58,True,,S_1300,S_1300,1.0,,exia,exia,,,,,,1,idle,,,13,sad
d_ex_tower_05_59,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_59,True,,S_1300,S_100,1.0,,soda,soda,,,,,,1,think,,,13,sad
d_ex_tower_05_60,d_ex_tower_05,Narration,Locale_SuddenStory:d_ex_tower_05_60,False,,black,black,1.0,,soda,,sfx_scn_windowbreak,,,,,1,sad,,,13,sad
d_ex_tower_05_61,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_61,True,,S_100,S_100,1.0,,soda,soda,,,,,,1,sad,,,13,sad
d_ex_tower_05_62,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_62,True,,S_100,S_10,0.5,,soda,soda,,,,,,1,shy,,,13,sad
d_ex_tower_05_63,d_ex_tower_05,Narration,Locale_SuddenStory:d_ex_tower_05_63,False,,S_10,S_10,1.0,,soda,,sfx_scn_heavytrip,,Low_2,,,1,shy,soda,,13,sad
d_ex_tower_05_64,d_ex_tower_05,Monologue,Locale_SuddenStory:d_ex_tower_05_64,False,,black,black,1.0,,soda,,,,,,soda,1,idle,,,13,sad
d_ex_tower_05_65,d_ex_tower_05,Self,Locale_SuddenStory:d_ex_tower_05_65,False,,S_130,S_130,1.0,,soda,,,,,,,1,idle,,,13,sad
d_ex_tower_05_66,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_66,True,,S_130,S_130,1.0,,exia,exia,,,,,,1,idle,,,13,sad
d_ex_tower_05_67,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_67,True,,S_130,S_130,1.0,,exia,exia,,,,,,1,idle,,,13,idle
d_ex_tower_05_68,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_68,True,,S_130,S_130,1.0,,exia,exia,,,,,,1,idle,,,13,idle
d_ex_tower_05_69,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_69,True,,S_130,S_10,1.0,,soda,soda,,,,,,1,shy,,,13,idle
d_ex_tower_05_70,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_70,True,,S_130,S_130,1.0,,exia,exia,,,,,,1,shy,,,13,idle
d_ex_tower_05_71,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_71,True,,S_10,S_10,1.0,,soda,soda,,,,,,1,shy,,,13,idle
d_ex_tower_05_72,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_72,True,,S_10,S_100,0.5,,soda,soda,,,,,,1,serious,,,13,idle
d_ex_tower_05_73,d_ex_tower_05,Narration,Locale_SuddenStory:d_ex_tower_05_73,False,,3,12,2.0,none,soda,,,,,black,,1,shy,,,13,surprise
d_ex_tower_05_74,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_74,True,,12,12,2.0,,,tvvoice,sfx_scn_fanfare,,,,,1,shy,,,13,surprise
d_ex_tower_05_75,d_ex_tower_05,Monologue,Locale_SuddenStory:d_ex_tower_05_75,False,,12,12,1.0,bgm_story_herecomestrouble,soda,,,,,,,1,shy,,,13,surprise
d_ex_tower_05_76,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_76,True,,12,12,1.0,,soda,soda,,,,,,1,sad,,,13,surprise
d_ex_tower_05_77,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_77,True,,12,12,1.0,,exia,exia,,,,,,1,sad,,,13,surprise
d_ex_tower_05_78,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_78,True,,12,12,1.0,,exia,exia,,,,,,1,sad,,,13,surprise
d_ex_tower_05_79,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_79,True,,12,S_130,1.0,,exia,exia,,,,,,1,sad,,,13,surprise
d_ex_tower_05_80,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_80,True,,S_130,S_10,1.0,,soda,soda,,,,,,1,idle,,,13,surprise
d_ex_tower_05_81,d_ex_tower_05,Self,Locale_SuddenStory:d_ex_tower_05_81,False,,S_10,S_10,1.0,,soda,,,,,,,1,idle,,,13,surprise
d_ex_tower_05_82,d_ex_tower_05,Speech,Locale_SuddenStory:d_ex_tower_05_82,True,,S_10,S_130,2.0,,exia,exia,,,,,,1,idle,,,13,sad
d_ex_tower_05_83,d_ex_tower_05,Monologue,Locale_SuddenStory:d_ex_tower_05_83,False,,black,black,1.0,,exia,,,,,,,1,idle,,,13,sad
