id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_ex_outdoorpool_01_41,d_ex_outdoorpool_01,Monologue,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_41,False,,12,XS_130,0.5,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_42,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_42,True,,XS_130,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_43,d_ex_outdoorpool_01,Monologue,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_43,False,,XS_130,XS_1300,0.5,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_44,d_ex_outdoorpool_01,Monologue,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_44,False,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_45,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_45,True,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_46,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_46,False,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_47,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_47,True,,XS_1300,XS_130,1.0,,Low_2,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_48,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_48,True,,XS_130,XS_130,1.0,,Low_2,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_49,d_ex_outdoorpool_01,Speech,helm,helm,Locale_SuddenStory:d_ex_outdoorpool_01_49,True,,XS_130,10,2.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_50,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_50,True,,10,12,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_51,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_51,True,,12,12,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_52,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_52,False,,12,12,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_53,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_53,True,,12,12,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_54,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_54,False,,12,12,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_55,d_ex_outdoorpool_01,Speech,helm,helm,Locale_SuddenStory:d_ex_outdoorpool_01_55,True,,12,12,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_56,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_56,True,,12,12,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_57,d_ex_outdoorpool_01,Monologue,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_57,False,,12,XS_130,2.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_58,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_58,True,,black,black,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_59,d_ex_outdoorpool_01,Monologue,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_59,False,,XS_130,XS_1300,2.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_60,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_60,True,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_61,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_61,False,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_62,d_ex_outdoorpool_01,Narration,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_62,False,,XS_1300,XS_130,1.0,,Low_2,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_63,d_ex_outdoorpool_01,Narration,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_63,False,,XS_130,XS_130,1.0,,Low_2,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_64,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_64,True,,XS_130,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_65,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_65,True,,XS_130,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_66,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_66,True,,XS_130,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_67,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_67,False,,XS_130,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_68,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_68,True,,XS_130,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,surprise,
d_ex_outdoorpool_01_69,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_69,True,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,surprise,
d_ex_outdoorpool_01_70,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_70,False,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,surprise,
d_ex_outdoorpool_01_71,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_71,False,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,surprise,
d_ex_outdoorpool_01_72,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_72,True,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_73,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_73,True,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_74,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_74,True,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_75,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_75,False,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_76,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_76,False,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_77,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_77,True,,XS_1300,XS_130,2.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_78,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_78,True,,XS_130,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_79,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_79,True,,XS_130,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_80,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_80,True,,XS_130,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_81,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_81,True,,XS_130,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_82,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_82,False,,XS_130,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_83,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_83,True,,XS_130,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_84,d_ex_outdoorpool_01,Narration,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_84,False,,XS_130,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_85,d_ex_outdoorpool_01,Monologue,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_85,False,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_86,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_86,True,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_87,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_87,False,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_88,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_88,False,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_89,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_89,True,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,no,
d_ex_outdoorpool_01_90,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_90,True,,XS_1300,XS_1300,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_91,d_ex_outdoorpool_01,Monologue,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_91,False,,XS_1300,XS_130,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_92,d_ex_outdoorpool_01,Monologue,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_92,False,,XS_130,13,1.0,,,,,5,idle,,3,idle,,1,no,,13,angry,
d_ex_outdoorpool_01_93,d_ex_outdoorpool_01,Narration,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_93,False,,black,black,1.0,,,sfx_scn_waterdive,,5,idle,,3,idle,,1,surprise,,13,angry,neon_s
d_ex_outdoorpool_01_94,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_94,True,,13,13,1.0,,,,,5,idle,,3,idle,,1,surprise,,,,
d_ex_outdoorpool_01_95,d_ex_outdoorpool_01,Self,,,Locale_SuddenStory:d_ex_outdoorpool_01_95,False,,13,13,1.0,,,,,5,idle,,3,idle,,1,surprise,,,,
d_ex_outdoorpool_01_96,d_ex_outdoorpool_01,Narration,,,Locale_SuddenStory:d_ex_outdoorpool_01_96,False,,13,13,1.0,,Low_2,sfx_scn_waterdive,,5,idle,,3,idle,,1,surprise,,,,
d_ex_outdoorpool_01_97,d_ex_outdoorpool_01,Self,,,Locale_SuddenStory:d_ex_outdoorpool_01_97,False,,13,13,1.0,,,,,5,idle,,3,idle,,1,surprise,,,,
d_ex_outdoorpool_01_98,d_ex_outdoorpool_01,Speech,helm,helm,Locale_SuddenStory:d_ex_outdoorpool_01_98,True,,13,1,2.0,,,,,5,idle,,3,idle,,1,surprise,,,,
d_ex_outdoorpool_01_99,d_ex_outdoorpool_01,Speech,helm,helm,Locale_SuddenStory:d_ex_outdoorpool_01_99,True,,1,10,1.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_100,d_ex_outdoorpool_01,Speech,helm,helm,Locale_SuddenStory:d_ex_outdoorpool_01_100,True,,10,10,1.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_101,d_ex_outdoorpool_01,Speech,mast,mast,Locale_SuddenStory:d_ex_outdoorpool_01_101,True,,10,4,1.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_102,d_ex_outdoorpool_01,Speech,mast,mast,Locale_SuddenStory:d_ex_outdoorpool_01_102,True,,4,4,1.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_103,d_ex_outdoorpool_01,Speech,mast,mast,Locale_SuddenStory:d_ex_outdoorpool_01_103,True,,4,4,1.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_104,d_ex_outdoorpool_01,Speech,mast,mast,Locale_SuddenStory:d_ex_outdoorpool_01_104,True,,4,4,1.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_105,d_ex_outdoorpool_01,Speech,mast,mast,Locale_SuddenStory:d_ex_outdoorpool_01_105,True,,4,4,1.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_106,d_ex_outdoorpool_01,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_01_106,True,,4,2,1.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_107,d_ex_outdoorpool_01,Speech,anchor,anchor,Locale_SuddenStory:d_ex_outdoorpool_01_107,True,,2,2,1.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_108,d_ex_outdoorpool_01,Speech,helm,helm,Locale_SuddenStory:d_ex_outdoorpool_01_108,True,,2,2,1.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_109,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_109,True,,2,13,2.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_110,d_ex_outdoorpool_01,Speech,neon_s,neon_s,Locale_SuddenStory:d_ex_outdoorpool_01_110,True,,13,130,2.0,,Low_2,sfx_scn_spraywater,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_111,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_111,False,,130,130,1.0,,,,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_112,d_ex_outdoorpool_01,Self,neon_s,,Locale_SuddenStory:d_ex_outdoorpool_01_112,False,,130,130,1.0,,Low_2,sfx_scn_spraywater,,5,idle,,3,idle,,1,angry,,,,
d_ex_outdoorpool_01_113,d_ex_outdoorpool_01,Speech,helm,helm,Locale_SuddenStory:d_ex_outdoorpool_01_113,True,,10,100,2.0,,,,,5,idle,,3,idle,,1,idle,,,,
d_ex_outdoorpool_01_114,d_ex_outdoorpool_01,Speech,helm,helm,Locale_SuddenStory:d_ex_outdoorpool_01_114,True,,100,100,1.0,,,,,5,idle,,3,idle,,1,idle,,,,
d_ex_outdoorpool_01_115,d_ex_outdoorpool_01,Speech,helm,helm,Locale_SuddenStory:d_ex_outdoorpool_01_115,True,,100,100,1.0,,,,,5,idle,,3,idle,,1,idle,,,,
d_ex_outdoorpool_01_116,d_ex_outdoorpool_01,Speech,helm,helm,Locale_SuddenStory:d_ex_outdoorpool_01_116,True,,100,100,1.0,,,,,5,idle,,3,idle,,1,idle,,,,
d_ex_outdoorpool_01_117,d_ex_outdoorpool_01,Speech,helm,helm,Locale_SuddenStory:d_ex_outdoorpool_01_117,True,,100,10,1.0,,,,,5,idle,,3,idle,,1,idle,,,,
