id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
d_main_39_11_31,d_main_39_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_11_31,True,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,1300,130,1.0,,,,,,,,,,,,,,,,
d_main_39_11_32,d_main_39_11,Monologue,rapi_red,,Locale_MainScenario:d_main_39_11_32,False,,1,idle,,13,idle,,3,idle,,5,idle,,7,idle,,130,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_33,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_33,True,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_34,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_34,True,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_35,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_35,False,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_36,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_36,False,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_37,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_37,True,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_38,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_38,False,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_39,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_39,True,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_40,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_40,False,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_41,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_41,False,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_42,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_42,True,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_43,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_43,False,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_44,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_44,False,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_45,d_main_39_11,Monologue,nayuta_n,,Locale_MainScenario:d_main_39_11_45,False,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,100,1.0,,,,,,,,,,,,,,,,
d_main_39_11_46,d_main_39_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_11_46,True,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,1300,1300,1.0,,,,,,,,,,,,,,,,
d_main_39_11_47,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_47,True,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,100,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_48,d_main_39_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_11_48,True,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,113,1.0,,,,,,,,,,,,,,,,
d_main_39_11_49,d_main_39_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_11_49,True,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_39_11_50,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_50,False,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_39_11_51,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_51,False,,1,idle_02,,13,idle,,3,idle,,5,idle,,7,idle,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_39_11_52,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_52,False,,1,angry_02,,13,idle,,3,idle,,5,idle,,7,idle,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_39_11_53,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_53,True,,1,angry_02,,13,idle,,3,idle,,5,idle,,7,idle,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_39_11_54,d_main_39_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_11_54,False,,1,angry_02,,13,angry,,3,idle,,5,idle,,7,idle,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_39_11_55,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_55,False,,1,angry_02,,13,angry,,3,idle,,5,idle,,7,idle,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_39_11_56,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_56,True,,1,rage_02,,13,angry,,3,idle,,5,idle,,7,idle,,113,1,1.0,,,,,,,,,,,,,,,,
d_main_39_11_57,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_57,True,,1,rage_02,,13,angry,,3,idle,,5,idle,,7,idle,,1,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_58,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_58,False,,1,rage_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_59,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_59,True,,1,rage_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_60,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_60,True,,1,rage_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_61,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_61,True,,1,rage_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_62,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_62,False,,1,rage_02,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_63,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_63,False,,1,rage,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_64,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_64,False,,1,rage,,13,idle,,3,idle,,5,idle,,7,idle,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_11_65,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_65,False,,1,rage,,13,idle,,3,idle,,5,idle,,7,idle,,10,100,1.0,,,,,,,,,,,,,,,,
d_main_39_11_66,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_66,True,,1,rage,,13,idle,,3,idle,,5,idle,,7,idle,,100,100,1.0,,,,,,,,,,,,,,,,
d_main_39_11_67,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_67,True,,1,rage,,13,idle,,3,idle,,5,idle,,7,idle,,100,100,1.0,,,,,,,,,,,,,,,,
d_main_39_11_68,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_68,True,,1,rage,,13,idle,,3,idle,,5,idle,,7,idle,,100,100,1.0,,,,,,,,,,,,,,,,
d_main_39_11_69,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_69,False,,1,rage,,13,idle,,3,idle,,5,idle,,7,idle,,100,100,1.0,,,,,,,,,,,,,,,,
d_main_39_11_70,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_70,False,,1,rage,,13,idle,,3,idle,,5,idle,,7,idle,,100,10,1.0,none,,,,,,,,,,,,,,,
d_main_39_11_71,d_main_39_11,Narration,nayuta_n,,Locale_MainScenario:d_main_39_11_71,False,,1,rage,,13,idle,,3,idle,,5,idle,,7,idle,EventScene_Chap_39_02,black,black,1.0,bgm_chapter39_field_gliding_b,nayuta_n,rapi_red,maxwell_p,laplace_p,drake_p,sfx_scn_edensphere,,,,,,,,,
d_main_39_11_72,d_main_39_11,Monologue,nayuta_n,,Locale_MainScenario:d_main_39_11_72,False,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_39_11_73,d_main_39_11,Monologue,nayuta_n,,Locale_MainScenario:d_main_39_11_73,False,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_39_11_74,d_main_39_11,Monologue,nayuta_n,,Locale_MainScenario:d_main_39_11_74,False,,,,,,,,,,,,,,,,,eden_01,1,2.0,,,,,,,,,,,,,,,,
d_main_39_11_75,d_main_39_11,Monologue,nayuta_n,,Locale_MainScenario:d_main_39_11_75,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_39_11_76,d_main_39_11,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_39_11_76,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_39_11_77,d_main_39_11,Speech,laplace_p,laplace_p,Locale_MainScenario:d_main_39_11_77,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_39_11_78,d_main_39_11,Speech,drake_p,drake_p,Locale_MainScenario:d_main_39_11_78,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_39_11_79,d_main_39_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_39_11_79,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_39_11_80,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_80,True,,,,,,,,,,,,,,,,,1,eden_02,1.0,,,,,,,,,,,,,,,,
d_main_39_11_81,d_main_39_11,Self,nayuta_n,,Locale_MainScenario:d_main_39_11_81,False,,,,,,,,,,,,,,,,,eden_02,eden_02,1.0,,,,,,,,,,,,,,,,
d_main_39_11_82,d_main_39_11,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_39_11_82,True,,,,,,,,,,,,,,,,,eden_02,eden_02,1.0,,,,,,,,,,,,,,,,
d_main_39_11_83,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_83,True,,,,,,,,,,,,,,,,WhaleyBack,black,black,1.0,,,,,,,,leviathan,1,no,ziz,13,idle,raptilion,3,idle
d_main_39_11_84,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_84,True,,,,,,,,,,,,,,,,,S_100,S_10,1.0,,,,,,,,,1,no,,13,idle,,3,idle
d_main_39_11_85,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_85,True,,,,,,,,,,,,,,,,,S_130,S_130,1.0,,,,,,,,,1,no,,13,idle,,3,idle
d_main_39_11_86,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_86,True,,,,,,,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,,1,no,,13,idle,,3,idle
d_main_39_11_87,d_main_39_11,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_11_87,True,,,,,,,,,,,,,,,,,rap_30,rap_30,1.0,,,,,,,,,1,no,,13,idle,,3,idle
d_main_39_11_88,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_88,True,,,,,,,,,,,,,,,,,S_10,S_100,1.0,,,,,,,,,1,angry,,13,idle,,3,idle
d_main_39_11_89,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_89,True,,,,,,,,,,,,,,,,,S_100,S_1300,1.0,,,,,,,,,1,angry,,13,sad,,3,idle
d_main_39_11_90,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_90,True,,,,,,,,,,,,,,,,,S_1300,113,1.5,,,,,,,,,1,angry,,13,sad,,3,idle
d_main_39_11_91,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_91,True,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,1,angry,,13,sad,,3,idle
d_main_39_11_92,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_92,True,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,1,angry,,13,idle,,3,idle
d_main_39_11_93,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_93,True,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,1,think_01,,13,idle,,3,idle
d_main_39_11_94,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_94,True,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,1,think_01,,13,idle,,3,idle
d_main_39_11_95,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_95,True,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,1,think_01,,13,idle,,3,idle
d_main_39_11_96,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_96,False,,,,,,,,,,,,,,,,,113,S_10,1.0,,,,,,,,,1,think_01,,13,idle,,3,idle
d_main_39_11_97,d_main_39_11,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_11_97,True,,,,,,,,,,,,,,,,,S_10,rap_30,1.0,,,,,,,,,1,think_01,,13,idle,,3,idle
d_main_39_11_98,d_main_39_11,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_11_98,True,,,,,,,,,,,,,,,,,rap_30,rap_30,1.0,,,,,,,,,1,think_01,,13,idle,,3,idle
d_main_39_11_99,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_99,False,,,,,,,,,,,,,,,,,rap_30,S_10,1.0,,,,,,,,,1,think_01,,13,idle,,3,idle
d_main_39_11_100,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_100,True,,,,,,,,,,,,,,,,,S_10,113,1.0,,,,,,,,,1,think_01,,13,delight,,3,idle
d_main_39_11_101,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_101,True,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,1,angry,,13,delight,,3,idle
d_main_39_11_102,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_102,True,,,,,,,,,,,,,,,,,113,113,1.0,,,,,,,,,1,angry,,13,idle,,3,idle
d_main_39_11_103,d_main_39_11,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_11_103,True,,,,,,,,,,,,,,,,,rap_30,rap_30,1.0,,,,,,,,,1,angry,,13,idle,,3,idle
d_main_39_11_104,d_main_39_11,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_11_104,True,,,,,,,,,,,,,,,,,rap_30,rap_30,1.0,,,,,,,,,1,angry,,13,idle,,3,idle
d_main_39_11_105,d_main_39_11,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_11_105,True,,,,,,,,,,,,,,,,,rap_30,rap_30,1.0,,,,,,,,,1,angry,,13,idle,,3,idle
d_main_39_11_106,d_main_39_11,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_11_106,True,,,,,,,,,,,,,,,,,rap_30,rap_300,1.0,,,,,,,,,1,angry,,13,idle,,3,idle
d_main_39_11_107,d_main_39_11,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_11_107,True,,,,,,,,,,,,,,,,,rap_300,rap_300,1.0,,,,,,,,,1,angry,,13,idle,,3,idle
d_main_39_11_108,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_108,True,,,,,,,,,,,,,,,,,rap_300,raptogether_01,1.0,,,,,,,,,1,no,,13,idle,,3,idle
d_main_39_11_109,d_main_39_11,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_11_109,True,,,,,,,,,,,,,,,,,raptogether_01,raptogether_01,1.0,,,,,,,,,1,no,,13,idle,,3,idle
d_main_39_11_110,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_110,True,,,,,,,,,,,,,,,,,raptogether_01,raptogether_01,1.0,,,,,,,,,1,no,,13,idle,,3,idle
d_main_39_11_111,d_main_39_11,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_11_111,True,,,,,,,,,,,,,,,,,raptogether_01,raptogether_01,1.0,,,,,,,,,1,no,,13,idle,,3,idle
d_main_39_11_112,d_main_39_11,Speech,raptilion,raptilion,Locale_MainScenario:d_main_39_11_112,True,,,,,,,,,,,,,,,,,raptogether_01,raptogether_01,1.0,,,,,,,,,1,no,,13,idle,,3,idle
d_main_39_11_113,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_113,True,,,,,,,,,,,,,,,,,raptogether_01,raptogether_01,1.0,,,,,,,,,1,think_02,,13,idle,,3,idle
d_main_39_11_114,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_114,True,,,,,,,,,,,,,,,,,S_130,S_1300,1.0,,,,,,,,,1,think_02,,13,delight,,3,idle
d_main_39_11_115,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_115,True,,,,,,,,,,,,,,,,,S_1300,S_1300,1.0,,,,,,,,,1,think_02,,13,delight,,3,idle
d_main_39_11_116,d_main_39_11,Speech,ziz,leviathan,Locale_MainScenario:d_main_39_11_116,False,,,,,,,,,,,,,,,,,S_1300,S_1300,1.0,,,,,,,,,1,think_02,,13,delight,,3,idle
d_main_39_11_117,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_117,True,,,,,,,,,,,,,,,,,S_1300,S_130,1.0,,,,,,,,,1,think_02,,13,idle,,3,idle
d_main_39_11_118,d_main_39_11,Speech,ziz,ziz,Locale_MainScenario:d_main_39_11_118,True,,,,,,,,,,,,,,,,,S_130,S_130,1.0,,,,,,,,,1,think_02,,13,idle,,3,idle
d_main_39_11_119,d_main_39_11,Speech,leviathan,leviathan,Locale_MainScenario:d_main_39_11_119,False,,,,,,,,,,,,,,,,,S_130,113,1.0,,,,,,,,,1,think_02,,13,idle,,3,idle
