id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/8/hide_char_id,set_filter_01,fade
d_main_20_01_11,d_main_20_01,Speech,papillon,papillon,Locale_MainScenario:d_main_20_01_11,True,,OP_center,idle,,8,idle_alt,,14,16,1.0,,isabel,6,idle,johan,4,idle,noah,2,idle,anis,13,idle,neon,15,idle,papillon,17,surprise,rapi,19,idle,cecil_op_c,,,,,,,,,,
d_main_20_01_12,d_main_20_01,Speech,neon,neon,Locale_MainScenario:d_main_20_01_12,True,,,,,8,idle_alt,,16,16,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,idle,,17,surprise,,19,idle,,,,,,,,,,,
d_main_20_01_13,d_main_20_01,Speech,papillon,papillon,Locale_MainScenario:d_main_20_01_13,True,,,,,8,idle_alt,,16,16,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,idle,,17,angry,,19,idle,,,,,,,,,,,
d_main_20_01_14,d_main_20_01,Speech,papillon,papillon,Locale_MainScenario:d_main_20_01_14,True,,,,,8,idle_alt,,16,16,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,idle,,17,angry,,19,idle,,,,,,,,,,,
d_main_20_01_15,d_main_20_01,Speech,johan,johan,Locale_MainScenario:d_main_20_01_15,False,,,,,8,idle_alt,,4,4,1.0,,,6,idle,,4,angry,,2,idle,,13,idle,,15,idle,,17,angry,,19,idle,,,,,,,,,,,
d_main_20_01_16,d_main_20_01,Speech,neon,neon,Locale_MainScenario:d_main_20_01_16,True,,,,,8,idle_alt,,14,14,1.0,,,6,idle,,4,angry,,2,idle,,13,idle,,15,surprise,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_17,d_main_20_01,Speech,anis,anis,Locale_MainScenario:d_main_20_01_17,True,,,,,8,idle_alt,,14,14,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,surprise,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_18,d_main_20_01,Speech,neon,neon,Locale_MainScenario:d_main_20_01_18,True,,,,,8,idle_alt,,14,14,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,angry,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_19,d_main_20_01,Self,,Self,Locale_MainScenario:d_main_20_01_19,False,,,,,8,idle_alt,,14,14,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,angry,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_20,d_main_20_01,Speech,isabel,isabel,Locale_MainScenario:d_main_20_01_20,True,,,,,8,idle_alt,,5,5,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_21,d_main_20_01,Speech,isabel,isabel,Locale_MainScenario:d_main_20_01_21,True,,,,,8,idle_alt,,5,5,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_22,d_main_20_01,Speech,johan,johan,Locale_MainScenario:d_main_20_01_22,False,,,,,8,idle_alt,,5,L_40,2.0,,,6,idle,,4,think,,2,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_23,d_main_20_01,Speech,cecil,cecil,Locale_MainScenario:d_main_20_01_23,True,cecil,4,idle,,8,idle_alt,EdenIndoor,4,4,1.0,,,6,idle,,4,think,,2,idle,,13,idle,,15,idle,,17,idle,,19,idle,,isabel,johan,noah,anis,neon,papillon,rapi,dorothy,Grey,black
d_main_20_01_24,d_main_20_01,Speech,cecil,cecil,Locale_MainScenario:d_main_20_01_24,True,,4,idle,,8,idle_alt,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
d_main_20_01_25,d_main_20_01,Speech,cecil,cecil,Locale_MainScenario:d_main_20_01_25,True,,4,delight,,8,idle_alt,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
d_main_20_01_26,d_main_20_01,Speech,cecil,cecil,Locale_MainScenario:d_main_20_01_26,True,,4,delight,,8,idle_alt,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grey,
d_main_20_01_27,d_main_20_01,Speech,johan,johan,Locale_MainScenario:d_main_20_01_27,True,,4,delight,dorothy,8,idle_alt,Desert_03,4,4,1.0,,isabel,6,idle,johan,4,idle,noah,2,idle,anis,13,idle,neon,15,idle,papillon,17,idle,rapi,19,idle,cecil,,,,,,,,,,black
d_main_20_01_28,d_main_20_01,Speech,johan,johan,Locale_MainScenario:d_main_20_01_28,True,,,,,8,idle_alt,,4,4,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_29,d_main_20_01,Speech,noah,noah,Locale_MainScenario:d_main_20_01_29,True,,,,,8,idle_alt,,4,3,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_30,d_main_20_01,Speech,noah,noah,Locale_MainScenario:d_main_20_01_30,True,,,,,8,idle_alt,,3,3,2.0,,,6,idle,,4,idle,,2,"expression_0,idle",,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_31,d_main_20_01,Speech,neon,neon,Locale_MainScenario:d_main_20_01_31,True,,,,,8,idle_alt,,3,3,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,surprise,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_32,d_main_20_01,Speech,noah,noah,Locale_MainScenario:d_main_20_01_32,True,,,,,8,idle_alt,,3,XS_20,2.0,,,6,idle,,4,idle,,2,angry,,13,idle,,15,surprise,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_33,d_main_20_01,Speech,noah,noah,Locale_MainScenario:d_main_20_01_33,True,,,,,8,idle_alt,,XS_20,XS_20,1.0,,,6,idle,,4,idle,,2,angry,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_34,d_main_20_01,Speech,noah,noah,Locale_MainScenario:d_main_20_01_34,True,,,,,8,idle_alt,,XS_20,XS_20,1.0,,,6,idle,,4,idle,,2,good,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_35,d_main_20_01,Speech,noah,noah,Locale_MainScenario:d_main_20_01_35,True,,,,,8,idle_alt,,XS_20,XS_20,1.0,,,6,idle,,4,idle,,2,good,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_36,d_main_20_01,Speech,anis,anis,Locale_MainScenario:d_main_20_01_36,True,,,,,8,idle_alt,,130,130,1.0,,,6,idle,,4,idle,,2,good,,13,no,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_37,d_main_20_01,Speech,neon,neon,Locale_MainScenario:d_main_20_01_37,True,,,,,8,idle_alt,,130,S_150,1.0,,,6,idle,,4,idle,,2,idle,,13,no,,15,no,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_38,d_main_20_01,Self,,Self,Locale_MainScenario:d_main_20_01_38,False,,,,,8,idle_alt,,8,8,1.0,,,6,idle,,4,idle,,2,idle,,13,no,,15,no,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_39,d_main_20_01,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_01_39,True,,,,,8,idle_alt,,8,8,1.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
d_main_20_01_40,d_main_20_01,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_01_40,True,,,,,8,idle_alt,,8,80,2.0,,,6,idle,,4,idle,,2,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,
