id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,set_camera_shake,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_23_09_e_55,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_55,False,,14,14,1.0,,,,,13,idle,,15,idle,,,,,,,,,,
d_main_23_09_e_56,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_56,False,,14,17,1.0,,,,,13,idle,,15,idle,,,,,,,,,,
d_main_23_09_e_57,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_57,False,,17,XS_1700,0.7,,,,,13,idle,,15,idle,,,,,,,,,,
d_main_23_09_e_58,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_58,False,,XS_1700,XS_1700,1.0,,,,,13,idle,,15,idle,,,,,,,,,,
d_main_23_09_e_59,d_main_23_09_e,Narration,Locale_MainScenario:d_main_23_09_e_59,False,,black,black,1.0,,,,,13,idle,,15,idle,,,,sfx_scn_fragment,,,,,,
d_main_23_09_e_60,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_60,False,,black,black,1.0,,,,,13,idle,,15,idle,,,,,,,,,,
d_main_23_09_e_61,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_61,False,,14,14,1.0,,,,,13,idle,,15,idle,,,,,,,,,,
d_main_23_09_e_62,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_62,False,,14,14,1.0,,,,,13,idle,,15,idle,,,,,,,,,,
d_main_23_09_e_63,d_main_23_09_e,Narration,Locale_MainScenario:d_main_23_09_e_63,False,,14,14,1.0,,Vignetting,,,13,idle,,15,idle,,,,sfx_scn_flare,,,,,,
d_main_23_09_e_64,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_64,False,,14,14,1.0,,Vignetting,,,13,idle,,15,idle,,,,,,,,,,
d_main_23_09_e_65,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_65,False,,14,14,1.0,,Vignetting,,,13,idle,,15,idle,,,,,,,,,,
d_main_23_09_e_66,d_main_23_09_e,Speech,Locale_MainScenario:d_main_23_09_e_66,True,,150,150,1.0,,Vignetting,,,13,idle,,15,angry,viper,viper,,,,,,,,
d_main_23_09_e_67,d_main_23_09_e,Speech,Locale_MainScenario:d_main_23_09_e_67,True,,130,130,1.0,,Vignetting,,,13,surprise,,15,angry,crow,crow,,,,,,,,
d_main_23_09_e_68,d_main_23_09_e,Self,Locale_MainScenario:d_main_23_09_e_68,False,,130,130,1.0,,Vignetting,,,13,surprise,,15,angry,,,,,,,,,,
d_main_23_09_e_69,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_69,False,,130,4,1.0,,Vignetting,,,13,surprise,,15,angry,,,,,,,,,,
d_main_23_09_e_70,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_70,False,,4,4,1.0,,Vignetting,,,13,surprise,,15,angry,,,,,,,,,,
d_main_23_09_e_71,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_71,False,,4,4,1.0,,Vignetting,,,13,surprise,,15,angry,,,,,,,,,,
d_main_23_09_e_72,d_main_23_09_e,Narration,Locale_MainScenario:d_main_23_09_e_72,False,,4,4,1.0,,Vignetting,,,13,surprise,,15,angry,,,Low_2,,,,,,,
d_main_23_09_e_73,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_73,False,,4,4,1.0,,Vignetting,,,13,surprise,,15,angry,,,,,,,,,,
d_main_23_09_e_74,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_74,False,,4,4,1.0,,Vignetting,,,13,surprise,,15,angry,,,,,guillotine,5,idle,maiden,3,idle
d_main_23_09_e_75,d_main_23_09_e,Monologue,Locale_MainScenario:d_main_23_09_e_75,False,,4,30,1.0,,Vignetting,,,13,surprise,,15,angry,,,,,,5,idle,,3,idle
d_main_23_09_e_76,d_main_23_09_e,Speech,Locale_MainScenario:d_main_23_09_e_76,True,,30,30,1.0,none,Vignetting,,,13,surprise,,15,angry,maiden,maiden,,,,5,idle,,3,special
