id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/3/hide_char_id
d_main_24_02_41,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_41,True,,2,angry,,20,20,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_42,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_42,True,,2,angry,,20,20,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_43,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_43,True,,2,angry,,20,20,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_44,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_44,True,,2,angry,,20,200,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_45,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_45,True,,2,angry,,200,200,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_46,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_46,True,,2,angry,,200,200,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_47,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_47,True,,2,angry,,120,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_48,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_48,True,,2,idle,,120,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_49,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_49,True,,2,idle,,1,1,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_50,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_50,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_51,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_51,True,,2,idle,,1,1,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_52,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_52,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_53,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_53,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_54,d_main_24_02,Narration,Narration,Locale_MainScenario:d_main_24_02_54,False,,2,idle,,1,2,2.0,,,,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_55,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_55,True,,2,idle,,2,1,0.3,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_56,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_56,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_57,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_57,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_58,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_58,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_59,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_59,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_60,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_60,True,,2,idle,,1,1,1.0,,,diesel,,,12,worry,,14,idle,,,,,,,,
d_main_24_02_61,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_61,True,,2,idle,,1,1,1.0,,,crow,,,12,worry,,14,idle,,,,,,,,
d_main_24_02_62,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_62,True,,2,idle,,1,1,1.0,,,crow,,,12,worry,,14,idle,,,,,,,,
d_main_24_02_63,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_63,True,,2,idle,,1,120,2.0,,,diesel,,,12,worry,,14,idle,,,,,,,,
d_main_24_02_64,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_64,True,,2,idle,,120,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_65,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_65,True,,2,idle,,120,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_66,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_66,True,,2,idle,,120,1200,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_67,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_67,True,,2,idle,,1200,1200,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_68,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_68,True,,2,angry,,1200,20,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_69,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_69,True,,2,angry,,20,20,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_70,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_70,True,,2,angry,,20,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_71,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_71,True,,2,angry,,120,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_72,d_main_24_02,Narration,Narration,Locale_MainScenario:d_main_24_02_72,False,,2,angry,,black,black,1.0,,,,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_73,d_main_24_02,Narration,Narration,Locale_MainScenario:d_main_24_02_73,False,,2,angry,,120,12,2.0,,,,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_74,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_74,True,,2,smile,,12,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_75,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_75,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_76,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_76,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_77,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_77,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_78,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_78,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_79,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_79,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_80,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_80,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_81,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_81,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_82,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_82,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_83,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_83,False,,2,idle,,1,1,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_84,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_84,True,,2,idle,,1,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_85,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_85,True,,2,idle,,120,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_86,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_86,True,,2,idle,,120,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_87,d_main_24_02,Narration,Narration,Locale_MainScenario:d_main_24_02_87,False,,2,idle,,black,black,1.0,sfx_scn_aim,,,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_88,d_main_24_02,Narration,Narration,Locale_MainScenario:d_main_24_02_88,False,,2,idle,,120,13,1.0,sfx_scn_grab,,,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_89,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_89,True,,2,idle,,13,13,1.0,,,diesel,,,12,worry,,14,idle,,,,,,,,
d_main_24_02_90,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_90,True,,2,idle,,13,13,1.0,,,soline,,,12,worry,,14,surprise,,,,,,,,
d_main_24_02_91,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_91,True,,2,idle,,13,13,1.0,,,diesel,,,12,worry,,14,surprise,,,,,,,,
d_main_24_02_92,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_92,True,,2,idle,,13,13,1.0,,,soline,,,12,worry,,14,surprise,,,,,,,,
d_main_24_02_93,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_93,True,,2,idle,,13,13,1.0,,,soline,,,12,worry,,14,surprise,,,,,,,,
d_main_24_02_94,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_94,True,,2,idle,,13,13,1.0,,,soline,,,12,worry,,14,angry,,,,,,,,
d_main_24_02_95,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_95,True,,2,idle,,13,13,1.0,,,diesel,,,12,shy,,14,angry,,,,,,,,
d_main_24_02_96,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_96,True,,2,idle,,13,13,1.0,,,diesel,,,12,shy,,14,angry,,,,,,,,
d_main_24_02_97,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_97,True,,2,idle,,13,13,1.0,,,soline,,,12,shy,,14,angry,,,,,,,,
d_main_24_02_98,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_98,True,,2,idle,,13,13,1.0,,,diesel,,,12,shy,,14,angry,,,,,,,,
d_main_24_02_99,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_99,True,,2,idle,,13,13,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_100,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_100,True,,2,idle,,13,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_101,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_101,True,,2,idle,,120,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_102,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_102,False,,2,idle,,20,20,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_103,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_103,True,,2,idle,,120,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_104,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_104,True,,2,idle,,120,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_105,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_105,True,,2,idle,,120,120,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_106,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_106,True,,2,idle,,120,S_140,0.7,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_107,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_107,True,,2,idle,,S_140,S_140,1.0,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_108,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_108,True,,2,idle,,S_140,S_140,1.0,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_109,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_109,True,,2,idle,,S_140,S_140,1.0,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_110,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_110,True,,2,idle,,S_140,S_140,1.0,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_111,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_111,True,,2,idle,,S_140,S_140,1.0,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_112,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_112,True,,2,idle,,S_140,S_140,1.0,,,soline,,,12,shy,,14,angry,,,,,,,,
d_main_24_02_113,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_113,True,,2,idle,,S_140,S_140,1.0,,,soline,,,12,shy,,14,angry,,,,,,,,
d_main_24_02_114,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_114,False,,2,idle,,S_140,13,1.0,,,diesel,,,12,worry,,14,angry,,,,,,,,
d_main_24_02_115,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_115,True,,2,idle,,13,13,1.0,,,soline,,,12,worry,,14,angry,,,,,,,,
d_main_24_02_116,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_116,True,,2,idle,,13,13,1.0,,,soline,,,12,worry,,14,angry,,,,,,,,
d_main_24_02_117,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_117,True,,2,idle,,13,13,1.0,,,soline,,,12,worry,,14,surprise,,,,,,,,
d_main_24_02_118,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_118,True,,2,idle,,13,13,1.0,,,soline,,,12,worry,,14,surprise,,,,,,,,
d_main_24_02_119,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_119,True,,2,idle,,13,13,1.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_120,d_main_24_02,Narration,Narration,Locale_MainScenario:d_main_24_02_120,False,,2,idle,,black,black,1.0,sfx_scn_trainbrake,,,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_121,d_main_24_02,Narration,Narration,Locale_MainScenario:d_main_24_02_121,False,,2,idle,,black,black,1.0,,,,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_122,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_122,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_123,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_123,True,,2,idle,,1,1,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_124,d_main_24_02,Narration,Narration,Locale_MainScenario:d_main_24_02_124,False,,16,idle,,black,black,1.0,,,,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_125,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_125,True,,16,idle,,15,15,1.0,,,crow,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_126,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_126,True,,16,idle,,15,15,1.0,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_127,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_127,False,,16,idle,,15,15,1.0,,,crow,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_128,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_128,True,,16,idle,,15,15,1.0,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_129,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_129,True,,16,idle,,15,15,1.0,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_130,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_130,True,,16,idle,,15,15,1.0,,,crow,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_131,d_main_24_02,Narration,Narration,Locale_MainScenario:d_main_24_02_131,False,,16,idle,,15,15,1.0,,none,,,,12,shy,,14,surprise,crow,,,,,,,
d_main_24_02_132,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_132,False,,,,,15,13,2.0,,,diesel,,,12,shy,,14,idle,,,,,,,,
d_main_24_02_133,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_133,False,,,,,13,13,1.0,,,soline,,,12,shy,,14,angry,,,,,,,,
d_main_24_02_134,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_134,True,,,,,13,13,1.0,,,diesel,,,12,shy,,14,angry,,,,,,,,
d_main_24_02_135,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_135,True,,,,,13,13,1.0,,,soline,,,12,shy,,14,angry,,,,,,,,
d_main_24_02_136,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_136,False,,,,,13,13,1.0,,,diesel,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_137,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_137,True,,,,,13,13,1.0,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_138,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_138,True,,,,,13,13,1.0,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_139,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_139,True,,,,,13,13,1.0,,,soline,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_140,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_140,True,,,,,13,S_140,2.0,,,soline,,,12,shy,,14,pain,,,,,,,,
d_main_24_02_141,d_main_24_02,Speech,soline,Locale_MainScenario:d_main_24_02_141,True,,,,,S_140,S_140,1.0,,,soline,,,12,shy,,14,pain,,,,,,,,
d_main_24_02_142,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_142,True,,,,,S_140,120,1.0,,,diesel,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_143,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_143,True,,,,,120,120,1.0,,,diesel,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_144,d_main_24_02,Speech,diesel,Locale_MainScenario:d_main_24_02_144,True,,,,,120,120,1.0,,,diesel,,,12,shy,,14,surprise,,,,,,,,
d_main_24_02_145,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_145,True,crow,16,idle,Station,17,17,1.0,,,viper,,,12,shy,,14,surprise,,diesel,soline,viper,18,idle,black,
d_main_24_02_146,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_146,True,,16,idle,,17,17,1.0,,,crow,,,,,,,,,,,,18,idle,,
d_main_24_02_147,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_147,True,,16,idle,,17,17,1.0,,,viper,,,,,,,,,,,,18,idle,,
d_main_24_02_148,d_main_24_02,Speech,viper,Locale_MainScenario:d_main_24_02_148,True,,16,idle,,17,17,1.0,,,viper,,,,,,,,,,,,18,idle,,
d_main_24_02_149,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_149,False,,16,idle,,17,17,1.0,,,crow,,,,,,,,,,,,18,idle,,
d_main_24_02_150,d_main_24_02,Speech,crow,Locale_MainScenario:d_main_24_02_150,True,,16,idle,,17,17,1.0,,,crow,,,,,,,,,,,,18,idle,,
