id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_40_11_49,d_main_40_11,Speech,liberalio,liberalio,Locale_MainScenario:d_main_40_11_49,False,,S_1500,S_1500,1.0,,,,,,,1,idle,,,,,,,15,idle,,,,,,,,,,,,,,,,,
d_main_40_11_50,d_main_40_11,Narration,liberalio,,Locale_MainScenario:d_main_40_11_50,False,,S_1500,S_1500,1.0,,sfx_scn_metaldown,Low_2,Red,,,1,idle,,,,,,,15,idle,,,,,,,,,,,,,,,,,
d_main_40_11_51,d_main_40_11,Narration,liberalio,,Locale_MainScenario:d_main_40_11_51,False,,S_1500,S_150,1.0,,,,Red,,,1,idle,,,,,,,15,idle,,,,,,,,,,,,,,,,,
d_main_40_11_52,d_main_40_11,Speech,liberalio,liberalio,Locale_MainScenario:d_main_40_11_52,False,,S_150,S_150,1.0,,,,Red,,,1,idle,,,,,,,15,idle,,,,,,,,,,,,,,,,,
d_main_40_11_53,d_main_40_11,Narration,liberalio,,Locale_MainScenario:d_main_40_11_53,False,,black,black,1.0,,sfx_scn_heavypress,,Red,,,1,idle,,,,,,,15,idle,,,,,,,,,,,,,,,,,
d_main_40_11_54,d_main_40_11,Speech,liberalio,liberalio,Locale_MainScenario:d_main_40_11_54,True,,black,black,1.0,,,,Red,,,1,idle,,,,,,,15,idle,,,,,,,,,,,,,,,,,
d_main_40_11_55,d_main_40_11,Narration,,,Locale_MainScenario:d_main_40_11_55,False,EventScene_Chap_40_06,black,black,1.0,,,,,,,1,idle,behemoth,,,,,,15,idle,liberalio,,,,,,,,,,,,,,,,
d_main_40_11_56,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_56,True,,behemothresurrection_01,behemothresurrection_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_57,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_57,True,,behemothresurrection_01,behemothresurrection_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_58,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_58,True,,behemothresurrection_01,behemothresurrection_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_59,d_main_40_11,Narration,,,Locale_MainScenario:d_main_40_11_59,False,,behemothresurrection_01,behemothresurrection_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_60,d_main_40_11,Narration,,,Locale_MainScenario:d_main_40_11_60,False,,behemothresurrection_01,behemothresurrection_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_61,d_main_40_11,Speech,liberalio,liberalio,Locale_MainScenario:d_main_40_11_61,True,,behemothresurrection_01,behemothresurrection_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_62,d_main_40_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_11_62,True,,behemothresurrection_01,behemothresurrection_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_63,d_main_40_11,Self,,,Locale_MainScenario:d_main_40_11_63,False,,behemothresurrection_01,behemothresurrection_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_64,d_main_40_11,Speech,ziz,ziz,Locale_MainScenario:d_main_40_11_64,True,,behemothresurrection_01,behemothresurrection_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_65,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_65,True,,behemothresurrection_01,behemothresurrection_02,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_66,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_66,True,,behemothresurrection_02,behemothresurrection_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_67,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_67,True,,behemothresurrection_02,behemothresurrection_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_68,d_main_40_11,Speech,ziz,ziz,Locale_MainScenario:d_main_40_11_68,True,WhaleyBack,black,black,1.0,,,,,,behemoth,15,think,,ziz,17,cry,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_69,d_main_40_11,Speech,ziz,ziz,Locale_MainScenario:d_main_40_11_69,True,,S_170,S_170,1.0,,,,,,,15,think,,,17,cry,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_70,d_main_40_11,Speech,ziz,ziz,Locale_MainScenario:d_main_40_11_70,False,,S_170,S_170,1.0,,,,,,,15,think,,,17,cry,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_71,d_main_40_11,Speech,ziz,ziz,Locale_MainScenario:d_main_40_11_71,True,,S_170,S_1700,0.5,,,,,,,15,think,,,17,sad,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_72,d_main_40_11,Narration,ziz,,Locale_MainScenario:d_main_40_11_72,False,,black,black,1.0,,,,,,,15,think,,,17,sad,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_73,d_main_40_11,Narration,ziz,,Locale_MainScenario:d_main_40_11_73,False,,black,black,1.0,,,,,,,15,think,,,17,sad,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_74,d_main_40_11,Speech,ziz,ziz,Locale_MainScenario:d_main_40_11_74,True,,S_1700,S_1700,1.0,,,,,,,15,think,,,17,sad,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_75,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_75,True,,S_1700,1500,1.0,,,,,,,15,think,,,17,sad,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_76,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_76,True,,1500,1500,1.0,,,,,,,15,think,,,17,sad,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_77,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_77,True,,1500,150,1.0,,,,,,,15,idle,,,17,sad,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_78,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_78,True,,150,150,1.0,,,,,,,15,idle,,,17,sad,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_79,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_79,True,,150,150,1.0,,,,,,,15,think,,,17,sad,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_80,d_main_40_11,Speech,ziz,ziz,Locale_MainScenario:d_main_40_11_80,True,,150,1517,1.0,,,,,,,15,think,,,17,idle,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_81,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_81,True,,1517,1517,1.0,,,,,,,15,idle,,,17,idle,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_82,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_82,True,,1517,1517,1.0,,,,,,,15,idle,,,17,idle,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_83,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_83,True,,1517,1517,1.0,,,,,,,15,idle,,,17,idle,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_84,d_main_40_11,Speech,ziz,ziz,Locale_MainScenario:d_main_40_11_84,True,,1517,1517,1.0,,,,,,,15,idle,,,17,idle,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_85,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_85,True,,1517,1517,1.0,,,,,,,15,idle,,,17,idle,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_86,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_86,True,,1517,1517,1.0,,,,,,,15,think,,,17,idle,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_87,d_main_40_11,Speech,ziz,ziz,Locale_MainScenario:d_main_40_11_87,True,,1517,1517,1.0,,,,,,,15,think,,,17,idle,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_88,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_88,True,,1517,1517,1.0,,,,,,,15,idle,,,17,idle,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_89,d_main_40_11,Speech,ziz,ziz,Locale_MainScenario:d_main_40_11_89,True,,1517,1517,1.0,,,,,,,15,idle,,,17,idle,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_90,d_main_40_11,Self,behemoth,,Locale_MainScenario:d_main_40_11_90,False,,1517,150,1.0,,,,,,,15,idle,,,17,idle,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_91,d_main_40_11,Speech,behemoth,rapi_red,Locale_MainScenario:d_main_40_11_91,False,,150,150,1.0,,,,,,,15,idle,,,17,idle,,rapi_red,3,idle,,,,,,,,,,,,,,,,,
d_main_40_11_92,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_92,False,,150,150,1.0,,,,,,,15,think,,,17,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_40_11_93,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_93,True,,150,150,1.0,,,,,,,15,think,,,17,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_40_11_94,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_94,True,,150,150,1.0,,,,,,,15,think,,,17,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_40_11_95,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_95,True,,150,150,1.0,,,,,,,15,think,,,17,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_40_11_96,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_96,True,,150,1500,1.0,,,,,,,15,think,,,17,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_40_11_97,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_97,True,,1500,1500,1.0,,,,,,,15,think,,,17,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_40_11_98,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_98,True,,1500,1500,1.0,,,,,,,15,think,,,17,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_40_11_99,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_99,True,,1500,1500,1.0,,,,,,,15,think,,,17,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_40_11_100,d_main_40_11,Narration,behemoth,,Locale_MainScenario:d_main_40_11_100,False,,black,black,1.0,,sfx_scn_explosionhuge,,,,,15,think,,,17,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_40_11_101,d_main_40_11,Narration,behemoth,,Locale_MainScenario:d_main_40_11_101,False,,black,black,1.0,,,,,,,15,think,,,17,idle,,,3,idle,,,,,,,,,,,,,,,,,
d_main_40_11_102,d_main_40_11,Narration,behemoth,,Locale_MainScenario:d_main_40_11_102,False,,black,black,1.0,,,,,,,15,think,,,17,idle,,,3,idle,,maxwell_p,5,idle,,laplace_p,7,angry_02,,drake_p,9,idle,,,,,
d_main_40_11_103,d_main_40_11,Speech,behemoth,behemoth,Locale_MainScenario:d_main_40_11_103,True,,150,150,1.0,,,,,,,15,angry,,,17,idle,,,3,idle,,,5,idle,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_104,d_main_40_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_11_104,True,,30,30,1.0,,,,,,,15,angry,,,17,idle,,,3,idle,,,5,idle,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_105,d_main_40_11,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_40_11_105,True,,30,L_50,1.0,,,,,,,15,angry,,,17,idle,,,3,idle,,,5,rage,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_106,d_main_40_11,Speech,laplace_p,laplace_p,Locale_MainScenario:d_main_40_11_106,True,,L_50,S_70,1.0,,,,,,,15,angry,,,17,idle,,,3,idle,,,5,rage,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_107,d_main_40_11,Speech,drake_p,drake_p,Locale_MainScenario:d_main_40_11_107,True,,S_70,L_90,1.0,,,,,,,15,angry,,,17,idle,,,3,idle,,,5,rage,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_108,d_main_40_11,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_40_11_108,True,,L_50,L_500,0.7,,,,,,,15,angry,,,17,idle,,,3,idle,,,5,rage,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_109,d_main_40_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_11_109,True,,30,300,0.5,,,,,,,15,angry,,,17,idle,,,3,angry,,,5,rage,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_110,d_main_40_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_11_110,False,,300,300,1.0,,,,,,,15,angry,,,17,idle,,,3,angry,,,5,rage,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_111,d_main_40_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_11_111,True,,300,30,1.0,,,,,,,15,angry,,,17,idle,,,3,idle,,,5,rage,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_112,d_main_40_11,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_40_11_112,True,,30,53,1.0,,,,,,,15,angry,,,17,idle,,,3,idle,,,5,rage,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_113,d_main_40_11,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_11_113,True,,53,53,1.0,,,,,,,15,angry,,,17,idle,,,3,angry,,,5,rage,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_114,d_main_40_11,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_40_11_114,True,,53,53,1.0,,,,,,,15,angry,,,17,idle,,,3,angry,,,5,rage,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_115,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_115,False,Sky2,black,black,1.0,,,,,,,15,angry,,,17,idle,,,3,angry,,,5,rage,,,7,angry_02,,,9,idle,,,,,
d_main_40_11_116,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_116,False,,black,black,1.0,,,,,,,15,angry,behemoth,,17,idle,ziz,,3,angry,rapi_red,,5,rage,maxwell_p,,7,angry_02,laplace_p,,9,idle,drake_p,,,,
d_main_40_11_117,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_117,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_118,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_118,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_119,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_119,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_120,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_120,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_11_121,d_main_40_11,Monologue,,,Locale_MainScenario:d_main_40_11_121,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
