id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,play_sound,set_camera_shake,set_filter_01,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/4/hide_char_id
d_main_29_05_e_35,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_35,True,,3,worry,,1,pain,,13,worry,,30,30,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_36,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_36,True,,3,worry,,1,pain,,13,worry,,30,30,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_37,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_37,True,,3,worry,,1,pain,,13,worry,,30,30,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_38,d_main_29_05_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_05_e_38,False,,3,worry,,1,pain,,13,worry,,17,17,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_39,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_39,True,,3,worry,,1,pain,,13,worry,,30,30,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_40,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_40,True,,3,worry,,1,pain,,13,worry,,30,30,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_41,d_main_29_05_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_05_e_41,False,,3,worry,,1,pain,,13,worry,,17,17,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_42,d_main_29_05_e,Narration,unknown_grave,,Locale_MainScenario:d_main_29_05_e_42,False,,3,worry,,1,pain,,13,worry,,17,17,1.0,,,17,idle,unknown_grave,sfx_scn_naturalfootstep,,,,,,,,,,
d_main_29_05_e_43,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_43,False,,3,worry,,1,pain,,13,worry,,30,30,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_44,d_main_29_05_e,Narration,liveryn,,Locale_MainScenario:d_main_29_05_e_44,False,,3,worry,,1,pain,,13,worry,,30,30,1.0,,,,,,sfx_scn_shutter,,,,,,,,,,
d_main_29_05_e_45,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_45,True,,3,surprise,,1,pain,,13,worry,,30,3,0.6,,,,,,,,,,,,,,,,
d_main_29_05_e_46,d_main_29_05_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_05_e_46,False,,3,surprise,,1,pain,,13,worry,,3,17,1.0,,unknown_grave,17,idle,,,,,,,,,,,,
d_main_29_05_e_47,d_main_29_05_e,Narration,unknown_grave,,Locale_MainScenario:d_main_29_05_e_47,False,,3,surprise,,1,pain,,13,worry,,17,L_170,1.0,,,17,idle,,sfx_scn_coffinriftup,,,,,,,,,,
d_main_29_05_e_48,d_main_29_05_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_05_e_48,True,,3,surprise,,1,pain,,13,worry,,L_170,L_170,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_49,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_49,True,,3,surprise,,1,surprise,,13,worry,,2,2,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_50,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_50,True,,3,angry,,1,surprise,,13,worry,,2,2,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_51,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_51,True,,3,angry,,1,pain,,13,worry,,2,2,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_52,d_main_29_05_e,Narration,elegg,,Locale_MainScenario:d_main_29_05_e_52,False,,3,angry,,1,pain,,13,worry,,2,2,1.0,,,17,idle,,sfx_scn_energyballfire,Low_2,Red,,,,,,,,
d_main_29_05_e_53,d_main_29_05_e,Narration,elegg,,Locale_MainScenario:d_main_29_05_e_53,False,,3,angry,,1,pain,,13,worry,,2,2,1.0,,,17,idle,,,,Red,,,,,,,,
d_main_29_05_e_54,d_main_29_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_e_54,True,,3,angry,,1,pain,,13,angry,,2,12,0.6,,,17,idle,,,,Red,,,,,,,,
d_main_29_05_e_55,d_main_29_05_e,Narration,hammering,,Locale_MainScenario:d_main_29_05_e_55,False,,3,angry,,1,pain,,13,angry,,black,black,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_56,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_56,True,,3,angry,,1,pain,,13,angry,,12,12,1.0,,,17,idle,,,Low_2,,,,,,,,,
d_main_29_05_e_57,d_main_29_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_e_57,True,,3,angry,,1,pain,,13,angry,,12,12,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_58,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_58,True,,3,angry,,1,pain,,13,angry,,12,12,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_59,d_main_29_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_e_59,True,,3,angry,,1,pain,,13,angry,,12,12,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_60,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_60,True,,3,angry,,1,pain,,13,angry,,12,30,0.6,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_61,d_main_29_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_e_61,False,,3,angry,,1,pain,,13,worry,,130,130,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_62,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_62,True,,3,angry,,1,pain,,13,worry,,S_10,S_100,0.6,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_63,d_main_29_05_e,Narration,elegg,,Locale_MainScenario:d_main_29_05_e_63,False,,3,angry,,1,pain,,13,worry,,S_100,1,1.0,,,17,idle,,,Low_2,,liveryn,elegg,hammering,,,,,
d_main_29_05_e_64,d_main_29_05_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_05_e_64,False,,,,,,,,,,,1,17,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_65,d_main_29_05_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_05_e_65,True,,,,,,,,,,,17,17,1.0,none,,17,idle,,,,,,,,,,,,
d_main_29_05_e_66,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_66,True,anis,3,void,elegg,1,think,fragile,13,no,CrystalCity,1,1,1.0,bgm_chapter29_field_drifting,drilley,15,idle,unknown_grave,,,,,,,trony_op_r,OP_rightup,sad,black,
d_main_29_05_e_67,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_67,True,,3,void,,1,think,,13,no,,1,1,1.0,,,15,idle,,,,,,,,,OP_rightup,sad,,
d_main_29_05_e_68,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_68,True,,3,void,,1,think,,13,no,,1,1,1.0,,,15,idle,,,,,,,,,OP_rightup,sad,,
d_main_29_05_e_69,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_69,True,,3,void,,1,think,,13,no,,1,1,1.0,,,15,idle,,,,,,,,,OP_rightup,sad,,
d_main_29_05_e_70,d_main_29_05_e,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_05_e_70,True,,3,void,,1,think,,13,no,,1,1,1.0,,,15,idle,,,,,,,,,OP_rightup,sad,,
d_main_29_05_e_71,d_main_29_05_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_05_e_71,True,,3,void,,1,think,,13,no,,1,12,1.0,,,15,idle,,,,,,,,,OP_rightup,sad,,trony_op_r
d_main_29_05_e_72,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_72,True,,3,void,,1,idle,,13,no,,12,12,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_73,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_73,True,,3,void,,1,idle,,13,no,,12,12,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_74,d_main_29_05_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_05_e_74,True,,3,void,,1,idle,,13,no,,12,12,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_75,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_75,True,,3,void,,1,idle,,13,no,,12,12,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_76,d_main_29_05_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_05_e_76,False,,3,void,,1,idle,,13,think,,12,S_130,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_77,d_main_29_05_e,Speech,anis,anis,Locale_MainScenario:d_main_29_05_e_77,True,,3,worry,,1,idle,,13,think,,2,2,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_78,d_main_29_05_e,Speech,anis,anis,Locale_MainScenario:d_main_29_05_e_78,True,,3,worry,,1,idle,,13,think,,2,2,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_79,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_79,True,,3,worry,,1,think,,13,think,,2,2,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_80,d_main_29_05_e,Speech,drilley,drilley,Locale_MainScenario:d_main_29_05_e_80,False,,3,worry,,1,think,,13,think,,XS_150,XS_150,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_81,d_main_29_05_e,Self,drilley,,Locale_MainScenario:d_main_29_05_e_81,False,,3,worry,,1,think,,13,think,,XS_150,1,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_82,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_82,True,,3,worry,,1,idle,,13,think,,1,1,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_83,d_main_29_05_e,Self,elegg,,Locale_MainScenario:d_main_29_05_e_83,False,,3,worry,,1,idle,,13,think,,1,1,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_84,d_main_29_05_e,Self,elegg,,Locale_MainScenario:d_main_29_05_e_84,False,,3,worry,,1,idle,,13,think,,1,1,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_85,d_main_29_05_e,Speech,fragile,fragile,Locale_MainScenario:d_main_29_05_e_85,True,,3,worry,,1,idle,,13,shy,,1,12,1.0,,,15,idle,,,,,,,,,,,,
d_main_29_05_e_86,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_86,True,,3,worry,,1,idle,,13,shy,,12,12,1.0,,,15,idle,,,,,,,,,,,,
