id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,play_sound,effects/0/play_effect_id,effects/0/set_effect_position,effects/1/play_effect_id,effects/1/set_effect_position,characters/6/hide_char_id,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_main_04_04_e_15,d_main_04_04_e,Monologue,mihara,,Locale_MainScenario:d_main_04_04_e_15,True,,1,void,,13,idle,,17,idle,,19,surprise,,7,idle,,17,1719,1.0,,,,mihara,,,,,,,,,,,,,,,,
d_main_04_04_e_16,d_main_04_04_e,Monologue,mihara,,Locale_MainScenario:d_main_04_04_e_16,True,,1,void,,13,idle,,,,,19,surprise,,7,idle,,1719,1719,1.0,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_17,d_main_04_04_e,Monologue,mihara,,Locale_MainScenario:d_main_04_04_e_17,True,,1,void,,13,idle,,,,,19,surprise,,7,idle,,1719,1719,1.0,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_18,d_main_04_04_e,Speech,yuni,yuni,Locale_MainScenario:d_main_04_04_e_18,True,,1,void,,13,idle,,,,,19,surprise,,7,idle,,1719,S_190,0.5,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_19,d_main_04_04_e,Speech,yuni,yuni,Locale_MainScenario:d_main_04_04_e_19,True,,1,void,,13,idle,,,,,19,surprise,,7,idle,,S_190,S_1900,0.5,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_20,d_main_04_04_e,Narration,yuni,Narration,Locale_MainScenario:d_main_04_04_e_20,True,,1,void,,13,idle,,,,,19,surprise,,7,idle,,black,black,1.0,,,,,yuni,,,,,sfx_scn_swing,,,,,,,,,,
d_main_04_04_e_21,d_main_04_04_e,Narration,yuni,Narration,Locale_MainScenario:d_main_04_04_e_21,True,,1,void,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,sfx_scn_heavyhit,,,,,,Low_1,,,,
d_main_04_04_e_22,d_main_04_04_e,Narration,yuni,Narration,Locale_MainScenario:d_main_04_04_e_22,True,,1,void,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_23,d_main_04_04_e,Speech,yuni,yuni,Locale_MainScenario:d_main_04_04_e_23,False,,1,void,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_24,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_24,True,,1,void,,13,idle,,,,,,,,7,idle,red,talkative_event_01,talkative_event_01,1.0,,anis,neon,,,talkative,talkative_event,1,idle,,,,,,,,,,,
d_main_04_04_e_25,d_main_04_04_e,Narration,talkative,Narration,Locale_MainScenario:d_main_04_04_e_25,True,,,,,,,,,,,,,,,,,talkative_event_01,talkative_event_02,2.0,,,,,,,,1,"intro_2,idle_2",sfx_scn_regeneration,fx_EventScene_Chap_04_05_flare,fx_EventScene_Chap_04_05_flare,,,,,,,,
d_main_04_04_e_26,d_main_04_04_e,Narration,talkative,Narration,Locale_MainScenario:d_main_04_04_e_26,True,,,,,,,,,,,,,,,,,talkative_event_02,talkative_event_02,1.0,,,,,,,,1,idle_2,,,,,,,,,,,
d_main_04_04_e_27,d_main_04_04_e,Speech,anis,anis,Locale_MainScenario:d_main_04_04_e_27,True,anis,1,angry,neon,13,idle,,,,,,,talkative,7,idle,CityForest_01,10,100,0.5,,,,,,,,1,idle_2,,,,,,talkative_event,,,,,
d_main_04_04_e_28,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_28,True,,1,angry,,13,idle,,,,,,,,7,idle,,7,S_70,1.0,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_29,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_29,True,,1,angry,,13,idle,,,,,,,,7,idle,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_30,d_main_04_04_e,Self,talkative,Self,Locale_MainScenario:d_main_04_04_e_30,True,,1,angry,,13,idle,,,,,,,,7,idle,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_31,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_31,True,,1,angry,,13,idle,,,,,,,,7,idle,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_32,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_32,True,,1,angry,,13,idle,,,,,,,,7,idle,,S_70,S_700,1.0,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_33,d_main_04_04_e,Monologue,talkative,,Locale_MainScenario:d_main_04_04_e_33,True,,1,angry,,13,idle,,,,,,,,7,idle,,S_700,S_700,1.0,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_34,d_main_04_04_e,Monologue,talkative,,Locale_MainScenario:d_main_04_04_e_34,True,,1,angry,,13,idle,,,,,,,,7,idle,,S_700,5,1.0,,,,,,,,,,,,,,,,,,,,
d_main_04_04_e_35,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_35,True,,1,angry,,13,idle,,,,,,,,7,idle,,5,50,1.0,,,,,,,,,,,,,,,,,,rapi,5,idle
d_main_04_04_e_36,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_36,True,,1,angry,,13,idle,,,,,,,,7,idle,,7,7,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_37,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_37,False,,1,angry,,13,idle,,,,,,,,7,idle,,7,S_70,3.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_38,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_38,True,,1,angry,,13,idle,,,,,,,,7,idle,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_39,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_39,True,,1,angry,,13,idle,,,,,,,,7,idle,,S_70,S_700,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_40,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_40,True,,1,angry,,13,idle,,,,,,,,7,idle,,50,50,1.0,,,,,,,,,,,,,,,,,,,5,angry
d_main_04_04_e_41,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_41,True,,1,angry,,13,idle,,,,,,,,7,idle,,S_70,S_700,0.5,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_42,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_42,True,,1,angry,,13,idle,,,,,,,,7,idle,,5,5,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_43,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_43,True,,1,angry,,13,idle,,,,,,,,7,idle,,5,50,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_44,d_main_04_04_e,Self,rapi,Self,Locale_MainScenario:d_main_04_04_e_44,True,,1,angry,,13,idle,,,,,,,,7,idle,,50,50,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_45,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_45,True,,1,angry,,13,idle,,,,,,,,7,idle,,50,50,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_46,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_46,True,,1,angry,,13,idle,,,,,,,,7,idle,,50,500,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_47,d_main_04_04_e,Narration,Narration,Narration,Locale_MainScenario:d_main_04_04_e_47,True,,1,angry,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,sfx_scn_swing,,,,,,,,,5,idle
d_main_04_04_e_48,d_main_04_04_e,Narration,Narration,Narration,Locale_MainScenario:d_main_04_04_e_48,True,,1,angry,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,sfx_scn_heavyhit,,,,,,Low_1,,,5,idle
d_main_04_04_e_49,d_main_04_04_e,Monologue,,,Locale_MainScenario:d_main_04_04_e_49,True,,1,angry,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_50,d_main_04_04_e,Monologue,,,Locale_MainScenario:d_main_04_04_e_50,True,,1,angry,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_51,d_main_04_04_e,Monologue,,,Locale_MainScenario:d_main_04_04_e_51,True,,1,angry,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,,,,,,,Low_1,,,5,idle
d_main_04_04_e_52,d_main_04_04_e,Monologue,,,Locale_MainScenario:d_main_04_04_e_52,True,,1,angry,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_53,d_main_04_04_e,Monologue,,,Locale_MainScenario:d_main_04_04_e_53,True,,1,angry,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_54,d_main_04_04_e,Monologue,,,Locale_MainScenario:d_main_04_04_e_54,True,,1,angry,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_55,d_main_04_04_e,Self,Self,Self,Locale_MainScenario:d_main_04_04_e_55,False,,1,angry,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_56,d_main_04_04_e,Monologue,,,Locale_MainScenario:d_main_04_04_e_56,True,,1,angry,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_57,d_main_04_04_e,Monologue,,,Locale_MainScenario:d_main_04_04_e_57,True,,1,angry,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_58,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_58,True,,1,angry,,13,idle,,,,,,,,7,idle,,50,500,0.5,,,,,,,,,,,,,,,,,,,5,angry
d_main_04_04_e_59,d_main_04_04_e,Speech,anis,anis,Locale_MainScenario:d_main_04_04_e_59,True,,1,angry,,13,idle,,,,,,,,7,idle,,10,100,0.5,,,,,,,,,,,,,,,,,,,5,angry
d_main_04_04_e_60,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_60,True,,1,angry,,13,idle,,,,,,,,7,idle,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,5,angry
d_main_04_04_e_61,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_61,True,,1,angry,,13,idle,,,,,,,,7,idle,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,,5,angry
d_main_04_04_e_62,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_62,True,,1,void,,13,idle,,,,,,,,7,idle,,5,50,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_63,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_63,True,,1,void,,13,idle,,,,,,,,7,idle,,50,500,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_64,d_main_04_04_e,Speech,anis,anis,Locale_MainScenario:d_main_04_04_e_64,True,,1,void,,13,idle,,,,,,,,7,idle,,1,100,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_65,d_main_04_04_e,Speech,neon,neon,Locale_MainScenario:d_main_04_04_e_65,True,,1,void,,13,idle,,,,,,,,7,idle,,13,S_1300,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_66,d_main_04_04_e,Speech,snowwhite,unknown,Locale_MainScenario:d_main_04_04_e_66,True,,1,void,,13,idle,,,,,,,,7,idle,,190,1900,1.0,none,,,,,,snowwhite,19,idle,,,,,,,,,,5,idle
d_main_04_04_e_67,d_main_04_04_e,Narration,Narration,Narration,Locale_MainScenario:d_main_04_04_e_67,True,,1,void,,13,idle,,,,,,,,7,idle,,black,black,1.0,bgm_disaster,,,,,,,19,idle,sfx_scn_snowwhiterifle,,,,,,Low_1,,,5,idle
d_main_04_04_e_68,d_main_04_04_e,Narration,Narration,Narration,Locale_MainScenario:d_main_04_04_e_68,True,,1,void,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,19,idle,,,,,,,,,,5,idle
d_main_04_04_e_69,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_69,False,,1,void,,13,idle,,,,,,,,7,idle,,S_70,S_700,1.0,,,,,,,,19,idle,,,,,,,,,,5,idle
d_main_04_04_e_70,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_70,True,,1,void,,13,idle,,,,,,,,7,idle,,5,500,1.0,,,,,,,,19,idle,,,,,,,,,,5,angry
d_main_04_04_e_71,d_main_04_04_e,Speech,snowwhite,unknown,Locale_MainScenario:d_main_04_04_e_71,True,,1,void,,13,idle,,,,,,,,7,idle,,190,190,1.0,,,,,,,,19,idle,,,,,,,,,,5,idle
d_main_04_04_e_72,d_main_04_04_e,Narration,unknown,Narration,Locale_MainScenario:d_main_04_04_e_72,True,,1,void,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,19,idle,sfx_scn_snowwhiterifle,,,,,,Low_1,,,5,idle
d_main_04_04_e_73,d_main_04_04_e,Narration,unknown,Narration,Locale_MainScenario:d_main_04_04_e_73,True,,1,void,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,19,idle,sfx_scn_snowwhiterifle,,,,,,Low_1,,,5,idle
d_main_04_04_e_74,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_74,True,,1,void,,13,idle,,,,,,,,7,idle,,S_70,S_70,1.0,,,,,,,,19,idle,,,,,,,,,,5,idle
d_main_04_04_e_75,d_main_04_04_e,Speech,snowwhite,unknown,Locale_MainScenario:d_main_04_04_e_75,True,,1,void,,13,idle,,,,,,,,7,idle,,190,190,1.0,,,,,,,,19,idle,,,,,,,,,,5,idle
d_main_04_04_e_76,d_main_04_04_e,Narration,unknown,Narration,Locale_MainScenario:d_main_04_04_e_76,True,,1,void,,13,idle,,,,,,,,7,idle,,black,black,1.0,,,,,,,,19,idle,sfx_scn_snowwhiterifle,,,,,,Low_1,,,5,idle
d_main_04_04_e_77,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_77,True,,1,void,,13,idle,,,,,,,,7,idle,,7,7,1.0,,,,,,,,19,idle,,,,,,,,,,5,idle
d_main_04_04_e_78,d_main_04_04_e,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_e_78,True,,1,void,,13,idle,,,,,,,,7,idle,,7,S_70,1.0,,,,,,,,19,idle,,,,,,,,,,5,idle
d_main_04_04_e_79,d_main_04_04_e,Narration,talkative,Narration,Locale_MainScenario:d_main_04_04_e_79,True,,1,void,,13,idle,,,,,,,,7,idle,,S_70,7,1.0,,,,,,talkative,,19,idle,,,,,,,,,,5,idle
d_main_04_04_e_80,d_main_04_04_e,Speech,unknown,unknown,Locale_MainScenario:d_main_04_04_e_80,False,,1,void,,13,idle,,,,,,,,,,,19,190,3.0,,,,,,,,19,idle,,,,,,,,,,5,idle
d_main_04_04_e_81,d_main_04_04_e,Speech,snowwhite,unknown,Locale_MainScenario:d_main_04_04_e_81,True,,1,void,,13,idle,,,,,,,,,,,190,1900,3.0,,,,,,,,19,idle,,,,,,,,,,5,idle
d_main_04_04_e_82,d_main_04_04_e,Narration,unknown,Narration,Locale_MainScenario:d_main_04_04_e_82,True,,1,void,,13,idle,,,,,,,,,,,190,19,1.0,,,,,,,,19,idle,,,,,,snowwhite,,,,5,idle
d_main_04_04_e_83,d_main_04_04_e,Speech,anis,anis,Locale_MainScenario:d_main_04_04_e_83,True,,1,angry,,13,idle,,,,,,,,,,,19,1,1.0,,,,,,,,,,,,,,,,,,,5,idle
d_main_04_04_e_84,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_84,True,,1,angry,,13,idle,,,,,,,,,,,1,50,1.0,,,,,,,,,,,,,,,,,,,5,angry
d_main_04_04_e_85,d_main_04_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_e_85,True,,1,angry,,13,idle,,,,,,,,,,,50,500,1.0,,,,,,,,,,,,,,,,,,,5,angry
d_main_04_04_e_86,d_main_04_04_e,Speech,anis,anis,Locale_MainScenario:d_main_04_04_e_86,True,,1,void,,13,idle,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,5,angry
d_main_04_04_e_87,d_main_04_04_e,Speech,anis,anis,Locale_MainScenario:d_main_04_04_e_87,True,,1,void,,13,idle,,,,,,,,,,,1,100,1.0,,,,,,,,,,,,,,,,,,,5,angry
d_main_04_04_e_88,d_main_04_04_e,Speech,neon,neon,Locale_MainScenario:d_main_04_04_e_88,True,,1,void,,13,idle,,,,,,,,,,,13,S_1300,1.0,,,,,,,,,,,,,,,,,,,5,angry
