id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id
d_main_22_05_e_17,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_17,True,,7,surprise,,5,think,,13,angry,,3,angry,,1,worry,,31,31,1.0,,Blur_Low,,,,
d_main_22_05_e_18,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_18,True,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,31,31,1.0,,Blur_Low,,,,
d_main_22_05_e_19,d_main_22_05_e,Narration,,,Locale_MainScenario:d_main_22_05_e_19,False,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,31,31,1.0,,Blur_Low,sfx_scn_1shot,Low_2,,
d_main_22_05_e_20,d_main_22_05_e,Narration,,,Locale_MainScenario:d_main_22_05_e_20,False,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,31,31,1.0,,Blur_Low,,,,
d_main_22_05_e_21,d_main_22_05_e,Speech,eh,eh,Locale_MainScenario:d_main_22_05_e_21,False,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,black,black,1.0,,Blur_Low,,,,
d_main_22_05_e_22,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_22,True,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,31,31,1.0,,Blur_Low,,,,
d_main_22_05_e_23,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_23,True,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,31,30,1.0,,Blur_Low,,,,
d_main_22_05_e_24,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_24,True,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,30,30,1.0,,Blur_Low,,,,
d_main_22_05_e_25,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_25,False,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,130,130,1.0,,Blur_Low,,,,
d_main_22_05_e_26,d_main_22_05_e,Narration,,,Locale_MainScenario:d_main_22_05_e_26,False,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,130,170,1.0,,,,,,
d_main_22_05_e_27,d_main_22_05_e,Narration,,,Locale_MainScenario:d_main_22_05_e_27,False,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,170,1700,1.0,,,,,,
d_main_22_05_e_28,d_main_22_05_e,Narration,,,Locale_MainScenario:d_main_22_05_e_28,False,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,1700,1700,1.0,,,,,,
d_main_22_05_e_29,d_main_22_05_e,Narration,,,Locale_MainScenario:d_main_22_05_e_29,False,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,1700,1700,1.0,,,,,,
d_main_22_05_e_30,d_main_22_05_e,Speech,noir,noir,Locale_MainScenario:d_main_22_05_e_30,True,,7,no,,5,think,,13,angry,,3,idle,,1,worry,,75,75,1.0,,,,,,
d_main_22_05_e_31,d_main_22_05_e,Speech,blanc,blanc,Locale_MainScenario:d_main_22_05_e_31,False,,7,no,,5,think,,13,angry,,3,idle,,1,worry,,75,75,1.0,,,,,,
d_main_22_05_e_32,d_main_22_05_e,Speech,blanc,blanc,Locale_MainScenario:d_main_22_05_e_32,True,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,75,75,1.0,,,,,,
d_main_22_05_e_33,d_main_22_05_e,Speech,noir,noir,Locale_MainScenario:d_main_22_05_e_33,True,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,75,75,1.0,,,,,,
d_main_22_05_e_34,d_main_22_05_e,Narration,,,Locale_MainScenario:d_main_22_05_e_34,False,,7,surprise,,5,think,,13,angry,,3,idle,,1,worry,,75,75,1.0,,,,,noir,blanc
d_main_22_05_e_35,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_35,True,,,,,,,,13,angry,,3,idle,,1,worry,,130,130,1.0,,,,,,
d_main_22_05_e_36,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_36,True,,,,,,,,13,angry,,3,angry,,1,worry,,30,30,1.0,,,,,,
d_main_22_05_e_37,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_37,True,,,,,,,,13,angry,,3,angry,,1,worry,,30,30,1.0,,,,,,
d_main_22_05_e_38,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_38,True,,,,,,,,13,angry,,3,angry,,1,worry,,30,30,1.0,,,,,,
d_main_22_05_e_39,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_39,True,,,,,,,,13,angry,,3,angry,,1,worry,,30,30,1.0,,,,,,
d_main_22_05_e_40,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_40,True,,,,,,,,13,angry,,3,idle,,1,worry,,130,130,1.0,,,,,,
d_main_22_05_e_41,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_41,True,,,,,,,,13,angry,,3,idle,,1,worry,,30,30,1.0,,,,,,
d_main_22_05_e_42,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_42,True,,,,,,,,13,angry,,3,idle,,1,worry,,30,31,1.0,,,,,,
d_main_22_05_e_43,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_43,True,,,,,,,,13,angry,,3,idle,,1,worry,,31,113,1.0,,,,,,
d_main_22_05_e_44,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_44,True,,,,,,,,13,angry,,3,idle,,1,worry,,113,113,1.0,,,,,,
d_main_22_05_e_45,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_45,False,,,,,,,,13,angry,,3,idle,,1,worry,,113,113,1.0,,,,,,
d_main_22_05_e_46,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_46,True,,,,,,,,13,angry,,3,idle,,1,worry,,113,31,1.0,,,,,,
d_main_22_05_e_47,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_47,True,,,,,,,,13,angry,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_48,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_48,True,,,,,,,,13,idle,,3,idle,,1,worry,,130,130,1.0,,,,,,
d_main_22_05_e_49,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_49,True,,,,,,,,13,idle,,3,idle,,1,angry,,130,10,1.0,,,,,,
d_main_22_05_e_50,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_50,True,,,,,,,,13,idle,,3,idle,,1,angry,,10,10,1.0,,,,,,
d_main_22_05_e_51,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_51,True,,,,,,,,13,idle,,3,idle,,1,angry,,10,31,1.0,,,,,,
d_main_22_05_e_52,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_52,True,,,,,,,,13,idle,,3,idle,,1,angry,,31,31,1.0,,,,,,
d_main_22_05_e_53,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_53,False,,,,,,,,13,idle,,3,idle,,1,angry,,31,31,1.0,,,,,,
d_main_22_05_e_54,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_54,True,,,,,,,,13,idle,,3,idle,,1,angry,,31,31,1.0,,,,,,
d_main_22_05_e_55,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_55,True,,,,,,,,13,idle,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_56,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_56,True,,,,,,,,13,idle,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_57,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_57,True,,,,,,,,13,idle,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_58,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_58,True,,,,,,,,13,idle,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_59,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_59,True,,,,,,,,13,idle,,3,idle,,1,angry,,31,31,1.0,,,,,,
d_main_22_05_e_60,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_60,True,,,,,,,,13,angry,,3,idle,,1,angry,,31,113,1.0,,,,,,
d_main_22_05_e_61,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_61,True,,,,,,,,13,angry,,3,idle,,1,angry,,113,113,1.0,,,,,,
d_main_22_05_e_62,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_62,False,,,,,,,,13,angry,,3,idle,,1,worry,,113,113,1.0,,,,,,
d_main_22_05_e_63,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_63,True,,,,,,,,13,angry,,3,idle,,1,worry,,113,31,1.0,,,,,,
d_main_22_05_e_64,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_64,True,,,,,,,,13,angry,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_65,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_65,True,,,,,,,,13,angry,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_66,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_66,True,,,,,,,,13,angry,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_67,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_67,True,,,,,,,,13,angry,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_68,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_68,True,,,,,,,,13,angry,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_69,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_69,True,,,,,,,,13,angry,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_70,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_70,True,,,,,,,,13,angry,,3,idle,,1,angry,,31,113,1.0,,,,,,
d_main_22_05_e_71,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_71,False,,,,,,,,13,angry,,3,idle,,1,worry,,113,113,1.0,,,,,,
d_main_22_05_e_72,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_72,True,,,,,,,,13,angry,,3,idle,,1,worry,,113,113,1.0,,,,,,
d_main_22_05_e_73,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_73,True,,,,,,,,13,angry,,3,idle,,1,worry,,113,113,1.0,,,,,,
d_main_22_05_e_74,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_74,True,,,,,,,,13,angry,,3,idle,,1,angry,,113,113,1.0,,,,,,
d_main_22_05_e_75,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_75,True,,,,,,,,13,angry,,3,idle,,1,angry,,113,31,1.0,,,,,,
d_main_22_05_e_76,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_76,True,,,,,,,,13,angry,,3,idle,,1,angry,,31,31,1.0,,,,,,
d_main_22_05_e_77,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_77,True,,,,,,,,13,angry,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_78,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_78,True,,,,,,,,13,angry,,3,idle,,1,worry,,31,31,1.0,,,,,,
d_main_22_05_e_79,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_79,True,,,,,,,,13,angry,,3,idle,,1,worry,,130,130,1.0,,,,,,
d_main_22_05_e_80,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_80,True,,,,,,,,13,angry,,3,idle,,1,worry,,30,30,1.0,,,,,,
d_main_22_05_e_81,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_81,True,,,,,,,,13,angry,,3,idle,,1,worry,,30,30,1.0,,,,,,
d_main_22_05_e_82,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_82,True,,,,,,,,13,angry,,3,idle,,1,worry,,30,30,1.0,,,,,,
d_main_22_05_e_83,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_83,True,,,,,,,,13,angry,,3,idle,,1,worry,,30,30,1.0,,,,,,
d_main_22_05_e_84,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_84,True,,,,,,,,13,angry,,3,idle,,1,worry,,30,10,1.0,,,,,,
d_main_22_05_e_85,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_85,True,,,,,,,,13,angry,,3,idle,,1,worry,,10,100,0.5,,,,,,
d_main_22_05_e_86,d_main_22_05_e,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_e_86,True,,,,,,,,13,angry,,3,idle,,1,worry,,300,300,1.0,,,,,,
d_main_22_05_e_87,d_main_22_05_e,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_e_87,True,,,,,,,,13,angry,,3,idle,,1,worry,,1300,1300,1.0,,,,,,
d_main_22_05_e_88,d_main_22_05_e,Speech,moran,moran,Locale_MainScenario:d_main_22_05_e_88,True,,,,,,,,13,angry,,3,idle,,1,no,,100,100,1.0,,,,,,
