id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_theater_09_64,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_64,True,,200,200,1.0,,clay,,,,4,angry,,,2,shy,,,12,sad
d_ex_theater_09_65,d_ex_theater_09,Speech,bay,Locale_SuddenStory:d_ex_theater_09_65,True,,200,1,1.0,,bay,,,,4,angry,,,2,shy,,,12,sad
d_ex_theater_09_66,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_66,True,,1,3,1.0,,volume,,,,4,surprise,,,2,shy,,,12,sad
d_ex_theater_09_67,d_ex_theater_09,Self,volume,Locale_SuddenStory:d_ex_theater_09_67,False,,3,3,1.0,,,,,,4,surprise,,,2,shy,,,12,sad
d_ex_theater_09_68,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_68,True,,3,S_40,1.0,,volume,,,,4,surprise,,,2,shy,,,12,sad
d_ex_theater_09_69,d_ex_theater_09,Self,volume,Locale_SuddenStory:d_ex_theater_09_69,False,,S_40,S_40,1.0,,,,,,4,surprise,,,2,shy,,,12,sad
d_ex_theater_09_70,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_70,True,,S_40,S_400,1.0,,volume,,,,4,idle,,,2,shy,,,12,sad
d_ex_theater_09_71,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_71,True,,S_400,S_400,1.0,,volume,,,,4,idle,,,2,shy,,,12,sad
d_ex_theater_09_72,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_72,False,,S_400,S_400,1.0,,clay,,,,4,idle,,,2,special,,,12,sad
d_ex_theater_09_73,d_ex_theater_09,Narration,clay,Locale_SuddenStory:d_ex_theater_09_73,False,,black,black,1.0,none,,,,,4,idle,,,2,special,,,12,sad
d_ex_theater_09_74,d_ex_theater_09,Monologue,clay,Locale_SuddenStory:d_ex_theater_09_74,False,,black,black,1.0,event_bgm_onemoretime,,,,,8,idle,,,2,special,,,12,sad
d_ex_theater_09_75,d_ex_theater_09,Speech,bay,Locale_SuddenStory:d_ex_theater_09_75,True,,12,1200,0.5,,bay,sfx_scn_pompom3,,,8,idle,,,2,idle,,,12,delight
d_ex_theater_09_76,d_ex_theater_09,Speech,bay,Locale_SuddenStory:d_ex_theater_09_76,True,,1200,1200,1.0,,bay,,,,8,idle,,,2,idle,,,12,delight
d_ex_theater_09_77,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_77,True,,2,200,0.5,,clay,sfx_scn_pompom3,,,8,idle,,,2,idle,,,12,delight
d_ex_theater_09_78,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_78,True,,200,200,1.0,,clay,,,,8,idle,,,2,delight,,,12,delight
d_ex_theater_09_79,d_ex_theater_09,Speech,bay,Locale_SuddenStory:d_ex_theater_09_79,True,,200,1200,1.0,,bay,,,,8,idle,,,2,delight,,,12,delight
d_ex_theater_09_80,d_ex_theater_09,Monologue,bay,Locale_SuddenStory:d_ex_theater_09_80,False,,1200,1200,1.0,,,,,,8,idle,,,2,delight,,,12,delight
d_ex_theater_09_81,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_81,True,,200,200,1.0,,clay,,,,8,idle,,,2,delight,,,12,delight
d_ex_theater_09_82,d_ex_theater_09,Narration,clay,Locale_SuddenStory:d_ex_theater_09_82,False,,200,200,1.0,,,sfx_scn_waterslip,,,8,idle,,,2,worry,clay,,12,delight
d_ex_theater_09_83,d_ex_theater_09,Monologue,clay,Locale_SuddenStory:d_ex_theater_09_83,False,,200,200,1.0,,,,,,8,idle,,,,,,,12,delight
d_ex_theater_09_84,d_ex_theater_09,Speech,bay,Locale_SuddenStory:d_ex_theater_09_84,False,,200,1200,1.0,,bay,,,,8,idle,,,,,,,12,worry
d_ex_theater_09_85,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_85,False,,8,S_800,1.0,,volume,,,,8,angry,,,,,,,12,delight
d_ex_theater_09_86,d_ex_theater_09,Monologue,clay,Locale_SuddenStory:d_ex_theater_09_86,False,,200,200,1.0,,,,,,8,angry,,,,,,,12,delight
d_ex_theater_09_87,d_ex_theater_09,Monologue,clay,Locale_SuddenStory:d_ex_theater_09_87,False,,200,200,1.0,,,,,,8,angry,,,,,,,12,delight
d_ex_theater_09_88,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_88,True,,200,200,1.0,,clay,,,,8,angry,,clay,2,angry,,,12,delight
d_ex_theater_09_89,d_ex_theater_09,Monologue,clay,Locale_SuddenStory:d_ex_theater_09_89,False,,200,200,1.0,,,,,,8,angry,,,2,angry,,,12,delight
d_ex_theater_09_90,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_90,True,,200,20,0.5,,clay,,,,8,idle,,,2,special,,,12,delight
d_ex_theater_09_91,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_91,True,,20,20,1.0,,clay,,,,8,idle,,,2,special,,,12,delight
d_ex_theater_09_92,d_ex_theater_09,Speech,bay,Locale_SuddenStory:d_ex_theater_09_92,True,,12,1200,0.5,,bay,,,,8,idle,,,2,special,,,12,delight
d_ex_theater_09_93,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_93,True,,2,200,0.5,,clay,,,,8,idle,,,2,special,,,12,delight
d_ex_theater_09_94,d_ex_theater_09,Speech,bay,Locale_SuddenStory:d_ex_theater_09_94,True,,200,1200,1.0,,bay,,,,8,idle,,,2,special,,,12,delight
d_ex_theater_09_95,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_95,True,,S_800,S_800,1.0,,volume,,,,8,idle,,,2,special,,,12,delight
d_ex_theater_09_96,d_ex_theater_09,Narration,volume,Locale_SuddenStory:d_ex_theater_09_96,False,,black,black,1.0,,,,,,8,,volume,,2,special,,,12,delight
d_ex_theater_09_97,d_ex_theater_09,Monologue,volume,Locale_SuddenStory:d_ex_theater_09_97,False,,black,black,1.0,,,,,volume,4,delight,,,2,special,,,12,delight
d_ex_theater_09_98,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_98,True,,4,S_40,1.0,,volume,,,,4,delight,,,2,special,,,12,delight
d_ex_theater_09_99,d_ex_theater_09,Self,volume,Locale_SuddenStory:d_ex_theater_09_99,False,,S_40,S_40,1.0,none,,,,,4,delight,,,2,special,,,12,delight
d_ex_theater_09_100,d_ex_theater_09,Monologue,volume,Locale_SuddenStory:d_ex_theater_09_100,False,,black,black,1.0,,,,,,4,delight,,,2,special,,,12,delight
d_ex_theater_09_101,d_ex_theater_09,Monologue,volume,Locale_SuddenStory:d_ex_theater_09_101,False,,black,black,1.0,,,,,,4,delight,,,2,special,,,12,delight
d_ex_theater_09_102,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_102,True,,S_400,S_400,1.0,bgm_story_cosmos,volume,,,,4,idle,,,2,special,,,12,idle
d_ex_theater_09_103,d_ex_theater_09,Self,volume,Locale_SuddenStory:d_ex_theater_09_103,False,,S_400,S_400,1.0,,,,,,4,idle,,,2,special,,,12,idle
d_ex_theater_09_104,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_104,True,,1,1,1.0,,clay,,,,4,idle,,,2,special,,,12,idle
d_ex_theater_09_105,d_ex_theater_09,Self,clay,Locale_SuddenStory:d_ex_theater_09_105,False,,1,1,1.0,,,,,,4,idle,,,2,special,,,12,idle
d_ex_theater_09_106,d_ex_theater_09,Speech,bay,Locale_SuddenStory:d_ex_theater_09_106,True,,1,1,1.0,,bay,,,,4,idle,,,2,special,,,12,idle
d_ex_theater_09_107,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_107,True,,1,3,0.5,,volume,,,,4,angry,,,2,special,,,12,idle
d_ex_theater_09_108,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_108,True,,3,3,1.0,,clay,,,,4,angry,,,2,shy,,,12,idle
d_ex_theater_09_109,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_109,True,,3,3,1.0,,volume,,,,4,angry,,,2,shy,,,12,idle
d_ex_theater_09_110,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_110,True,,3,3,1.0,,clay,,,,4,angry,,,2,shy,,,12,idle
d_ex_theater_09_111,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_111,True,,3,3,1.0,,volume,,,,4,idle,,,2,shy,,,12,idle
d_ex_theater_09_112,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_112,True,,3,3,1.0,,volume,,,,4,idle,,,2,shy,,,12,idle
d_ex_theater_09_113,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_113,False,,3,3,1.0,,clay,,,,4,idle,,,2,shy,,,12,idle
d_ex_theater_09_114,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_114,True,,3,3,1.0,,clay,,,,4,idle,,,2,special,,,12,idle
d_ex_theater_09_115,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_115,True,,3,S_40,1.0,,volume,,,,4,idle,,,2,special,,,12,idle
d_ex_theater_09_116,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_116,True,,S_40,S_40,1.0,,volume,,,,4,idle,,,2,special,,,12,idle
d_ex_theater_09_117,d_ex_theater_09,Self,volume,Locale_SuddenStory:d_ex_theater_09_117,False,,S_40,S_40,1.0,,,,,,4,idle,,,2,special,,,12,idle
d_ex_theater_09_118,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_118,True,,S_40,S_40,1.0,,volume,,,,4,idle,,,2,special,,,12,idle
d_ex_theater_09_119,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_119,True,,S_40,1,1.0,,clay,,,,4,idle,,,2,delight,,,12,idle
d_ex_theater_09_120,d_ex_theater_09,Speech,bay,Locale_SuddenStory:d_ex_theater_09_120,True,,1,1,1.0,,bay,,,,4,idle,,,2,delight,,,12,idle
d_ex_theater_09_121,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_121,True,,1,S_40,1.0,,volume,,,,4,idle,,,2,delight,,,12,idle
d_ex_theater_09_122,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_122,True,,S_40,S_40,1.0,,volume,,,,4,idle,,,2,delight,,,12,idle
d_ex_theater_09_123,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_123,True,,S_40,3,1.0,,clay,,,,4,idle,,,2,delight,,,12,idle
d_ex_theater_09_124,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_124,True,,3,3,1.0,,volume,,,,4,idle,,,2,delight,,,12,idle
d_ex_theater_09_125,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_125,True,,3,3,1.0,,clay,,,,4,idle,,,2,surprise,,,12,idle
d_ex_theater_09_126,d_ex_theater_09,Speech,volume,Locale_SuddenStory:d_ex_theater_09_126,True,,3,S_40,1.0,,volume,,,,4,delight,,,2,surprise,,,12,idle
d_ex_theater_09_127,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_127,False,,S_40,20,1.0,,clay,,,,4,delight,,,2,surprise,,,12,idle
d_ex_theater_09_128,d_ex_theater_09,Speech,clay,Locale_SuddenStory:d_ex_theater_09_128,True,,20,20,1.0,,clay,,,,4,delight,,,2,special,,,12,idle
d_ex_theater_09_129,d_ex_theater_09,Speech,bay,Locale_SuddenStory:d_ex_theater_09_129,True,,20,120,1.0,,bay,,,,4,delight,,,2,special,,,12,delight
d_ex_theater_09_130,d_ex_theater_09,Monologue,bay,Locale_SuddenStory:d_ex_theater_09_130,False,,120,120,1.0,,,,,,4,delight,,,2,special,,,12,delight
