id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker
d_main_40_02_14,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_14,True,,1,idle,,3,idle,,13,idle,,31,3,1.0,,nayuta_n
d_main_40_02_15,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_15,False,,1,idle,,3,idle,,13,idle,,3,3,1.0,,nayuta_n
d_main_40_02_16,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_16,True,,1,idle,,3,idle_02,,13,idle,,3,30,1.0,,nayuta_n
d_main_40_02_17,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_17,True,,1,idle,,3,idle_02,,13,idle,,30,30,1.0,,nayuta_n
d_main_40_02_18,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_18,True,,1,idle,,3,idle_02,,13,idle,,30,30,1.0,,nayuta_n
d_main_40_02_19,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_19,True,,1,idle,,3,idle_02,,13,idle,,30,30,1.0,,nayuta_n
d_main_40_02_20,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_20,True,,1,idle,,3,idle_02,,13,idle,,30,30,1.0,,nayuta_n
d_main_40_02_21,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_21,True,,1,idle,,3,idle,,13,idle,,30,300,1.0,,nayuta_n
d_main_40_02_22,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_22,True,,1,idle,,3,idle,,13,idle,,300,300,1.0,,nayuta_n
d_main_40_02_23,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_23,True,,1,idle,,3,idle,,13,idle,,300,300,1.0,,nayuta_n
d_main_40_02_24,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_24,True,,1,idle,,3,idle,,13,idle,,300,300,1.0,,nayuta_n
d_main_40_02_25,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_25,True,,1,idle,,3,idle,,13,idle,,300,30,1.0,,nayuta_n
d_main_40_02_26,d_main_40_02,Self,nayuta_n,Locale_MainScenario:d_main_40_02_26,False,,1,idle,,3,idle,,13,idle,,30,30,1.0,,
d_main_40_02_27,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_27,True,,1,idle,,3,idle,,13,idle,,30,30,1.0,,nayuta_n
d_main_40_02_28,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_28,True,,1,idle,,3,idle,,13,idle,,30,31,1.0,,rapi_red
d_main_40_02_29,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_29,True,,1,idle,,3,idle,,13,idle,,31,31,1.0,,rapi_red
d_main_40_02_30,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_30,True,,1,idle,,3,idle,,13,idle,,31,31,1.0,,nayuta_n
d_main_40_02_31,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_31,True,,1,idle,,3,idle,,13,idle,,31,31,1.0,,nayuta_n
d_main_40_02_32,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_32,True,,1,idle,,3,idle,,13,idle,,31,31,1.0,,nayuta_n
d_main_40_02_33,d_main_40_02,Self,nayuta_n,Locale_MainScenario:d_main_40_02_33,False,,1,idle,,3,idle,,13,idle,,31,31,1.0,,
d_main_40_02_34,d_main_40_02,Self,nayuta_n,Locale_MainScenario:d_main_40_02_34,False,,1,idle,,3,idle,,13,idle,,31,31,1.0,,
d_main_40_02_35,d_main_40_02,Self,nayuta_n,Locale_MainScenario:d_main_40_02_35,False,,1,idle,,3,idle,,13,idle,,31,31,1.0,,
d_main_40_02_36,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_36,True,,1,idle,,3,idle,,13,idle,,31,3,1.0,,nayuta_n
d_main_40_02_37,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_37,True,,1,idle,,3,idle,,13,idle,,3,3,1.0,,nayuta_n
d_main_40_02_38,d_main_40_02,Self,nayuta_n,Locale_MainScenario:d_main_40_02_38,False,,1,idle,,3,idle,,13,idle,,3,3,1.0,,
d_main_40_02_39,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_39,True,,1,idle,,3,idle,,13,idle,,3,30,1.0,,nayuta_n
d_main_40_02_40,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_40,True,,1,idle,,3,idle,,13,idle,,30,30,1.0,,nayuta_n
d_main_40_02_41,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_41,True,,1,idle,,3,idle,,13,idle,,30,30,1.0,,nayuta_n
d_main_40_02_42,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_42,True,,1,idle,,3,idle,,13,idle,,30,30,1.0,,nayuta_n
d_main_40_02_43,d_main_40_02,Self,nayuta_n,Locale_MainScenario:d_main_40_02_43,False,,1,idle,,3,idle,,13,idle,,30,30,1.0,,
d_main_40_02_44,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_44,True,,1,idle,,3,idle,,13,idle,,30,30,1.0,,nayuta_n
d_main_40_02_45,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_45,True,,1,idle,,3,idle,,13,idle,,30,30,1.0,,nayuta_n
d_main_40_02_46,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_46,True,,1,idle,,3,idle,,13,idle,,30,10,1.0,,rapi_red
d_main_40_02_47,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_47,True,,1,idle,,3,idle,,13,idle,,10,10,1.0,,rapi_red
d_main_40_02_48,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_48,True,,1,idle,,3,idle,,13,idle,,10,10,1.0,,rapi_red
d_main_40_02_49,d_main_40_02,Self,rapi_red,Locale_MainScenario:d_main_40_02_49,False,,1,idle,,3,idle,,13,idle,,10,10,1.0,,
d_main_40_02_50,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_50,True,,1,idle,,3,idle,,13,idle,,10,10,1.0,,rapi_red
d_main_40_02_51,d_main_40_02,Speech,maxwell_p,Locale_MainScenario:d_main_40_02_51,True,,1,idle,,3,idle,,13,worry,,10,113,1.0,,maxwell_p
d_main_40_02_52,d_main_40_02,Speech,maxwell_p,Locale_MainScenario:d_main_40_02_52,True,,1,idle,,3,idle,,13,worry,,113,113,1.0,,maxwell_p
d_main_40_02_53,d_main_40_02,Speech,maxwell_p,Locale_MainScenario:d_main_40_02_53,True,,1,idle,,3,idle,,13,worry,,113,113,1.0,,maxwell_p
d_main_40_02_54,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_54,False,,1,think,,3,idle,,13,worry,,113,113,1.0,,rapi_red
d_main_40_02_55,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_55,True,,1,think,,3,idle,,13,worry,,113,113,1.0,,rapi_red
d_main_40_02_56,d_main_40_02,Speech,maxwell_p,Locale_MainScenario:d_main_40_02_56,True,,1,think,,3,idle,,13,worry,,113,113,1.0,,maxwell_p
d_main_40_02_57,d_main_40_02,Speech,maxwell_p,Locale_MainScenario:d_main_40_02_57,True,,1,think,,3,idle,,13,worry,,113,113,1.0,,maxwell_p
d_main_40_02_58,d_main_40_02,Speech,maxwell_p,Locale_MainScenario:d_main_40_02_58,True,,1,think,,3,idle,,13,worry,,113,113,1.0,,maxwell_p
d_main_40_02_59,d_main_40_02,Speech,maxwell_p,Locale_MainScenario:d_main_40_02_59,True,,1,think,,3,idle,,13,worry,,113,113,1.0,,maxwell_p
d_main_40_02_60,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_60,True,,1,idle,,3,idle,,13,worry,,113,113,1.0,,rapi_red
d_main_40_02_61,d_main_40_02,Self,rapi_red,Locale_MainScenario:d_main_40_02_61,False,,1,idle,,3,idle,,13,worry,,113,113,1.0,,
d_main_40_02_62,d_main_40_02,Self,rapi_red,Locale_MainScenario:d_main_40_02_62,False,,1,idle,,3,idle,,13,worry,,113,113,1.0,,
d_main_40_02_63,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_63,True,,1,idle,,3,idle,,13,worry,,113,113,1.0,,rapi_red
d_main_40_02_64,d_main_40_02,Self,nayuta_n,Locale_MainScenario:d_main_40_02_64,False,,1,idle,,3,idle,,13,worry,,113,3,1.5,,
d_main_40_02_65,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_65,True,,1,idle,,3,idle,,13,worry,,3,3,1.0,,nayuta_n
d_main_40_02_66,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_66,True,,1,idle,,3,idle,,13,worry,,3,30,1.0,,nayuta_n
d_main_40_02_67,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_67,True,,1,idle,,3,idle,,13,worry,,30,30,1.0,,nayuta_n
d_main_40_02_68,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_68,True,,1,idle,,3,idle,,13,worry,,30,30,1.0,,nayuta_n
d_main_40_02_69,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_69,True,,1,idle,,3,idle,,13,worry,,30,300,1.0,,nayuta_n
d_main_40_02_70,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_70,True,,1,idle,,3,idle_02,,13,worry,,300,300,1.0,,nayuta_n
d_main_40_02_71,d_main_40_02,Self,nayuta_n,Locale_MainScenario:d_main_40_02_71,False,,1,idle,,3,idle_02,,13,worry,,300,300,1.0,,
d_main_40_02_72,d_main_40_02,Self,nayuta_n,Locale_MainScenario:d_main_40_02_72,False,,1,idle,,3,idle_02,,13,worry,,300,300,1.0,,
d_main_40_02_73,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_73,True,,1,idle,,3,idle_02,,13,worry,,300,300,1.0,,nayuta_n
d_main_40_02_74,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_74,True,,1,idle,,3,idle_02,,13,worry,,300,30,1.0,,nayuta_n
d_main_40_02_75,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_75,True,,1,idle,,3,idle_02,,13,worry,,30,30,1.0,,nayuta_n
d_main_40_02_76,d_main_40_02,Speech,maxwell_p,Locale_MainScenario:d_main_40_02_76,True,,1,idle,,3,idle_02,,13,worry,,L_130,L_130,1.0,,maxwell_p
d_main_40_02_77,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_77,True,,1,idle,,3,idle_02,,13,worry,,30,30,1.0,,nayuta_n
d_main_40_02_78,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_78,True,,1,idle,,3,idle_02,,13,worry,,30,30,1.0,,nayuta_n
d_main_40_02_79,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_79,True,,1,idle,,3,idle_02,,13,worry,,30,30,1.0,,nayuta_n
d_main_40_02_80,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_80,True,,1,idle,,3,idle_02,,13,worry,,30,30,1.0,,nayuta_n
d_main_40_02_81,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_81,True,,1,idle,,3,idle_02,,13,worry,,30,30,1.0,,nayuta_n
d_main_40_02_82,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_82,True,,1,idle,,3,idle_02,,13,worry,,30,30,1.0,,nayuta_n
d_main_40_02_83,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_83,True,,1,idle,,3,idle_02,,13,worry,,30,30,1.0,,nayuta_n
d_main_40_02_84,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_84,True,,1,think,,3,idle_02,,13,worry,,30,31,1.0,,rapi_red
d_main_40_02_85,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_85,True,,1,idle,,3,idle_02,,13,worry,,31,31,1.0,,rapi_red
d_main_40_02_86,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_86,True,,1,idle,,3,idle_02,,13,worry,,31,31,1.0,,rapi_red
d_main_40_02_87,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_87,True,,1,idle,,3,idle_02,,13,worry,,31,31,1.0,,rapi_red
d_main_40_02_88,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_88,True,,1,idle,,3,surprise_02,,13,worry,,31,31,1.0,,nayuta_n
d_main_40_02_89,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_89,True,,1,idle,,3,surprise_02,,13,worry,,31,31,1.0,,nayuta_n
d_main_40_02_90,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_90,True,,1,idle,,3,idle,,13,worry,,31,31,1.0,,nayuta_n
d_main_40_02_91,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_91,True,,1,idle,,3,idle,,13,worry,,31,31,1.0,,nayuta_n
d_main_40_02_92,d_main_40_02,Speech,nayuta_n,Locale_MainScenario:d_main_40_02_92,True,,1,idle,,3,idle,,13,worry,,31,31,1.0,,nayuta_n
d_main_40_02_93,d_main_40_02,Speech,maxwell_p,Locale_MainScenario:d_main_40_02_93,True,,1,idle,,3,idle,,13,worry,,31,13,1.5,,maxwell_p
d_main_40_02_94,d_main_40_02,Speech,maxwell_p,Locale_MainScenario:d_main_40_02_94,True,,1,idle,,3,idle,,13,worry,,13,L_130,1.0,,maxwell_p
d_main_40_02_95,d_main_40_02,Self,maxwell_p,Locale_MainScenario:d_main_40_02_95,False,,1,idle,,3,idle,,13,worry,,L_130,L_130,1.0,,
d_main_40_02_96,d_main_40_02,Speech,rapi_red,Locale_MainScenario:d_main_40_02_96,True,,1,idle,,3,idle,,13,worry,,L_130,10,1.0,,rapi_red
