id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/0/hide_char_id,fade,characters/1/hide_char_id
d_ex_toyshop_04_31,d_ex_toyshop_04,Speech,neve,Locale_SuddenStory:d_ex_toyshop_04_31,True,,20,20,1.0,,,neve,,2,good,,12,idle,,,,
d_ex_toyshop_04_32,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_32,False,,20,20,1.0,,,neve,,2,good,,12,idle,,,,
d_ex_toyshop_04_33,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_33,False,,20,20,1.0,,,neve,,2,good,,12,idle,,,,
d_ex_toyshop_04_34,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_34,True,,20,120,1.0,,,ludmilla,,2,good,,12,idle,,,,
d_ex_toyshop_04_35,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_35,True,,120,120,1.0,,,ludmilla,,2,good,,12,idle,,,,
d_ex_toyshop_04_36,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_36,True,,120,120,1.0,,,ludmilla,,2,good,,12,idle,,,,
d_ex_toyshop_04_37,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_37,True,,120,120,1.0,,,ludmilla,,2,good,,12,idle,,,,
d_ex_toyshop_04_38,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_38,False,,120,120,1.0,,,ludmilla,,2,good,,12,idle,,,,
d_ex_toyshop_04_39,d_ex_toyshop_04,Monologue,Monologue,Locale_SuddenStory:d_ex_toyshop_04_39,False,,black,black,1.0,,none,ludmilla,,2,good,,12,idle,,neve,,
d_ex_toyshop_04_40,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_40,True,,12,12,1.0,,bgm_story_heynewbie,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_41,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_41,True,,12,120,2.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_42,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_42,True,,120,120,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_43,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_43,True,,120,120,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_44,d_ex_toyshop_04,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_04_44,False,,black,black,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_45,d_ex_toyshop_04,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_04_45,False,,black,black,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_46,d_ex_toyshop_04,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_04_46,False,,black,black,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_47,d_ex_toyshop_04,Monologue,Monologue,Locale_SuddenStory:d_ex_toyshop_04_47,False,,black,black,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_48,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_48,True,,120,120,1.0,,,ludmilla,,,,,12,pain,,,,
d_ex_toyshop_04_49,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_49,False,,120,120,1.0,,,ludmilla,,,,,12,pain,,,,
d_ex_toyshop_04_50,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_50,True,,120,12,2.0,,,ludmilla,,,,,12,think,,,,
d_ex_toyshop_04_51,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_51,False,,12,12,1.0,,,ludmilla,,,,,12,think,,,,
d_ex_toyshop_04_52,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_52,True,,12,120,2.0,,,ludmilla,,,,,12,idle,,,black,
d_ex_toyshop_04_53,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_53,True,,120,120,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_54,d_ex_toyshop_04,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_04_54,False,,black,black,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_55,d_ex_toyshop_04,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_04_55,False,,black,black,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_56,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_56,True,,120,120,1.0,,,ludmilla,,,,,12,pain,,,,
d_ex_toyshop_04_57,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_57,True,,120,120,1.0,,,ludmilla,,,,,12,pain,,,,
d_ex_toyshop_04_58,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_58,True,,120,120,1.0,,,ludmilla,,,,,12,pain,,,,
d_ex_toyshop_04_59,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_59,False,,120,120,1.0,,,ludmilla,,,,,12,pain,,,,
d_ex_toyshop_04_60,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_60,True,,120,12,2.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_61,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_61,True,,12,12,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_62,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_62,True,,12,12,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_63,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_63,True,,12,12,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_64,d_ex_toyshop_04,Choice,,Locale_SuddenStory:d_ex_toyshop_04_64,False,,12,12,1.0,,,ludmilla,,,,,12,idle,d_ex_toyshop_04_66,,,
d_ex_toyshop_04_65,d_ex_toyshop_04,Choice,,Locale_SuddenStory:d_ex_toyshop_04_65,False,,12,12,1.0,,,ludmilla,,,,,12,idle,d_ex_toyshop_04_68,,,
d_ex_toyshop_04_66,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_66,True,,12,12,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_67,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_67,False,,12,12,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_68,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_68,True,,12,12,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_69,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_69,True,,12,12,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_70,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_70,True,,12,12,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_71,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_71,True,,12,12,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_72,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_72,False,,12,12,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_73,d_ex_toyshop_04,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_04_73,False,,black,black,1.0,,none,,,,,,12,idle,,,,
d_ex_toyshop_04_74,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_74,True,,12,12,1.0,,bgm_story_orangepop,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_75,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_75,True,,12,12,1.0,,,ludmilla,,,,,12,idle,,,,
d_ex_toyshop_04_76,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_76,True,,12,1,2.0,,,ludmilla,neve,2,good,,12,idle,,,,
d_ex_toyshop_04_77,d_ex_toyshop_04,Speech,ludmilla,Locale_SuddenStory:d_ex_toyshop_04_77,True,,1,1,1.0,,,ludmilla,,2,good,,12,idle,,,,
d_ex_toyshop_04_78,d_ex_toyshop_04,Speech,neve,Locale_SuddenStory:d_ex_toyshop_04_78,False,,1,2,2.5,,,neve,,2,"expression_0,sad",,12,idle,,,,
d_ex_toyshop_04_79,d_ex_toyshop_04,Speech,neve,Locale_SuddenStory:d_ex_toyshop_04_79,True,,2,2,1.0,,,neve,,2,sad,,12,idle,,,,
d_ex_toyshop_04_80,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_80,False,,2,2,1.0,,,neve,,2,sad,,12,idle,,,,
d_ex_toyshop_04_81,d_ex_toyshop_04,Speech,neve,Locale_SuddenStory:d_ex_toyshop_04_81,True,,2,2,1.0,,,neve,,2,idle,,12,idle,,,,
d_ex_toyshop_04_82,d_ex_toyshop_04,Speech,neve,Locale_SuddenStory:d_ex_toyshop_04_82,True,,2,2,1.0,,,neve,,2,idle,,12,idle,,,,
d_ex_toyshop_04_83,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_83,False,,2,2,1.0,,,,,2,idle,,12,idle,,,,
d_ex_toyshop_04_84,d_ex_toyshop_04,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_04_84,False,,black,black,1.0,,none,,,2,idle,,12,idle,,neve,,ludmilla
d_ex_toyshop_04_85,d_ex_toyshop_04,Monologue,Monologue,Locale_SuddenStory:d_ex_toyshop_04_85,False,,1,1,1.0,,,,,,,,,,,,,
d_ex_toyshop_04_86,d_ex_toyshop_04,Monologue,Monologue,Locale_SuddenStory:d_ex_toyshop_04_86,False,,1,1,1.0,,,,,,,,,,,,,
d_ex_toyshop_04_87,d_ex_toyshop_04,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_04_87,False,,1,1,1.0,sfx_scn_toyshopbell,,,,,,,,,,,,
d_ex_toyshop_04_88,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_88,False,,1,1,1.0,,,,,,,,,,,,,
d_ex_toyshop_04_89,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_89,True,,1,1,1.0,,bgm_story_inwonderland,alice,alice,1,surprise,,,,,,,
d_ex_toyshop_04_90,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_90,False,,1,1,1.0,,,alice,,1,surprise,,,,,,,
d_ex_toyshop_04_91,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_91,True,,1,1,1.0,,,alice,,1,idle,,,,,,,
d_ex_toyshop_04_92,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_92,False,,1,1,1.0,,,alice,,1,idle,,,,,,,
d_ex_toyshop_04_93,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_93,True,,1,S_10,2.0,,,alice,,1,idle,,,,,,,
d_ex_toyshop_04_94,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_94,True,,S_10,S_10,1.0,,,alice,,1,idle,,,,,,,
d_ex_toyshop_04_95,d_ex_toyshop_04,Choice,,Locale_SuddenStory:d_ex_toyshop_04_95,False,,S_10,S_10,1.0,,,alice,,1,idle,,,,d_ex_toyshop_04_97,,,
d_ex_toyshop_04_96,d_ex_toyshop_04,Choice,,Locale_SuddenStory:d_ex_toyshop_04_96,False,,S_10,S_10,1.0,,,alice,,1,idle,,,,d_ex_toyshop_04_98,,,
d_ex_toyshop_04_97,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_97,True,,S_10,S_10,1.0,,,alice,,1,sad,,,,d_ex_toyshop_04_99,,,
d_ex_toyshop_04_98,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_98,True,,S_10,S_10,1.0,,,alice,,1,sad,,,,,,,
d_ex_toyshop_04_99,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_99,True,,S_10,S_10,1.0,,,alice,,1,sad,,,,,,,
d_ex_toyshop_04_100,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_100,False,,S_10,S_10,1.0,,,alice,,1,sad,,,,,,,
d_ex_toyshop_04_101,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_101,True,,S_10,1,1.0,,,alice,,1,delight,,,,,,,
d_ex_toyshop_04_102,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_102,True,,1,1,1.0,,,alice,,1,delight,,,,,,,
d_ex_toyshop_04_103,d_ex_toyshop_04,Narration,Narration,Locale_SuddenStory:d_ex_toyshop_04_103,False,,black,black,1.0,,,alice,,1,idle,,,,,,,
d_ex_toyshop_04_104,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_104,False,,1,1,1.0,,,alice,,1,idle,,,,,,,
d_ex_toyshop_04_105,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_105,True,,1,1,1.0,,,alice,,1,delight,,,,,,,
d_ex_toyshop_04_106,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_106,True,,1,1,1.0,,,alice,,1,delight,,,,,,,
d_ex_toyshop_04_107,d_ex_toyshop_04,Speech,alice,Locale_SuddenStory:d_ex_toyshop_04_107,True,,1,1,1.0,,,alice,,1,delight,,,,,,,
d_ex_toyshop_04_108,d_ex_toyshop_04,Self,Self,Locale_SuddenStory:d_ex_toyshop_04_108,False,,1,1,1.0,,,alice,,1,delight,,,,,,,
d_ex_toyshop_04_109,d_ex_toyshop_04,Monologue,Monologue,Locale_SuddenStory:d_ex_toyshop_04_109,False,,black,black,1.0,,,,,1,delight,,,,,,,
