id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
d_main_23_08_s_31,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_31,True,,15,idle,,17,idle,,19,idle,,7,7,1.0,,,9,idle,,7,idle,,5,idle,,,
d_main_23_08_s_32,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_32,True,,15,idle,,17,idle,,19,idle,,7,7,1.0,,,9,idle,,7,idle,,5,idle,,,
d_main_23_08_s_33,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_33,True,,15,idle,,17,idle,,19,idle,black,7,7,1.0,,,9,void,,7,void,,5,void,,,
d_main_23_08_s_34,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_34,True,,15,idle,,17,idle,,19,idle,,7,7,1.0,,,9,void,,7,void,,5,void,,,
d_main_23_08_s_35,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_35,True,,15,idle,,17,idle,,19,idle,,7,7,1.0,,,9,void,,7,void,,5,void,,,
d_main_23_08_s_36,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_36,True,,15,idle,,17,idle,,19,idle,,7,7,1.0,,,9,void,,7,void,,5,void,,,
d_main_23_08_s_37,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_37,True,,15,idle,,17,idle,,19,idle,,7,7,1.0,,,9,void,,7,void,,5,void,,,
d_main_23_08_s_38,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_38,True,,15,idle,,17,idle,,19,idle,,7,7,1.0,,,9,void,,7,void,,5,void,,,
d_main_23_08_s_39,d_main_23_08_s,Self,,,Locale_MainScenario:d_main_23_08_s_39,False,,15,idle,,17,idle,,19,idle,,7,7,1.0,,,9,void,,7,void,,5,void,,,
d_main_23_08_s_40,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_40,True,,15,idle,,17,idle,,19,idle,ArkRuinIndoor,7,15,1.0,,,9,void,,7,void,,5,void,drake,laplace,maxwell
d_main_23_08_s_41,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_41,True,,15,idle,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_42,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_42,True,,15,idle,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_43,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_43,True,,15,idle,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_44,d_main_23_08_s,Self,,,Locale_MainScenario:d_main_23_08_s_44,False,,15,idle,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_45,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_45,True,,15,idle,,17,idle,,19,idle,,15,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_46,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_46,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_47,d_main_23_08_s,Self,,,Locale_MainScenario:d_main_23_08_s_47,False,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_48,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_48,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_49,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_49,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_50,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_50,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_51,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_51,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_52,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_52,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_53,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_53,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_54,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_54,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_55,d_main_23_08_s,Self,,,Locale_MainScenario:d_main_23_08_s_55,False,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_56,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_56,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_57,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_57,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_58,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_58,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_59,d_main_23_08_s,Self,,,Locale_MainScenario:d_main_23_08_s_59,False,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_60,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_60,True,,15,delight,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_61,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_61,True,,15,delight,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_62,d_main_23_08_s,Self,,,Locale_MainScenario:d_main_23_08_s_62,False,,15,delight,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_63,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_63,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_64,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_64,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_65,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_65,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_66,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_66,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_67,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_67,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_68,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_68,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_69,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_69,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_70,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_70,True,,15,idle,,17,idle,,19,idle,,150,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_71,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_71,True,,15,angry,,17,idle,,19,idle,,150,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_72,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_72,True,,15,angry,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_73,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_73,True,,15,angry,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_74,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_74,True,,15,angry,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_75,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_75,True,,15,angry,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_76,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_76,True,,15,angry,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_77,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_77,True,,15,angry,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_78,d_main_23_08_s,Self,,,Locale_MainScenario:d_main_23_08_s_78,False,,15,angry,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_79,d_main_23_08_s,Self,,,Locale_MainScenario:d_main_23_08_s_79,False,,15,angry,,17,idle,,19,idle,,15,15,1.0,,,,,,,,,,,,,
d_main_23_08_s_80,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_80,True,,15,delight,,17,idle,,19,idle,,15,150,1.0,,,,,,,,,,,,,
d_main_23_08_s_81,d_main_23_08_s,Speech,crow,crow,Locale_MainScenario:d_main_23_08_s_81,True,,15,delight,,17,idle,,19,idle,,150,1500,1.0,,,,,,,,,,,,,
