id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id
d_main_26_2_e_19,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_19,True,,7,think,,5,think,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,anis,anis,,
d_main_26_2_e_20,d_main_26_02_e,Self,Locale_MainScenario:d_main_26_2_e_20,False,,7,think,,5,think,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,
d_main_26_2_e_21,d_main_26_02_e,Self,Locale_MainScenario:d_main_26_2_e_21,False,,7,think,,5,think,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,
d_main_26_2_e_22,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_22,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,30,2,1.0,,anis,anis,,
d_main_26_2_e_23,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_23,True,,7,think,,5,think,,3,void,,1,worry,,13,idle,,15,idle,,2,2,1.0,,neon,neon,,
d_main_26_2_e_24,d_main_26_02_e,Self,Locale_MainScenario:d_main_26_2_e_24,False,,7,think,,5,think,,3,void,,1,worry,,13,idle,,15,idle,,2,5,1.0,,,,,
d_main_26_2_e_25,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_25,True,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,redhood,redhood,,
d_main_26_2_e_26,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_26,False,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,5,6,1.0,,dorothy,dorothy,,
d_main_26_2_e_27,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_27,True,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,
d_main_26_2_e_28,d_main_26_02_e,Self,Locale_MainScenario:d_main_26_2_e_28,False,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,dorothy,,,
d_main_26_2_e_29,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_29,True,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,
d_main_26_2_e_30,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_30,True,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,
d_main_26_2_e_31,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_31,True,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,neon,neon,,
d_main_26_2_e_32,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_32,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,redhood,redhood,,
d_main_26_2_e_33,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_33,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,redhood,redhood,,
d_main_26_2_e_34,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_34,True,,7,think,,5,think,,3,angry,,1,idle,,13,idle,,15,idle,,5,4,1.0,,anis,anis,,
d_main_26_2_e_35,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_35,True,,7,think,,5,worry,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,redhood,redhood,,
d_main_26_2_e_36,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_36,True,,7,think,,5,worry,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,redhood,redhood,,
d_main_26_2_e_37,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_37,True,,7,think,,5,worry,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,redhood,redhood,,
d_main_26_2_e_38,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_38,True,,7,think,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,anis,anis,,
d_main_26_2_e_39,d_main_26_02_e,Self,Locale_MainScenario:d_main_26_2_e_39,False,,7,think,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_26_2_e_40,d_main_26_02_e,Self,Locale_MainScenario:d_main_26_2_e_40,False,,7,think,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,
d_main_26_2_e_41,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_41,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,4,50,1.0,,redhood,redhood,,
d_main_26_2_e_42,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_42,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,,
d_main_26_2_e_43,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_43,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,,
d_main_26_2_e_44,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_44,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,,
d_main_26_2_e_45,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_45,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,,
d_main_26_2_e_46,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_46,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,,
d_main_26_2_e_47,d_main_26_02_e,Narration,Locale_MainScenario:d_main_26_2_e_47,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,
d_main_26_2_e_48,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_48,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,6,1.0,,dorothy,dorothy,,
d_main_26_2_e_49,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_49,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,,
d_main_26_2_e_50,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_50,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,,
d_main_26_2_e_51,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_51,True,,7,think,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,anis,anis,,
d_main_26_2_e_52,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_52,True,,7,think,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,neon,neon,,
d_main_26_2_e_53,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_53,True,,7,think,,5,worry,,3,angry,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,,
d_main_26_2_e_54,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_54,True,,7,think,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,anis,anis,,
d_main_26_2_e_55,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_55,True,,7,think,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,neon,neon,,
d_main_26_2_e_56,d_main_26_02_e,Self,Locale_MainScenario:d_main_26_2_e_56,False,,7,think,,5,worry,,3,worry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,
d_main_26_2_e_57,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_57,True,,7,think,,5,think,,3,worry,,1,worry,,13,idle,,15,idle,,2,2,1.0,,neon,neon,,
d_main_26_2_e_58,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_58,True,,7,think,,5,think,,3,worry,,1,worry,,13,idle,,15,idle,,14,14,1.0,,chime,chime,,
d_main_26_2_e_59,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_59,True,,7,think,,5,think,,3,worry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,chime,chime,,
d_main_26_2_e_60,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_60,True,,7,think,,5,think,,3,no,,1,idle,,13,idle,,15,idle,,30,30,1.0,,anis,anis,,
d_main_26_2_e_61,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_61,True,,7,think,,5,think,,3,no,,1,idle,,13,idle,,15,idle,,14,XXS_130,1.0,,chime,chime,,
d_main_26_2_e_62,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_62,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,XXS_130,XXS_130,1.0,,chime,chime,,
d_main_26_2_e_63,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_63,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,XXS_130,XXS_130,1.0,,chime,chime,,
d_main_26_2_e_64,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_64,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,XXS_130,XXS_130,1.0,,chime,chime,,
d_main_26_2_e_65,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_65,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,redhood,redhood,,
d_main_26_2_e_66,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_66,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,XXS_130,XXS_130,1.0,,chime,chime,,
d_main_26_2_e_67,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_67,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,redhood,redhood,,
d_main_26_2_e_68,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_68,True,,7,think,,5,think,,3,worry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,anis,anis,,
d_main_26_2_e_69,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_69,True,,7,think,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,redhood,redhood,,
d_main_26_2_e_70,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_70,True,,7,think,,5,idle,,3,worry,,1,idle,,13,delight,,15,idle,,14,14,1.0,,chime,chime,,
d_main_26_2_e_71,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_71,True,,7,think,,5,idle,,3,worry,,1,idle,,13,delight,,15,idle,,14,14,1.0,,crown,crown,,
d_main_26_2_e_72,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_72,True,,7,think,,5,idle,,3,worry,,1,idle,,13,delight,,15,idle,,14,14,1.0,,chime,chime,,
d_main_26_2_e_73,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_73,True,,7,think,,5,idle,,3,worry,,1,idle,,13,delight,,15,idle,,70,70,1.0,,dorothy,dorothy,,
d_main_26_2_e_74,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_74,True,,7,think,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,chime,chime,,
d_main_26_2_e_75,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_75,True,,7,think,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,anis,anis,,
d_main_26_2_e_76,d_main_26_02_e,Self,Locale_MainScenario:d_main_26_2_e_76,False,,7,think,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,
d_main_26_2_e_77,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_77,True,,7,think,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,XXS_130,XXS_130,1.0,,chime,chime,,
d_main_26_2_e_78,d_main_26_02_e,Self,Locale_MainScenario:d_main_26_2_e_78,False,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XXS_130,XXS_130,1.0,,,,,
d_main_26_2_e_79,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_79,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XXS_130,XXS_130,1.0,,chime,chime,,
d_main_26_2_e_80,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_80,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,
d_main_26_2_e_81,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_81,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,
d_main_26_2_e_82,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_82,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,
d_main_26_2_e_83,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_83,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,,
d_main_26_2_e_84,d_main_26_02_e,Narration,Locale_MainScenario:d_main_26_2_e_84,False,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,,,dorothy,redhood
d_main_26_2_e_85,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_85,True,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,6,12,1.0,,chime,chime,,
d_main_26_2_e_86,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_86,True,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,12,12,1.0,,neon,neon,,
d_main_26_2_e_87,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_87,True,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,12,12,1.0,,neon,neon,,
d_main_26_2_e_88,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_88,True,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,12,12,1.0,none,neon,neon,,
d_main_26_2_e_89,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_89,False,,,,,,,,3,void,,1,idle,,13,angry,,15,angry,,12,14,1.0,,chime,chime,,
d_main_26_2_e_90,d_main_26_02_e,Speech,Locale_MainScenario:d_main_26_2_e_90,False,,,,,,,,3,void,,1,idle,,13,angry,,15,angry,,14,14,1.0,,crown,crown,,
