id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,highlight,speaker,set_camera_shake,fade
d_ex_cafe_08_48,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_48,True,,100,100,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_49,d_ex_cafe_08,Narration,Locale_SuddenStory:d_ex_cafe_08_49,False,,100,100,1.0,,,1,sad,,3,idle,sfx_scn_dustcloth,bay,,,
d_ex_cafe_08_50,d_ex_cafe_08,Narration,Locale_SuddenStory:d_ex_cafe_08_50,False,,100,100,1.0,,,1,sad,,3,idle,sfx_scn_rain,bay,,Low_2,
d_ex_cafe_08_51,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_51,True,,100,10,0.7,,,1,worry,,3,idle,,bay,bay,,
d_ex_cafe_08_52,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_52,False,,10,10,1.0,,,1,worry,,3,idle,,bay,,,
d_ex_cafe_08_53,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_53,True,,10,10,1.0,,,1,worry,,3,idle,,bay,bay,,
d_ex_cafe_08_54,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_54,False,,10,10,1.0,,,1,worry,,3,idle,,bay,,,
d_ex_cafe_08_55,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_55,True,,10,10,1.0,,,1,sad,,3,idle,,bay,bay,Low_2,
d_ex_cafe_08_56,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_56,True,,10,100,0.7,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_57,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_57,True,,100,100,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_58,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_58,False,,100,100,1.0,,,1,sad,,3,idle,,bay,,,
d_ex_cafe_08_59,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_59,True,,100,100,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_60,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_60,False,,100,100,1.0,,,1,sad,,3,idle,,bay,,,
d_ex_cafe_08_61,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_61,True,,100,10,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_62,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_62,True,,10,10,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_63,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_63,True,,10,10,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_64,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_64,True,,10,2,1.0,,,1,sad,,3,delight,,emma,emma,,
d_ex_cafe_08_65,d_ex_cafe_08,Narration,Locale_SuddenStory:d_ex_cafe_08_65,False,,2,2,1.0,none,,1,sad,,3,idle,sfx_scn_rain,emma,,Low_2,
d_ex_cafe_08_66,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_66,False,,2,2,1.0,,,1,sad,,3,idle,,emma,,,
d_ex_cafe_08_67,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_67,False,,2,10,1.0,,,1,worry,,3,idle,,bay,bay,,
d_ex_cafe_08_68,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_68,True,,10,10,1.0,,,1,worry,,3,idle,,bay,bay,,
d_ex_cafe_08_69,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_69,True,,10,2,1.0,,,1,worry,,3,idle,,emma,emma,,
d_ex_cafe_08_70,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_70,True,,2,2,1.0,,,1,worry,,3,idle,,bay,bay,,
d_ex_cafe_08_71,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_71,True,,2,2,1.0,bgm_story_leisuretime,,1,worry,,3,idle,,emma,emma,,
d_ex_cafe_08_72,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_72,False,,2,2,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_73,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_73,True,,2,2,1.0,,,1,sad,,3,idle,,emma,emma,,
d_ex_cafe_08_74,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_74,False,,2,2,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_75,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_75,False,,2,2,1.0,,,1,sad,,3,idle,,bay,,,
d_ex_cafe_08_76,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_76,True,,2,2,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_77,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_77,True,,2,10,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_78,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_78,True,,10,10,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_79,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_79,True,,10,10,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_80,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_80,True,,10,10,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_81,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_81,True,,10,10,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_82,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_82,True,,10,10,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_83,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_83,True,,10,10,1.0,,,1,sad,,3,idle,,bay,bay,,
d_ex_cafe_08_84,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_84,False,,10,10,1.0,,,1,sad,,3,idle,,bay,,,
d_ex_cafe_08_85,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_85,True,,10,2,1.0,,,1,sad,,3,delight,,emma,emma,,
d_ex_cafe_08_86,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_86,True,,2,2,1.0,,,1,sad,,3,delight,,emma,emma,,
d_ex_cafe_08_87,d_ex_cafe_08,Narration,Locale_SuddenStory:d_ex_cafe_08_87,False,,2,2,1.0,,,1,sad,,3,idle,,emma,,,
d_ex_cafe_08_88,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_88,False,,2,2,1.0,,,1,sad,,3,idle,,emma,,,
d_ex_cafe_08_89,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_89,False,,2,2,1.0,,,1,surprise,,3,idle,,bay,bay,,
d_ex_cafe_08_90,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_90,True,,2,2,1.0,,,1,surprise,,3,idle,,bay,bay,,
d_ex_cafe_08_91,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_91,True,,2,2,1.0,,,1,surprise,,3,surprise,,emma,emma,,
d_ex_cafe_08_92,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_92,False,,2,2,1.0,,,1,surprise,,3,surprise,,emma,,,
d_ex_cafe_08_93,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_93,True,,2,30,1.0,,,1,surprise,,3,surprise,,emma,emma,,
d_ex_cafe_08_94,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_94,True,,30,30,1.0,,,1,surprise,,3,idle,,emma,emma,,
d_ex_cafe_08_95,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_95,True,,30,2,1.0,,,1,surprise,,3,idle,,bay,bay,,
d_ex_cafe_08_96,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_96,False,,2,2,1.0,,,1,surprise,,3,idle,,bay,,,
d_ex_cafe_08_97,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_97,True,,2,2,1.0,,,1,idle,,3,idle,,bay,bay,,
d_ex_cafe_08_98,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_98,True,,2,2,1.0,,,1,idle,,3,idle,,bay,bay,,
d_ex_cafe_08_99,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_99,True,,2,2,1.0,,,1,idle,,3,special,,emma,emma,,
d_ex_cafe_08_100,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_100,True,,2,2,1.0,,,1,idle,,3,special,,emma,emma,,
d_ex_cafe_08_101,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_101,True,,2,2,1.0,,,1,idle,,3,special,,bay,bay,,
d_ex_cafe_08_102,d_ex_cafe_08,Narration,Locale_SuddenStory:d_ex_cafe_08_102,False,,black,black,1.0,none,,1,idle,,3,idle,,bay,,,black
d_ex_cafe_08_103,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_103,False,,black,black,1.0,,,1,idle,,3,idle,,bay,,,
d_ex_cafe_08_104,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_104,False,,2,2,1.0,bgm_story_orangepop,,1,idle,,3,idle,,bay,,,
d_ex_cafe_08_105,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_105,False,,2,2,1.0,,,1,idle,,3,idle,,bay,bay,,
d_ex_cafe_08_106,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_106,True,,2,2,1.0,,,1,idle,,3,idle,,emma,emma,,
d_ex_cafe_08_107,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_107,False,,2,2,1.0,,,1,idle,,3,idle,,emma,,,
d_ex_cafe_08_108,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_108,True,,2,2,1.0,,,1,idle,,3,special,,emma,emma,,
d_ex_cafe_08_109,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_109,True,,2,10,1.0,,,1,idle,,3,special,,bay,bay,,
d_ex_cafe_08_110,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_110,False,,10,10,1.0,,,1,idle,,3,special,,bay,,,
d_ex_cafe_08_111,d_ex_cafe_08,Narration,Locale_SuddenStory:d_ex_cafe_08_111,False,,10,10,1.0,,,1,idle,,3,special,sfx_scn_snackbite,bay,,,
d_ex_cafe_08_112,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_112,False,,10,100,1.0,,,1,surprise,,3,special,,bay,bay,Low_2,
d_ex_cafe_08_113,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_113,True,,100,2,1.0,,,1,surprise,,3,idle,,emma,emma,,
d_ex_cafe_08_114,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_114,True,,2,2,1.0,,,1,surprise,,3,idle,,bay,bay,,
d_ex_cafe_08_115,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_115,True,,2,30,1.0,,,1,surprise,,3,surprise,,emma,emma,,
d_ex_cafe_08_116,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_116,True,,30,30,1.0,,,1,surprise,,3,surprise,,emma,emma,,
d_ex_cafe_08_117,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_117,False,,30,10,1.0,,,1,surprise,,3,idle,,emma,,,
d_ex_cafe_08_118,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_118,True,,10,10,1.0,,,1,idle,,3,idle,,bay,bay,,
d_ex_cafe_08_119,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_119,False,,9,9,1.0,,,1,idle,,3,idle,,bay,,,
d_ex_cafe_08_120,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_120,False,,9,30,1.0,,,1,idle,,3,idle,,emma,,,
d_ex_cafe_08_121,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_121,False,,30,10,1.0,,,1,idle,,3,idle,,bay,,,
d_ex_cafe_08_122,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_122,False,,10,10,1.0,,,1,idle,,3,idle,,bay,,,
d_ex_cafe_08_123,d_ex_cafe_08,Narration,Locale_SuddenStory:d_ex_cafe_08_123,False,,10,10,1.0,,,1,idle,,3,idle,sfx_scn_snackbite,bay,,,
d_ex_cafe_08_124,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_124,False,,10,10,1.0,,,1,idle,,3,idle,,bay,,,
d_ex_cafe_08_125,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_125,False,,10,10,1.0,,,1,idle,,3,idle,,bay,,,
d_ex_cafe_08_126,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_126,False,,10,10,1.0,,,1,idle,,3,idle,,bay,,,
d_ex_cafe_08_127,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_127,True,,10,10,1.0,,,1,delight,,3,idle,,bay,bay,,
d_ex_cafe_08_128,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_128,True,,10,10,1.0,,,1,surprise,,3,idle,,bay,bay,,
d_ex_cafe_08_129,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_129,True,,10,10,1.0,,,1,delight,,3,idle,,bay,bay,,
d_ex_cafe_08_130,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_130,True,,10,100,1.0,,,1,delight,,3,idle,,bay,bay,Low_2,
d_ex_cafe_08_131,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_131,False,,100,100,1.0,,,1,delight,,3,idle,,bay,,,
d_ex_cafe_08_132,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_132,True,,100,30,1.0,,,1,delight,,3,surprise,,emma,emma,,
d_ex_cafe_08_133,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_133,True,,30,30,1.0,,,1,delight,,3,delight,,emma,emma,,
d_ex_cafe_08_134,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_134,False,,30,30,1.0,,,1,delight,,3,delight,,emma,,,
d_ex_cafe_08_135,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_135,True,,30,2,1.0,,,1,delight,,3,delight,,bay,bay,,
d_ex_cafe_08_136,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_136,True,,2,2,1.0,,,1,special,,3,delight,,bay,bay,,
d_ex_cafe_08_137,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_137,False,,2,2,1.0,,,1,special,,3,delight,,bay,,,
d_ex_cafe_08_138,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_138,True,,2,2,1.0,,,1,delight,,3,idle,,bay,bay,,black
d_ex_cafe_08_139,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_139,True,,2,2,1.0,,,1,delight,,3,idle,,emma,emma,,
d_ex_cafe_08_140,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_140,False,,2,2,1.0,,,1,delight,,3,idle,,emma,,,
d_ex_cafe_08_141,d_ex_cafe_08,Speech,Locale_SuddenStory:d_ex_cafe_08_141,True,,2,10,1.0,,,1,special,,3,idle,,bay,bay,,
d_ex_cafe_08_142,d_ex_cafe_08,Self,Locale_SuddenStory:d_ex_cafe_08_142,False,,10,10,1.0,,,1,special,,3,idle,,bay,,,
d_ex_cafe_08_143,d_ex_cafe_08,Monologue,Locale_SuddenStory:d_ex_cafe_08_143,False,,10,10,1.0,,,1,special,,3,idle,,bay,,,
