id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker
d_main_32_02_s_19,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_19,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,eunhwa,eunhwa
d_main_32_02_s_20,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_20,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,150,1.0,,emma,emma
d_main_32_02_s_21,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_21,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,emma,emma
d_main_32_02_s_22,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_22,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,emma,emma
d_main_32_02_s_23,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_23,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,150,1517,1.0,,vesti,vesti
d_main_32_02_s_24,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_24,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1517,1517,1.0,,emma,emma
d_main_32_02_s_25,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_25,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1517,13,1.0,,eunhwa,eunhwa
d_main_32_02_s_26,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_26,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,13,1.0,,eunhwa,eunhwa
d_main_32_02_s_27,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_27,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,13,1.0,,eunhwa,eunhwa
d_main_32_02_s_28,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_28,True,,7,idle,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,17,idle,,13,113,1.0,,anis,anis
d_main_32_02_s_29,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_29,True,,7,idle,,5,idle,,3,idle,,1,void,,13,angry,,15,idle,,17,idle,,113,113,1.0,,eunhwa,eunhwa
d_main_32_02_s_30,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_30,True,,7,idle,,5,idle,,3,idle,,1,sad,,13,angry,,15,idle,,17,idle,,113,113,1.0,,anis,anis
d_main_32_02_s_31,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_31,True,,7,idle,,5,idle,,3,idle,,1,sad,,13,angry,,15,idle,,17,idle,,113,113,1.0,,eunhwa,eunhwa
d_main_32_02_s_32,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_32,True,,7,idle,,5,idle,,3,idle,,1,sad,,13,angry,,15,delight,,17,idle,,113,1517,1.5,,emma,emma
d_main_32_02_s_33,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_33,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,delight,,17,idle,,1517,1517,1.0,,vesti,vesti
d_main_32_02_s_34,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_34,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,delight,,17,idle,,S_30,S_30,1.0,,neon,neon
d_main_32_02_s_35,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_35,False,,7,idle,,5,think,,3,idle,,1,idle,,13,idle,,15,delight,,17,idle,,50,50,1.0,,rapi,rapi
d_main_32_02_s_36,d_main_32_02_s,Self,Locale_MainScenario:d_main_32_02_s_36,False,,7,idle,,5,think,,3,idle,,1,idle,,13,idle,,15,delight,,17,idle,,50,50,1.0,,rapi,
d_main_32_02_s_37,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_37,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,5,1.0,,rapi,rapi
d_main_32_02_s_38,d_main_32_02_s,Self,Locale_MainScenario:d_main_32_02_s_38,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,5,1.0,,rapi,
d_main_32_02_s_39,d_main_32_02_s,Self,Locale_MainScenario:d_main_32_02_s_39,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,5,1.0,,rapi,
d_main_32_02_s_40,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_40,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,50,1.0,,rapi,rapi
d_main_32_02_s_41,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_41,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,rapi,rapi
d_main_32_02_s_42,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_42,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,rapi,rapi
d_main_32_02_s_43,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_43,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,rapi,rapi
d_main_32_02_s_44,d_main_32_02_s,Self,Locale_MainScenario:d_main_32_02_s_44,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,rapi,
d_main_32_02_s_45,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_45,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,rapi,rapi
d_main_32_02_s_46,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_46,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,rapi,rapi
d_main_32_02_s_47,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_47,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,75,1.0,,grave,grave
d_main_32_02_s_48,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_48,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,rapi,rapi
d_main_32_02_s_49,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_49,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,grave,grave
d_main_32_02_s_50,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_50,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,rapi,rapi
d_main_32_02_s_51,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_51,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,grave,grave
d_main_32_02_s_52,d_main_32_02_s,Speech,Locale_MainScenario:d_main_32_02_s_52,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,rapi,rapi
d_main_32_02_s_53,d_main_32_02_s,Self,Locale_MainScenario:d_main_32_02_s_53,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,rapi,
