id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,set_camera_shake,characters/2/hide_char_id,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_ex_police_09_17,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_17,True,,S_20,S_20,1.0,,,2,idle,soda_b,soda_b,,,,,,,,,,,,,,,
d_ex_police_09_18,d_ex_police_09,Monologue,Locale_SuddenStory:d_ex_police_09_18,False,,S_20,S_20,1.0,,,2,idle,soda_b,,,,,,,,,,,,,,,,
d_ex_police_09_19,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_19,True,,S_20,S_20,1.0,,,2,surprise,soda_b,soda_b,,,,,,,,,,,,,,,
d_ex_police_09_20,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_20,False,,S_20,S_20,1.0,,,2,surprise,soda_b,,,,,,,,,,,,,,,,
d_ex_police_09_21,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_21,True,,S_20,S_20,1.0,,,2,worry,soda_b,soda_b,,,,,,,,,,,,,,,
d_ex_police_09_22,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_22,True,,S_20,S_20,1.0,,,2,worry,soda_b,soda_b,,,,,,,,,,,,,,,
d_ex_police_09_23,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_23,False,,S_20,S_20,1.0,,,2,worry,soda_b,,,,,,,,,,,,,,,,
d_ex_police_09_24,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_24,True,,S_20,S_200,1.0,,,2,idle,soda_b,soda_b,,,,,,,,,,,,,,,
d_ex_police_09_25,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_25,True,,S_200,S_1300,1.0,,,2,idle,soda_b,soda_b,,,,,,,,,,,,,,,
d_ex_police_09_26,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_26,False,,S_1300,13,1.0,,,2,idle,soda_b,,sfx_scn_bookdrop,,,,,,,,,,,,,,
d_ex_police_09_27,d_ex_police_09,Monologue,Locale_SuddenStory:d_ex_police_09_27,False,,13,13,1.0,,,2,idle,soda_b,,,,,,,,,,,,,,,,
d_ex_police_09_28,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_28,False,,13,13,1.0,,,2,idle,soda_b,,,,,,,,,,,,,,,,
d_ex_police_09_29,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_29,False,,13,13,1.0,,,2,idle,soda_b,,sfx_scn_autodooropen,quiry,12,idle,miranda,14,idle,,,,,,,,
d_ex_police_09_30,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_30,True,,13,13,1.0,,,2,idle,miranda,miranda,,,12,idle,,14,delight,,,,,,,,
d_ex_police_09_31,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_31,True,,13,13,1.0,,,2,idle,quiry,quiry,,,12,idle,,14,delight,,,,,,,,
d_ex_police_09_32,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_32,True,,13,S_120,1.0,,,2,idle,quiry,quiry,,,12,special,,14,delight,,,,,,,,
d_ex_police_09_33,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_33,False,,S_120,S_120,1.0,,,2,idle,quiry,,,,12,special,,14,delight,,,,,,,,
d_ex_police_09_34,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_34,True,,S_120,S_200,1.0,,,2,delight,soda_b,soda_b,,,12,special,,14,delight,,,,,,,,
d_ex_police_09_35,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_35,False,,S_140,S_140,1.0,,,2,delight,miranda,miranda,,,12,special,,14,angry,,,,,,,,
d_ex_police_09_36,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_36,False,,S_140,S_140,1.0,,,2,delight,miranda,,,,12,special,,14,idle,,,,,,,,
d_ex_police_09_37,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_37,True,,S_140,S_140,1.0,,,2,idle,miranda,miranda,,,12,special,,14,idle,,,,,,,,
d_ex_police_09_38,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_38,True,,S_140,S_1400,1.0,,,2,idle,miranda,miranda,,,12,special,,14,think,,,,,,,,
d_ex_police_09_39,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_39,True,,S_20,S_20,1.0,,,2,worry,soda_b,soda_b,,,12,special,,14,think,,,,,,,,
d_ex_police_09_40,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_40,True,,S_20,S_200,1.0,,,2,worry,soda_b,soda_b,,,12,special,,14,think,,,,,,,,
d_ex_police_09_41,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_41,True,,S_200,S_200,1.0,none,,2,worry,soda_b,soda_b,,,12,special,,14,think,,,,,,,,
d_ex_police_09_42,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_42,True,,S_1400,S_140,0.5,bgm_story_tomboyprincess,,2,worry,miranda,miranda,,,12,special,,14,delight,,,,,,,,
d_ex_police_09_43,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_43,True,,S_200,S_200,1.0,,,2,surprise,miranda,soda_b,,,12,special,,14,delight,,,,,,,,
d_ex_police_09_44,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_44,True,,S_140,13,1.0,,,2,surprise,quiry,quiry,,,12,angry,,14,delight,,,,,,,,
d_ex_police_09_45,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_45,True,,13,13,1.0,,,2,surprise,miranda,miranda,,,12,angry,,14,delight,,,,,,,,
d_ex_police_09_46,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_46,True,,13,13,1.0,,,2,surprise,miranda,miranda,,,12,angry,,14,delight,,,,,,,,
d_ex_police_09_47,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_47,True,,13,13,1.0,,,2,surprise,soda_b,soda_b,,,12,angry,,14,delight,,,,,,,,
d_ex_police_09_48,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_48,False,,13,13,1.0,,,2,surprise,soda_b,,,,12,angry,,14,delight,,,,,,,,
d_ex_police_09_49,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_49,True,,13,S_140,1.0,,,2,surprise,miranda,miranda,,,12,angry,,14,angry,,,,,,,,
d_ex_police_09_50,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_50,True,,S_140,S_140,1.0,,,2,surprise,miranda,miranda,,,12,angry,,14,angry,,,,,,,,
d_ex_police_09_51,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_51,True,,S_140,S_140,1.0,,,2,surprise,miranda,miranda,,,12,angry,,14,angry,,,,,,,,
d_ex_police_09_52,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_52,False,,S_200,S_200,1.0,,,2,surprise,soda_b,soda_b,,,12,angry,,14,angry,,,,,,,,
d_ex_police_09_53,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_53,True,,S_140,S_1400,0.5,,,2,surprise,miranda,miranda,,,12,angry,,14,angry,,,,,,,,
d_ex_police_09_54,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_54,True,,S_1400,S_1200,0.5,,,2,surprise,quiry,quiry,,,12,angry,,14,angry,,,,,,,,
d_ex_police_09_55,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_55,False,,S_1200,S_1200,1.0,,,2,surprise,quiry,,,,12,angry,,14,angry,quiry,,,,,,,
d_ex_police_09_56,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_56,False,,S_1200,S_1200,1.0,,,2,surprise,quiry,,sfx_scn_windowbreak,,,,,14,angry,,Low_2,,,,,,
d_ex_police_09_57,d_ex_police_09,Monologue,Locale_SuddenStory:d_ex_police_09_57,False,,S_1200,S_1200,1.0,,,2,surprise,quiry,,,,,,,14,angry,,,,,,,,
d_ex_police_09_58,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_58,True,,S_1200,S_140,0.5,,,2,surprise,miranda,miranda,,,,,,14,angry,,,,,,,,
d_ex_police_09_59,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_59,False,,S_140,S_140,1.0,,,2,surprise,miranda,,sfx_scn_heavytrip,,,,,14,angry,,Low_2,miranda,,,,,
d_ex_police_09_60,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_60,True,,S_140,S_200,1.0,,,2,cry,soda_b,soda_b,,,,,,,,,,,,,,,
d_ex_police_09_61,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_61,False,,S_200,S_200,1.0,,,2,cry,soda_b,,,,,,,,,,,,soda_b,,,,
d_ex_police_09_62,d_ex_police_09,Monologue,Locale_SuddenStory:d_ex_police_09_62,False,,S_200,S_200,1.0,,,,,soda_b,,,,,,,,,,,,,,,,
d_ex_police_09_63,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_63,True,,S_200,S_20,1.0,,soda_b,2,cry,soda_b,soda_b,,quiry,12,surprise,miranda,14,angry,,,,,,,,
d_ex_police_09_64,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_64,True,,S_20,13,1.0,,,2,cry,miranda,miranda,,,12,surprise,,14,angry,,,,,,,,
d_ex_police_09_65,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_65,True,,13,13,1.0,,,2,cry,miranda,miranda,,,12,surprise,,14,angry,,,,,,,,
d_ex_police_09_66,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_66,False,,13,S_1200,0.5,,,2,cry,miranda,,sfx_scn_beatup,,12,surprise,,14,angry,,Low_2,,,,,,
d_ex_police_09_67,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_67,True,,S_1200,S_120,1.0,,,2,cry,quiry,quiry,,,12,surprise,,14,angry,,,,,,,,
d_ex_police_09_68,d_ex_police_09,Monologue,Locale_SuddenStory:d_ex_police_09_68,False,,S_120,S_120,1.0,,,2,cry,quiry,,,,12,surprise,,14,angry,,,,,,,,
d_ex_police_09_69,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_69,True,,S_120,S_200,1.0,,,2,cry,soda_b,soda_b,,,12,surprise,,14,angry,,,,,,,,
d_ex_police_09_70,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_70,True,,S_1400,S_1400,1.0,,,2,cry,miranda,miranda,,,12,surprise,,14,angry,,,,,,,,
d_ex_police_09_71,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_71,False,,S_1400,S_1400,1.0,,,2,cry,miranda,,sfx_scn_glassbreak,,12,surprise,,14,angry,,Low_2,miranda,,,,,
d_ex_police_09_72,d_ex_police_09,Monologue,Locale_SuddenStory:d_ex_police_09_72,False,,S_1400,S_1400,1.0,,,2,cry,miranda,,,,12,surprise,,,angry,,,,,,,,
d_ex_police_09_73,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_73,False,,S_1400,2,1.0,,,2,cry,miranda,,,,12,surprise,,,angry,,,,,,,,
d_ex_police_09_74,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_74,False,,2,S_200,0.5,none,,2,cry,soda_b,,sfx_scn_feetstone,,12,surprise,,,angry,,,,,,,,
d_ex_police_09_75,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_75,True,,S_120,S_1200,0.5,,,2,cry,soda_b,quiry,,,12,surprise,,,angry,,,,,,,,
d_ex_police_09_76,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_76,True,,S_1200,S_200,0.5,,,2,surprise,soda_b,soda_b,,,12,surprise,,,angry,,,,,,,,
d_ex_police_09_77,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_77,False,,black,black,1.0,,,2,surprise,soda_b,,sfx_scn_heavytrip,,12,surprise,,,angry,quiry,Low_2,,soda_b,,,,
d_ex_police_09_78,d_ex_police_09,Monologue,Locale_SuddenStory:d_ex_police_09_78,False,,black,black,1.0,,soda_b,2,cry,soda_b,,,,,,miranda,12,angry,,,,,,,,
d_ex_police_09_79,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_79,True,,1,1,1.0,bgm_story_tuffguys,,2,cry,miranda,miranda,,,,,,12,delight,,,,,,,,
d_ex_police_09_80,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_80,True,,1,1,1.0,,,2,cry,miranda,miranda,,,,,,12,delight,,,,,,,,
d_ex_police_09_81,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_81,True,,1,1,1.0,,,2,cry,soda_b,soda_b,,,,,,12,delight,,,,,,,,
d_ex_police_09_82,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_82,False,,1,1,1.0,,,2,cry,miranda,,sfx_scn_phonevibration,,,,,12,delight,,,,,,,,
d_ex_police_09_83,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_83,True,,1,S_120,1.0,,,2,cry,miranda,miranda,,,,,,12,idle,,,,,,,,
d_ex_police_09_84,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_84,True,,S_120,S_120,1.0,,,2,cry,miranda,miranda,,,,,,12,idle,,,,,,,,
d_ex_police_09_85,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_85,True,,S_120,S_120,1.0,,,2,cry,poli_op,poli_op,,,,,,12,idle,,,,,poli_op,OP_leftup,idle,
d_ex_police_09_86,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_86,True,,S_120,S_1200,1.0,,,2,cry,miranda,miranda,,,,,,12,delight,,,,,,OP_leftup,idle,
d_ex_police_09_87,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_87,True,,S_1200,S_1200,1.0,,,2,cry,poli_op,poli_op,,,,,,12,delight,,,,,,OP_leftup,surprise,
d_ex_police_09_88,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_88,True,,S_1200,S_1200,1.0,,,2,cry,miranda,miranda,,,,,,12,delight,,,,,,OP_leftup,surprise,
d_ex_police_09_89,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_89,True,,S_1200,S_1200,1.0,,,2,cry,poli_op,poli_op,,,,,,12,delight,,,,,,OP_leftup,surprise,
d_ex_police_09_90,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_90,True,,S_1200,S_1200,1.0,,,2,cry,miranda,miranda,,,,,,12,idle,,,,,,OP_leftup,surprise,
d_ex_police_09_91,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_91,True,,S_1200,S_120,1.0,,,2,cry,miranda,miranda,,,,,,12,think,,,,,,OP_leftup,surprise,
d_ex_police_09_92,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_92,True,,S_120,S_120,1.0,,,2,cry,poli_op,poli_op,,,,,,12,think,,,,,,OP_leftup,angry,
d_ex_police_09_93,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_93,True,,S_120,S_120,1.0,,,2,cry,miranda,miranda,,,,,,12,shy,,,,,,OP_leftup,angry,
d_ex_police_09_94,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_94,True,,S_120,S_120,1.0,,,2,cry,poli_op,poli_op,,,,,,12,shy,,,,,,OP_leftup,angry,
d_ex_police_09_95,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_95,True,,S_120,S_120,1.0,,,2,cry,miranda,miranda,,,,,,12,shy,,,,,,OP_leftup,angry,poli_op
d_ex_police_09_96,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_96,True,,S_120,1,1.0,,,2,cry,miranda,miranda,,,,,,12,think,,,,,,,,
d_ex_police_09_97,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_97,True,,1,1,1.0,,,2,worry,soda_b,soda_b,,,,,,12,think,,,,,,,,
d_ex_police_09_98,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_98,True,,1,1,1.0,,,2,worry,miranda,miranda,,,,,,12,delight,,,,,,,,
d_ex_police_09_99,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_99,True,,1,1,1.0,,,2,idle,soda_b,soda_b,,,,,,12,delight,,,,,,,,
d_ex_police_09_100,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_100,False,,1,1,1.0,,,2,idle,soda_b,,,,,,,12,delight,,,,,,,,
d_ex_police_09_101,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_101,True,,1,1,1.0,,,2,idle,miranda,miranda,,,,,,12,shy,,,,,,,,
d_ex_police_09_102,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_102,True,,1,1,1.0,,,2,shy,soda_b,soda_b,,,,,,12,shy,,,,,,,,
d_ex_police_09_103,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_103,False,,1,1,1.0,,,2,shy,soda_b,,,,,,,12,shy,,,,,,,,
d_ex_police_09_104,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_104,False,,1,S_120,1.0,,,2,shy,miranda,miranda,,,,,,12,shy,,,,,,,,
d_ex_police_09_105,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_105,True,,S_120,S_120,1.0,,,2,shy,miranda,miranda,,,,,,12,shy,,,,,,,,
d_ex_police_09_106,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_106,True,,S_120,S_120,1.0,,,2,shy,miranda,miranda,,,,,,12,shy,,,,,,,,
d_ex_police_09_107,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_107,False,,S_120,S_120,1.0,,,2,shy,miranda,quiry,,,,,,12,shy,,,,,,,,
d_ex_police_09_108,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_108,False,,S_120,S_120,1.0,,,2,shy,quiry,,,,,,,12,shy,,,,,,,,
d_ex_police_09_109,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_109,True,,S_120,S_120,1.0,,,2,shy,miranda,miranda,,,,,,12,think,,,,,,,,
d_ex_police_09_110,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_110,True,,S_120,1,1.0,,,2,delight,soda_b,soda_b,,,,,,12,think,,,,,,,,
d_ex_police_09_111,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_111,True,,1,1,1.0,,,2,delight,miranda,miranda,,,,,,12,delight,,,,,,,,
d_ex_police_09_112,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_112,True,,1,S_20,1.0,,,2,delight,soda_b,soda_b,,,,,,12,delight,,,,,,,,
d_ex_police_09_113,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_113,True,,black,black,1.0,,,2,delight,soda_b,soda_b,,,,,,12,delight,,,,,,,,
d_ex_police_09_114,d_ex_police_09,Monologue,Locale_SuddenStory:d_ex_police_09_114,False,,S_200,S_200,1.0,,,2,delight,soda_b,,,,,,,12,delight,,,,,,,,
d_ex_police_09_115,d_ex_police_09,Self,Locale_SuddenStory:d_ex_police_09_115,False,,S_200,S_200,1.0,,,2,delight,soda_b,,,,,,,12,delight,,,,,,,,
d_ex_police_09_116,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_116,True,,S_200,S_200,1.0,,,2,surprise,soda_b,soda_b,,,,,,12,delight,,,,,,,,
d_ex_police_09_117,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_117,False,,S_200,S_200,1.0,,,2,surprise,soda_b,,sfx_scn_bookdrop,,,,,12,delight,,,,soda_b,,,,
d_ex_police_09_118,d_ex_police_09,Speech,Locale_SuddenStory:d_ex_police_09_118,True,,S_200,S_200,1.0,,,,,soda_b,quiry,,,,,,12,delight,,,,,,,,
d_ex_police_09_119,d_ex_police_09,Narration,Locale_SuddenStory:d_ex_police_09_119,False,,S_200,S_200,1.0,,,,,soda_b,,sfx_scn_glassbreak,,,,,12,delight,,Low_2,,,,,,
d_ex_police_09_120,d_ex_police_09,Monologue,Locale_SuddenStory:d_ex_police_09_120,False,,S_200,S_200,1.0,,,,,soda_b,,,,,,,12,delight,,,,,,,,
