id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound
d_main_33_06_64,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_64,True,,1,idle,,3,idle,,13,idle,,15,angry,,17,idle,,1500,150,0.7,,,,,,,
d_main_33_06_65,d_main_33_06,Self,anis,,Locale_MainScenario:d_main_33_06_65,False,,1,idle,,3,idle,,13,idle,,15,angry,,17,idle,,150,150,1.0,,,,,,,
d_main_33_06_66,d_main_33_06,Self,anis,,Locale_MainScenario:d_main_33_06_66,False,,1,idle,,3,idle,,13,idle,,15,angry,,17,idle,,150,150,1.0,,,,,,,
d_main_33_06_67,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_67,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,150,150,1.0,,,,,,,
d_main_33_06_68,d_main_33_06,Self,anis,,Locale_MainScenario:d_main_33_06_68,False,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,150,150,1.0,,,,,,,
d_main_33_06_69,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_69,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,150,150,1.0,,,,,,,
d_main_33_06_70,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_70,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,150,150,1.0,,,,,,,
d_main_33_06_71,d_main_33_06,Self,anis,,Locale_MainScenario:d_main_33_06_71,False,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,150,150,1.0,,,,,,,
d_main_33_06_72,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_72,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,130,130,1.0,,,,,,,
d_main_33_06_73,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_73,False,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,130,150,1.0,,,,,,,
d_main_33_06_74,d_main_33_06,Speech,neon,neon,Locale_MainScenario:d_main_33_06_74,False,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,150,S_170,1.0,,,,,,,
d_main_33_06_75,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_75,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,130,130,1.0,,,,,,,
d_main_33_06_76,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_76,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,130,130,1.0,,,,,,,
d_main_33_06_77,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_77,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,130,1315,1.0,,,,,,,
d_main_33_06_78,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_78,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,,,,,,,
d_main_33_06_79,d_main_33_06,Speech,neon,neon,Locale_MainScenario:d_main_33_06_79,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,1315,17,1.5,,,,,,,
d_main_33_06_80,d_main_33_06,Speech,neon,neon,Locale_MainScenario:d_main_33_06_80,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,17,S_170,1.0,,,,,,,
d_main_33_06_81,d_main_33_06,Speech,neon,neon,Locale_MainScenario:d_main_33_06_81,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,S_170,S_170,1.0,,,,,,,
d_main_33_06_82,d_main_33_06,Speech,neon,neon,Locale_MainScenario:d_main_33_06_82,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,S_170,S_170,1.0,,,,,,,
d_main_33_06_83,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_83,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,130,130,1.0,,,,,,,
d_main_33_06_84,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_84,False,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,130,1315,1.0,,,,,,,
d_main_33_06_85,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_85,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,,,,,,,
d_main_33_06_86,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_86,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,,,,,,,
d_main_33_06_87,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_87,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,,,,,,,
d_main_33_06_88,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_88,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,,,,,,,
d_main_33_06_89,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_89,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,,,,,,,
d_main_33_06_90,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_90,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,,,,,,,
d_main_33_06_91,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_91,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,,,,,,,
d_main_33_06_92,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_92,True,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,,,,,,,
d_main_33_06_93,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_93,False,,1,idle,,3,idle,,13,think,,15,worry,,17,idle,,1315,1315,1.0,,,,,,,
d_main_33_06_94,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_94,True,,1,idle,,3,idle,,13,think,,15,worry,,17,idle,,1315,130,1.0,,,,,,,
d_main_33_06_95,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_95,True,,1,idle,,3,idle,,13,think,,15,worry,,17,idle,,130,130,1.0,,,,,,,
d_main_33_06_96,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_96,True,,1,idle,,3,idle,,13,think,,15,worry,,17,idle,,130,1300,1.0,,,,,,,
d_main_33_06_97,d_main_33_06,Speech,rapi,rapi,Locale_MainScenario:d_main_33_06_97,True,,1,idle,,3,idle,,13,think,,15,worry,,17,idle,,1300,1300,1.0,,,,,,,
d_main_33_06_98,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_98,True,,1,idle,,3,idle,,13,think,,15,worry,,17,idle,,1300,1500,1.0,,,,,,,
d_main_33_06_99,d_main_33_06,Speech,anis,anis,Locale_MainScenario:d_main_33_06_99,True,,1,idle,,3,idle,,13,think,,15,worry,,17,idle,,1500,1500,1.0,,,,,,,
d_main_33_06_100,d_main_33_06,Self,rapi,,Locale_MainScenario:d_main_33_06_100,False,,1,idle,,3,idle,,13,think,,15,worry,,17,idle,,1500,1300,1.0,,,,,,,
d_main_33_06_101,d_main_33_06,Self,,,Locale_MainScenario:d_main_33_06_101,False,,1,idle,,3,idle,,13,idle,,15,worry,,17,idle,black,black,black,1.0,none,cinderella,grave_p,rapi,anis,neon,
d_main_33_06_102,d_main_33_06,Monologue,,,Locale_MainScenario:d_main_33_06_102,False,,,,,,,,,,,,,,,,,black,black,1.0,bgm_story_empathize,,,,,,
d_main_33_06_103,d_main_33_06,Monologue,,,Locale_MainScenario:d_main_33_06_103,False,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_104,d_main_33_06,Monologue,,,Locale_MainScenario:d_main_33_06_104,False,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_105,d_main_33_06,Monologue,,,Locale_MainScenario:d_main_33_06_105,False,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_106,d_main_33_06,Monologue,,,Locale_MainScenario:d_main_33_06_106,False,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_107,d_main_33_06,Monologue,,,Locale_MainScenario:d_main_33_06_107,False,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_108,d_main_33_06,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_06_108,True,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_109,d_main_33_06,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_06_109,True,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_110,d_main_33_06,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_06_110,True,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_111,d_main_33_06,Self,leviathan,,Locale_MainScenario:d_main_33_06_111,False,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_112,d_main_33_06,Monologue,leviathan,,Locale_MainScenario:d_main_33_06_112,False,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_113,d_main_33_06,Monologue,leviathan,,Locale_MainScenario:d_main_33_06_113,False,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_114,d_main_33_06,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_06_114,True,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,
d_main_33_06_115,d_main_33_06,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_06_115,True,,,,,,,,,,,,,,,,WhiteHouse,black,black,1.0,,,,,,,
d_main_33_06_116,d_main_33_06,Self,behemoth,,Locale_MainScenario:d_main_33_06_116,False,,,,,,,,,,,,,,,,,7,7,1.0,,,,,,,
d_main_33_06_117,d_main_33_06,Self,behemoth,,Locale_MainScenario:d_main_33_06_117,False,,,,,,,,,,,,,,,,,7,70,1.0,,,,,,,
d_main_33_06_118,d_main_33_06,Monologue,behemoth,,Locale_MainScenario:d_main_33_06_118,False,,,,,,,,,,,,,,,,,70,70,1.0,,,,,,,
d_main_33_06_119,d_main_33_06,Monologue,behemoth,,Locale_MainScenario:d_main_33_06_119,False,,,,,,,,,,,,,,,,,70,70,1.0,,,,,,,
d_main_33_06_120,d_main_33_06,Narration,behemoth,,Locale_MainScenario:d_main_33_06_120,False,,,,,,,,,,,,,,,,,70,7,1.0,,,,,,,sfx_scn_mudfall
d_main_33_06_121,d_main_33_06,Monologue,behemoth,,Locale_MainScenario:d_main_33_06_121,False,,,,,,,,,,,,,,,,,7,7,1.0,,,,,,,
d_main_33_06_122,d_main_33_06,Monologue,behemoth,,Locale_MainScenario:d_main_33_06_122,False,,,,,,,,,,,,,,,,,7,7,1.0,,,,,,,
d_main_33_06_123,d_main_33_06,Monologue,behemoth,,Locale_MainScenario:d_main_33_06_123,False,,,,,,,,,,,,,,,,,7,3,2.0,,,,,,,
d_main_33_06_124,d_main_33_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_33_06_124,True,leviathan,1,smile,behemoth,3,idle,,,,,,,,,,,3,3,1.0,,,,,,,
d_main_33_06_125,d_main_33_06,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_06_125,True,,1,idle,,3,idle,,,,,,,,,,,3,1,1.0,,,,,,,
d_main_33_06_126,d_main_33_06,Speech,leviathan,leviathan,Locale_MainScenario:d_main_33_06_126,True,,1,idle,,3,idle,,,,,,,,,,,1,S_10,1.0,,,,,,,
