id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_28_03_31,d_main_28_03,Speech,neon,neon,Locale_MainScenario:d_main_28_03_31,True,,7,idle,,5,worry,,3,surprise,,1,worry,,13,void,,15,no,,S_150,15,1.0,,,,,,,,
d_main_28_03_32,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_32,True,,7,idle,,5,worry,,3,surprise,,1,worry,,13,void,,15,no,,10,10,1.0,,,,,,,,
d_main_28_03_33,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_33,True,,7,idle,,5,surprise,,3,surprise,,1,worry,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_34,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_34,False,,7,idle,,5,surprise,,3,worry,,1,worry,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_35,d_main_28_03,Monologue,,,Locale_MainScenario:d_main_28_03_35,False,,7,idle,,5,surprise,,3,worry,,1,worry,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_36,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_36,True,,7,idle,,5,surprise,,3,worry,,1,worry,,13,void,,15,idle,,4,2,1.0,,,,,,,,
d_main_28_03_37,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_37,True,,7,idle,,5,worry,,3,worry,,1,worry,,13,void,,15,idle,,2,2,1.0,,,,,,,,
d_main_28_03_38,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_38,True,,7,idle,,5,worry,,3,worry,,1,worry,,13,void,,15,idle,,2,2,1.0,,,,,,,,
d_main_28_03_39,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_39,True,,7,idle,,5,worry,,3,worry,,1,worry,,13,void,,15,idle,,2,2,1.0,,,,,,,,
d_main_28_03_40,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_40,True,,7,idle,,5,worry,,3,worry,,1,worry,,13,void,,15,idle,,2,2,1.0,,,,,,,,
d_main_28_03_41,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_41,True,,7,idle,,5,worry,,3,worry,,1,smile,,13,void,,15,idle,,2,2,1.0,,,,,,,,
d_main_28_03_42,d_main_28_03,Monologue,,,Locale_MainScenario:d_main_28_03_42,False,,7,idle,,5,worry,,3,worry,,1,smile,,13,void,,15,idle,,black,black,1.0,,,,,,,,
d_main_28_03_43,d_main_28_03,Monologue,,,Locale_MainScenario:d_main_28_03_43,False,,7,idle,,5,worry,,3,worry,,1,smile,,13,void,,15,idle,,black,black,1.0,,,,,,,,
d_main_28_03_44,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_44,False,,7,idle,,5,worry,,3,surprise,,1,smile,,13,void,,15,idle,,3,3,1.0,,,,,,,,
d_main_28_03_45,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_45,True,,7,idle,,5,worry,,3,smile,,1,smile,,13,void,,15,idle,,3,30,1.0,,,,,,,,
d_main_28_03_46,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_46,True,,7,idle,,5,worry,,3,smile,,1,smile,,13,void,,15,idle,,30,30,1.0,,,,,,,,
d_main_28_03_47,d_main_28_03,Narration,,,Locale_MainScenario:d_main_28_03_47,False,,7,idle,,5,worry,,3,smile,,1,smile,,13,void,,15,idle,,black,black,1.0,,,,black,,,,
d_main_28_03_48,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_48,True,,7,idle,,5,worry,,3,idle,,1,smile,,13,void,,15,idle,,30,30,1.0,,,,,,,,
d_main_28_03_49,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_49,True,,7,idle,,5,worry,,3,idle,,1,smile,,13,void,,15,idle,,30,30,1.0,,,,,,,,
d_main_28_03_50,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_50,True,,7,idle,,5,worry,,3,idle,,1,smile,,13,void,,15,idle,,30,2,1.0,,,,,,,,
d_main_28_03_51,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_51,True,,7,idle,,5,worry,,3,surprise,,1,smile,,13,void,,15,idle,,30,30,1.0,,,,black,,,,
d_main_28_03_52,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_52,True,,7,idle,,5,worry,,3,idle,,1,smile,,13,void,,15,idle,,30,30,1.0,,,,,,,,
d_main_28_03_53,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_53,True,,7,idle,,5,worry,,3,idle,,1,smile,,13,void,,15,idle,,30,30,1.0,,,,,,,,
d_main_28_03_54,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_54,True,,7,idle,,5,worry,,3,idle,,1,smile,,13,void,,15,idle,,30,2,1.0,,,,,,,,
d_main_28_03_55,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_55,True,,7,idle,,5,worry,,3,worry,,1,smile,,13,void,,15,idle,,30,30,1.0,,,,black,,,,
d_main_28_03_56,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_56,True,,7,idle,,5,worry,,3,worry,,1,smile,,13,void,,15,idle,,30,3,1.0,,,,,,,,
d_main_28_03_57,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_57,True,,7,idle,,5,idle,,3,worry,,1,smile,,13,void,,15,idle,,3,4,1.0,,,,,,,,
d_main_28_03_58,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_58,True,,7,idle,,5,idle,,3,surprise,,1,smile,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_59,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_59,True,,7,idle,,5,delight,,3,surprise,,1,smile,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_60,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_60,True,,7,idle,,5,delight,,3,surprise,,1,smile,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_61,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_61,False,,7,idle,,5,delight,,3,surprise,,1,smile,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_62,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_62,True,,7,idle,,5,delight,,3,surprise,,1,smile,,13,void,,15,idle,,4,S_50,1.0,,,,,,,,
d_main_28_03_63,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_63,True,,7,idle,,5,delight,,3,surprise,,1,smile,,13,void,,15,idle,,S_50,S_50,1.0,,,,,,,,
d_main_28_03_64,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_64,True,,7,idle,,5,delight,,3,surprise,,1,smile,,13,void,,15,idle,,S_50,S_50,1.0,,,,,,,,
d_main_28_03_65,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_65,True,,7,idle,,5,delight,,3,surprise,,1,idle,,13,void,,15,idle,,10,10,1.0,,,,,,,,
d_main_28_03_66,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_66,True,,7,idle,,5,delight,,3,surprise,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,,,,,,,
d_main_28_03_67,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_67,True,,7,idle,,5,delight,,3,surprise,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,,,,,,,
d_main_28_03_68,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_68,True,,7,idle,,5,delight,,3,surprise,,1,idle,,13,void,,15,idle,,3,3,1.0,,,,,,,,
d_main_28_03_69,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_69,True,,7,idle,,5,delight,,3,surprise,,1,idle,,13,void,,15,idle,,3,3,1.0,,,,,,,,
d_main_28_03_70,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_70,True,,7,idle,,5,idle,,3,surprise,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,,,,,,,
d_main_28_03_71,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_71,True,,7,idle,,5,idle,,3,surprise,,1,idle,,13,void,,15,idle,,S_50,S_50,1.0,,,,,,,,
d_main_28_03_72,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_72,True,,7,idle,,5,idle,,3,pain,,1,idle,,13,void,,15,idle,,S_50,4,1.0,,,,,,,,
d_main_28_03_73,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_73,True,,7,idle,,5,idle,,3,pain,,1,idle,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_74,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_74,True,,7,idle,,5,idle,,3,pain,,1,idle,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_75,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_75,True,,7,idle,,5,idle,,3,pain,,1,idle,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_76,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_76,True,,7,idle,,5,surprise,,3,pain,,1,idle,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_77,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_77,True,,7,idle,,5,surprise,,3,pain,,1,idle,,13,void,,15,idle,,4,30,0.6,,,Low_2,,,,,
d_main_28_03_78,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_78,True,,7,idle,,5,surprise,,3,special,,1,worry,,13,void,,15,idle,,30,30,1.0,,,Low_2,,,,,
d_main_28_03_79,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_79,True,,7,idle,,5,surprise,,3,special,,1,worry,,13,void,,15,idle,,30,4,0.6,,,,,,,,
d_main_28_03_80,d_main_28_03,Speech,shifty,shifty,Locale_MainScenario:d_main_28_03_80,True,,7,idle,,5,surprise,,3,special,,1,worry,,13,void,,15,idle,,4,4,1.0,bgm_enemyclose,,,,shifty,OP_leftup,angry,
d_main_28_03_81,d_main_28_03,Speech,rapi,rapi,Locale_MainScenario:d_main_28_03_81,True,,7,angry,,5,surprise,,3,special,,1,worry,,13,void,,15,idle,,70,70,1.0,,,,,,OP_leftup,angry,
d_main_28_03_82,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_82,True,,7,angry,,5,surprise,,3,special,,1,worry,,13,void,,15,surprise,,30,30,1.0,,,Low_2,,,OP_leftup,angry,
d_main_28_03_83,d_main_28_03,Speech,anis,anis,Locale_MainScenario:d_main_28_03_83,True,,7,angry,,5,surprise,,3,special,,1,worry,,13,angry,,15,surprise,,14,14,1.0,,,,,,OP_leftup,angry,
d_main_28_03_84,d_main_28_03,Speech,neon,neon,Locale_MainScenario:d_main_28_03_84,True,,7,angry,,5,surprise,,3,special,,1,worry,,13,angry,,15,surprise,,14,14,1.0,,,,,,OP_leftup,angry,
d_main_28_03_85,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_85,True,,7,idle,,5,pain,,3,special,,1,worry,,13,angry,,15,surprise,,4,4,1.0,,,,,,OP_leftup,angry,
d_main_28_03_86,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_86,True,,7,idle,,5,pain,,3,special,,1,worry,,13,angry,,15,surprise,,4,4,1.0,,,Low_2,,,OP_leftup,angry,
d_main_28_03_87,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_87,False,,7,idle,,5,pain,,3,special,,1,worry,,13,angry,,15,surprise,,4,2,1.0,,,,,,OP_leftup,angry,
d_main_28_03_88,d_main_28_03,Narration,,,Locale_MainScenario:d_main_28_03_88,False,,7,idle,,5,pain,,3,special,,1,worry,,13,angry,,15,surprise,,2,10,0.6,,sfx_scn_bodyhit,Low_2,,,OP_leftup,angry,
d_main_28_03_89,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_89,True,,7,idle,,5,pain,,3,special,,1,worry,,13,angry,,15,surprise,,30,30,1.0,,,Low_2,,,OP_leftup,angry,
d_main_28_03_90,d_main_28_03,Monologue,,,Locale_MainScenario:d_main_28_03_90,False,,7,idle,,5,pain,,3,special,,1,worry,,13,angry,,15,surprise,,30,30,1.0,,,,,,OP_leftup,angry,
d_main_28_03_91,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_91,True,,7,idle,,5,pain,,3,special,,1,worry,,13,angry,,15,surprise,,30,3,0.6,,,,,,OP_leftup,angry,
d_main_28_03_92,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_92,True,,7,idle,,5,surprise,,3,special,,1,worry,,13,angry,,15,surprise,,S_50,S_50,1.0,none,,,,,OP_leftup,angry,
d_main_28_03_93,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_93,True,,7,idle,,5,surprise,,3,special,,1,worry,,13,angry,,15,surprise,,10,10,1.0,,,,,,OP_leftup,angry,
d_main_28_03_94,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_94,True,,7,idle,,5,special,,3,special,,1,worry,,13,angry,,15,surprise,,S_50,S_50,1.0,,,,,,OP_leftup,angry,
d_main_28_03_95,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_95,True,,7,idle,,5,special,,3,special,,1,worry,,13,angry,,15,surprise,,S_50,S_50,1.0,,,,,,OP_leftup,angry,
d_main_28_03_96,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_96,True,,7,idle,,5,special,,3,special,,1,surprise,,13,angry,,15,surprise,,10,10,1.0,,,,,,OP_leftup,angry,
d_main_28_03_97,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_97,True,,7,idle,,5,special,,3,special,,1,surprise,,13,angry,,15,surprise,,S_50,5,1.0,,,,,,OP_leftup,angry,
d_main_28_03_98,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_98,True,,7,idle,,5,special,,3,pain,,1,surprise,,13,angry,,15,surprise,,5,3,1.0,,,,,,OP_leftup,angry,
d_main_28_03_99,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_99,True,,7,idle,,5,special,,3,pain,,1,surprise,,13,angry,,15,surprise,,3,3,1.0,,,,,,OP_leftup,angry,
d_main_28_03_100,d_main_28_03,Speech,rapi,rapi,Locale_MainScenario:d_main_28_03_100,True,,7,worry,,5,surprise,,3,pain,,1,worry,,13,angry,,15,surprise,,70,70,1.0,,,,,,OP_leftup,angry,
d_main_28_03_101,d_main_28_03,Speech,shifty,shifty,Locale_MainScenario:d_main_28_03_101,True,,7,worry,,5,surprise,,3,pain,,1,worry,,13,angry,,15,surprise,,70,70,1.0,,,,,,OP_leftup,think,
d_main_28_03_102,d_main_28_03,Speech,shifty,shifty,Locale_MainScenario:d_main_28_03_102,True,,7,worry,,5,surprise,,3,pain,,1,worry,,13,angry,,15,surprise,,70,70,1.0,,,,,,OP_leftup,worry,
d_main_28_03_103,d_main_28_03,Speech,shifty,shifty,Locale_MainScenario:d_main_28_03_103,True,,7,worry,,5,surprise,,3,pain,,1,worry,,13,angry,,15,surprise,,70,70,1.0,,,,,,OP_leftup,worry,
d_main_28_03_104,d_main_28_03,Speech,rapi,rapi,Locale_MainScenario:d_main_28_03_104,True,,7,idle,,5,surprise,,3,pain,,1,worry,,13,angry,,15,surprise,,70,70,1.0,,,,,,OP_leftup,worry,
d_main_28_03_105,d_main_28_03,Speech,elegg,elegg,Locale_MainScenario:d_main_28_03_105,True,,7,idle,,5,pain,,3,pain,,1,worry,,13,void,,15,surprise,,70,4,1.0,,,,,,OP_leftup,worry,shifty
d_main_28_03_106,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_106,True,,7,idle,,5,pain,,3,pain,,1,worry,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_107,d_main_28_03,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_03_107,True,,7,idle,,5,pain,,3,pain,,1,worry,,13,void,,15,idle,,4,4,1.0,,,,,,,,
d_main_28_03_108,d_main_28_03,Speech,anis,anis,Locale_MainScenario:d_main_28_03_108,True,,7,idle,,5,pain,,3,pain,,1,worry,,13,void,,15,idle,,4,12,1.0,,,,,,,,
d_main_28_03_109,d_main_28_03,Speech,hammering,hammering,Locale_MainScenario:d_main_28_03_109,True,,7,idle,,5,pain,,3,pain,,1,worry,,13,void,,15,idle,,12,12,1.0,,,,,,,,
