id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,set_camera_shake,fade,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_main_24af_06_81,d_main_24af_06,Self,syuen,,Locale_MainScenario:d_main_24af_06_81,False,,,,,,,,syuen_24chap_01,syuen_24chap_01,1.0,,,,,,,,,,,,,
d_main_24af_06_82,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_82,True,,,,,,,,syuen_24chap_01,syuen_24chap_01,1.0,,,,,,,,,,,,,
d_main_24af_06_83,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_83,True,,,,,,,,syuen_24chap_01,syuen_24chap_01,1.0,,,,,,,,,,,,,
d_main_24af_06_84,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_84,True,,,,,,,,syuen_24chap_01,syuen_24chap_01,1.0,,,,,,,,,,,,,
d_main_24af_06_85,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_85,True,,,,,,,,syuen_24chap_01,syuen_24chap_01,1.0,,,,,,,Low_2,,,,,,
d_main_24af_06_86,d_main_24af_06,Self,syuen,,Locale_MainScenario:d_main_24af_06_86,False,,,,,,,,syuen_24chap_01,syuen_24chap_01,1.0,,,,,,,,,,,,,
d_main_24af_06_87,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_87,True,,,,,,,,syuen_24chap_01,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_88,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_88,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_89,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_89,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_90,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_90,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_91,d_main_24af_06,Self,syuen,,Locale_MainScenario:d_main_24af_06_91,False,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_92,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_92,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_93,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_93,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_94,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_94,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_95,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_95,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_96,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_96,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_97,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_97,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_98,d_main_24af_06,Self,syuen,,Locale_MainScenario:d_main_24af_06_98,False,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_99,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_99,True,,,,,,,,syuen_24chap_03,syuen_24chap_04,1.0,,,,,,,,,,,,,
d_main_24af_06_100,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_100,True,,,,,,,,syuen_24chap_04,syuen_24chap_04,1.0,,,,,,,,,,,,,
d_main_24af_06_101,d_main_24af_06,Self,syuen,,Locale_MainScenario:d_main_24af_06_101,False,,,,,,,,syuen_24chap_04,syuen_24chap_04,1.0,,,,,,,,,,,,,
d_main_24af_06_102,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_102,True,,,,,,,,syuen_24chap_04,syuen_24chap_04,1.0,,,,,,,,,,,,,
d_main_24af_06_103,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_103,True,,,,,,,,syuen_24chap_04,syuen_24chap_03,1.0,,,,,,,Low_2,,,,,,
d_main_24af_06_104,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_104,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_105,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_105,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_106,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_106,True,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_107,d_main_24af_06,Self,syuen,,Locale_MainScenario:d_main_24af_06_107,False,,,,,,,,syuen_24chap_03,syuen_24chap_03,1.0,,,,,,,,,,,,,
d_main_24af_06_108,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_108,True,,,,,,,TechIndoor,black,black,1.0,,syuen,3,think,,,,,,,,,
d_main_24af_06_109,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_109,True,,,,,,,,3,S_30,1.0,,,3,think,,,,,,,,,
d_main_24af_06_110,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_110,True,,,,,,,,S_30,S_30,1.0,,,3,think,,,,,,,,,
d_main_24af_06_111,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_111,True,,,,,,,,S_30,S_30,1.0,,,3,think,,,,,,,,,
d_main_24af_06_112,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_112,True,,,,,,,,S_30,S_30,1.0,,,3,think,,,,,,,,,
d_main_24af_06_113,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_113,True,,,,,,,,S_30,S_30,1.0,,,3,think,,,,,,,,,
d_main_24af_06_114,d_main_24af_06,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_06_114,True,,,,,,,,black,black,1.0,,,3,think,,,,,syuen,,,,
d_main_24af_06_115,d_main_24af_06,Monologue,,,Locale_MainScenario:d_main_24af_06_115,False,,,,,,,,3,1,2.0,,,,,,,,,,,,,
d_main_24af_06_116,d_main_24af_06,Monologue,,,Locale_MainScenario:d_main_24af_06_116,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_24af_06_117,d_main_24af_06,Self,,,Locale_MainScenario:d_main_24af_06_117,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_24af_06_118,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_118,True,,,,,,,,1,1,1.0,,,,,,,,,,enikk_op_c,OP_center,special,
d_main_24af_06_119,d_main_24af_06,Self,enikk_op_c,,Locale_MainScenario:d_main_24af_06_119,False,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_120,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_120,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_121,d_main_24af_06,Self,enikk_op_c,,Locale_MainScenario:d_main_24af_06_121,False,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_122,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_122,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_123,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_123,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_124,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_124,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_125,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_125,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_126,d_main_24af_06,Speech,enikk_op_c,enikk_op_c,Locale_MainScenario:d_main_24af_06_126,True,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_127,d_main_24af_06,Self,enikk_op_c,,Locale_MainScenario:d_main_24af_06_127,False,,,,,,,,1,1,1.0,,,,,,,,,,,OP_center,special,
d_main_24af_06_128,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_128,True,enikk,1,special,,,,EnikkRoom,black,black,1.0,,,,,,,,,,,OP_center,special,enikk_op_c
d_main_24af_06_129,d_main_24af_06,Self,enikk,,Locale_MainScenario:d_main_24af_06_129,False,,1,special,,,,,1,10,2.0,,,,,,,,,,,,,
d_main_24af_06_130,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_130,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_131,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_131,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_132,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_132,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_133,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_133,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_134,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_134,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_135,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_135,True,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_136,d_main_24af_06,Self,enikk,,Locale_MainScenario:d_main_24af_06_136,False,,1,special,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_24af_06_137,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_137,True,,1,special,,,,,10,100,2.0,,,,,,,,,,,,,
d_main_24af_06_138,d_main_24af_06,Self,enikk,,Locale_MainScenario:d_main_24af_06_138,False,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_139,d_main_24af_06,Self,enikk,,Locale_MainScenario:d_main_24af_06_139,False,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_140,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_140,True,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_141,d_main_24af_06,Self,enikk,,Locale_MainScenario:d_main_24af_06_141,False,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_142,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_142,True,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_143,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_143,True,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_144,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_144,True,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_145,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_145,True,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_146,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_146,True,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_147,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_147,True,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_148,d_main_24af_06,Self,enikk,,Locale_MainScenario:d_main_24af_06_148,False,,1,special,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_24af_06_149,d_main_24af_06,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_06_149,True,,1,special,,,,,100,10,1.0,,,,,,,,,,,,,
