id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
d_main_30_af_01_11,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_11,True,,3,3,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,think,shifty,,,,
d_main_30_af_01_12,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_12,False,,3,12,1.5,,rapi,,3,void,,1,idle,,13,think,,OP_leftup,think,rapi,,,,
d_main_30_af_01_13,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_13,True,,12,12,1.0,,shifty,,3,void,,1,idle,,13,think,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_14,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_14,True,,12,12,1.0,,neon,,3,void,,1,idle,,13,think,,OP_leftup,worry,neon,,,,
d_main_30_af_01_15,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_15,True,,12,12,1.0,,shifty,,3,void,,1,idle,,13,think,,OP_leftup,sad,shifty,,,,
d_main_30_af_01_16,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_16,True,,12,12,1.0,,shifty,,3,void,,1,idle,,13,think,,OP_leftup,sad,shifty,,,,
d_main_30_af_01_17,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_17,True,,12,12,1.0,,rapi,,3,void,,1,idle,,13,think,,OP_leftup,sad,rapi,,,,
d_main_30_af_01_18,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_18,True,,12,12,1.0,,shifty,,3,void,,1,idle,,13,think,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_19,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_19,True,,12,12,1.0,,shifty,,3,void,,1,idle,,13,think,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_20,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_20,True,,12,2,1.0,,anis,,3,worry,,1,idle,,13,think,,OP_leftup,worry,anis,,,,
d_main_30_af_01_21,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_21,True,,2,2,1.0,,anis,,3,worry,,1,idle,,13,think,,OP_leftup,worry,anis,,,,
d_main_30_af_01_22,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_22,True,,2,2,1.0,,neon,,3,void,,1,idle,,13,think,,OP_leftup,worry,neon,,,,
d_main_30_af_01_23,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_23,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,think,,OP_leftup,think,shifty,,,,
d_main_30_af_01_24,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_24,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,think,,OP_leftup,think,shifty,,,,
d_main_30_af_01_25,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_25,True,,2,2,1.0,,anis,,3,angry,,1,idle,,13,think,,OP_leftup,think,anis,,,,
d_main_30_af_01_26,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_26,True,,2,2,1.0,,shifty,,3,angry,,1,idle,,13,think,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_27,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_27,True,,2,2,1.0,,shifty,,3,angry,,1,idle,,13,think,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_28,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_28,True,,2,2,1.0,,shifty,,3,angry,,1,idle,,13,think,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_29,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_29,True,,2,2,1.0,,neon,,3,void,,1,worry,,13,think,,OP_leftup,worry,neon,,,,
d_main_30_af_01_30,d_main_30_af_01,Self,Locale_MainScenario:d_main_30_af_01_30,False,,2,2,1.0,,neon,,3,void,,1,worry,,13,idle,,OP_leftup,worry,,,,,
d_main_30_af_01_31,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_31,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_32,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_32,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_33,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_33,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_34,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_34,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_35,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_35,True,,2,30,1.0,,anis,,3,worry,,1,idle,,13,idle,,OP_leftup,worry,anis,,,,
d_main_30_af_01_36,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_36,True,,130,130,1.0,,rapi,,3,worry,,1,idle,,13,no,,OP_leftup,worry,rapi,,,,
d_main_30_af_01_37,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_37,False,,30,30,1.0,,anis,,3,worry,,1,idle,,13,no,,OP_leftup,worry,anis,,,,
d_main_30_af_01_38,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_38,True,,30,30,1.0,,anis,,3,void,,1,idle,,13,no,,OP_leftup,worry,anis,,,,
d_main_30_af_01_39,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_39,True,,30,30,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,idle,shifty,,,,
d_main_30_af_01_40,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_40,True,,30,30,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,idle,shifty,,,,
d_main_30_af_01_41,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_41,True,,30,2,1.0,,anis,,3,void,,1,idle,,13,idle,,OP_leftup,idle,anis,,,,
d_main_30_af_01_42,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_42,True,,2,2,1.0,,neon,,3,void,,1,idle,,13,idle,,OP_leftup,idle,neon,,,,
d_main_30_af_01_43,d_main_30_af_01,Self,Locale_MainScenario:d_main_30_af_01_43,False,,2,2,1.0,,neon,,3,void,,1,idle,,13,idle,,OP_leftup,idle,,,,,
d_main_30_af_01_44,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_44,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,idle,shifty,,,,
d_main_30_af_01_45,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_45,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,idle,shifty,,,,
d_main_30_af_01_46,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_46,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,idle,shifty,,,,
d_main_30_af_01_47,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_47,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,idle,shifty,,,,
d_main_30_af_01_48,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_48,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,idle,shifty,,,,
d_main_30_af_01_49,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_49,True,,2,2,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,idle,shifty,,,,
d_main_30_af_01_50,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_50,True,,2,30,1.0,,anis,,3,void,,1,idle,,13,idle,,OP_leftup,idle,anis,,,,
d_main_30_af_01_51,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_51,True,,30,30,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_52,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_52,True,,30,30,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_53,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_53,True,,30,30,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_54,d_main_30_af_01,Self,Locale_MainScenario:d_main_30_af_01_54,False,,30,30,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,worry,,,,,
d_main_30_af_01_55,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_55,True,,30,30,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_56,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_56,True,,30,30,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_57,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_57,True,,30,30,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_58,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_58,True,,30,30,1.0,,anis,,3,idle,,1,idle,,13,idle,,OP_leftup,worry,anis,,,,
d_main_30_af_01_59,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_59,True,,30,30,1.0,,shifty,,3,idle,,1,idle,,13,idle,,OP_leftup,worry,shifty,,,,
d_main_30_af_01_60,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_60,True,,30,3,1.0,,anis,,3,no,,1,idle,,13,idle,,OP_leftup,worry,anis,,,,
d_main_30_af_01_61,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_61,True,,3,12,1.0,,neon,,3,no,,1,worry,,13,idle,,OP_leftup,worry,neon,,,,
d_main_30_af_01_62,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_62,True,,12,12,1.0,,rapi,,3,void,,1,worry,,13,think,,OP_leftup,worry,rapi,,,,
d_main_30_af_01_63,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_63,True,,30,30,1.0,,anis,,3,void,,1,idle,,13,think,,OP_leftup,worry,anis,,,,
d_main_30_af_01_64,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_64,True,,130,130,1.0,,rapi,,3,void,,1,idle,,13,idle,,OP_leftup,worry,rapi,,,,
d_main_30_af_01_65,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_65,True,,130,130,1.0,,rapi,,3,void,,1,idle,,13,idle,,OP_leftup,worry,rapi,,,,
d_main_30_af_01_66,d_main_30_af_01,Self,Locale_MainScenario:d_main_30_af_01_66,False,,130,13,1.0,,shifty,,3,void,,1,idle,,13,idle,,OP_center,worry,,anis,neon,rapi,
d_main_30_af_01_67,d_main_30_af_01,Self,Locale_MainScenario:d_main_30_af_01_67,False,,13,13,1.0,,shifty,,,,,,,,,,,OP_center,worry,,,,,
d_main_30_af_01_68,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_68,True,,13,13,1.0,,shifty,,,,,,,,,,,OP_center,think,shifty,,,,
d_main_30_af_01_69,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_69,True,,13,13,1.0,,shifty,,,,,,,,,,,OP_center,think,shifty,,,,
d_main_30_af_01_70,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_70,True,,13,13,1.0,,shifty,,,,,,,,,,,OP_center,worry,shifty,,,,
d_main_30_af_01_71,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_71,True,,13,13,1.0,,shifty,,,,,,,,,,,OP_center,worry,shifty,,,,
d_main_30_af_01_72,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_72,True,,13,13,1.0,,shifty,,,,,,,,,,,OP_center,worry,shifty,,,,
d_main_30_af_01_73,d_main_30_af_01,Self,Locale_MainScenario:d_main_30_af_01_73,False,,13,13,1.0,,shifty,,,,,,,,,,,OP_center,worry,,,,,
d_main_30_af_01_74,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_74,True,,13,13,1.0,,shifty,,,,,,,,,,,OP_center,worry,shifty,,,,
d_main_30_af_01_75,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_75,True,,13,13,1.0,,shifty,,,,,,,,,,,OP_center,worry,shifty,,,,
d_main_30_af_01_76,d_main_30_af_01,Speech,Locale_MainScenario:d_main_30_af_01_76,True,,13,13,1.0,,shifty,,,,,,,,,,,OP_center,worry,shifty,,,,
d_main_30_af_01_77,d_main_30_af_01,Self,Locale_MainScenario:d_main_30_af_01_77,False,,13,13,1.0,,shifty,,,,,,,,,,,OP_center,worry,,,,,
d_main_30_af_01_78,d_main_30_af_01,Monologue,Locale_MainScenario:d_main_30_af_01_78,False,,black,black,1.0,,shifty,,,,,,,,,,,OP_center,worry,,,,,shifty
d_main_30_af_01_79,d_main_30_af_01,Monologue,Locale_MainScenario:d_main_30_af_01_79,False,,black,black,1.0,,shifty,,,,,,,,,,,,,,,,,
d_main_30_af_01_80,d_main_30_af_01,Monologue,Locale_MainScenario:d_main_30_af_01_80,False,,black,black,1.0,none,shifty,,,,,,,,,,,,,,,,,
