id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,play_sound,characters/0/hide_char_id
d_ex_theater_03_13,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_13,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_14,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_14,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_15,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_15,True,,1,1,1.0,,crow,crow,,1,idle,d_ex_theater_03_20,,
d_ex_theater_03_16,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_16,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_17,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_17,False,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_18,d_ex_theater_03,Self,Locale_SuddenStory:d_ex_theater_03_18,True,,1,1,1.0,,,,,1,idle,,,
d_ex_theater_03_19,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_19,True,,1,1,1.0,,crow,crow,,1,idle,d_ex_theater_03_20,,
d_ex_theater_03_20,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_20,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_21,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_21,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_22,d_ex_theater_03,Self,Locale_SuddenStory:d_ex_theater_03_22,False,,1,1,1.0,,crow,,,1,idle,,,
d_ex_theater_03_23,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_23,True,,1,10,2.0,,crow,crow,,1,idle,,,
d_ex_theater_03_24,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_24,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_25,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_25,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_26,d_ex_theater_03,Narration,Locale_SuddenStory:d_ex_theater_03_26,False,,10,1,0.5,,crow,,,1,idle,,sfx_scn_finishshot,
d_ex_theater_03_27,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_27,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_28,d_ex_theater_03,Self,Locale_SuddenStory:d_ex_theater_03_28,False,,1,1,1.0,,crow,,,1,idle,,,
d_ex_theater_03_29,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_29,True,,1,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_30,d_ex_theater_03,Narration,Locale_SuddenStory:d_ex_theater_03_30,False,,10,10,1.0,,crow,,,1,idle,,,
d_ex_theater_03_31,d_ex_theater_03,Narration,Locale_SuddenStory:d_ex_theater_03_31,False,,10,10,1.0,,crow,,,1,idle,,,
d_ex_theater_03_32,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_32,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_33,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_33,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_34,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_34,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_35,d_ex_theater_03,Self,Locale_SuddenStory:d_ex_theater_03_35,False,,10,10,1.0,,crow,,,1,idle,,,
d_ex_theater_03_36,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_36,True,,10,10,1.0,,crow,crow,,1,surprise,,,
d_ex_theater_03_37,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_37,True,,10,10,1.0,,crow,crow,,1,surprise,,,
d_ex_theater_03_38,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_38,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_39,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_39,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_40,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_40,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_41,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_41,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_42,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_42,True,,10,100,2.0,,crow,crow,,1,idle,,,
d_ex_theater_03_43,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_43,True,,100,100,1.0,,crow,crow,,1,smile,,,
d_ex_theater_03_44,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_44,True,,100,100,1.0,,crow,crow,,1,smile,,,
d_ex_theater_03_45,d_ex_theater_03,Self,Locale_SuddenStory:d_ex_theater_03_45,False,,100,100,1.0,,crow,,,1,idle,,,
d_ex_theater_03_46,d_ex_theater_03,Narration,Locale_SuddenStory:d_ex_theater_03_46,False,,100,1,2.0,,crow,,,1,idle,,,
d_ex_theater_03_47,d_ex_theater_03,Narration,Locale_SuddenStory:d_ex_theater_03_47,False,,1,1,1.0,,crow,,,1,idle,,,
d_ex_theater_03_48,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_48,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_49,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_49,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_50,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_50,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_51,d_ex_theater_03,Self,Locale_SuddenStory:d_ex_theater_03_51,False,,1,1,1.0,,crow,,,1,idle,,,
d_ex_theater_03_52,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_52,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_53,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_53,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_54,d_ex_theater_03,Choice,Locale_SuddenStory:d_ex_theater_03_54,False,,1,1,1.0,,crow,,,1,idle,d_ex_theater_03_56,,
d_ex_theater_03_55,d_ex_theater_03,Choice,Locale_SuddenStory:d_ex_theater_03_55,False,,1,1,1.0,,crow,,,1,idle,d_ex_theater_03_61,,
d_ex_theater_03_56,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_56,True,,1,1,1.0,,crow,crow,,1,delight,,,
d_ex_theater_03_57,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_57,True,,1,1,1.0,,crow,crow,,1,delight,,,
d_ex_theater_03_58,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_58,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_59,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_59,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_60,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_60,True,,1,1,1.0,,crow,crow,,1,idle,d_ex_theater_03_65,,
d_ex_theater_03_61,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_61,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_62,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_62,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_63,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_63,True,,1,1,1.0,,crow,crow,,1,delight,,,
d_ex_theater_03_64,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_64,True,,1,1,1.0,,crow,crow,,1,delight,d_ex_theater_03_65,,
d_ex_theater_03_65,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_65,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_66,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_66,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_67,d_ex_theater_03,Choice,Locale_SuddenStory:d_ex_theater_03_67,False,,1,1,1.0,,crow,,,1,idle,d_ex_theater_03_69,,
d_ex_theater_03_68,d_ex_theater_03,Choice,Locale_SuddenStory:d_ex_theater_03_68,False,,1,1,1.0,,crow,,,1,idle,d_ex_theater_03_69,,
d_ex_theater_03_69,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_69,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_70,d_ex_theater_03,Choice,Locale_SuddenStory:d_ex_theater_03_70,False,,1,1,1.0,,crow,,,1,idle,d_ex_theater_03_72,,
d_ex_theater_03_71,d_ex_theater_03,Choice,Locale_SuddenStory:d_ex_theater_03_71,False,,1,1,1.0,,crow,,,1,idle,d_ex_theater_03_72,,
d_ex_theater_03_72,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_72,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_73,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_73,True,,1,100,3.0,,crow,crow,,1,smile,,,
d_ex_theater_03_74,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_74,True,,100,100,1.0,,crow,crow,,1,smile,,,
d_ex_theater_03_75,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_75,True,,100,10,2.0,,crow,crow,,1,idle,,,
d_ex_theater_03_76,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_76,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_77,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_77,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_78,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_78,True,,10,10,1.0,,crow,crow,,1,angry,,,
d_ex_theater_03_79,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_79,True,,10,10,1.0,,crow,crow,,1,angry,,,
d_ex_theater_03_80,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_80,True,,10,10,1.0,,crow,crow,,1,angry,,,
d_ex_theater_03_81,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_81,True,,10,10,1.0,,crow,crow,,1,angry,,,
d_ex_theater_03_82,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_82,True,,10,100,2.0,,crow,crow,,1,idle,,,
d_ex_theater_03_83,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_83,False,,100,100,1.0,,crow,crow,,1,smile,,,
d_ex_theater_03_84,d_ex_theater_03,Self,Locale_SuddenStory:d_ex_theater_03_84,False,,100,100,1.0,,crow,,,1,smile,,,
d_ex_theater_03_85,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_85,True,,100,10,2.0,,crow,crow,,1,delight,,,
d_ex_theater_03_86,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_86,True,,10,10,1.0,,crow,crow,,1,delight,,,
d_ex_theater_03_87,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_87,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_88,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_88,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_89,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_89,True,,10,10,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_90,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_90,False,,10,1,2.0,,crow,crow,,1,idle,,,
d_ex_theater_03_91,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_91,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_92,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_92,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_93,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_93,True,,1,1,1.0,,crow,crow,,1,idle,,,
d_ex_theater_03_94,d_ex_theater_03,Speech,Locale_SuddenStory:d_ex_theater_03_94,True,none,1,1,1.0,,crow,crow,,1,smile,,,crow
