id,group_id,speech_window,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,fade,characters/0/hide_char_id
d_ex_armory_08_20,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_20,True,1,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_21,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_21,True,1,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_22,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_22,True,1,1,1.0,,,alice_b,alice_b,,12,sad,,2,angry,,,
d_ex_armory_08_23,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_23,True,1,1,1.0,,,alice_b,alice_b,,12,sad,,2,angry,,,
d_ex_armory_08_24,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_24,False,1,1,1.0,,,alice_b,,,12,sad,,2,angry,,,
d_ex_armory_08_25,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_25,False,1,20,1.0,,,eunhwa,eunhwa,,12,sad,,2,angry,,,
d_ex_armory_08_26,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_26,True,20,20,1.0,,,eunhwa,eunhwa,,12,sad,,2,angry,,,
d_ex_armory_08_27,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_27,True,20,20,1.0,,,eunhwa,eunhwa,,12,sad,,2,angry,,,
d_ex_armory_08_28,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_28,False,20,20,1.0,,,eunhwa,,,12,sad,,2,angry,,,
d_ex_armory_08_29,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_29,False,20,20,1.0,,,eunhwa,,,12,sad,,2,angry,,,
d_ex_armory_08_30,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_30,True,20,1,1.0,,,alice_b,alice_b,,12,idle,,2,angry,,,
d_ex_armory_08_31,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_31,True,1,1,1.0,,,alice_b,alice_b,,12,idle,,2,angry,,,
d_ex_armory_08_32,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_32,True,1,1,1.0,,,eunhwa,eunhwa,,12,idle,,2,angry,,,
d_ex_armory_08_33,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_33,True,1,1,1.0,,,eunhwa,eunhwa,,12,idle,,2,angry,,,
d_ex_armory_08_34,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_34,True,1,1,1.0,,,eunhwa,eunhwa,,12,idle,,2,idle,,,
d_ex_armory_08_35,d_ex_armory_08,Narration,Locale_SuddenStory:d_ex_armory_08_35,False,1,1,1.0,,,eunhwa,,,12,idle,,2,idle,,,
d_ex_armory_08_36,d_ex_armory_08,Narration,Locale_SuddenStory:d_ex_armory_08_36,False,1,1,1.0,,,alice_b,,,12,delight,,2,idle,,black,
d_ex_armory_08_37,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_37,True,1,XS_120,1.0,,,alice_b,alice_b,,12,delight,,2,idle,,,
d_ex_armory_08_38,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_38,True,XS_120,XS_120,1.0,,,alice_b,alice_b,,12,delight,,2,idle,,,
d_ex_armory_08_39,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_39,True,XS_120,XS_120,1.0,,,alice_b,alice_b,,12,delight,,2,idle,,,
d_ex_armory_08_40,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_40,True,XS_120,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,idle,,,
d_ex_armory_08_41,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_41,True,1,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,idle,,,
d_ex_armory_08_42,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_42,True,1,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,idle,,,
d_ex_armory_08_43,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_43,True,1,1,1.0,,,alice_b,alice_b,,12,delight,,2,idle,,,
d_ex_armory_08_44,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_44,True,1,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_45,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_45,False,1,1,1.0,,,eunhwa,,,12,delight,,2,angry,,,
d_ex_armory_08_46,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_46,True,1,1,1.0,,,alice_b,alice_b,,12,delight,,2,angry,,,
d_ex_armory_08_47,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_47,True,1,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,idle,,,
d_ex_armory_08_48,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_48,True,1,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,idle,,,
d_ex_armory_08_49,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_49,True,1,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,idle,,,
d_ex_armory_08_50,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_50,True,1,1,1.0,,,alice_b,alice_b,,12,delight,,2,idle,,,
d_ex_armory_08_51,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_51,False,1,20,1.0,,,eunhwa,eunhwa,,12,delight,,2,surprise,,,
d_ex_armory_08_52,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_52,True,20,20,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_53,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_53,False,20,20,1.0,,,eunhwa,,,12,delight,,2,angry,,,
d_ex_armory_08_54,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_54,True,20,20,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_55,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_55,True,20,20,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_56,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_56,False,20,20,1.0,,,eunhwa,,,12,delight,,2,angry,,,
d_ex_armory_08_57,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_57,True,20,1,1.0,,,alice_b,alice_b,,12,delight,,2,angry,,,
d_ex_armory_08_58,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_58,False,1,1,1.0,,,alice_b,,,12,delight,,2,angry,,,
d_ex_armory_08_59,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_59,True,1,20,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_60,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_60,True,20,20,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_61,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_61,True,20,200,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_62,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_62,True,200,200,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_63,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_63,True,200,200,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_64,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_64,False,200,200,1.0,,,eunhwa,,,12,delight,,2,angry,,,
d_ex_armory_08_65,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_65,True,200,1,1.0,,,alice_b,alice_b,,12,delight,,2,angry,,,
d_ex_armory_08_66,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_66,True,1,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_67,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_67,False,1,1,1.0,,,alice_b,,,12,delight,,2,angry,,,
d_ex_armory_08_68,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_68,True,1,1,1.0,,,alice_b,alice_b,,12,idle,,2,angry,,,
d_ex_armory_08_69,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_69,False,1,1,1.0,,,alice_b,,,12,idle,,2,angry,,,
d_ex_armory_08_70,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_70,False,1,1,1.0,,,alice_b,,,12,idle,,2,angry,,,
d_ex_armory_08_71,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_71,False,1,1,1.0,,,alice_b,alice_b,,12,surprise,,2,angry,,,
d_ex_armory_08_72,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_72,False,1,1,1.0,,,alice_b,,,12,surprise,,2,angry,,,
d_ex_armory_08_73,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_73,True,1,1,1.0,,,alice_b,alice_b,,12,delight,,2,angry,,,
d_ex_armory_08_74,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_74,False,1,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,idle,,,
d_ex_armory_08_75,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_75,True,1,XS_120,1.0,,,alice_b,alice_b,,12,delight,,2,idle,,,
d_ex_armory_08_76,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_76,False,XS_120,XS_120,1.0,,,alice_b,,,12,delight,,2,idle,,,
d_ex_armory_08_77,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_77,True,XS_120,XS_120,1.0,,,alice_b,alice_b,,12,delight,,2,idle,,,
d_ex_armory_08_78,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_78,True,XS_120,XS_120,1.0,,,alice_b,alice_b,,12,delight,,2,idle,,,
d_ex_armory_08_79,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_79,True,XS_120,XS_1200,1.0,,,alice_b,alice_b,,12,idle,,2,idle,,,
d_ex_armory_08_80,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_80,True,XS_1200,XS_1200,1.0,,,alice_b,alice_b,,12,idle,,2,idle,,,
d_ex_armory_08_81,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_81,True,XS_1200,XS_1200,1.0,,,alice_b,alice_b,,12,delight,,2,idle,,,
d_ex_armory_08_82,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_82,False,XS_1200,XS_1200,1.0,,,alice_b,,,12,delight,,2,angry,,,
d_ex_armory_08_83,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_83,True,XS_1200,1,1.0,,,eunhwa,eunhwa,,12,delight,,2,angry,,,
d_ex_armory_08_84,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_84,False,1,1,1.0,,,eunhwa,,,12,delight,,2,angry,,,
d_ex_armory_08_85,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_85,True,1,1,1.0,,,alice_b,alice_b,,12,delight,,2,angry,,,
d_ex_armory_08_86,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_86,False,1,1,1.0,,,alice_b,,,12,delight,,2,angry,,,
d_ex_armory_08_87,d_ex_armory_08,Narration,Locale_SuddenStory:d_ex_armory_08_87,False,1,1,1.0,sfx_scn_autodooropen,none,alice_b,,,12,delight,,2,angry,,,
d_ex_armory_08_88,d_ex_armory_08,Narration,Locale_SuddenStory:d_ex_armory_08_88,False,1,1,1.0,,,alice_b,,,12,delight,,2,angry,,,alice_b
d_ex_armory_08_89,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_89,False,1,20,1.0,,,eunhwa,eunhwa,,,,,2,angry,,,
d_ex_armory_08_90,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_90,True,20,20,1.0,,,eunhwa,eunhwa,,,,,2,angry,,,
d_ex_armory_08_91,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_91,True,20,20,1.0,,,eunhwa,eunhwa,,,,,2,angry,,,
d_ex_armory_08_92,d_ex_armory_08,Self,Locale_SuddenStory:d_ex_armory_08_92,False,20,20,1.0,,,,,,,,,2,angry,,,
d_ex_armory_08_93,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_93,True,20,200,1.0,,bgm_story_armageddon,eunhwa,eunhwa,,,,,2,surprise,,,
d_ex_armory_08_94,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_94,True,200,200,1.0,,,eunhwa,eunhwa,,,,,2,surprise,,,
d_ex_armory_08_95,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_95,True,200,200,1.0,,,eunhwa,eunhwa,,,,,2,surprise,,,
d_ex_armory_08_96,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_96,True,200,200,1.0,,,eunhwa,eunhwa,,,,,2,surprise,,,
d_ex_armory_08_97,d_ex_armory_08,Speech,Locale_SuddenStory:d_ex_armory_08_97,True,200,200,1.0,,,eunhwa,eunhwa,,,,,2,surprise,,,
d_ex_armory_08_98,d_ex_armory_08,Monologue,Locale_SuddenStory:d_ex_armory_08_98,False,black,black,1.0,,,,,,,,,2,surprise,,,
