id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_21_01_s_84,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_84,True,,50,50,1.0,,,,1,idle,,,3,idle,,,5,sad,,,,
d_main_21_01_s_85,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_85,True,,130,130,1.0,,,,1,idle,,,3,idle,,,5,sad,,harran,13,idle
d_main_21_01_s_86,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_86,True,,50,50,1.0,,,,1,idle,,,3,idle,,,5,no,,,13,idle
d_main_21_01_s_87,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_87,True,,113,113,1.0,,,,1,idle,,,3,idle,,,5,no,,,13,idle
d_main_21_01_s_88,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_88,True,,113,113,1.0,,,,1,idle,,,3,idle,,,5,no,,,13,idle
d_main_21_01_s_89,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_89,True,,113,113,1.0,,,,1,idle,,,3,idle,,,5,no,,,13,idle
d_main_21_01_s_90,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_90,True,,113,113,1.0,,,,1,idle,,,3,idle,,,5,no,,,13,idle
d_main_21_01_s_91,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_91,True,,113,130,2.0,,,,1,idle,,,3,idle,,,5,no,,,13,idle
d_main_21_01_s_92,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_92,True,,130,130,1.0,,,,1,idle,,,3,idle,,,5,no,,,13,idle
d_main_21_01_s_93,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_93,True,,130,130,1.0,,,,1,idle,,,3,idle,,,5,no,,,13,idle
