id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound
d_ex_theater_06_22,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_22,False,,1,idle,,13,idle,,113,53,1.0,,,,
d_ex_theater_06_23,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_23,False,,1,idle,,13,idle,,black,black,1.0,bgm_story_cosmos,,,sfx_scn_biglightout
d_ex_theater_06_24,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_24,False,,1,idle,,13,idle,,113,113,1.0,,,,
d_ex_theater_06_25,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_25,False,,1,idle,,13,idle,,113,113,1.0,,,,
d_ex_theater_06_26,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_26,False,,1,idle,,13,idle,,black,black,1.0,,,,
d_ex_theater_06_27,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_27,True,,1,think,,13,idle,,113,113,1.0,,blanc,blanc,
d_ex_theater_06_28,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_28,True,,1,think,,13,idle,,113,113,1.0,,noir,noir,
d_ex_theater_06_29,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_29,False,,1,think,,13,idle,,113,113,1.0,,,,
d_ex_theater_06_30,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_30,True,,1,think,,13,surprise,,113,113,1.0,,noir,noir,
d_ex_theater_06_31,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_31,True,,1,think,,13,surprise,,113,113,1.0,,blanc,blanc,
d_ex_theater_06_32,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_32,False,,1,think,,13,surprise,,113,113,1.0,,,,
d_ex_theater_06_33,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_33,False,,1,think,,13,surprise,,113,L_10,1.0,,,,
d_ex_theater_06_34,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_34,False,,1,think,,13,surprise,,L_10,L_10,1.0,,,,
d_ex_theater_06_35,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_35,False,,1,think,,13,surprise,,L_10,L_130,1.0,,,,
d_ex_theater_06_36,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_36,False,,1,think,,13,surprise,,black,black,1.0,,,,
d_ex_theater_06_37,d_ex_theater_06,Narration,Locale_SuddenStory:d_ex_theater_06_37,False,,1,think,,13,surprise,,black,black,1.0,none,,,
d_ex_theater_06_38,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_38,True,,1,think,,13,idle,,113,113,1.0,,blanc,blanc,
d_ex_theater_06_39,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_39,True,,1,think,,13,idle,,113,113,1.0,,noir,noir,
d_ex_theater_06_40,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_40,True,,1,delight,,13,idle,,113,113,1.0,,blanc,blanc,
d_ex_theater_06_41,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_41,False,,1,delight,,13,idle,,113,113,1.0,,,,
d_ex_theater_06_42,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_42,True,,1,delight,,13,idle,,113,113,1.0,bgm_story_orangepop,noir,noir,
d_ex_theater_06_43,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_43,True,,1,delight,,13,idle,,113,113,1.0,,noir,noir,
d_ex_theater_06_44,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_44,True,,1,idle,,13,idle,,113,113,1.0,,blanc,blanc,
d_ex_theater_06_45,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_45,True,,1,idle,,13,idle,,113,L_10,1.0,,blanc,blanc,
d_ex_theater_06_46,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_46,True,,1,idle,,13,idle,,L_10,L_10,1.0,,blanc,blanc,
d_ex_theater_06_47,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_47,True,,1,idle,,13,idle,,L_10,L_130,1.0,,noir,noir,
d_ex_theater_06_48,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_48,True,,1,idle,,13,idle,,L_130,L_130,1.0,,noir,noir,
d_ex_theater_06_49,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_49,False,,1,idle,,13,idle,,L_130,L_130,1.0,,,,
d_ex_theater_06_50,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_50,True,,1,think,,13,idle,,L_100,L_100,1.0,,blanc,blanc,
d_ex_theater_06_51,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_51,True,,1,think,,13,idle,,L_100,L_100,1.0,,blanc,blanc,
d_ex_theater_06_52,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_52,True,,1,think,,13,surprise,,L_1300,L_1300,1.0,,noir,noir,
d_ex_theater_06_53,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_53,True,,1,think,,13,surprise,,L_1300,L_1300,1.0,,noir,noir,
d_ex_theater_06_54,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_54,False,,1,think,,13,surprise,,L_1300,113,1.0,,,,
d_ex_theater_06_55,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_55,True,,1,idle,,13,surprise,,113,113,1.0,,blanc,blanc,
d_ex_theater_06_56,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_56,False,,1,idle,,13,surprise,,113,113,1.0,,,,
d_ex_theater_06_57,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_57,True,,1,idle,,13,surprise,,113,113,1.0,,noir,noir,
d_ex_theater_06_58,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_58,False,,1,idle,,13,surprise,,113,113,1.0,,,,
d_ex_theater_06_59,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_59,True,,1,idle,,13,surprise,,113,113,1.0,,blanc,blanc,
d_ex_theater_06_60,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_60,True,,1,idle,,13,surprise,,113,113,1.0,,blanc,blanc,
d_ex_theater_06_61,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_61,True,,1,idle,,13,surprise,,113,113,1.0,,noir,noir,
d_ex_theater_06_62,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_62,True,,1,idle,,13,surprise,,113,L_10,1.0,,blanc,blanc,
d_ex_theater_06_63,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_63,False,,1,idle,,13,surprise,,L_10,L_10,1.0,,,,
d_ex_theater_06_64,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_64,True,,1,idle,,13,surprise,,L_10,L_10,1.0,,blanc,blanc,
d_ex_theater_06_65,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_65,True,,1,idle,,13,surprise,,L_10,L_10,1.0,,blanc,blanc,
d_ex_theater_06_66,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_66,False,,1,idle,,13,surprise,,L_10,L_10,1.0,,,,
d_ex_theater_06_67,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_67,False,,1,idle,,13,surprise,,L_10,L_10,1.0,,,,
d_ex_theater_06_68,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_68,False,,1,idle,,13,surprise,,L_10,L_10,1.0,,,,
d_ex_theater_06_69,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_69,True,,1,idle,,13,surprise,,L_10,L_100,1.0,,blanc,blanc,
d_ex_theater_06_70,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_70,True,,1,idle,,13,surprise,,L_100,L_100,1.0,,blanc,blanc,
d_ex_theater_06_71,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_71,True,,1,idle,,13,surprise,,L_100,L_1300,1.0,,noir,noir,
d_ex_theater_06_72,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_72,True,,1,idle,,13,surprise,,L_1300,L_1300,1.0,,noir,noir,
d_ex_theater_06_73,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_73,False,,1,idle,,13,surprise,,L_1300,L_1300,1.0,,,,
d_ex_theater_06_74,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_74,True,,1,think,,13,surprise,,L_1300,L_1300,1.0,,noir,noir,
d_ex_theater_06_75,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_75,True,,1,think,,13,surprise,,L_1300,L_100,1.0,,blanc,blanc,
d_ex_theater_06_76,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_76,True,,1,think,,13,surprise,,L_100,L_100,1.0,,blanc,blanc,
d_ex_theater_06_77,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_77,True,,1,think,,13,surprise,,L_100,L_100,1.0,,blanc,blanc,
d_ex_theater_06_78,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_78,False,,1,think,,13,surprise,,L_100,L_100,1.0,,,,
d_ex_theater_06_79,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_79,True,,1,idle,,13,surprise,,L_100,L_10,1.0,,blanc,blanc,
d_ex_theater_06_80,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_80,False,,1,idle,,13,surprise,,L_10,L_10,1.0,,,,
d_ex_theater_06_81,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_81,True,,1,idle,,13,surprise,,L_10,L_130,1.0,,noir,noir,
d_ex_theater_06_82,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_82,False,,1,idle,,13,surprise,,L_130,L_130,1.0,,,,
d_ex_theater_06_83,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_83,False,,1,idle,,13,surprise,,L_130,L_130,1.0,,,,
d_ex_theater_06_84,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_84,True,,1,idle,,13,idle,,L_130,L_130,1.0,,noir,noir,
d_ex_theater_06_85,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_85,True,,1,idle,,13,idle,,L_130,L_130,1.0,,noir,noir,
d_ex_theater_06_86,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_86,True,,1,idle,,13,idle,,L_130,113,1.0,,blanc,blanc,
d_ex_theater_06_87,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_87,False,,1,idle,,13,idle,,113,113,1.0,,noir,noir,
d_ex_theater_06_88,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_88,True,,1,idle,,13,idle,,113,113,1.0,,noir,noir,
d_ex_theater_06_89,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_89,True,,1,idle,,13,idle,,113,113,1.0,,blanc,blanc,
d_ex_theater_06_90,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_90,True,,1,idle,,13,idle,,113,113,1.0,,noir,noir,
d_ex_theater_06_91,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_91,True,,1,idle,,13,idle,,113,113,1.0,,blanc,blanc,
d_ex_theater_06_92,d_ex_theater_06,Self,Locale_SuddenStory:d_ex_theater_06_92,False,,1,idle,,13,idle,,113,113,1.0,,,,
d_ex_theater_06_93,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_93,True,,1,delight,,13,idle,,113,113,1.0,,blanc,blanc,
d_ex_theater_06_94,d_ex_theater_06,Speech,Locale_SuddenStory:d_ex_theater_06_94,True,,1,delight,,13,idle,,113,113,1.0,,noir,noir,
d_ex_theater_06_95,d_ex_theater_06,Monologue,Locale_SuddenStory:d_ex_theater_06_95,False,,1,delight,,13,idle,,black,black,1.0,,,,
