id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_14_08_24,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_24,True,,113,113,1.0,,privaty,privaty,,,1,idle,,13,idle,,,,,,,3,idle,,5,idle,
d_main_14_08_25,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_25,True,,113,113,1.0,,privaty,privaty,,,1,idle,,13,idle,,,,,,,3,idle,,5,idle,
d_main_14_08_26,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_26,True,,113,113,1.0,,rapi,rapi,,,1,idle,,13,idle,,,,,,,3,idle,,5,idle,
d_main_14_08_27,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_27,True,,113,S_10,1.0,,privaty,privaty,,,1,idle,,13,idle,,,,,,,3,idle,,5,idle,
d_main_14_08_28,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_28,True,,S_10,S_10,1.0,,privaty,privaty,,,1,idle,,13,idle,,,,,,,3,idle,,5,idle,
d_main_14_08_29,d_main_14_08,Self,Locale_MainScenario:d_main_14_08_29,False,,S_10,S_10,1.0,,,,,,1,idle,,13,idle,,,,,,,3,idle,,5,idle,
d_main_14_08_30,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_30,True,,S_10,S_10,1.0,,privaty,privaty,,,1,idle,,13,idle,,,,,,,3,idle,,5,idle,
d_main_14_08_31,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_31,True,,XS_50,XS_50,1.0,,admi,admi,,,1,idle,,13,idle,rapi,,,,,,3,idle,,5,idle,
d_main_14_08_32,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_32,False,,S_10,S_10,1.0,,privaty,privaty,,,1,surprise,,,,,,,,,,3,idle,,5,idle,
d_main_14_08_33,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_33,True,,53,53,1.0,,yulha,yulha,,,1,surprise,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_34,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_34,True,,53,53,1.0,,admi,admi,,,1,surprise,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_35,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_35,True,,53,53,1.0,,admi,admi,,,1,surprise,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_36,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_36,True,,53,53,1.0,,admi,admi,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_37,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_37,True,,53,53,1.0,,admi,admi,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_38,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_38,True,,53,53,1.0,,admi,admi,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_39,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_39,True,,53,53,1.0,,yulha,yulha,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_40,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_40,True,,53,XS_50,1.0,,admi,admi,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_41,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_41,True,,XS_50,XS_50,1.0,,admi,admi,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_42,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_42,True,,XS_50,XS_50,1.0,,admi,admi,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_43,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_43,True,,XS_50,XS_50,1.0,,admi,admi,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_44,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_44,True,,31,31,1.0,,yulha,yulha,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_45,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_45,True,,31,31,1.0,,privaty,privaty,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_46,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_46,True,,XS_50,XS_50,1.0,,admi,admi,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_47,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_47,True,,S_10,S_10,1.0,,privaty,privaty,,,1,idle,,,,,,,,,,3,angry,,5,idle,
d_main_14_08_48,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_48,True,,S_10,L_30,1.0,,yulha,yulha,,,1,idle,,,,,,,,,,3,idle,,5,idle,
d_main_14_08_49,d_main_14_08,Self,Locale_MainScenario:d_main_14_08_49,False,,L_30,L_30,1.0,,,,,,1,idle,,,,,,,,,,3,idle,,5,idle,
d_main_14_08_50,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_50,True,,L_30,L_30,1.0,,yulha,yulha,,,1,idle,,,,,,,,,,3,idle,,5,idle,
d_main_14_08_51,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_51,True,,L_30,L_30,1.0,,yulha,yulha,,,1,idle,,,,,,,,,,3,idle,,5,idle,
d_main_14_08_52,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_52,False,,L_30,S_10,1.0,,privaty,privaty,,,1,sad,,,,,,,,,,3,idle,,5,idle,
d_main_14_08_53,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_53,True,,S_10,S_100,0.5,,privaty,privaty,,,1,idle,,,,,,,,,,3,idle,,5,idle,
d_main_14_08_54,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_54,True,,S_100,S_100,1.0,,privaty,privaty,,,1,idle,,,,,,,,,,3,idle,,5,idle,
d_main_14_08_55,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_55,True,,S_100,S_100,1.0,,privaty,privaty,,,1,idle,,,,,,,,,,3,idle,,5,idle,
d_main_14_08_56,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_56,True,,S_100,S_100,1.0,,privaty,privaty,,,1,idle,,,,,,,,,,3,idle,,5,idle,
d_main_14_08_57,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_57,True,,S_100,S_100,1.0,,privaty,privaty,,,1,sad,,,,,,,,,,3,idle,,5,idle,
d_main_14_08_58,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_58,True,,53,53,1.0,,yulha,yulha,,,1,sad,rapi,13,idle,,,,,,,3,idle,,5,idle,
d_main_14_08_59,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_59,True,,53,53,1.0,,admi,admi,,,1,sad,,13,idle,,,,,,,3,idle,,5,idle,
d_main_14_08_60,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_60,True,,S_10,S_10,1.0,,privaty,privaty,,,1,sad,,13,idle,,,,,,,3,idle,,5,idle,admi
d_main_14_08_61,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_61,True,,S_10,S_100,0.5,,shifty,shifty,,,1,sad,,13,idle,,,,,,,3,idle,shifty,OP_leftup,idle,
d_main_14_08_62,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_62,False,,S_100,S_100,1.0,,privaty,privaty,,,1,idle,,13,idle,,,,,,,3,idle,,OP_leftup,idle,
d_main_14_08_63,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_63,True,,130,130,1.0,,rapi,rapi,,,1,idle,,13,idle,,,,,,,3,idle,,OP_leftup,idle,
d_main_14_08_64,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_64,True,,130,S_10,1.0,,shifty,shifty,,,1,idle,,13,idle,,,,,,,3,idle,,OP_leftup,think,
d_main_14_08_65,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_65,True,,S_10,S_100,1.0,,privaty,privaty,,,1,idle,,13,idle,,,,,,,3,idle,,OP_leftup,think,
d_main_14_08_66,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_66,True,,black,black,1.0,none,andersen_op,andersen_op,,,1,idle,,13,idle,rapi,,,,,,3,idle,,OP_leftup,think,shifty
d_main_14_08_67,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_67,True,,S_100,S_100,1.0,,privaty,privaty,,,1,surprise,andersen_op_r,OP_rightup,idle,,,,,,,3,idle,,,,
d_main_14_08_68,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_68,True,,S_100,S_100,1.0,bgm_story_fairytalesend_b,andersen_op_r,andersen_op_r,,,1,surprise,,OP_rightup,idle,,,,,,,3,idle,,,,
d_main_14_08_69,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_69,True,,S_100,S_10,1.0,,privaty,privaty,,,1,shy,,OP_rightup,idle,,,,,,,3,idle,,,,
d_main_14_08_70,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_70,True,,S_10,S_10,1.0,,andersen_op_r,andersen_op_r,,,1,shy,,OP_rightup,idle,,,,,,,3,idle,,,,
d_main_14_08_71,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_71,True,,S_10,S_10,1.0,,andersen_op_r,andersen_op_r,,,1,shy,,OP_rightup,idle,,,,,,,3,idle,,,,
d_main_14_08_72,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_72,True,,S_10,S_10,1.0,,privaty,privaty,,,1,sad,,OP_rightup,idle,,,,,,,3,idle,,,,
d_main_14_08_73,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_73,True,,S_10,S_10,1.0,,privaty,privaty,,,1,sad,,OP_rightup,idle,,,,,,,3,idle,,,,
d_main_14_08_74,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_74,True,,S_10,S_10,1.0,,privaty,privaty,,,1,sad,,OP_rightup,idle,,,,,,,3,idle,,,,
d_main_14_08_75,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_75,True,,S_10,S_10,1.0,,andersen_op_r,andersen_op_r,,,1,sad,,OP_rightup,angry,,,,,,,3,idle,,,,
d_main_14_08_76,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_76,True,,S_10,S_10,1.0,,privaty,privaty,,,1,shy,,OP_rightup,angry,,,,,,,3,idle,,,,
d_main_14_08_77,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_77,True,,S_10,S_10,0.5,,andersen_op_r,andersen_op_r,,,1,shy,,OP_rightup,idle,,,,,,,3,idle,,,,
d_main_14_08_78,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_78,False,,S_10,S_10,1.0,,burningum_op,burningum_op,,,1,shy,,OP_rightup,idle,,burningum_op,OP_leftup,pain,,,3,idle,,,,
d_main_14_08_79,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_79,False,,S_10,S_10,1.0,,privaty,privaty,,,1,surprise,,OP_rightup,idle,,,OP_leftup,pain,,,3,idle,,,,
d_main_14_08_80,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_80,True,,S_10,S_10,1.0,,andersen_op_r,andersen_op_r,,,1,surprise,,OP_rightup,idle,,,OP_leftup,pain,,,3,idle,,,,
d_main_14_08_81,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_81,True,,S_10,S_10,1.0,,privaty,privaty,,,1,sad,,OP_rightup,idle,,,OP_leftup,pain,,,3,idle,,,,
d_main_14_08_82,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_82,True,,S_10,S_10,1.0,,andersen_op_r,andersen_op_r,,,1,sad,,OP_rightup,good,,,OP_leftup,pain,,,3,idle,,,,
d_main_14_08_83,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_83,True,,S_10,S_10,1.0,,andersen_op_r,andersen_op_r,,,1,sad,,OP_rightup,good,,,OP_leftup,pain,,,3,idle,,,,
d_main_14_08_84,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_84,False,,S_10,S_10,1.0,,burningum_op,burningum_op,,,1,sad,,OP_rightup,good,,,OP_leftup,pain,,,3,idle,,,,
d_main_14_08_85,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_85,False,,S_10,S_10,1.0,,privaty,privaty,,,1,sad,,OP_rightup,good,,,OP_leftup,pain,,,3,idle,,,,
d_main_14_08_86,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_86,True,,L_30,L_30,1.0,,yulha,yulha,,,1,idle,,OP_rightup,good,,,OP_leftup,pain,,,3,idle,,,,
d_main_14_08_87,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_87,True,,S_10,S_10,1.0,,andersen_op_r,andersen_op_r,,,1,idle,,OP_rightup,good,,,OP_leftup,pain,burningum_op,,3,idle,,,,
d_main_14_08_88,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_88,True,,S_10,S_10,1.0,,andersen_op_r,andersen_op_r,,,1,idle,,OP_rightup,angry,,,,,,,3,idle,,,,
d_main_14_08_89,d_main_14_08,Speech,Locale_MainScenario:d_main_14_08_89,True,,S_10,S_10,0.5,,andersen_op_r,andersen_op_r,,,1,idle,,OP_rightup,angry,,,,,,,3,idle,,,,
