id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_35_09_s_11,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_11,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_12,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_12,True,,3,idle,,1,idle,,13,sad,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_13,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_13,True,,3,idle,,1,idle,,13,sad,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_14,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_14,False,,3,idle,,1,idle,,13,sad,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_15,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_15,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_16,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_16,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_17,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_17,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_18,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_18,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_19,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_19,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_20,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_20,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_21,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_21,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_22,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_22,True,,3,idle,,1,surprise,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_23,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_23,True,,3,idle,,1,surprise,,13,idle_02,,15,no,,17,idle,,12,130,1.0,
d_main_35_09_s_24,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_24,True,,3,idle,,1,surprise,,13,idle_02,,15,no,,17,idle,,130,130,1.0,
d_main_35_09_s_25,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_25,True,,3,idle,,1,surprise,,13,idle_02,,15,no,,17,idle,,130,130,1.0,
d_main_35_09_s_26,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_26,True,,3,idle,,1,surprise,,13,idle_02,,15,no,,17,idle,,130,130,1.0,
d_main_35_09_s_27,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_27,True,,3,idle,,1,surprise,,13,idle_02,,15,no,,17,idle,,130,130,1.0,
d_main_35_09_s_28,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_28,True,,3,idle,,1,surprise,,13,idle_02,,15,no,,17,idle,,130,130,1.0,
d_main_35_09_s_29,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_29,True,,3,idle,,1,surprise,,13,idle_02,,15,no,,17,idle,,130,130,1.0,
d_main_35_09_s_30,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_30,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,130,S_10,1.0,
d_main_35_09_s_31,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_31,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,S_10,S_10,1.0,
d_main_35_09_s_32,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_32,False,,3,idle,,1,pain,,13,idle_02,,15,no,,17,idle,,S_10,S_10,1.0,
d_main_35_09_s_33,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_33,True,,3,idle,,1,pain,,13,idle_02,,15,no,,17,idle,,S_10,S_10,1.0,
d_main_35_09_s_34,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_34,True,,3,idle,,1,pain,,13,idle_02,,15,no,,17,idle,,S_10,S_10,1.0,
d_main_35_09_s_35,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_35,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,S_10,S_10,1.0,
d_main_35_09_s_36,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_36,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,S_10,S_10,1.0,
d_main_35_09_s_37,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_37,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,S_10,12,1.0,
d_main_35_09_s_38,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_38,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_39,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_39,False,,3,idle,,1,angry,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_40,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_40,True,,3,idle,,1,angry,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_41,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_41,True,,3,idle,,1,angry,,13,sad,,15,no,,17,idle,,12,12,1.0,
d_main_35_09_s_42,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_42,True,,3,idle,,1,angry,,13,sad,,15,no,,17,idle,,12,14,1.0,
d_main_35_09_s_43,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_43,True,,3,idle,,1,angry,,13,idle_02,,15,no,,17,idle,,14,14,1.0,
d_main_35_09_s_44,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_44,True,,3,idle,,1,angry,,13,idle_02,,15,no,,17,idle,,14,14,1.0,
d_main_35_09_s_45,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_45,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,14,14,1.0,
d_main_35_09_s_46,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_46,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,14,14,1.0,
d_main_35_09_s_47,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_47,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,14,S_150,1.0,
d_main_35_09_s_48,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_48,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,S_150,S_150,1.0,
d_main_35_09_s_49,d_main_35_09_s,Speech,drake,drake,Locale_MainScenario:d_main_35_09_s_49,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,170,170,1.0,
d_main_35_09_s_50,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_50,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,S_150,S_150,1.0,
d_main_35_09_s_51,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_51,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,S_150,S_150,1.0,
d_main_35_09_s_52,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_52,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,S_150,S_150,1.0,
d_main_35_09_s_53,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_53,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,S_150,S_150,1.0,
d_main_35_09_s_54,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_54,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,S_150,S_150,1.0,
d_main_35_09_s_55,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_55,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,S_150,S_150,1.0,
d_main_35_09_s_56,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_56,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,S_150,S_150,1.0,
d_main_35_09_s_57,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_57,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,S_150,S_150,1.0,
d_main_35_09_s_58,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_58,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,S_150,S_150,1.0,
d_main_35_09_s_59,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_59,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,S_150,S_150,1.0,
d_main_35_09_s_60,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_60,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,no,,S_150,S_150,1.0,
d_main_35_09_s_61,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_61,True,,3,idle,,1,idle,,13,angry,,15,no,,17,no,,S_150,14,1.0,
d_main_35_09_s_62,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_62,True,,3,idle,,1,idle,,13,angry,,15,sad,,17,no,,14,14,1.0,
d_main_35_09_s_63,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_63,True,,3,idle,,1,idle,,13,angry,,15,no,,17,no,,14,14,1.0,
d_main_35_09_s_64,d_main_35_09_s,Speech,laplace,laplace,Locale_MainScenario:d_main_35_09_s_64,True,,3,idle,,1,idle,,13,angry,,15,no,,17,no,,14,14,1.0,
d_main_35_09_s_65,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_65,True,,3,idle,,1,idle,,13,sad,,15,no,,17,no,,14,14,1.0,
d_main_35_09_s_66,d_main_35_09_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_s_66,False,,3,think,,1,idle,,13,sad,,15,no,,17,no,,30,30,1.0,
d_main_35_09_s_67,d_main_35_09_s,Self,rapi_red,,Locale_MainScenario:d_main_35_09_s_67,False,,3,think,,1,idle,,13,sad,,15,no,,17,no,,30,30,1.0,
d_main_35_09_s_68,d_main_35_09_s,Self,rapi_red,,Locale_MainScenario:d_main_35_09_s_68,False,,3,think,,1,idle,,13,sad,,15,no,,17,no,,30,30,1.0,
d_main_35_09_s_69,d_main_35_09_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_s_69,True,,3,idle,,1,idle,,13,sad,,15,no,,17,no,,30,30,1.0,
d_main_35_09_s_70,d_main_35_09_s,Self,rapi_red,,Locale_MainScenario:d_main_35_09_s_70,False,,3,idle,,1,idle,,13,sad,,15,no,,17,no,,30,30,1.0,
d_main_35_09_s_71,d_main_35_09_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_s_71,True,,3,think,,1,idle,,13,sad,,15,no,,17,no,,30,30,1.0,
d_main_35_09_s_72,d_main_35_09_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_s_72,False,,3,think,,1,idle,,13,sad,,15,no,,17,no,,30,30,1.0,
d_main_35_09_s_73,d_main_35_09_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_s_73,True,,3,worry,,1,idle,,13,sad,,15,no,,17,no,,30,3,1.0,
d_main_35_09_s_74,d_main_35_09_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_s_74,True,,3,worry,,1,idle,,13,sad,,15,no,,17,no,,3,3,1.0,
d_main_35_09_s_75,d_main_35_09_s,Self,rapi_red,,Locale_MainScenario:d_main_35_09_s_75,False,,3,worry,,1,idle,,13,sad,,15,no,,17,no,,3,3,1.0,
