id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,play_sound,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
d_main_36_07_e_15,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_15,True,,6,think,,4,idle,,2,idle,,12,think_01,,L_40,L_40,1.0,,,,,,,,,,,,
d_main_36_07_e_16,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_16,True,,6,think,,4,idle,,2,idle,,12,think_01,,L_40,L_40,1.0,,,,,,,,,,,,
d_main_36_07_e_17,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_17,True,,6,think,,4,idle,,2,idle,,12,think_01,,L_40,L_40,1.0,,,,,,,,,,,,
d_main_36_07_e_18,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_18,True,,6,think,,4,idle,,2,idle,,12,think_01,,L_40,L_40,1.0,,,,,,,,,,,,
d_main_36_07_e_19,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_19,True,,6,idle,,4,idle,,2,idle,,12,think_01,,L_40,L_40,1.0,,,,,,,,,,,,
d_main_36_07_e_20,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_20,True,,6,idle,,4,idle,,2,idle,,12,think_01,,L_40,L_40,1.0,,,,,,,,,,,,
d_main_36_07_e_21,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_21,True,,6,idle,,4,idle,,2,idle,,12,think_01,,L_40,L_40,1.0,,,,,,,,,,,,
d_main_36_07_e_22,d_main_36_07_e,Self,grave_p,,Locale_MainScenario:d_main_36_07_e_22,False,,6,idle,,4,idle,,2,idle,,12,think_01,,L_40,L_40,1.0,,,,,,,,,,,,
d_main_36_07_e_23,d_main_36_07_e,Self,grave_p,,Locale_MainScenario:d_main_36_07_e_23,False,,6,idle,,4,idle,,2,idle,,12,think_01,,L_40,L_40,1.0,,,,,,,,,,,,
d_main_36_07_e_24,d_main_36_07_e,Self,grave_p,,Locale_MainScenario:d_main_36_07_e_24,False,,6,idle,,4,idle,,2,idle,,12,think_01,,L_40,L_40,1.0,,,,,,,,,,,,
d_main_36_07_e_25,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_25,True,,6,idle,,4,delight,,2,idle,,12,think_01,,L_40,L_40,1.0,,,,,,,,,,,,
d_main_36_07_e_26,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_26,True,,6,idle,,4,delight,,2,idle,,12,think_01,,1,1,1.0,,,,,,,,,,,,
d_main_36_07_e_27,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_27,True,,6,idle,,4,delight,,2,idle,,12,no,,1,1,1.0,,,,,,,,,,,,
d_main_36_07_e_28,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_28,True,,6,idle,,4,delight,,2,idle,,12,no,,1,1,1.0,,,,,,,,,,,,
d_main_36_07_e_29,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_29,False,,6,idle,,4,delight,,2,idle,,12,no,,black,black,1.0,,,,,,,,,,,,
d_main_36_07_e_30,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_30,False,,6,idle,,4,delight,,2,idle,,12,no,,black,black,1.0,,,,,,,,,,,,
d_main_36_07_e_31,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_31,False,,6,idle,,4,idle,,2,idle,,12,no,,black,black,1.0,,,,,,,,,,,,
d_main_36_07_e_32,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_32,True,,6,idle,,4,idle,,2,idle,,12,surprise,,1,S_120,1.3,,,,,,,,,,,,
d_main_36_07_e_33,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_33,True,,6,idle,,4,idle,,2,idle,,12,surprise,,S_120,S_120,1.0,,,,,,,,,,,,
d_main_36_07_e_34,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_34,True,,6,idle,,4,idle,,2,idle,,12,surprise,,S_120,S_120,1.0,,,,,,,,,,,,
d_main_36_07_e_35,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_35,True,,6,idle,,4,idle,,2,idle,,12,surprise,,S_120,S_20,1.3,none,,,,,,,,,,,
d_main_36_07_e_36,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_36,False,,6,idle,,4,idle,,2,idle,,12,surprise,EventScene_Chap_36_02,black,black,1.0,event_bgm_oldtales_beyond,rapi_red,grave_p,cinderella,leviathan,,,,,,,
d_main_36_07_e_37,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_37,True,,,,,,,,,,,,,,d_main_36_07_e_37,1,1.7,,,,,,,,,,,,
d_main_36_07_e_38,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_38,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_36_07_e_39,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_39,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_36_07_e_40,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_40,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_36_07_e_41,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_41,False,,,,,,,,,,,,,,black,black,1.5,,,,,,,,,,,,
d_main_36_07_e_42,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_42,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
d_main_36_07_e_43,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_43,True,,,,,,,,,,,,,,1,1,1.5,,,,,,,,,,,,
d_main_36_07_e_44,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_44,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_36_07_e_45,d_main_36_07_e,Monologue,leviathan,,Locale_MainScenario:d_main_36_07_e_45,False,,,,,,,,,,,,,,1,d_main_36_07_e_41,1.5,,,,,,,,,,,,
d_main_36_07_e_46,d_main_36_07_e,Narration,leviathan,,Locale_MainScenario:d_main_36_07_e_46,False,,,,,,,,,,,,,,black,black,1.0,,,,,,sfx_scn_magicbubble,,,,,,
d_main_36_07_e_47,d_main_36_07_e,Monologue,leviathan,,Locale_MainScenario:d_main_36_07_e_47,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
d_main_36_07_e_48,d_main_36_07_e,Narration,leviathan,,Locale_MainScenario:d_main_36_07_e_48,False,,,,grave_p,4,idle,leviathan,2,surprise,laplace,12,idle,Jungle1,black,black,1.0,,,,,,,,,,,,
d_main_36_07_e_49,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_49,False,,,,,4,idle,,2,surprise,,12,idle,,S_200,S_20,1.5,,,,,,,,,,,,
d_main_36_07_e_50,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_50,True,,,,,4,idle,,2,sad_02,,12,idle,,S_20,S_20,1.0,,,,,,,,,,,,
d_main_36_07_e_51,d_main_36_07_e,Monologue,leviathan,,Locale_MainScenario:d_main_36_07_e_51,False,,,,,4,idle,,2,sad_02,,12,idle,,S_20,S_20,1.0,,,,,,,,,,,,
d_main_36_07_e_52,d_main_36_07_e,Monologue,leviathan,,Locale_MainScenario:d_main_36_07_e_52,False,,,,,4,idle,,2,sad_02,,12,idle,,black,black,1.0,,,,,,,,,,,,
d_main_36_07_e_53,d_main_36_07_e,Monologue,leviathan,,Locale_MainScenario:d_main_36_07_e_53,False,rapi_red,6,idle,,4,idle,cinderella,2,idle,,12,idle,,black,black,1.0,,,,leviathan,,,drake,14,idle,maxwell,16,idle
d_main_36_07_e_54,d_main_36_07_e,Monologue,leviathan,,Locale_MainScenario:d_main_36_07_e_54,False,,6,idle,,4,idle,,2,idle,,12,idle,,black,black,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_55,d_main_36_07_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_07_e_55,True,,6,idle,,4,idle,,2,idle,,12,idle,,160,160,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_56,d_main_36_07_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_07_e_56,True,,6,idle,,4,idle,,2,idle,,12,idle,,60,60,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_57,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_57,True,,6,idle,,4,idle,,2,surprise,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_58,d_main_36_07_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_07_e_58,True,,6,idle,,4,idle,,2,surprise,,12,idle,,60,600,1.3,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_59,d_main_36_07_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_07_e_59,False,,6,think,,4,idle,,2,surprise,,12,idle,,600,60,1.3,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_60,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_60,True,,6,think,,4,idle,,2,surprise,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_61,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_61,True,,6,idle,,4,idle,,2,surprise,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_62,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_62,True,,6,idle,,4,idle,,2,surprise,,12,idle,,S_20,3,1.3,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_63,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_63,True,,6,idle,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_64,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_64,False,,6,idle,,4,surprise,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_65,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_65,False,,6,idle,,4,surprise,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_66,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_66,False,,6,idle,,4,surprise,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_67,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_67,False,,6,idle,,4,surprise,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_68,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_68,False,,6,idle,,4,surprise,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_69,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_69,False,,6,idle,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_70,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_70,False,,6,idle,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_71,d_main_36_07_e,Self,cinderella,,Locale_MainScenario:d_main_36_07_e_71,False,,6,idle,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_72,d_main_36_07_e,Self,cinderella,,Locale_MainScenario:d_main_36_07_e_72,False,,6,idle,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_73,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_73,True,,6,idle,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_74,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_74,True,,6,idle,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_75,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_75,True,,6,idle,,4,idle,,2,idle,,12,idle,,3,L_40,1.3,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_76,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_76,True,,6,idle,,4,idle,,2,idle,,12,idle,,L_40,L_40,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_77,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_77,True,,6,idle,,4,idle,,2,idle,,12,idle,,L_40,L_40,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_78,d_main_36_07_e,Self,grave_p,,Locale_MainScenario:d_main_36_07_e_78,False,,6,idle,,4,idle,,2,idle,,12,idle,,L_40,L_40,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_79,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_79,True,,6,idle,,4,idle,,2,idle,,12,idle,,L_40,L_40,1.0,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_80,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_80,True,,6,idle,,4,idle,,2,idle,,12,idle,,L_40,S_20,1.3,,,,,,,,14,idle,,16,idle_02
d_main_36_07_e_81,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_81,True,,6,idle,,4,idle,,2,idle,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_82,d_main_36_07_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_07_e_82,True,,6,delight,,4,idle,,2,idle,,12,idle,,60,60,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_83,d_main_36_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_36_07_e_83,True,,6,delight,,4,idle,,2,idle,,12,idle,,1,1,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_84,d_main_36_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_36_07_e_84,True,,6,delight,,4,idle,,2,idle,,12,delight,,1,1,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_85,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_85,True,,6,delight,,4,idle,,2,idle,,12,delight,,1,1,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_86,d_main_36_07_e,Speech,drake,drake,Locale_MainScenario:d_main_36_07_e_86,True,,6,delight,,4,idle,,2,idle,,12,delight,,1,13,1.3,,,,,,,,14,delight,,16,idle
d_main_36_07_e_87,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_87,True,,6,delight,,4,idle,,2,idle,,12,idle,,L_40,L_40,1.0,,,,,,,,14,delight,,16,idle
d_main_36_07_e_88,d_main_36_07_e,Speech,drake,drake,Locale_MainScenario:d_main_36_07_e_88,True,,6,delight,,4,idle,,2,idle,,12,idle,,13,13,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_89,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_89,True,,6,delight,,4,idle,,2,idle,,12,idle,,L_40,L_40,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_90,d_main_36_07_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_36_07_e_90,True,,6,delight,,4,idle,,2,idle,,12,idle,,160,160,1.3,,,,,,,,14,idle,,16,idle
d_main_36_07_e_91,d_main_36_07_e,Monologue,grave_p,,Locale_MainScenario:d_main_36_07_e_91,False,,6,delight,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_92,d_main_36_07_e,Monologue,grave_p,,Locale_MainScenario:d_main_36_07_e_92,False,,6,delight,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_93,d_main_36_07_e,Speech,grave_p,grave_p,Locale_MainScenario:d_main_36_07_e_93,True,,6,delight,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_94,d_main_36_07_e,Speech,cinderella,cinderella,Locale_MainScenario:d_main_36_07_e_94,True,,6,delight,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_95,d_main_36_07_e,Monologue,cinderella,,Locale_MainScenario:d_main_36_07_e_95,False,,4,idle,,4,idle,leviathan,2,idle,,12,idle,,black,black,1.0,none,,grave_p,cinderella,,,,14,idle,,16,idle
d_main_36_07_e_96,d_main_36_07_e,Monologue,leviathan,,Locale_MainScenario:d_main_36_07_e_96,False,,4,idle,,,,,2,think_02,,12,idle,,black,black,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_97,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_97,False,,4,idle,,,,,2,think_02,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_98,d_main_36_07_e,Self,leviathan,,Locale_MainScenario:d_main_36_07_e_98,False,,4,idle,,,,,2,think_02,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_99,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_99,True,,4,idle,,,,,2,angry,,12,idle,,S_20,S_200,1.3,,,,,,,,14,idle,,16,idle
d_main_36_07_e_100,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_100,True,,4,idle,,,,,2,angry,,12,idle,,S_200,S_200,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_101,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_101,True,,4,idle,,,,,2,no,,12,idle,,S_200,S_20,1.3,,,,,,,,14,idle,,16,idle
d_main_36_07_e_102,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_102,True,,4,idle,,,,,2,no,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_103,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_103,True,,4,idle,,,,,2,no,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_104,d_main_36_07_e,Self,leviathan,,Locale_MainScenario:d_main_36_07_e_104,False,,4,idle,,,,,2,no,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_105,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_105,True,,4,idle,,,,,2,no,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_106,d_main_36_07_e,Self,leviathan,,Locale_MainScenario:d_main_36_07_e_106,False,,4,idle,,,,,2,no,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_107,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_107,False,,4,idle,,,,,2,no,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_108,d_main_36_07_e,Self,leviathan,,Locale_MainScenario:d_main_36_07_e_108,False,,4,idle,,,,,2,no,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_109,d_main_36_07_e,Self,leviathan,,Locale_MainScenario:d_main_36_07_e_109,False,,4,idle,,,,,2,no,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_110,d_main_36_07_e,Self,leviathan,,Locale_MainScenario:d_main_36_07_e_110,False,,4,idle,,,,,2,no,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_111,d_main_36_07_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_07_e_111,True,,4,idle,,,,,2,no,,12,idle,,S_20,3,1.3,,,,,,,,14,idle,,16,idle
d_main_36_07_e_112,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_112,True,,4,idle,,,,,2,angry,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_113,d_main_36_07_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_07_e_113,True,,4,idle,,,,,2,angry,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_114,d_main_36_07_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_07_e_114,True,,4,idle,,,,,2,angry,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_115,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_115,True,,4,idle,,,,,2,no,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_116,d_main_36_07_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_36_07_e_116,True,,4,idle,,,,,2,no,,12,idle,,3,3,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_117,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_117,True,,4,idle,,,,,2,no,,12,idle,,3,S_20,1.3,,,,,,,,14,idle,,16,idle
d_main_36_07_e_118,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_118,True,,4,idle,,,,,2,no,,12,idle,,S_20,S_20,1.0,,,,,,,,14,idle,,16,idle
d_main_36_07_e_119,d_main_36_07_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_36_07_e_119,True,,4,idle,,,,,2,no,,12,idle,,S_20,S_200,1.3,,,,,,,,14,idle,,16,idle
