id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound
d_main_34_01_e_12,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_12,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,idle,,2,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_13,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_13,True,,6,idle,,4,idle,,2,smile,,14,idle,,12,void,,16,idle,,2,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_14,d_main_34_01_e,Speech,anis,Locale_MainScenario:d_main_34_01_e_14,True,,6,idle,,4,idle,,2,smile,,14,idle,,12,void,,16,idle,,2,1,1.0,,anis,,,,
d_main_34_01_e_15,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_15,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,idle,,1,1,1.0,,eunhwa_t,,,,
d_main_34_01_e_16,d_main_34_01_e,Speech,anis,Locale_MainScenario:d_main_34_01_e_16,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,1,1,1.0,,anis,,,,
d_main_34_01_e_17,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_17,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,1,1,1.0,,eunhwa_t,,,,
d_main_34_01_e_18,d_main_34_01_e,Speech,anis,Locale_MainScenario:d_main_34_01_e_18,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,1,1,1.0,,anis,,,,
d_main_34_01_e_19,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_19,True,,6,idle,,4,idle,,2,angry,,14,idle,,12,idle,,16,idle,,1,20,1.0,,eunhwa_t,,,,
d_main_34_01_e_20,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_20,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,20,20,1.0,,eunhwa_t,,,,
d_main_34_01_e_21,d_main_34_01_e,Speech,anis,Locale_MainScenario:d_main_34_01_e_21,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,worry,,16,idle,,20,120,1.0,,anis,,,,
d_main_34_01_e_22,d_main_34_01_e,Speech,neon,Locale_MainScenario:d_main_34_01_e_22,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,worry,,16,idle,,S_160,S_160,1.0,,neon,,,,
d_main_34_01_e_23,d_main_34_01_e,Speech,vesti_t,Locale_MainScenario:d_main_34_01_e_23,True,,6,idle,,4,delight,,2,idle,,14,idle,,12,void,,16,idle,,XS_40,XS_40,1.0,,vesti_t,,,,
d_main_34_01_e_24,d_main_34_01_e,Speech,vesti_t,Locale_MainScenario:d_main_34_01_e_24,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,idle,,XS_40,XS_40,1.0,,vesti_t,,,,
d_main_34_01_e_25,d_main_34_01_e,Speech,vesti_t,Locale_MainScenario:d_main_34_01_e_25,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,idle,,XS_40,XS_40,1.0,,vesti_t,,,,
d_main_34_01_e_26,d_main_34_01_e,Speech,vesti_t,Locale_MainScenario:d_main_34_01_e_26,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,idle,,XS_40,XS_400,1.0,,vesti_t,,,,
d_main_34_01_e_27,d_main_34_01_e,Speech,vesti_t,Locale_MainScenario:d_main_34_01_e_27,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,idle,,XS_400,XS_400,1.0,,vesti_t,,,,
d_main_34_01_e_28,d_main_34_01_e,Speech,vesti_t,Locale_MainScenario:d_main_34_01_e_28,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,idle,,XS_400,XS_40,1.0,,vesti_t,,,,
d_main_34_01_e_29,d_main_34_01_e,Speech,neon,Locale_MainScenario:d_main_34_01_e_29,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,surprise,,S_160,S_160,1.0,,neon,,,,
d_main_34_01_e_30,d_main_34_01_e,Speech,neon,Locale_MainScenario:d_main_34_01_e_30,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,worry,,S_160,16,1.0,,neon,,,,
d_main_34_01_e_31,d_main_34_01_e,Speech,anis,Locale_MainScenario:d_main_34_01_e_31,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,no,,16,worry,,16,13,1.0,,anis,,,,
d_main_34_01_e_32,d_main_34_01_e,Self,emma_t,Locale_MainScenario:d_main_34_01_e_32,False,,6,idle,,4,idle,,2,idle,,14,idle,,12,sad,,16,worry,,6,6,1.0,,,,,,
d_main_34_01_e_33,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_33,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,sad,,16,worry,,6,6,1.0,,emma_t,,,,
d_main_34_01_e_34,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_34,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,worry,,6,6,1.0,,emma_t,,,,
d_main_34_01_e_35,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_35,True,,6,special,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,6,60,1.0,,emma_t,,,,
d_main_34_01_e_36,d_main_34_01_e,Self,emma_t,Locale_MainScenario:d_main_34_01_e_36,False,,6,special,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,60,60,1.0,,,,,,
d_main_34_01_e_37,d_main_34_01_e,Speech,rapi,Locale_MainScenario:d_main_34_01_e_37,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,angry,,16,idle,,13,13,1.0,,rapi,,,,
d_main_34_01_e_38,d_main_34_01_e,Speech,anis,Locale_MainScenario:d_main_34_01_e_38,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,angry,,16,idle,,13,13,1.0,,anis,,,,
d_main_34_01_e_39,d_main_34_01_e,Self,anis,Locale_MainScenario:d_main_34_01_e_39,False,,6,idle,,4,idle,,2,idle,,14,idle,,12,angry,,16,idle,,13,13,1.0,,,,,,
d_main_34_01_e_40,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_40,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,angry,,16,idle,,60,60,1.0,,emma_t,,,,
d_main_34_01_e_41,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_41,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,60,60,1.0,,emma_t,,,,
d_main_34_01_e_42,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_42,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,60,60,1.0,,emma_t,,,,
d_main_34_01_e_43,d_main_34_01_e,Speech,anis,Locale_MainScenario:d_main_34_01_e_43,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,no,,16,idle,,120,120,1.0,,anis,,,,
d_main_34_01_e_44,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_44,True,,6,delight,,4,idle,,2,idle,,14,idle,,12,no,,16,idle,,60,60,1.0,,emma_t,,,,
d_main_34_01_e_45,d_main_34_01_e,Speech,neon,Locale_MainScenario:d_main_34_01_e_45,True,,6,delight,,4,idle,,2,idle,,14,idle,,12,no,,16,idle,,S_160,S_160,1.0,,neon,,,,
d_main_34_01_e_46,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_46,True,,6,delight,,4,idle,,2,idle,,14,idle,,12,no,,16,idle,,60,60,1.0,,emma_t,,,,
d_main_34_01_e_47,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_47,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,no,,16,idle,,60,60,1.0,,emma_t,,,,
d_main_34_01_e_48,d_main_34_01_e,Self,emma_t,Locale_MainScenario:d_main_34_01_e_48,False,,6,idle,,4,idle,,2,idle,,14,idle,,12,no,,16,idle,,60,60,1.0,,,,,,
d_main_34_01_e_49,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_49,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,60,600,1.0,,emma_t,,,,
d_main_34_01_e_50,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_50,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,600,600,1.0,,emma_t,,,,
d_main_34_01_e_51,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_51,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,600,600,1.0,,emma_t,,,,
d_main_34_01_e_52,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_52,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,600,600,1.0,,emma_t,,,,
d_main_34_01_e_53,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_53,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,600,600,1.0,,emma_t,,,,
d_main_34_01_e_54,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_54,True,,6,delight,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,600,60,1.0,,emma_t,,,,
d_main_34_01_e_55,d_main_34_01_e,Speech,neon,Locale_MainScenario:d_main_34_01_e_55,True,,6,delight,,4,idle,,2,idle,,14,idle,,12,idle,,16,surprise,,S_160,S_160,1.0,,neon,,,,
d_main_34_01_e_56,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_56,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,surprise,,60,60,1.0,,emma_t,,,,
d_main_34_01_e_57,d_main_34_01_e,Self,emma_t,Locale_MainScenario:d_main_34_01_e_57,False,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,surprise,,60,6,1.0,,,,,,
d_main_34_01_e_58,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_58,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,surprise,,6,2,1.5,,eunhwa_t,,,,
d_main_34_01_e_59,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_59,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,surprise,,2,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_60,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_60,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,2,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_61,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_61,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,2,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_62,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_62,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,2,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_63,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_63,False,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,2,15,1.5,,eunhwa_t,,,,
d_main_34_01_e_64,d_main_34_01_e,Monologue,eunhwa_t,Locale_MainScenario:d_main_34_01_e_64,False,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,15,2,1.5,,,,,,
d_main_34_01_e_65,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_65,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,idle,,16,idle,,2,20,1.5,,eunhwa_t,,,,
d_main_34_01_e_66,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_66,True,,6,idle,,4,idle,,2,angry,,14,idle,,12,idle,,16,idle,,20,20,1.0,,eunhwa_t,,,,
d_main_34_01_e_67,d_main_34_01_e,Speech,anis,Locale_MainScenario:d_main_34_01_e_67,True,,6,idle,,4,idle,,2,angry,,14,idle,,12,worry,,16,idle,,20,120,1.0,,anis,,,,
d_main_34_01_e_68,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_68,True,,6,idle,,4,idle,,2,angry,,14,idle,,12,worry,,16,idle,,120,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_69,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_69,True,,6,idle,,4,idle,,2,angry,,14,idle,,12,worry,,16,idle,,2,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_70,d_main_34_01_e,Speech,rapi,Locale_MainScenario:d_main_34_01_e_70,False,,6,idle,,4,idle,,2,angry,,14,think,,12,worry,,16,idle,,2,13,1.5,,rapi,,,,
d_main_34_01_e_71,d_main_34_01_e,Speech,anis,Locale_MainScenario:d_main_34_01_e_71,True,,6,idle,,4,idle,,2,angry,,14,think,,12,angry,,16,idle,,13,13,1.0,,anis,,,,
d_main_34_01_e_72,d_main_34_01_e,Speech,neon,Locale_MainScenario:d_main_34_01_e_72,True,,6,idle,,4,idle,,2,angry,,14,think,,12,angry,,16,angry,,13,15,1.0,,neon,,,,
d_main_34_01_e_73,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_73,True,,6,idle,,4,idle,,2,idle,,14,think,,12,angry,,16,angry,,2,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_74,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_74,True,,6,idle,,4,idle,,2,idle,,14,think,,12,angry,,16,angry,,2,20,1.0,,eunhwa_t,,,,
d_main_34_01_e_75,d_main_34_01_e,Speech,rapi,Locale_MainScenario:d_main_34_01_e_75,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,angry,,16,idle,,140,140,1.0,,rapi,,,,
d_main_34_01_e_76,d_main_34_01_e,Speech,anis,Locale_MainScenario:d_main_34_01_e_76,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,idle,,140,120,1.0,,anis,,,,
d_main_34_01_e_77,d_main_34_01_e,Speech,neon,Locale_MainScenario:d_main_34_01_e_77,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,idle,,S_160,S_160,1.0,,neon,,,,
d_main_34_01_e_78,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_78,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,idle,,20,200,1.0,,eunhwa_t,,,,
d_main_34_01_e_79,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_79,True,,6,idle,,4,idle,,2,idle,,14,idle,,12,void,,16,idle,,200,200,1.0,,eunhwa_t,,,,
d_main_34_01_e_80,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_80,True,,6,idle,,4,idle,,2,angry,,14,idle,,12,void,,16,idle,,200,20,1.0,,eunhwa_t,,,,
d_main_34_01_e_81,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_81,True,,6,idle,,4,idle,,2,angry,,14,idle,,12,void,,16,idle,,20,20,1.0,,eunhwa_t,,,,
d_main_34_01_e_82,d_main_34_01_e,Speech,rapi,Locale_MainScenario:d_main_34_01_e_82,False,,6,idle,,4,idle,,2,angry,,14,think,,12,void,,16,idle,,140,140,1.0,,rapi,,,,
d_main_34_01_e_83,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_83,True,,6,idle,,4,idle,,2,angry,,14,think,,12,void,,16,idle,,20,20,1.0,,eunhwa_t,,,,
d_main_34_01_e_84,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_84,True,,6,idle,,4,idle,,2,idle,,14,think,,12,void,,16,idle,,20,20,1.0,,eunhwa_t,,,,
d_main_34_01_e_85,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_85,True,,6,idle,,4,idle,,2,idle,,14,think,,12,void,,16,idle,,20,20,1.0,,eunhwa_t,,,,
d_main_34_01_e_86,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_86,True,,6,idle,,4,idle,,2,idle,,14,think,,12,void,,16,idle,,20,20,1.0,,eunhwa_t,,,,
d_main_34_01_e_87,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_87,True,,6,idle,,4,idle,,2,idle,,14,think,,12,void,,16,idle,,20,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_88,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_88,True,,6,idle,,4,idle,,2,idle,,14,think,,12,void,,16,idle,,2,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_89,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_89,True,,6,idle,,4,idle,,2,idle,,14,think,,12,void,,16,idle,,2,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_90,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_90,True,,6,idle,,4,idle,,2,idle,,14,think,,12,void,,16,idle,,2,2,1.0,,eunhwa_t,,,,
d_main_34_01_e_91,d_main_34_01_e,Self,eunhwa_t,Locale_MainScenario:d_main_34_01_e_91,False,,6,idle,,4,idle,,2,idle,,14,think,,12,void,,16,idle,,2,2,1.0,none,,,,,
d_main_34_01_e_92,d_main_34_01_e,Speech,eunhwa_t,Locale_MainScenario:d_main_34_01_e_92,True,,6,idle,,4,idle,,2,idle,,14,think,,12,void,,16,idle,,2,20,1.0,,eunhwa_t,,,,
d_main_34_01_e_93,d_main_34_01_e,Speech,vesti_t,Locale_MainScenario:d_main_34_01_e_93,True,,6,idle,,4,shy,,2,idle,,14,think,,12,void,,16,idle,,20,XS_40,1.0,,vesti_t,,,,
d_main_34_01_e_94,d_main_34_01_e,Speech,vesti_t,Locale_MainScenario:d_main_34_01_e_94,True,,6,idle,,4,shy,,2,idle,,14,think,,12,void,,16,idle,,XS_40,XS_40,1.0,,vesti_t,,,,
d_main_34_01_e_95,d_main_34_01_e,Speech,vesti_t,Locale_MainScenario:d_main_34_01_e_95,True,,6,idle,,4,shy,,2,idle,,14,think,,12,void,,16,idle,,XS_40,XS_40,1.0,,vesti_t,,,,
d_main_34_01_e_96,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_96,True,,6,angry,,4,shy,,2,idle,,14,think,,12,void,,16,idle,,XS_40,60,1.0,,emma_t,,,,
d_main_34_01_e_97,d_main_34_01_e,Speech,emma_t,Locale_MainScenario:d_main_34_01_e_97,True,,6,angry,,4,shy,,2,idle,,14,think,,12,void,,16,idle,,60,6,1.0,,emma_t,,,,
d_main_34_01_e_98,d_main_34_01_e,Monologue,emma_t,Locale_MainScenario:d_main_34_01_e_98,False,,6,angry,,4,shy,,2,idle,,14,think,,12,void,,16,idle,,6,6,1.0,,,emma_t,vesti_t,eunhwa_t,sfx_scn_walk
d_main_34_01_e_99,d_main_34_01_e,Speech,anis,Locale_MainScenario:d_main_34_01_e_99,False,,,,,,,,,,,14,think,,12,sad,,16,worry,,120,120,1.0,,anis,,,,
d_main_34_01_e_100,d_main_34_01_e,Speech,neon,Locale_MainScenario:d_main_34_01_e_100,False,,,,,,,,,,,14,think,,12,sad,,16,worry,,S_160,S_160,1.0,,neon,,,,
d_main_34_01_e_101,d_main_34_01_e,Speech,rapi,Locale_MainScenario:d_main_34_01_e_101,False,,,,,,,,,,,14,think,,12,sad,,16,worry,,140,140,1.0,,rapi,,,,
d_main_34_01_e_102,d_main_34_01_e,Self,rapi,Locale_MainScenario:d_main_34_01_e_102,False,,,,,,,,,,,14,think,,12,sad,,16,worry,,140,140,1.0,,,,,,
d_main_34_01_e_103,d_main_34_01_e,Self,rapi,Locale_MainScenario:d_main_34_01_e_103,False,,,,,,,,,,,14,think,,12,sad,,16,worry,,140,140,1.0,,,,,,
d_main_34_01_e_104,d_main_34_01_e,Speech,rapi,Locale_MainScenario:d_main_34_01_e_104,True,,,,,,,,,,,14,think,,12,sad,,16,worry,,140,1400,1.0,,rapi,,,,
