id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_ex_redash_03_4_12,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_12,True,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,no,,3,surprise,,,
d_ex_redash_03_4_13,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_13,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,no,,3,no,,,
d_ex_redash_03_4_14,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_14,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,no,,3,idle,,,
d_ex_redash_03_4_15,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_15,True,,L_90,L_90,1.0,,rapunzel_o,,,,9,think,,7,idle,,5,no,,3,idle,,,
d_ex_redash_03_4_16,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_16,True,,L_30,L_30,1.0,,commander,,,,9,think,,7,idle,,5,no,,3,idle,,,
d_ex_redash_03_4_17,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_17,True,,L_30,L_30,1.0,,dorothy,,,,9,idle,,7,idle,,5,no,,3,idle,,,
d_ex_redash_03_4_18,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_18,True,,L_30,L_30,1.0,,commander,,,,9,idle,,7,idle,,5,no,,3,no,,,
d_ex_redash_03_4_19,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_19,True,,L_30,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,think,,3,no,,,
d_ex_redash_03_4_20,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_20,True,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,think,,3,no,,,
d_ex_redash_03_4_21,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_21,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,think,,3,no,,,
d_ex_redash_03_4_22,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_22,False,,17,170,0.3,,,sfx_scn_capsuleopen,,,9,idle,,7,idle,,5,think,,3,idle,,,
d_ex_redash_03_4_23,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_23,False,,170,170,1.0,none,,,,,9,surprise,,7,idle,,5,think,,3,idle,,,
d_ex_redash_03_4_24,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_24,False,,4,4,1.0,,commander,,,,9,surprise,,7,idle,,5,surprise,,3,no,,,
d_ex_redash_03_4_25,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_25,False,,4,4,1.0,,liliweiss,,,,9,surprise,,7,idle,,5,surprise,,3,no,,,
d_ex_redash_03_4_26,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_26,False,,8,8,1.0,,dorothy,,,,9,surprise,,7,worry,,5,surprise,,3,no,,,
d_ex_redash_03_4_27,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_27,False,,8,8,1.0,,rapunzel_o,,,,9,surprise,,7,worry,,5,surprise,,3,no,,,
d_ex_redash_03_4_28,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_28,True,,3,3,1.0,,commander,,,,9,surprise,,7,idle,,5,surprise,,3,no,redhood,1,shy_02
d_ex_redash_03_4_29,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_29,True,,1,10,0.3,bgm_story_languor,redhood,,,,9,idle,,7,idle,,5,surprise,,3,no,,1,shy_02
d_ex_redash_03_4_30,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_30,True,,10,10,1.0,,redhood,,Low_2,,9,idle,,7,idle,,5,idle,,3,no,,1,panic
d_ex_redash_03_4_31,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_31,False,,10,2,1.0,,commander,,,,9,idle,,7,idle,,5,idle,,3,surprise,,1,panic
d_ex_redash_03_4_32,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_32,True,,2,2,1.0,,commander,,,,9,idle,,7,idle,,5,idle,,3,surprise,,1,panic
d_ex_redash_03_4_33,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_33,True,,2,2,1.0,,redhood,,,,9,pain_01,,7,idle,,5,idle,,3,surprise,,1,panic
d_ex_redash_03_4_34,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_34,True,,L_90,L_90,1.0,,rapunzel_o,,,,9,pain_01,,7,idle,,5,idle,,3,surprise,,1,panic
d_ex_redash_03_4_35,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_35,True,,10,10,1.0,,redhood,,,,9,pain_01,,7,idle,,5,idle,,3,surprise,,1,no
d_ex_redash_03_4_36,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_36,False,,10,10,1.0,,,,,,9,pain_01,,7,idle,,5,idle,,3,idle,,1,no
d_ex_redash_03_4_37,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_37,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,no
d_ex_redash_03_4_38,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_38,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,surprise,,3,idle,,1,idle
d_ex_redash_03_4_39,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_39,True,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,think,,3,idle,,1,idle
d_ex_redash_03_4_40,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_40,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,think,,3,idle,,1,idle
d_ex_redash_03_4_41,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_41,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,think,,3,idle,,1,smile
d_ex_redash_03_4_42,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_42,True,,10,1,1.0,,redhood,,Low_2,,9,idle,,7,idle,,5,think,,3,idle,,1,smile
d_ex_redash_03_4_43,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_43,True,,1,1,1.0,,redhood,,,,9,idle,,7,idle,,5,think,,3,idle,,1,smile
d_ex_redash_03_4_44,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_44,False,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,think,,3,no,,1,smile
d_ex_redash_03_4_45,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_45,False,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,think,,3,no,,1,smile
d_ex_redash_03_4_46,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_46,False,,8,8,1.0,,dorothy,,,,9,pain_01,,7,worry,,5,think,,3,no,,1,smile
d_ex_redash_03_4_47,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_47,False,,8,8,1.0,,rapunzel_o,,,,9,pain_01,,7,worry,,5,think,,3,no,,1,smile
d_ex_redash_03_4_48,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_48,True,,1,10,0.5,,redhood,,,,9,pain_01,,7,idle,,5,think,,3,idle,,1,smile
d_ex_redash_03_4_49,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_49,True,,L_90,L_90,1.0,,rapunzel_o,,,,9,pain_01,,7,idle,,5,idle,,3,idle,,1,smile
d_ex_redash_03_4_50,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_50,True,,10,10,1.0,,redhood,,,,9,pain_01,,7,idle,,5,idle,,3,idle,,1,idle
d_ex_redash_03_4_51,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_51,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle
d_ex_redash_03_4_52,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_52,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle
d_ex_redash_03_4_53,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_53,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,surprise
d_ex_redash_03_4_54,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_54,True,,10,100,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,go
d_ex_redash_03_4_55,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_55,True,,70,70,1.0,,dorothy,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,go
d_ex_redash_03_4_56,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_56,True,,100,100,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,smile
d_ex_redash_03_4_57,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_57,True,,100,100,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,smile
d_ex_redash_03_4_58,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_58,True,,100,100,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,surprise
d_ex_redash_03_4_59,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_59,True,,70,70,1.0,,dorothy,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,surprise
d_ex_redash_03_4_60,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_60,False,,100,1,1.0,,,,Low_2,,9,idle,,7,idle,,5,idle,,3,idle,,1,surprise
d_ex_redash_03_4_61,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_61,False,,1,1,1.0,,,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,surprise
d_ex_redash_03_4_62,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_62,True,,1,1,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,smile
d_ex_redash_03_4_63,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_63,True,,1,1,1.0,,redhood,,,,9,no,,7,idle,,5,idle,,3,idle,,1,idle
d_ex_redash_03_4_64,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_64,True,,1,1,1.0,,rapunzel_o,,,,9,no,,7,idle,,5,think,,3,idle,,1,idle
d_ex_redash_03_4_65,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_65,True,,1,10,1.0,,redhood,,,,9,no,,7,idle,,5,think,,3,idle,,1,surprise
d_ex_redash_03_4_66,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_66,True,,10,10,1.0,,redhood,,,,9,no,,7,idle,,5,think,,3,idle,,1,smile
d_ex_redash_03_4_67,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_67,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,think,,3,idle,,1,panic
d_ex_redash_03_4_68,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_68,True,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,think,,3,idle,,1,panic
d_ex_redash_03_4_69,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_69,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,think,,3,no,,1,panic
d_ex_redash_03_4_70,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_70,True,,8,8,1.0,,dorothy,,,,9,smile,,7,think,,5,think,,3,no,,1,idle
d_ex_redash_03_4_71,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_71,True,,8,8,1.0,,rapunzel_o,,,,9,smile,,7,think,,5,think,,3,no,,1,idle
d_ex_redash_03_4_72,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_72,True,,black,black,1.0,,commander,,,,9,smile,,7,idle,,5,think,,3,surprise,,1,smile
d_ex_redash_03_4_73,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_73,False,,black,black,1.0,,,sfx_scn_windowclack,,,9,smile,,7,idle,,5,think,,3,surprise,,1,idle
