id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_ex_theater_10_22,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_22,True,,1,surprise_02,,black,black,1.0,,phantom,unknown,,,
d_ex_theater_10_23,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_23,True,,1,surprise_02,,black,black,1.0,,phantom,unknown,,,
d_ex_theater_10_24,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_24,True,,1,surprise_02,,L_10,1,2.0,,mast,unknown,,,
d_ex_theater_10_25,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_25,True,,1,surprise_02,,1,1,1.0,,phantom,phantom,,,
d_ex_theater_10_26,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_26,False,,1,surprise_02,,1,1,1.0,,phantom,,,,
d_ex_theater_10_27,d_ex_theater_10,Monologue,Locale_SuddenStory:d_ex_theater_10_27,False,,1,surprise_02,,1,15,2.0,,phantom,,mast,15,delight
d_ex_theater_10_28,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_28,True,,1,surprise_02,,15,150,1.0,,mast,mast,,15,delight
d_ex_theater_10_29,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_29,True,,1,surprise_02,,150,150,1.0,,mast,mast,,15,delight
d_ex_theater_10_30,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_30,True,,1,surprise_02,,150,150,1.0,,mast,mast,,15,delight
d_ex_theater_10_31,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_31,True,,1,surprise_02,,150,150,1.0,,mast,mast,,15,delight
d_ex_theater_10_32,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_32,True,,13,sad_02,,150,14,1.0,,phantom,phantom,,15,delight
d_ex_theater_10_33,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_33,True,,13,sad_02,,14,14,1.0,,mast,mast,,15,idle
d_ex_theater_10_34,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_34,True,,13,sad_02,,14,14,1.0,,mast,mast,,15,idle
d_ex_theater_10_35,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_35,True,,13,sad_02,,14,14,1.0,,mast,mast,,15,idle
d_ex_theater_10_36,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_36,False,,13,sad_02,,14,14,1.0,,mast,,,15,idle
d_ex_theater_10_37,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_37,True,,13,sad_02,,14,14,1.0,,mast,mast,,15,delight
d_ex_theater_10_38,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_38,True,,13,sad_02,,14,14,1.0,,mast,mast,,15,delight
d_ex_theater_10_39,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_39,True,,13,sad_02,,14,14,1.0,none,phantom,phantom,,15,delight
d_ex_theater_10_40,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_40,True,,13,sad_02,,14,14,1.0,bgm_story_fairytalesend_if,phantom,phantom,,15,delight
d_ex_theater_10_41,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_41,True,,13,sad_02,,14,14,1.0,,mast,mast,,15,idle2
d_ex_theater_10_42,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_42,True,,13,surprise_02,,14,14,1.0,,phantom,phantom,,15,idle2
d_ex_theater_10_43,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_43,True,,13,surprise_02,,14,150,1.0,,mast,mast,,15,delight
d_ex_theater_10_44,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_44,True,,13,surprise_02,,150,150,1.0,,mast,mast,,15,delight
d_ex_theater_10_45,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_45,True,,13,angry_02,,150,L_130,1.0,,phantom,phantom,,15,surprise
d_ex_theater_10_46,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_46,True,,13,no_02,,L_130,L_130,1.0,,phantom,phantom,,15,surprise
d_ex_theater_10_47,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_47,True,,13,no_02,,150,150,1.0,,mast,mast,,15,surprise
d_ex_theater_10_48,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_48,True,,13,no_02,,150,150,1.0,,mast,mast,,15,angry
d_ex_theater_10_49,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_49,True,,13,no_02,,150,150,1.0,,mast,mast,,15,angry
d_ex_theater_10_50,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_50,True,,13,delight_02,,L_130,L_130,1.0,,phantom,phantom,,15,angry
d_ex_theater_10_51,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_51,True,,13,surprise_02,,L_130,14,1.0,,mast,mast,,15,angry
d_ex_theater_10_52,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_52,True,,13,surprise_02,,14,14,1.0,,mast,mast,,15,angry
d_ex_theater_10_53,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_53,True,,13,no_02,,14,14,1.0,,phantom,phantom,,15,angry
d_ex_theater_10_54,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_54,False,,13,no_02,,14,14,1.0,,phantom,,,15,angry
d_ex_theater_10_55,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_55,True,,13,surprise_02,,14,14,1.0,,mast,mast,,15,angry
d_ex_theater_10_56,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_56,True,,13,surprise_02,,14,14,1.0,,mast,mast,,15,angry
d_ex_theater_10_57,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_57,True,,13,surprise_02,,14,14,1.0,,mast,mast,,15,angry
d_ex_theater_10_58,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_58,True,,13,surprise_02,,14,14,1.0,,phantom,phantom,,15,angry
d_ex_theater_10_59,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_59,True,,13,angry_02,,14,14,1.0,,phantom,phantom,,15,angry
d_ex_theater_10_60,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_60,True,,13,angry_02,,14,14,1.0,,phantom,phantom,,15,angry
d_ex_theater_10_61,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_61,True,,13,angry_02,,14,14,1.0,,phantom,phantom,,15,angry
d_ex_theater_10_62,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_62,True,,13,angry_02,,14,14,1.0,,mast,mast,,15,angry
d_ex_theater_10_63,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_63,True,,13,angry_02,,14,14,1.0,,phantom,phantom,,15,angry
d_ex_theater_10_64,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_64,False,,13,sad_02,,14,14,1.0,,phantom,,,15,sad
d_ex_theater_10_65,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_65,True,,13,sad_02,,14,150,1.0,,mast,mast,,15,sad
d_ex_theater_10_66,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_66,True,,13,no_02,,150,L_130,1.0,,phantom,phantom,,15,angry
d_ex_theater_10_67,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_67,True,,13,no_02,,L_130,L_130,1.0,,phantom,phantom,,15,angry
d_ex_theater_10_68,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_68,True,,13,no_02,,L_130,L_130,1.0,,phantom,phantom,,15,angry
d_ex_theater_10_69,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_69,True,,13,no_02,,L_130,150,1.0,,mast,mast,,15,angry
d_ex_theater_10_70,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_70,True,,13,no_02,,150,150,1.0,,mast,mast,,15,angry
d_ex_theater_10_71,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_71,True,,13,no_02,,150,150,1.0,,mast,mast,,15,angry
d_ex_theater_10_72,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_72,False,,13,no_02,,150,150,1.0,none,mast,,,15,angry
d_ex_theater_10_73,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_73,False,,13,no_02,,150,150,1.0,,mast,,,15,angry
d_ex_theater_10_74,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_74,True,,13,sad_02,,150,14,1.0,,mast,mast,,15,delight
d_ex_theater_10_75,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_75,True,,13,sad_02,,14,14,1.0,,phantom,phantom,,15,delight
d_ex_theater_10_76,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_76,False,,13,idle_02,,14,14,1.0,bgm_story_impression,phantom,,,15,surprise
d_ex_theater_10_77,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_77,False,,13,idle_02,,14,14,1.0,,phantom,,,15,surprise
d_ex_theater_10_78,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_78,True,,13,idle_02,,14,14,1.0,,phantom,phantom,,15,surprise
d_ex_theater_10_79,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_79,True,,13,idle_02,,14,14,1.0,,mast,mast,,15,surprise
d_ex_theater_10_80,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_80,False,,13,idle_02,,14,14,1.0,,mast,,,15,surprise
d_ex_theater_10_81,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_81,False,,13,idle_02,,14,14,1.0,,mast,,,15,surprise
d_ex_theater_10_82,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_82,False,,13,idle_02,,14,14,1.0,,mast,,,15,surprise
d_ex_theater_10_83,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_83,True,,13,sad_02,,14,14,1.0,,mast,mast,,15,shy
d_ex_theater_10_84,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_84,True,,13,sad_02,,14,14,1.0,,phantom,phantom,,15,shy
d_ex_theater_10_85,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_85,True,,13,sad_02,,14,150,1.0,,mast,mast,,15,shy
d_ex_theater_10_86,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_86,True,,13,sad_02,,150,150,1.0,,mast,mast,,15,idle2
d_ex_theater_10_87,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_87,True,,13,sad_02,,150,150,1.0,,mast,mast,,15,idle
d_ex_theater_10_88,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_88,True,,13,sad_02,,150,150,1.0,,mast,mast,,15,idle
d_ex_theater_10_89,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_89,True,,13,no_02,,150,L_130,1.0,,phantom,phantom,,15,idle
d_ex_theater_10_90,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_90,True,,13,no_02,,L_130,L_130,1.0,,phantom,phantom,,15,idle
d_ex_theater_10_91,d_ex_theater_10,Self,Locale_SuddenStory:d_ex_theater_10_91,False,,13,no_02,,L_130,L_130,1.0,,phantom,,,15,idle
d_ex_theater_10_92,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_92,True,,13,smile_02,,L_130,L_130,1.0,,phantom,phantom,,15,idle
d_ex_theater_10_93,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_93,True,,13,smile_02,,L_130,14,1.0,none,mast,mast,,15,idle
d_ex_theater_10_94,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_94,True,,13,smile_02,,14,14,1.0,,phantom,phantom,,15,idle
d_ex_theater_10_95,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_95,True,,13,smile_02,,14,14,1.0,,mast,mast,,15,idle
d_ex_theater_10_96,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_96,True,,13,surprise_02,,14,14,1.0,,phantom,phantom,,15,idle
d_ex_theater_10_97,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_97,True,,13,angry_02,,14,14,1.0,,phantom,phantom,,15,idle
d_ex_theater_10_98,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_98,True,,13,angry_02,,14,14,1.0,,phantom,phantom,,15,idle
d_ex_theater_10_99,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_99,True,,13,angry_02,,14,14,1.0,event_bgm_goldenship,mast,mast,,15,idle
d_ex_theater_10_100,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_100,True,,13,angry_02,,14,14,1.0,,mast,mast,,15,idle
d_ex_theater_10_101,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_101,True,,13,angry_02,,14,L_130,1.0,,phantom,phantom,,15,idle
d_ex_theater_10_102,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_102,True,,13,angry_02,,L_130,L_130,1.0,,mast,mast,,15,idle2
d_ex_theater_10_103,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_103,True,,13,angry_02,,L_130,L_130,1.0,,phantom,phantom,,15,idle2
d_ex_theater_10_104,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_104,True,,13,sad_02,,L_130,L_130,1.0,,phantom,phantom,,15,idle2
d_ex_theater_10_105,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_105,True,,13,sad_02,,L_130,L_130,1.0,,phantom,phantom,,15,idle2
d_ex_theater_10_106,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_106,True,,13,angry_02,,L_130,L_130,1.0,,phantom,phantom,,15,idle2
d_ex_theater_10_107,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_107,True,,13,angry_02,,L_130,14,1.0,,mast,mast,,15,idle
d_ex_theater_10_108,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_108,True,,13,angry_02,,14,14,1.0,,phantom,phantom,,15,idle
d_ex_theater_10_109,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_109,True,,13,angry_02,,14,14,1.0,,mast,mast,,15,idle
d_ex_theater_10_110,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_110,True,,13,idle_02,,14,14,1.0,,phantom,phantom,,15,idle
d_ex_theater_10_111,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_111,True,,13,idle_02,,14,14,1.0,,phantom,phantom,,15,idle
d_ex_theater_10_112,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_112,True,,13,idle_02,,14,14,1.0,,mast,mast,,15,delight
d_ex_theater_10_113,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_113,True,,13,idle_02,,14,14,1.0,,mast,mast,,15,delight
d_ex_theater_10_114,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_114,True,,13,idle_02,,14,14,1.0,,mast,mast,,15,delight
d_ex_theater_10_115,d_ex_theater_10,Speech,Locale_SuddenStory:d_ex_theater_10_115,True,,13,idle_02,,14,14,1.0,,mast,mast,,15,delight
d_ex_theater_10_116,d_ex_theater_10,Monologue,Locale_SuddenStory:d_ex_theater_10_116,False,,13,idle_02,,black,black,1.0,,mast,,,15,delight
