id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,fade,characters/2/hide_char_id
d_main_26_3_s_12,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_12,True,,1,idle,,13,idle,,15,void,,17,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_13,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_13,True,,1,idle,,13,idle,,15,no,,17,idle,,130,14,1.0,,,,,,,,,,,,,,
d_main_26_3_s_14,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_14,True,,1,idle,,13,idle,,15,no,,17,idle,,14,14,1.0,,,,,,,,,,,,,,
d_main_26_3_s_15,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_15,True,,1,idle,,13,idle,,15,void,,17,idle,,14,14,1.0,,,,,,,,,,,,,,
d_main_26_3_s_16,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_16,True,,1,idle,,13,idle,,15,void,,17,idle,,14,14,1.0,,,,,,,,,,,,,,
d_main_26_3_s_17,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_17,True,,1,idle,,13,idle,,15,void,,17,idle,,14,14,1.0,,,,,,,,,,,,,,
d_main_26_3_s_18,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_18,True,,1,idle,,13,think,,15,void,,17,idle,,14,130,1.5,,,,,,,,,,,,,,
d_main_26_3_s_19,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_19,True,,1,idle,,13,idle,,15,void,,17,idle,,130,13,0.7,,,,,,,,,,,,,,
d_main_26_3_s_20,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_20,True,,1,idle,,13,idle,,15,void,,17,idle,,13,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_21,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_21,True,,1,shy,,13,idle,,15,void,,17,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_22,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_22,False,,1,shy,,13,idle,,15,no,,17,no,,16,16,1.0,,,,,,,,,,,,,,
d_main_26_3_s_23,d_main_26_03_s,Speech,neon,neon,Locale_MainScenario:d_main_26_3_s_23,False,,1,shy,,13,idle,,15,no,,17,no,,16,16,1.0,,,,,,,,,,,,,,
d_main_26_3_s_24,d_main_26_03_s,Self,,,Locale_MainScenario:d_main_26_3_s_24,False,,1,shy,,13,idle,,15,no,,17,no,,12,12,1.0,,redhood,7,idle,,,,,,,,,,
d_main_26_3_s_25,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_25,True,,1,idle,,13,idle,,15,void,,17,idle,,12,12,1.0,,,7,idle,,,,,,,,,,
d_main_26_3_s_26,d_main_26_03_s,Narration,,,Locale_MainScenario:d_main_26_3_s_26,False,,1,idle,,13,idle,,15,void,,17,idle,,12,7,1.0,,,7,idle,,,,,,,,,,
d_main_26_3_s_27,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_27,True,,1,idle,,13,idle,,15,void,,17,idle,,7,7,1.0,,,7,idle,,,,,,,,,,
d_main_26_3_s_28,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_28,True,,1,idle,,13,idle,,15,void,,17,idle,,7,7,1.0,,,7,idle,,,,,,,,,,
d_main_26_3_s_29,d_main_26_03_s,Self,,,Locale_MainScenario:d_main_26_3_s_29,False,,1,idle,,13,idle,,15,void,,17,idle,,7,7,1.0,,,7,idle,,,,,,,,,,
d_main_26_3_s_30,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_30,True,,1,idle,,13,idle,,15,void,,17,idle,,150,150,1.0,,,7,idle,redhood,,,,,,,,,
d_main_26_3_s_31,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_31,True,,1,idle,,13,idle,,15,void,,17,idle,,150,150,1.0,,,,,,,,,,,,,,
d_main_26_3_s_32,d_main_26_03_s,Self,,,Locale_MainScenario:d_main_26_3_s_32,False,,1,idle,,13,idle,,15,void,,17,idle,,150,150,1.0,,,,,,,,,,,,,,
d_main_26_3_s_33,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_33,True,,1,idle,,13,idle,,15,void,,17,idle,,150,150,1.0,,,,,,,,,,,,,,
d_main_26_3_s_34,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_34,True,,1,idle,,13,idle,,15,void,,17,idle,,150,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_35,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_35,True,,1,idle,,13,idle,,15,void,,17,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_36,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_36,True,,1,idle,,13,idle,,15,idle,,17,idle,,12,14,1.0,,,,,,,,,,,,,,
d_main_26_3_s_37,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_37,True,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,,,,,,,,,,,,
d_main_26_3_s_38,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_38,True,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,,,,,,,,,,,,
d_main_26_3_s_39,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_39,True,,1,idle,,13,idle,,15,idle,,17,idle,,XXS_10,XXS_10,1.0,,,,,,,,,,,,,,
d_main_26_3_s_40,d_main_26_03_s,Speech,neon,neon,Locale_MainScenario:d_main_26_3_s_40,True,,1,idle,,13,idle,,15,idle,,17,surprise,,17,S_170,1.0,,,,,,,,,,,,,,
d_main_26_3_s_41,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_41,True,,1,angry,,13,idle,,15,idle,,17,surprise,,XXS_10,XXS_10,1.0,,,,,,Low_2,,,,,,,,
d_main_26_3_s_42,d_main_26_03_s,Speech,neon,neon,Locale_MainScenario:d_main_26_3_s_42,True,,1,angry,,13,idle,,15,idle,,17,worry,,S_170,17,1.0,,,,,,,,,,,,,,
d_main_26_3_s_43,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_43,True,,1,sad,,13,idle,,15,idle,,17,worry,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_44,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_44,True,,1,sad,,13,think,,15,idle,,17,worry,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_45,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_45,True,,1,idle,,13,think,,15,idle,,17,worry,,12,XXS_10,0.6,,,,,,,,,,,,,,
d_main_26_3_s_46,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_46,True,,1,idle,,13,think,,15,no,,17,worry,,150,150,1.0,,,,,,,,,,,,,,
d_main_26_3_s_47,d_main_26_03_s,Speech,neon,neon,Locale_MainScenario:d_main_26_3_s_47,True,,1,idle,,13,idle,,15,void,,17,idle,,150,16,1.0,,,,,,,,,,,,,,
d_main_26_3_s_48,d_main_26_03_s,Speech,neon,neon,Locale_MainScenario:d_main_26_3_s_48,True,,1,idle,,13,idle,,15,void,,17,idle,,16,16,1.0,,,,,,,,,,,,,,
d_main_26_3_s_49,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_49,True,,1,idle,,13,idle,,15,void,,17,idle,,1,1,1.0,,,,,,,,,,,,,,
d_main_26_3_s_50,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_50,True,,1,idle,,13,idle,,15,void,,17,idle,,1,1,1.0,,,,,,,,,,,,,,
d_main_26_3_s_51,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_51,True,,1,idle,,13,idle,,15,void,,17,idle,,16,16,1.0,,,,,,,,,,,,,,
d_main_26_3_s_52,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_52,True,,1,idle,,13,idle,,15,void,,17,idle,,1,1,1.0,,,,,,,,,,,,,,
d_main_26_3_s_53,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_53,True,,1,idle,,13,idle,,15,void,,17,idle,,1,1,1.0,,,,,,,,,,,,,,
d_main_26_3_s_54,d_main_26_03_s,Speech,neon,neon,Locale_MainScenario:d_main_26_3_s_54,True,,1,idle,,13,idle,,15,void,,17,delight,,16,16,1.0,,,,,,,,,,,,,,
d_main_26_3_s_55,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_55,True,,1,idle,,13,idle,,15,void,,17,delight,,1,XXS_10,0.6,,,,,,,,,,,,,,
d_main_26_3_s_56,d_main_26_03_s,Speech,neon,neon,Locale_MainScenario:d_main_26_3_s_56,True,,1,idle,,13,idle,,15,void,,17,idle,,16,16,1.0,,,,,,,,,,,,,,
d_main_26_3_s_57,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_57,False,,1,angry,,13,idle,,15,void,,17,idle,,XXS_10,1,1.0,,,,,,,,,,,,,,
d_main_26_3_s_58,d_main_26_03_s,Monologue,,,Locale_MainScenario:d_main_26_3_s_58,False,,1,angry,,13,idle,,15,void,,17,idle,,black,black,1.0,,,,,,,,,,,,,,
d_main_26_3_s_59,d_main_26_03_s,Monologue,,,Locale_MainScenario:d_main_26_3_s_59,False,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,,,chime,crown,,,,,,
d_main_26_3_s_59_1,d_main_26_03_s,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_05_s_27,True,snowwhite,1,idle,rapunzel,13,idle,,15,idle,,17,idle,IceLand_02,L_10,L_10,1.0,,rapi,19,idle,,,,,hongryeon,3,idle,Vignetting,black,
d_main_26_3_s_59_2,d_main_26_03_s,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_05_s_28,True,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,19,idle,,,,,,3,idle,Vignetting,,
d_main_26_3_s_59_3,d_main_26_03_s,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_05_s_29,True,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,19,idle,,,,,,3,idle,Vignetting,,
d_main_26_3_s_59_4,d_main_26_03_s,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_05_s_30,True,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,19,idle,,,,,,3,idle,Vignetting,,
d_main_26_3_s_59_5,d_main_26_03_s,Speech,rapi,rapi,Locale_MainScenario:d_main_17_05_s_31,True,,1,idle,,13,idle,,15,idle,,17,idle,,190,190,1.0,,,19,idle,,,,,,3,idle,Vignetting,,
d_main_26_3_s_59_6,d_main_26_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_05_s_32,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,19,idle,,,,,,3,idle,Vignetting,,
d_main_26_3_s_59_7,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_17_05_s_33,True,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,19,idle,,,,,,3,idle,Vignetting,,
d_main_26_3_s_60,d_main_26_03_s,Self,,,Locale_MainScenario:d_main_26_3_s_60,False,chime,1,idle,crown,13,idle,,15,idle,,17,idle,Desert_01,black,black,1.0,,,19,idle,rapi,,snowwhite,rapunzel,,3,idle,,black,hongryeon
d_main_26_3_s_61,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_61,False,,1,idle,,13,idle,,15,void,,17,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_62,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_62,False,,1,idle,,13,idle,,15,void,,17,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_63,d_main_26_03_s,Self,,,Locale_MainScenario:d_main_26_3_s_63,False,,1,idle,,13,idle,,15,void,,17,idle,,12,12,1.0,none,,,,,,,,,,,,,
d_main_26_3_s_64,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_64,False,,1,idle,,13,idle,,15,void,,17,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_65,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_65,True,,1,idle,,13,idle,,15,void,,17,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_66,d_main_26_03_s,Speech,neon,neon,Locale_MainScenario:d_main_26_3_s_66,True,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,,
d_main_26_3_s_67,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_67,True,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,,,,,,,,,,,,,,
d_main_26_3_s_68,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_68,True,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_69,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_69,True,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_70,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_70,True,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,bgm_story_girls,,,,,,,,,,,,,
d_main_26_3_s_71,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_71,False,,1,idle,,13,idle,,15,idle,,17,idle,,12,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_72,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_72,True,,1,idle,,13,delight,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_73,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_73,True,,1,idle,,13,delight,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_74,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_74,True,,1,idle,,13,delight,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_75,d_main_26_03_s,Self,,,Locale_MainScenario:d_main_26_3_s_75,False,,1,idle,,13,delight,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_76,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_76,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_77,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_77,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_78,d_main_26_03_s,Self,,,Locale_MainScenario:d_main_26_3_s_78,False,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_79,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_79,True,,1,idle,,13,idle,,15,worry,,17,worry,,16,16,1.0,,,,,,,,,,,,,,
d_main_26_3_s_80,d_main_26_03_s,Speech,neon,neon,Locale_MainScenario:d_main_26_3_s_80,True,,1,idle,,13,idle,,15,worry,,17,worry,,16,16,1.0,,,,,,,,,,,,,,
d_main_26_3_s_81,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_81,True,,1,idle,,13,idle,,15,worry,,17,worry,,130,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_82,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_82,True,,1,idle,,13,idle,,15,worry,,17,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_83,d_main_26_03_s,Self,,,Locale_MainScenario:d_main_26_3_s_83,False,,1,idle,,13,idle,,15,worry,,17,idle,,130,130,1.0,,,,,,,,,,,,,,
d_main_26_3_s_84,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_84,True,,1,idle,,13,delight,,15,worry,,17,idle,,130,13,1.0,,,,,,,,,,,,,,
d_main_26_3_s_85,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_85,True,,1,idle,,13,delight,,15,worry,,17,idle,,13,13,1.0,,,,,,,,,,,,,,
d_main_26_3_s_86,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_86,True,,1,idle,,13,delight,,15,worry,,17,idle,,13,13,1.0,,,,,,,,,,,,,,
d_main_26_3_s_87,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_87,True,,1,idle,,13,delight,,15,worry,,17,idle,,13,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_88,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_88,True,,1,idle,,13,delight,,15,worry,,17,idle,,150,150,1.0,,,,,,,,,,,,,,
d_main_26_3_s_89,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_89,True,,1,idle,,13,delight,,15,worry,,17,idle,,150,150,1.0,,,,,,,,,,,,,,
d_main_26_3_s_90,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_90,True,,1,idle,,13,delight,,15,worry,,17,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_91,d_main_26_03_s,Speech,crown,crown,Locale_MainScenario:d_main_26_3_s_91,True,,1,idle,,13,idle,,15,worry,,17,idle,,12,12,1.0,,,,,,,,,,,,,,
d_main_26_3_s_92,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_92,False,,1,idle,,13,idle,,15,worry,,17,idle,,12,1,1.0,,,,,,,,,,,,,,
d_main_26_3_s_93,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_93,True,,1,idle,,13,idle,,15,worry,,17,idle,,1,XXS_10,1.0,,,,,,,,,,,,,,
d_main_26_3_s_94,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_94,True,,1,idle,,13,idle,,15,worry,,17,idle,,XXS_10,XXS_10,1.0,,,,,,,,,,,,,,
d_main_26_3_s_95,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_95,True,,1,idle,,13,idle,,15,worry,,17,idle,,XXS_10,XXS_10,1.0,,,,,,,,,,,,,,
d_main_26_3_s_96,d_main_26_03_s,Self,,,Locale_MainScenario:d_main_26_3_s_96,False,,1,idle,,13,idle,,15,worry,,17,idle,,XXS_10,XXS_10,1.0,,,,,,,,,,,,,,
d_main_26_3_s_97,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_97,True,,1,idle,,13,idle,,15,worry,,17,idle,,XXS_10,XXS_10,1.0,,,,,,,,,,,,,,
d_main_26_3_s_98,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_98,True,,1,idle,,13,idle,,15,worry,,17,idle,,XXS_10,XXS_10,1.0,,,,,,,,,,,,,,
d_main_26_3_s_99,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_99,True,,1,idle,,13,idle,,15,worry,,17,idle,,XXS_10,XXS_10,1.0,,,,,,,,,,,,,,
d_main_26_3_s_100,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_100,True,,1,idle,,13,idle,,15,worry,,17,idle,,XXS_10,XXS_10,1.0,,,,,,,,,,,,,,
d_main_26_3_s_101,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_101,True,,1,idle,,13,idle,,15,worry,,17,idle,,XXS_10,XXS_10,1.0,,,,,,,,,,,,,,
d_main_26_3_s_102,d_main_26_03_s,Speech,anis,anis,Locale_MainScenario:d_main_26_3_s_102,True,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,,,,,,,,,,
d_main_26_3_s_103,d_main_26_03_s,Speech,chime,chime,Locale_MainScenario:d_main_26_3_s_103,True,,1,angry,,13,idle,,15,idle,,17,idle,,XXS_10,XXS_10,1.0,,,,,,,,,,,,,,
