id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id
d_main_31_05_17,d_main_31_05,Speech,anis,anis,Locale_MainScenario:d_main_31_05_17,True,,1,10,1.0,bgm_story_confront,,,5,idle,,3,idle,,1,idle,,13,idle,,,15,idle,,17,idle,,,,,,,,
d_main_31_05_18,d_main_31_05,Speech,anis,anis,Locale_MainScenario:d_main_31_05_18,True,,10,10,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,15,idle,,17,idle,,,,,,,,
d_main_31_05_19,d_main_31_05,Speech,anis,anis,Locale_MainScenario:d_main_31_05_19,True,,10,10,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,15,idle,,17,idle,,,,,,,,
d_main_31_05_20,d_main_31_05,Speech,anis,anis,Locale_MainScenario:d_main_31_05_20,True,,10,10,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,15,idle,,17,idle,,,,,,,,
d_main_31_05_21,d_main_31_05,Self,mana_op,,Locale_MainScenario:d_main_31_05_21,False,,10,10,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,15,idle,,17,idle,mana_op,OP_leftup,idle,,shifty_r,OP_rightup,idle,
d_main_31_05_22,d_main_31_05,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_05_22,True,,10,10,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,15,idle,,17,idle,,OP_leftup,idle,,,OP_rightup,idle,
d_main_31_05_23,d_main_31_05,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_05_23,True,,10,10,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,15,idle,,17,idle,,OP_leftup,idle,,,OP_rightup,idle,
d_main_31_05_24,d_main_31_05,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_05_24,True,,10,10,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,15,idle,,17,idle,,OP_leftup,idle,,,OP_rightup,idle,
d_main_31_05_25,d_main_31_05,Speech,shifty_r,shifty_r,Locale_MainScenario:d_main_31_05_25,True,,10,10,1.0,,,,5,idle,,3,idle,,1,idle,,13,idle,,,15,idle,,17,idle,,OP_leftup,idle,,,OP_rightup,idle,
d_main_31_05_26,d_main_31_05,Narration,eunhwa,,Locale_MainScenario:d_main_31_05_26,False,CrystalCity,black,black,1.0,none,,,15,idle,,3,idle,,1,void,,7,idle,,,13,idle,,17,idle,,OP_leftup,idle,mana_op,,OP_rightup,idle,shifty_r
d_main_31_05_27,d_main_31_05,Monologue,eunhwa,,Locale_MainScenario:d_main_31_05_27,False,,7,7,1.0,bgm_chapter31_field_beast,,,15,idle,,3,idle,,1,void,,7,idle,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_28,d_main_31_05,Self,emma,,Locale_MainScenario:d_main_31_05_28,False,,7,13,1.4,,,,15,idle,,3,idle,,1,void,,7,idle,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_29,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_29,True,,13,13,1.0,,,,15,idle,,3,idle,,1,void,,7,idle,eunhwa,,13,surprise,,17,idle,,,,,,,,
d_main_31_05_30,d_main_31_05,Self,emma,,Locale_MainScenario:d_main_31_05_30,False,,13,13,1.0,,,,15,idle,,3,idle,,1,void,,,,,,13,surprise,,17,idle,,,,,,,,
d_main_31_05_31,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_31,True,,13,13,1.0,,,,15,idle,,3,idle,,1,void,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_32,d_main_31_05,Self,emma,,Locale_MainScenario:d_main_31_05_32,False,,13,13,1.0,,,,15,idle,,3,idle,,1,void,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_33,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_33,True,,13,14,1.0,,,,15,idle,,3,idle,,1,void,,,,,,13,worry,,17,idle,,,,,,,,
d_main_31_05_34,d_main_31_05,Speech,rapi,rapi,Locale_MainScenario:d_main_31_05_34,True,,14,14,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,idle,,,,,,,,
d_main_31_05_35,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_35,True,,14,13,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,delight,,17,idle,,,,,,,,
d_main_31_05_36,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_36,True,,13,130,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_37,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_37,True,,130,130,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_38,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_38,True,,130,130,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_39,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_39,True,,130,130,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_40,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_40,True,,130,130,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,delight,,17,shy,,,,,,,,
d_main_31_05_41,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_41,False,,130,13,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_42,d_main_31_05,Speech,vesti,vesti,Locale_MainScenario:d_main_31_05_42,False,,17,17,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_43,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_43,True,,13,13,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_44,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_44,True,,13,13,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_45,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_45,True,,13,13,1.0,none,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_46,d_main_31_05,Speech,anis,anis,Locale_MainScenario:d_main_31_05_46,True,,13,12,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_47,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_47,True,,12,12,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_48,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_48,True,,12,12,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_49,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_49,True,,12,12,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_50,d_main_31_05,Speech,rapi,rapi,Locale_MainScenario:d_main_31_05_50,False,,150,150,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_51,d_main_31_05,Speech,neon,neon,Locale_MainScenario:d_main_31_05_51,True,,S_30,S_30,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_52,d_main_31_05,Speech,neon,neon,Locale_MainScenario:d_main_31_05_52,True,,S_30,S_30,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_53,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_53,True,,12,12,1.0,bgm_story_enormousgap,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_54,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_54,True,,12,12,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_55,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_55,True,,12,12,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_56,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_56,True,,12,12,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_57,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_57,True,,12,12,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_58,d_main_31_05,Speech,anis,anis,Locale_MainScenario:d_main_31_05_58,True,,12,12,1.0,,,,15,think,,3,idle,,1,worry,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_59,d_main_31_05,Speech,vesti,vesti,Locale_MainScenario:d_main_31_05_59,True,,XS_170,XS_170,1.0,,,,15,think,,3,idle,,1,worry,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_60,d_main_31_05,Speech,vesti,vesti,Locale_MainScenario:d_main_31_05_60,True,,XS_170,XS_170,1.0,,,,15,think,,3,idle,,1,worry,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_61,d_main_31_05,Speech,vesti,vesti,Locale_MainScenario:d_main_31_05_61,True,,XS_170,XS_170,1.0,,,,15,think,,3,idle,,1,worry,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_62,d_main_31_05,Speech,vesti,vesti,Locale_MainScenario:d_main_31_05_62,True,,XS_170,16,1.0,,,,15,think,,3,idle,,1,worry,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_63,d_main_31_05,Speech,vesti,vesti,Locale_MainScenario:d_main_31_05_63,True,,16,16,1.0,,,,15,think,,3,idle,,1,worry,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_64,d_main_31_05,Speech,rapi,rapi,Locale_MainScenario:d_main_31_05_64,True,,16,16,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_65,d_main_31_05,Speech,vesti,vesti,Locale_MainScenario:d_main_31_05_65,True,,16,16,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_66,d_main_31_05,Speech,vesti,vesti,Locale_MainScenario:d_main_31_05_66,True,,16,16,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_67,d_main_31_05,Speech,rapi,rapi,Locale_MainScenario:d_main_31_05_67,True,,16,16,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,idle,,,,,,,,
d_main_31_05_68,d_main_31_05,Speech,vesti,vesti,Locale_MainScenario:d_main_31_05_68,False,,16,XS_170,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_69,d_main_31_05,Speech,vesti,vesti,Locale_MainScenario:d_main_31_05_69,True,,XS_170,XS_170,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_70,d_main_31_05,Speech,rapi,rapi,Locale_MainScenario:d_main_31_05_70,True,,150,150,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,idle,,17,shy,,,,,,,,
d_main_31_05_71,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_71,False,,150,130,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_72,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_72,True,,130,130,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_73,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_73,True,,130,130,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_74,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_74,True,,130,130,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_75,d_main_31_05,Speech,rapi,rapi,Locale_MainScenario:d_main_31_05_75,False,,130,14,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_76,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_76,True,,14,14,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_77,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_77,True,,14,14,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_78,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_78,True,,14,14,1.0,none,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_79,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_79,True,,14,14,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_80,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_80,True,,14,14,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_81,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_81,True,,14,14,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_82,d_main_31_05,Speech,emma,emma,Locale_MainScenario:d_main_31_05_82,True,,14,14,1.0,,,,15,think,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_83,d_main_31_05,Speech,rapi,rapi,Locale_MainScenario:d_main_31_05_83,False,,14,14,1.0,,,,15,worry,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
d_main_31_05_84,d_main_31_05,Speech,rapi,rapi,Locale_MainScenario:d_main_31_05_84,True,,14,150,1.0,,,,15,worry,,3,idle,,1,void,,,,,,13,worry,,17,shy,,,,,,,,
