id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,characters/3/hide_char_id
d_main_38_08_30,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_30,False,,1,idle,,,,,15,angry,,S_130,S_130,1.0,,,,,,,,13,sad,Red,
d_main_38_08_31,d_main_38_08,Speech,ziz,drake,Locale_MainScenario:d_main_38_08_31,False,,1,idle,,,,,15,angry,,S_130,S_130,1.0,,,,,,,,13,sad,Red,
d_main_38_08_32,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_32,True,,1,idle,,,,,15,angry,,S_130,S_130,1.0,,,,,,,,13,sad,Red,
d_main_38_08_33,d_main_38_08,Monologue,ziz,,Locale_MainScenario:d_main_38_08_33,False,,1,idle,,,,,15,angry,,black,black,1.0,,,,,sfx_scn_mudywing,,,13,no,,
d_main_38_08_34,d_main_38_08,Monologue,ziz,,Locale_MainScenario:d_main_38_08_34,False,,1,idle,,,,,15,angry,,black,black,1.0,,,,,,,,13,no,,
d_main_38_08_35,d_main_38_08,Speech,drake,drake,Locale_MainScenario:d_main_38_08_35,True,,1,idle,,,,,15,angry,,15,15,1.0,,,,,,,,13,no,,
d_main_38_08_36,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_36,True,,1,idle,,,,leviathan,15,angry,,15,S_150,0.7,,,,drake,,Low_2,,13,no,,
d_main_38_08_37,d_main_38_08,Monologue,leviathan,,Locale_MainScenario:d_main_38_08_37,False,,1,idle,,,,,15,angry,,S_150,S_150,1.0,,,,,sfx_scn_darkwatertsunami,,,13,no,,
d_main_38_08_38,d_main_38_08,Monologue,leviathan,,Locale_MainScenario:d_main_38_08_38,False,,1,idle,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,13,no,,
d_main_38_08_39,d_main_38_08,Monologue,leviathan,,Locale_MainScenario:d_main_38_08_39,False,,1,idle,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,13,no,,
d_main_38_08_40,d_main_38_08,Speech,leviathan,drake,Locale_MainScenario:d_main_38_08_40,False,,1,idle,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,13,no,,
d_main_38_08_41,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_41,True,,1,idle,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,13,no,,
d_main_38_08_42,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_42,True,,1,idle,,,,,15,angry,,S_150,14,1.0,,,,,,,,13,no,,
d_main_38_08_43,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_43,True,,1,idle,,,,,15,angry,,14,14,1.0,,,,,,,,13,no,,
d_main_38_08_44,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_44,True,,1,idle,,,,,15,angry,,1,10,1.0,,,,,,,,13,no,,
d_main_38_08_45,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_45,False,,1,idle,,,,,15,no,,14,14,1.0,,,,,,,,13,no,,
d_main_38_08_46,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_46,True,,1,idle,,,,,15,no,,14,14,1.0,,,,,,,,13,sad,,
d_main_38_08_47,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_47,True,,1,idle,,,,,15,no,,10,10,1.0,,,,,,,,13,sad,,
d_main_38_08_48,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_48,True,,1,idle,,,,,15,no,,10,12,1.0,,,,,,,,13,sad,,
d_main_38_08_49,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_49,True,,1,idle,,,,,15,no,,12,12,1.0,,,,,,,,13,sad,,
d_main_38_08_50,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_50,True,,1,idle,,,,,15,no,,12,12,1.0,,,,,,,,13,sad,,
d_main_38_08_51,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_51,True,,1,idle,,,,,15,no,,12,12,1.0,,,,,,,,13,sad,,
d_main_38_08_52,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_52,True,,1,idle,,,,,15,angry,,15,15,1.0,,,,,,,,13,sad,,
d_main_38_08_53,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_53,True,,1,idle,,,,,15,angry,,15,S_150,1.0,,,,,,,,13,sad,,
d_main_38_08_54,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_54,True,,1,idle,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,13,sad,,
d_main_38_08_55,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_55,True,,1,no,,,,,15,angry,,12,12,1.0,,,,,,,,13,sad,,
d_main_38_08_56,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_56,True,,1,no,,,,,15,angry,,12,12,1.0,,,,,,,,13,sad,,
d_main_38_08_57,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_57,True,,1,no,,,,,15,angry,,12,12,1.0,,,,,,,,13,sad,,
d_main_38_08_58,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_58,True,,1,no,,,,,15,angry,,12,12,1.0,,,,,,,,13,idle,,
d_main_38_08_59,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_59,True,,1,idle,,,,,15,angry,,12,12,1.0,,,,,,,,13,idle,,
d_main_38_08_60,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_60,True,,1,idle,,,,,15,angry,,12,12,1.0,,,,,,,,13,idle,,
d_main_38_08_61,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_61,True,,1,idle,,,,,15,angry,,12,12,1.0,,,,,,,,13,idle,,
d_main_38_08_62,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_62,True,,1,idle,,,,,15,angry,,12,12,1.0,,,,,,,,13,sad,,
d_main_38_08_63,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_63,True,,1,idle,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,13,sad,,
d_main_38_08_64,d_main_38_08,Monologue,leviathan,,Locale_MainScenario:d_main_38_08_64,False,,1,idle,,,,,15,angry,,S_150,15,1.0,,,,,,,,13,idle,,
d_main_38_08_65,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_65,True,,1,idle,,,,,15,no,,15,15,1.0,,,,,,,,13,idle,,
d_main_38_08_66,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_66,True,,1,idle,,,,,15,no,,15,15,1.0,,,,,,,,13,idle,,
d_main_38_08_67,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_67,True,,1,idle,,,,,15,no,,15,15,1.0,,,,,,,,13,idle,,
d_main_38_08_68,d_main_38_08,Self,leviathan,,Locale_MainScenario:d_main_38_08_68,False,,1,idle,,,,,15,no,,15,15,1.0,,,,,,,,13,idle,,
d_main_38_08_69,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_69,True,,1,idle,,,,,15,angry,,15,15,1.0,,,,,,,,13,idle,,
d_main_38_08_70,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_70,True,,1,think,,,,,15,angry,,10,10,1.0,,,,,,,,13,idle,,
d_main_38_08_71,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_71,True,,1,think,,,,,15,angry,,10,10,1.0,,,,,,,,13,idle,,
d_main_38_08_72,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_72,False,,1,think,,,,,15,pain,,15,S_150,1.0,,,,,,,,13,idle,,
d_main_38_08_73,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_73,True,,1,think,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,13,idle,,
d_main_38_08_74,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_74,True,,1,idle,maxwell_op,OP_leftup,angry,,15,angry,,S_150,S_150,1.0,,,,,,,,13,idle,,
d_main_38_08_75,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_75,True,,1,idle,,OP_leftup,angry,,15,angry,,S_150,S_150,1.0,,,,,,,,13,idle,,
d_main_38_08_76,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_76,True,,1,idle,,OP_leftup,angry,,15,angry,,S_150,S_150,1.0,,,,,,,,13,idle,,
d_main_38_08_77,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_77,True,,1,idle,,OP_leftup,angry,,15,angry,,S_150,S_150,1.0,,,,,,,,13,idle,,
d_main_38_08_78,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_78,True,,1,idle,,OP_leftup,angry,,15,angry,,S_150,S_150,1.0,,,,,,,,13,idle,,
d_main_38_08_79,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_79,True,,1,idle,,OP_leftup,angry,,15,angry,,S_150,S_150,1.0,,,,,,,,13,idle,,
d_main_38_08_80,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_80,True,,1,idle,,OP_leftup,angry,,15,angry,,S_150,S_150,1.0,,,,,,,,13,idle,,
d_main_38_08_81,d_main_38_08,Speech,leviathan,laplace,Locale_MainScenario:d_main_38_08_81,False,,1,idle,,OP_leftup,angry,,15,angry,,S_150,S_150,1.0,,,maxwell_op,,,,,13,idle,,
d_main_38_08_82,d_main_38_08,Speech,leviathan,drake,Locale_MainScenario:d_main_38_08_82,False,,1,idle,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,13,idle,,
d_main_38_08_83,d_main_38_08,Speech,leviathan,laplace,Locale_MainScenario:d_main_38_08_83,False,,1,idle,,,,,15,angry,,S_150,S_150,1.0,,,,,,Low_2,,13,idle,,
d_main_38_08_84,d_main_38_08,Speech,leviathan,drake,Locale_MainScenario:d_main_38_08_84,False,,1,idle,,,,,15,angry,,S_150,S_150,1.0,,,,,,Low_2,,13,idle,,
d_main_38_08_85,d_main_38_08,Monologue,leviathan,,Locale_MainScenario:d_main_38_08_85,False,,1,idle,,,,,15,angry,,S_150,15,1.0,,,,,sfx_scn_heavyspark,,,13,idle,,
d_main_38_08_86,d_main_38_08,Monologue,leviathan,,Locale_MainScenario:d_main_38_08_86,False,,1,idle,,,,,15,angry,,15,15,1.0,,,,,,,,13,idle,,
d_main_38_08_87,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_87,True,,1,idle,,,,,15,pain,,15,14,1.0,,,,,,,,13,idle,,
d_main_38_08_88,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_88,True,,1,idle,,,,,15,pain,,14,14,1.0,,,,,,,,13,sad,,
d_main_38_08_89,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_89,True,,1,idle,,,,,15,angry,,14,14,1.0,,,,,,,,13,sad,,
d_main_38_08_90,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_90,True,,1,idle,,,,,15,angry,,14,S_130,1.0,,,,,,,,13,rage,,
d_main_38_08_91,d_main_38_08,Monologue,ziz,,Locale_MainScenario:d_main_38_08_91,False,,1,idle,,,,,15,angry,Sky2,black,black,1.0,,rapi_red,,leviathan,,,,13,rage,,ziz
d_main_38_08_92,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_92,True,,,,,,,,,,,1,100,1.0,,,,,,,,,,,
d_main_38_08_93,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_93,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
d_main_38_08_94,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_94,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
d_main_38_08_95,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_95,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
d_main_38_08_96,d_main_38_08,Speech,laplace,laplace,Locale_MainScenario:d_main_38_08_96,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
d_main_38_08_97,d_main_38_08,Speech,drake,drake,Locale_MainScenario:d_main_38_08_97,True,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
d_main_38_08_98,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_98,True,rapi_red,13,angry,,,,leviathan,15,angry,SilverBog,black,black,1.0,,,,,,,,,,,
d_main_38_08_99,d_main_38_08,Monologue,rapi_red,,Locale_MainScenario:d_main_38_08_99,False,,13,angry,,,,,15,angry,,130,130,1.0,,,,,,,,,,,
d_main_38_08_100,d_main_38_08,Monologue,leviathan,,Locale_MainScenario:d_main_38_08_100,False,,13,angry,,,,,15,angry,,130,14,1.0,,,,,,,,,,,
d_main_38_08_101,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_101,True,,13,angry,,,,,15,angry,,14,14,1.0,,,,,,,,,,,
d_main_38_08_102,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_102,True,,13,rage,,,,,15,angry,,14,14,1.0,,,,,,,,,,,
d_main_38_08_103,d_main_38_08,Narration,rapi_red,,Locale_MainScenario:d_main_38_08_103,False,,13,rage,,,,,15,angry,,14,14,1.0,,,,,sfx_scn_hugedrill1,Low_2,,,,,
d_main_38_08_104,d_main_38_08,Monologue,rapi_red,,Locale_MainScenario:d_main_38_08_104,False,,13,rage,,,,,15,angry,,14,14,1.0,,,,,,,,,,,
d_main_38_08_105,d_main_38_08,Monologue,rapi_red,,Locale_MainScenario:d_main_38_08_105,False,,13,rage,,,,,15,pain,,14,14,1.0,,,,,,,,,,,
d_main_38_08_106,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_106,True,,13,rage,,,,,15,pain,,14,14,1.0,,,,,,,,,,,
d_main_38_08_107,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_107,True,,13,rage,,,,,15,sad_01,,14,S_150,1.0,,,,,,,,,,,
d_main_38_08_108,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_108,True,,13,rage,,,,,15,sad_01,,S_150,S_150,1.0,,,,,,,,,,,
d_main_38_08_109,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_109,False,,13,angry,,,,,15,sad_01,,S_150,130,1.0,,,,,,,,,,,
d_main_38_08_110,d_main_38_08,Narration,rapi_red,,Locale_MainScenario:d_main_38_08_110,False,,13,angry,,,,,15,sad_01,,130,13,1.0,,,,,sfx_scn_drilloff,,,,,,
d_main_38_08_111,d_main_38_08,Monologue,rapi_red,,Locale_MainScenario:d_main_38_08_111,False,,13,idle,,,,,15,sad_01,,13,13,1.0,,,,,,,,,,,
d_main_38_08_112,d_main_38_08,Monologue,rapi_red,,Locale_MainScenario:d_main_38_08_112,False,,13,idle,,,,,15,sad_01,,13,14,1.0,,,,,,,,,,,
d_main_38_08_113,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_113,True,,13,idle,,,,,15,sad_02,,14,14,1.0,,,,,,,,,,,
d_main_38_08_114,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_114,True,,13,idle,,,,,15,sad_02,,14,14,1.0,,,,,,,,,,,
d_main_38_08_115,d_main_38_08,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_08_115,True,,13,idle,,,,,15,sad_02,,14,14,1.0,,,,,,,,,,,
d_main_38_08_116,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_116,True,,13,idle,,,,,15,sad_01,,14,S_1500,1.0,,,,,,,,,,,
d_main_38_08_117,d_main_38_08,Narration,leviathan,,Locale_MainScenario:d_main_38_08_117,False,,13,idle,,,,,15,sad_01,,S_1500,S_1500,1.0,,,,,sfx_scn_darkwatertsunami,Low_2,,,,,
d_main_38_08_118,d_main_38_08,Monologue,leviathan,,Locale_MainScenario:d_main_38_08_118,False,,13,idle,,,,,15,angry,,black,black,1.0,,rapi_red,,,,,,,,,
d_main_38_08_119,d_main_38_08,Monologue,leviathan,,Locale_MainScenario:d_main_38_08_119,False,,,,,,,,15,angry,,black,black,1.0,,,,,,,,,,,
d_main_38_08_120,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_120,True,,,,,,,,15,angry,,S_1500,S_150,1.0,,,,,,,,,,,
d_main_38_08_121,d_main_38_08,Self,leviathan,,Locale_MainScenario:d_main_38_08_121,False,,,,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,,,,
d_main_38_08_122,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_122,True,,,,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,,,,
d_main_38_08_123,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_123,True,,,,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,,,,
d_main_38_08_124,d_main_38_08,Self,leviathan,,Locale_MainScenario:d_main_38_08_124,False,,,,,,,,15,angry,,S_150,S_150,1.0,,,,,,,,,,,
d_main_38_08_125,d_main_38_08,Narration,ziz,,Locale_MainScenario:d_main_38_08_125,False,,,,,,,,15,angry,,S_150,S_130,1.0,,,,,sfx_scn_groundstomp,Low_2,ziz,13,surprise,,
d_main_38_08_126,d_main_38_08,Monologue,ziz,,Locale_MainScenario:d_main_38_08_126,False,,,,,,,,15,angry,,S_130,S_130,1.0,,,,,,,,13,surprise,,
d_main_38_08_127,d_main_38_08,Monologue,ziz,,Locale_MainScenario:d_main_38_08_127,False,,,,,,,,15,angry,,S_130,S_130,1.0,,,,,,,,13,surprise,,
d_main_38_08_128,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_128,True,,,,,,,,15,angry,,S_130,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_129,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_129,True,,,,,,,,15,angry,,14,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_130,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_130,True,,,,,,,,15,angry,,14,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_131,d_main_38_08,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_08_131,True,,,,,,,,15,think_02,,14,14,1.0,,,,,,,,13,surprise,,
d_main_38_08_132,d_main_38_08,Speech,ziz,ziz,Locale_MainScenario:d_main_38_08_132,True,,,,,,,,15,think_02,,14,14,1.0,,,,,,,,13,delight,,
d_main_38_08_133,d_main_38_08,Speech,laplace,laplace,Locale_MainScenario:d_main_38_08_133,True,,,,,,,,15,think_02,Sky2,black,black,1.0,,,,leviathan,,,,13,delight,,ziz
d_main_38_08_134,d_main_38_08,Speech,drake,drake,Locale_MainScenario:d_main_38_08_134,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_135,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_135,True,,,,maxwell_op,OP_center,angry,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_136,d_main_38_08,Speech,laplace,laplace,Locale_MainScenario:d_main_38_08_136,True,,,,,OP_center,angry,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_137,d_main_38_08,Speech,drake,drake,Locale_MainScenario:d_main_38_08_137,True,,,,,OP_center,angry,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_138,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_138,True,,,,,OP_center,angry,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_139,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_139,True,,,,,OP_center,angry,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_140,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_140,True,,,,,OP_center,angry,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_141,d_main_38_08,Speech,maxwell_op,maxwell_op,Locale_MainScenario:d_main_38_08_141,True,,,,,OP_center,angry,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_142,d_main_38_08,Speech,laplace,laplace,Locale_MainScenario:d_main_38_08_142,True,,,,,OP_center,angry,,,,,1,1,1.0,,,,,,,,,,,
d_main_38_08_143,d_main_38_08,Speech,drake,drake,Locale_MainScenario:d_main_38_08_143,True,,,,,OP_center,angry,,,,,1,1,1.0,,,,,,,,,,,
