id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_40_01_23,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_23,True,,1,idle,,3,idle,,3,31,1.5,
d_main_40_01_24,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_24,True,,1,idle,,3,idle,,31,31,1.0,
d_main_40_01_25,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_25,True,,1,idle,,3,idle,,31,31,1.0,
d_main_40_01_26,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_26,False,,1,idle,,3,idle,,31,31,1.0,
d_main_40_01_27,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_27,True,,1,idle,,3,idle,,31,31,1.0,
d_main_40_01_28,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_28,True,,1,idle,,3,idle,,31,31,1.0,
d_main_40_01_29,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_29,True,,1,idle,,3,idle,,31,31,1.0,
d_main_40_01_30,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_30,True,,1,idle,,3,idle,,31,31,1.0,
d_main_40_01_31,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_31,False,,1,idle,,3,idle,,31,31,1.0,
d_main_40_01_32,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_32,True,,1,idle,,3,idle_02,,31,3,1.0,
d_main_40_01_33,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_33,True,,1,idle,,3,idle_02,,3,3,1.0,
d_main_40_01_34,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_34,True,,1,idle,,3,idle_02,,3,30,1.0,
