id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/hide_char_id,characters/6/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
d_main_21_02_e_57,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_57,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_100,1.0,,,,,
d_main_21_02_e_58,d_main_21_02_e,Narration,johan,Narration,Locale_MainScenario:d_main_21_02_e_58,False,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_100,1,1.0,,johan,,,
d_main_21_02_e_59,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_59,True,,7,no,,5,no,,3,idle,,,,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,,
d_main_21_02_e_60,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_60,True,,7,no,,5,no,,3,idle,,,,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,,
d_main_21_02_e_61,d_main_21_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_02_e_61,False,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,idle,,75,53,1.0,,,,,
d_main_21_02_e_62,d_main_21_02_e,Self,rapi,Self,Locale_MainScenario:d_main_21_02_e_62,False,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,,
d_main_21_02_e_63,d_main_21_02_e,Speech,harran,harran,Locale_MainScenario:d_main_21_02_e_63,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,idle,,13,13,1.0,,,,,
d_main_21_02_e_64,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_64,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,idle,,7,7,1.0,,,,,
d_main_21_02_e_65,d_main_21_02_e,Speech,harran,harran,Locale_MainScenario:d_main_21_02_e_65,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,idle,,13,13,1.0,,,,,
d_main_21_02_e_66,d_main_21_02_e,Speech,harran,harran,Locale_MainScenario:d_main_21_02_e_66,True,,7,void,,5,idle,,3,idle,,,,,13,special,,15,idle,,17,idle,,13,130,2.0,,,,,
d_main_21_02_e_67,d_main_21_02_e,Speech,noah,noah,Locale_MainScenario:d_main_21_02_e_67,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,good,,130,XS_170,1.0,,,,,
d_main_21_02_e_68,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_68,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,good,,70,70,1.0,,,,,
d_main_21_02_e_69,d_main_21_02_e,Speech,noah,noah,Locale_MainScenario:d_main_21_02_e_69,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,good,,XS_170,XS_170,1.0,,,,,
d_main_21_02_e_70,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_70,False,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,good,,70,70,1.0,,,,,
d_main_21_02_e_71,d_main_21_02_e,Speech,noah,noah,Locale_MainScenario:d_main_21_02_e_71,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,good,,XS_170,XS_170,1.0,,,,,
d_main_21_02_e_72,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_72,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,good,,70,700,0.5,,,,,
d_main_21_02_e_73,d_main_21_02_e,Speech,noah,noah,Locale_MainScenario:d_main_21_02_e_73,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,surprise,,XS_170,XS_1700,1.0,,,,,
d_main_21_02_e_74,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_74,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,surprise,,700,700,1.0,,,,,
d_main_21_02_e_75,d_main_21_02_e,Speech,noah,noah,Locale_MainScenario:d_main_21_02_e_75,False,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,surprise,,XS_1700,XS_170,2.0,,,,,
d_main_21_02_e_76,d_main_21_02_e,Speech,noah,noah,Locale_MainScenario:d_main_21_02_e_76,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,pain,,XS_170,17,2.0,,,,,
d_main_21_02_e_77,d_main_21_02_e,Narration,noah,Narration,Locale_MainScenario:d_main_21_02_e_77,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,17,pain,,17,17,1.0,,,noah,,
d_main_21_02_e_78,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_78,True,,7,idle,,5,delight,,3,idle,,,,,13,idle,,15,idle,,,,,75,75,1.0,,,,,
d_main_21_02_e_79,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_79,True,,7,no,,5,delight,,3,idle,,,,,13,idle,,15,idle,,,,,75,75,1.0,,,,,
d_main_21_02_e_80,d_main_21_02_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_02_e_80,False,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,pain,,,,,1315,1315,1.0,,,,,
d_main_21_02_e_81,d_main_21_02_e,Speech,harran,harran,Locale_MainScenario:d_main_21_02_e_81,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,pain,,,,,1315,1315,1.0,,,,,
d_main_21_02_e_82,d_main_21_02_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_02_e_82,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,pain,,,,,1315,1315,1.0,,,,,
d_main_21_02_e_83,d_main_21_02_e,Speech,harran,harran,Locale_MainScenario:d_main_21_02_e_83,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,pain,,,,,1315,1315,1.0,,,,,
d_main_21_02_e_84,d_main_21_02_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_02_e_84,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,pain,,,,,1315,15,2.0,,,,,
d_main_21_02_e_85,d_main_21_02_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_02_e_85,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,pain,,,,,15,S_150,1.0,,,,,
d_main_21_02_e_86,d_main_21_02_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_02_e_86,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,shy,,,,,S_150,S_150,1.0,,,,,
d_main_21_02_e_87,d_main_21_02_e,Self,isabel,Self,Locale_MainScenario:d_main_21_02_e_87,False,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,shy,,,,,S_150,S_150,1.0,,,,,
d_main_21_02_e_88,d_main_21_02_e,Speech,harran,harran,Locale_MainScenario:d_main_21_02_e_88,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,shy,,,,,S_150,1315,1.0,,,,,
d_main_21_02_e_89,d_main_21_02_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_02_e_89,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,1315,1315,1.0,,,,,
d_main_21_02_e_90,d_main_21_02_e,Speech,harran,harran,Locale_MainScenario:d_main_21_02_e_90,True,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,1315,1315,1.0,,,,,
d_main_21_02_e_91,d_main_21_02_e,Self,harran,Self,Locale_MainScenario:d_main_21_02_e_91,False,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,1315,1315,1.0,,,,,
d_main_21_02_e_92,d_main_21_02_e,Monologue,harran,Monologue,Locale_MainScenario:d_main_21_02_e_92,False,,7,void,,5,idle,,3,idle,,,,,13,idle,,15,shy,,,,,1315,S_1500,0.5,,,,harran,
d_main_21_02_e_93,d_main_21_02_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_02_e_93,True,,7,void,,5,idle,,3,idle,,,,,,,,15,shy,,,,,S_1500,S_1500,1.0,,,,,
d_main_21_02_e_94,d_main_21_02_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_02_e_94,True,,7,void,,5,idle,,3,idle,,,,,,,,15,shy,,,,,S_1500,S_1500,1.0,,,,,
d_main_21_02_e_95,d_main_21_02_e,Self,isabel,Self,Locale_MainScenario:d_main_21_02_e_95,False,,7,void,,5,idle,,3,idle,,,,,,,,15,shy,,,,,S_1500,S_1500,1.0,,,,,
d_main_21_02_e_96,d_main_21_02_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_02_e_96,True,,7,void,,5,idle,,3,idle,,,,,,,,15,shy,,,,,S_1500,S_1500,1.0,,,,,
d_main_21_02_e_97,d_main_21_02_e,Monologue,isabel,Monologue,Locale_MainScenario:d_main_21_02_e_97,False,,7,void,,5,idle,,3,idle,,,,,,,,15,shy,,,,,S_1500,S_1500,1.0,,,,,isabel
d_main_21_02_e_98,d_main_21_02_e,Monologue,isabel,Monologue,Locale_MainScenario:d_main_21_02_e_98,False,,7,void,,5,idle,,3,idle,,,,,,,,,,,,,,S_1500,S_1500,1.0,,,,,
d_main_21_02_e_99,d_main_21_02_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_02_e_99,True,,7,void,,5,idle,,3,idle,,,,,,,,,,,,,,S_1500,S_1500,1.0,,,,,
d_main_21_02_e_100,d_main_21_02_e,Monologue,isabel,Monologue,Locale_MainScenario:d_main_21_02_e_100,False,,7,void,,5,idle,,3,idle,,,,,,,,,,,,,,S_1500,S_1500,1.0,,,,,
