id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_32_03_36,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_36,True,,31,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_37,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_37,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_38,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_38,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_39,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_39,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_40,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_40,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_41,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_41,True,,S_150,S_150,1.0,,neon,neon,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_42,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_42,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_43,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_43,False,,L_10,L_100,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_44,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_44,True,,L_100,L_100,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_45,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_45,True,,S_1500,S_1500,1.0,,neon,neon,,1,idle,,3,idle,,13,idle,,15,worry
d_main_32_03_46,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_46,True,,300,300,1.0,,rapi,rapi,,1,idle,,3,idle,,13,idle,,15,worry
d_main_32_03_47,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_47,True,,300,30,1.0,,rapi,rapi,,1,idle,,3,idle,,13,idle,,15,worry
d_main_32_03_48,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_48,True,,30,31,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_49,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_49,True,,31,31,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_50,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_50,True,,31,31,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_51,d_main_32_03,Self,Locale_MainScenario:d_main_32_03_51,False,,31,31,1.0,,grave,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_52,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_52,True,,31,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_53,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_53,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_54,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_54,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_55,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_55,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_56,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_56,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_57,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_57,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_58,d_main_32_03,Self,Locale_MainScenario:d_main_32_03_58,False,,L_10,L_10,1.0,,grave,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_59,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_59,True,,L_10,L_100,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_60,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_60,True,,L_100,L_100,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_61,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_61,True,,L_100,L_100,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_62,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_62,True,,L_100,L_100,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_63,d_main_32_03,Self,Locale_MainScenario:d_main_32_03_63,False,,L_100,L_100,1.0,,grave,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_64,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_64,True,,L_100,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_65,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_65,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_66,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_66,True,,L_10,113,1.0,,anis,anis,,1,idle,,3,idle,,13,void,,15,idle
d_main_32_03_67,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_67,True,,113,1315,1.0,,neon,neon,,1,idle,,3,idle,,13,void,,15,idle
d_main_32_03_68,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_68,True,,1315,1315,1.0,,neon,neon,,1,idle,,3,idle,,13,void,,15,idle
d_main_32_03_69,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_69,True,,1315,113,1.0,,grave,grave,,1,idle,,3,idle,,13,void,,15,idle
d_main_32_03_70,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_70,True,,113,113,1.0,,grave,grave,,1,idle,,3,idle,,13,void,,15,idle
d_main_32_03_71,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_71,True,,113,113,1.0,,anis,anis,,1,idle,,3,idle,,13,worry,,15,idle
d_main_32_03_72,d_main_32_03,Self,Locale_MainScenario:d_main_32_03_72,False,,113,113,1.0,,anis,,,1,idle,,3,idle,,13,worry,,15,idle
d_main_32_03_73,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_73,True,,113,1,1.0,,grave,grave,,1,idle,,3,idle,,13,worry,,15,idle
d_main_32_03_74,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_74,True,,1,1,1.0,,grave,grave,,1,idle,,3,idle,,13,worry,,15,idle
d_main_32_03_75,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_75,True,,1,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_76,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_76,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_77,d_main_32_03,Self,Locale_MainScenario:d_main_32_03_77,False,,L_10,L_10,1.0,,grave,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_78,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_78,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_79,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_79,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_80,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_80,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_81,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_81,True,,L_10,L_10,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
d_main_32_03_82,d_main_32_03,Speech,Locale_MainScenario:d_main_32_03_82,True,,L_10,L_100,1.0,,grave,grave,,1,idle,,3,idle,,13,idle,,15,idle
