id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_40_af_02_68,d_main_40_af_02,Narration,eh,,Locale_MainScenario:d_main_40_af_02_68,False,,150,1500,0.5,,sfx_scn_whooshfast,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_69,d_main_40_af_02,Narration,eh,,Locale_MainScenario:d_main_40_af_02_69,False,,black,black,1.0,,sfx_scn_batonaction,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_70,d_main_40_af_02,Narration,eh,,Locale_MainScenario:d_main_40_af_02_70,False,,black,black,1.0,,,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_71,d_main_40_af_02,Narration,eh,,Locale_MainScenario:d_main_40_af_02_71,False,,black,black,1.0,,,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_72,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_72,True,,1500,150,1.0,,,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_73,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_73,True,,150,1315,1.0,,,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_74,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_74,True,,1315,113,1.0,,,,,,1,angry,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_75,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_75,True,,113,113,1.0,,,,,,1,angry,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_76,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_76,True,,113,31,1.0,,,,,,1,angry,,,3,idle,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_77,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_77,False,,31,31,1.0,,,,,,1,angry,,,3,idle,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_78,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_78,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_79,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_79,True,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_80,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_80,False,,31,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_81,d_main_40_af_02,Narration,viper,,Locale_MainScenario:d_main_40_af_02_81,False,LivingRoom,black,black,1.0,,sfx_scn_dooropenfast,,,,1,idle,,,3,idle,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_82,d_main_40_af_02,Narration,viper,,Locale_MainScenario:d_main_40_af_02_82,False,,black,black,1.0,,,,,,1,idle,,,3,idle,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_83,d_main_40_af_02,Narration,viper,,Locale_MainScenario:d_main_40_af_02_83,False,,black,black,1.0,,,,,,1,idle,,,3,idle,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_84,d_main_40_af_02,Narration,viper,,Locale_MainScenario:d_main_40_af_02_84,False,,black,black,1.0,,,,,,1,idle,,,3,idle,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_85,d_main_40_af_02,Narration,viper,,Locale_MainScenario:d_main_40_af_02_85,False,,black,black,1.0,,,,,,1,idle,,,,,jackal,,,,,,3,idle,,,13,idle,
d_main_40_af_02_86,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_86,False,,100,100,1.0,,,,,,1,angry,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_87,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_87,True,,100,10,1.0,,,,,,1,angry,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_88,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_88,True,Backstreet_n,10,10,1.0,,,,black,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_89,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_89,False,,10,113,1.0,,,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_90,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_90,True,,113,113,1.0,,,,,,1,good,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_91,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_91,True,,113,113,1.0,,,,,,1,good,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_92,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_92,True,,113,113,1.0,,,,,,1,good,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_93,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_93,True,,113,113,1.0,,,,,,1,good,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_94,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_94,False,,113,113,1.0,,,,,,1,good,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_95,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_95,True,,113,31,1.5,,,,,,1,good,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_96,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_96,True,,31,31,1.0,,,,,,1,good,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_97,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_97,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_98,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_98,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_99,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_99,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_100,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_100,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_101,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_101,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_102,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_102,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_103,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_103,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_104,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_104,True,,31,31,1.0,,,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_105,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_105,True,,L_130,L_1300,0.7,,,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_106,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_106,True,,L_1300,L_1300,1.0,,,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_107,d_main_40_af_02,Narration,carlson,,Locale_MainScenario:d_main_40_af_02_107,False,,black,black,1.0,,sfx_scn_grab,,,,1,idle,,,,,,,,,,,3,idle,,,13,idle,
d_main_40_af_02_108,d_main_40_af_02,Narration,,,Locale_MainScenario:d_main_40_af_02_108,False,EventScene_Chap_40_03,black,black,1.0,,,,,,1,idle,viper,,,,,,,,,,3,idle,eh,,13,idle,carlson
d_main_40_af_02_109,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_109,True,,15,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_110,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_110,True,,1,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_111,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_111,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_112,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_112,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_113,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_113,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_114,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_114,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_115,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_115,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_116,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_116,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_117,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_117,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_118,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_118,False,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_119,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_119,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_120,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_120,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_121,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_121,True,,100,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_122,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_122,True,,100,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_123,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_123,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_124,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_124,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_125,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_125,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_126,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_126,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_127,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_127,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_128,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_128,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_129,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_129,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_130,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_130,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_131,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_131,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_02_132,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_132,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
