id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_filter_01,characters/1/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
d_main_33_09_33,d_main_33_09,Narration,Locale_MainScenario:d_main_33_09_33,False,,1,pain,,3,worry,,,,,black,black,1.0,sfx_scn_missilelauncherfires,,behemoth,,,,,,,,,,,,,,,,,,,,,,
d_main_33_09_34,d_main_33_09,Narration,Locale_MainScenario:d_main_33_09_34,False,,1,pain,,3,worry,,,,,black,black,1.0,sfx_scn_firemissiles,,behemoth,,,,,,,,,,,,,,,,,,,,,,
d_main_33_09_35,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_35,False,,1,pain,,3,worry,,,,,black,black,1.0,,,behemoth,,,,,,,,,,,,,,,,,,,,,,
d_main_33_09_36,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_36,True,,1,pain,,3,worry,,,,,300,300,1.0,,,behemoth,behemoth,,,,,,,,,,,,,,,,,,,,,
d_main_33_09_37,d_main_33_09,Self,Locale_MainScenario:d_main_33_09_37,False,,1,pain,,3,worry,,,,,300,300,1.0,,,behemoth,,,,,,,,,,,,,,,,,,,,,,
d_main_33_09_38,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_38,True,,1,pain,,3,worry,,,,,700,7,1.0,,,rapi,rapi,,,,rapi,7,angry,,,,,,,,,,,,,,,
d_main_33_09_39,d_main_33_09,Self,Locale_MainScenario:d_main_33_09_39,False,,1,pain,,3,worry,,,,,7,7,1.0,,,rapi,,,,,,7,angry,,,,,,,,,,,,,,,
d_main_33_09_40,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_40,True,,1,pain,,3,worry,,,,,7,7,1.0,,,rapi,rapi,,,,,7,angry,,,,,,,,,,,,,,,
d_main_33_09_41,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_41,False,,1,pain,,3,worry,,,,,black,black,1.0,,,rapi,,,,,,5,angry,grave_p,13,idle,anis,17,angry,neon,19,idle,,,,,,
d_main_33_09_42,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_42,False,,1,pain,,3,worry,,,,,black,black,1.0,,,rapi,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_43,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_43,False,,1,pain,,3,worry,,,,,black,black,1.0,,,rapi,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_44,d_main_33_09,Narration,Locale_MainScenario:d_main_33_09_44,False,,1,pain,,3,worry,,,,,30,300,1.0,sfx_scn_hugetorsohit,,rapi,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_45,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_45,True,,1,pain,,3,worry,,,,,300,300,1.0,,,behemoth,behemoth,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_46,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_46,False,,1,pain,,3,worry,,,,,black,black,1.0,sfx_scn_bodyfall_down,,behemoth,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_47,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_47,False,,1,pain,,3,worry,,,,,black,black,1.0,,,,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_48,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_48,True,,1,pain,,3,worry,,,,,1719,1719,1.0,,,anis,anis,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_49,d_main_33_09,Self,Locale_MainScenario:d_main_33_09_49,False,,1,pain,,3,worry,,,,,1719,1719,1.0,,,anis,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_50,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_50,True,,1,pain,,3,worry,,,,,1719,1719,1.0,,,neon,neon,,,,,5,angry,,13,idle,,17,angry,,19,delight,,,,,,
d_main_33_09_51,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_51,True,,1,pain,,3,worry,,,,,1719,1315,1.5,,,grave_p,grave_p,,,,,5,angry,,13,idle,,17,angry,,19,delight,,,,,,
d_main_33_09_52,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_52,False,,1,pain,,3,worry,cinderella,15,"expression_0_alt,idle",,1315,1315,1.0,sfx_scn_safe_landing,,cinderella,,,,,,5,angry,,13,idle,,17,angry,,19,delight,,,,,,
d_main_33_09_53,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_53,True,,1,pain,,3,worry,,15,idle,,1315,1315,1.0,,,cinderella,cinderella,,,,,5,angry,,13,idle,,17,angry,,19,delight,,,,,,
d_main_33_09_54,d_main_33_09,Self,Locale_MainScenario:d_main_33_09_54,False,,1,pain,,3,worry,,15,idle,,1315,1315,1.0,,,cinderella,,,,,,5,angry,,13,idle,,17,angry,,19,delight,,,,,,
d_main_33_09_55,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_55,True,,1,pain,,3,worry,,15,idle,,50,50,1.0,,,rapi,rapi,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_56,d_main_33_09,Self,Locale_MainScenario:d_main_33_09_56,False,,1,pain,,3,worry,,15,idle,,50,50,1.0,,,rapi,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_57,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_57,False,,1,pain,,3,worry,,15,idle,,50,500,1.0,,,rapi,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_58,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_58,False,,1,pain,,3,worry,,15,idle,,500,500,1.0,sfx_scn_fireblindly,,rapi,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_59,d_main_33_09,Self,Locale_MainScenario:d_main_33_09_59,False,,1,pain,,3,worry,,15,idle,,500,500,1.0,,,rapi,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_60,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_60,True,,1,pain,,3,worry,,15,idle,,500,50,0.7,,,rapi,rapi,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_61,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_61,True,,1,pain,,3,worry,,15,idle,,1719,1719,1.0,,,anis,anis,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_62,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_62,True,,1,pain,,3,worry,,15,idle,,1719,1719,1.0,,,neon,neon,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_63,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_63,True,,1,pain,,3,worry,,15,idle,,1719,1315,1.0,,,cinderella,cinderella,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_64,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_64,True,,1,pain,,3,worry,,15,idle,,1315,1315,1.0,,,grave_p,grave_p,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_65,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_65,True,,1,angry,,3,worry,,15,idle,,1315,31,1.0,,,leviathan,leviathan,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_66,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_66,True,,1,angry,,3,worry,,15,idle,,31,31,1.0,,,behemoth,behemoth,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_67,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_67,True,,1,angry,,3,worry,,15,idle,,31,31,1.0,,,behemoth,behemoth,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_68,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_68,True,,1,idle,,3,worry,,15,idle,,31,31,1.0,,,leviathan,leviathan,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_69,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_69,True,,1,think_02,,3,worry,,15,idle,,31,31,1.0,,,leviathan,leviathan,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_70,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_70,True,,1,no,,3,worry,,15,idle,,31,31,1.0,,,leviathan,leviathan,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_71,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_71,True,,1,no,,3,worry,,15,idle,,31,31,1.0,,,behemoth,behemoth,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_72,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_72,True,,1,no,,3,worry,,15,idle,,31,5,1.0,,,rapi,rapi,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_73,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_73,True,,1,no,,3,worry,,15,idle,,5,50,1.0,,,rapi,rapi,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_74,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_74,False,,1,no,,3,worry,,15,idle,,50,50,1.0,,,rapi,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_75,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_75,False,,1,no,,3,worry,,15,idle,,black,black,1.0,sfx_scn_tsunamiquakefar,,rapi,,,,,,5,angry,,13,idle,,17,angry,,19,idle,,,,,,
d_main_33_09_76,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_76,True,,1,no,,3,worry,,15,idle,,170,170,1.0,,,anis,anis,,,,,5,angry,,13,idle,,17,angry,,19,idle,Vignetting,,,,,
d_main_33_09_77,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_77,True,,1,no,,3,worry,,15,idle,,170,S_190,1.0,,,neon,neon,,,,,5,angry,,13,idle,,17,angry,,19,idle,Vignetting,,,,,
d_main_33_09_78,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_78,False,,1,no,,3,worry,,15,idle,EventScene_Chap_33_03,black,black,1.0,,,,,,leviathan,cinderella,,5,angry,,13,idle,,17,angry,,19,idle,Vignetting,behemoth,rapi,grave_p,anis,neon
d_main_33_09_79,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_79,False,,,,,,,,,,,Chap_33_03_01_1,Chap_33_03_01_1,1.0,,,,,,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_80,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_80,False,,,,,,,,,,,Chap_33_03_01_1,Chap_33_03_01_1,1.0,,,,,,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_81,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_81,False,,,,,,,,,,,Chap_33_03_01_1,Chap_33_03_01_2,1.0,,,,,,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_82,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_82,False,,,,,,,,,,,Chap_33_03_01_2,Chap_33_03_01_3,2.0,,,,,,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_83,d_main_33_09,Narration,Locale_MainScenario:d_main_33_09_83,False,,,,,,,,,,,Chap_33_03_01_3,Chap_33_03_01_3,1.0,sfx_scn_tsunamiquakefar,,,,Low_2,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_84,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_84,True,,,,,,,,,,,Chap_33_03_01_3,Chap_33_03_01_3,1.0,,,anis,anis,,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_85,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_85,True,,,,,,,,,,,Chap_33_03_01_3,Chap_33_03_01_3,1.0,,,neon,neon,,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_86,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_86,True,,,,,,,,,,,Chap_33_03_01_3,Chap_33_03_01_3,1.0,,,rapi,rapi,,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_87,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_87,True,,,,,,,,,,,Chap_33_03_01_3,Chap_33_03_01_3,1.0,,,cinderella,cinderella,,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_88,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_88,True,,,,,,,,,,,Chap_33_03_01_3,Chap_33_03_01_3,1.0,,,grave_p,grave_p,,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_89,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_89,False,,,,,,,,,,,Chap_33_03_01_3,Chap_33_03_01_3,1.0,,,,,,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_90,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_90,False,,,,,,,,,,,Chap_33_03_01_3,Chap_33_03_01_2,2.0,,,,,,,,,,,,,,,,,,,,Vignetting,,,,,
d_main_33_09_91,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_91,False,,,,,,,cinderella,15,angry,WhiteHouse,black,black,1.0,,,,,,,,rapi,5,angry,,,,anis,17,angry,neon,19,angry,Vignetting,,,,,
d_main_33_09_92,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_92,True,,,,,,,,15,angry,,1719,1719,1.0,,,anis,anis,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_93,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_93,True,,,,,,,,15,angry,,1719,1719,1.0,,,neon,neon,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_94,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_94,True,,,,,,,,15,angry,,1719,1517,1.0,,,anis,anis,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_95,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_95,True,,,,,,,,15,angry,,1517,1517,1.0,,,cinderella,cinderella,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_96,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_96,True,,,,,,,,15,angry,,1517,1517,1.0,,,cinderella,cinderella,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_97,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_97,True,,,,,,,,15,angry,,1517,1517,1.0,,,anis,anis,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_98,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_98,True,,,,,,,,15,angry,,1517,1719,1.0,,,neon,neon,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_99,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_99,True,,,,,,,,15,angry,,1719,1719,1.0,,,anis,anis,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_100,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_100,True,,,,,,,,15,angry,,1719,1719,1.0,,,neon,neon,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_101,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_101,True,,,,,,,,15,angry,,1719,1719,1.0,,,anis,anis,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_102,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_102,True,,,,,,,,15,angry,,1719,1719,1.0,,,neon,neon,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_103,d_main_33_09,Self,Locale_MainScenario:d_main_33_09_103,False,,,,,,,,15,angry,,50,500,0.5,,,rapi,,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_104,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_104,True,,,,,,,,15,angry,,500,500,1.0,,,rapi,rapi,,,,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,,
d_main_33_09_105,d_main_33_09,Narration,Locale_MainScenario:d_main_33_09_105,False,,,,,,,,15,angry,,black,black,1.0,sfx_scn_fireblindly,,rapi,,,,cinderella,,5,angry,,,,,17,angry,,19,angry,Vignetting,,,,anis,neon
d_main_33_09_106,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_106,False,,,,,,,,,,,black,black,1.0,,,rapi,,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_107,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_107,False,,,,,,,,,,,black,black,1.0,,,rapi,,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_108,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_108,True,,,,,,,,,,,500,50,0.5,,,rapi,rapi,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_109,d_main_33_09,Self,Locale_MainScenario:d_main_33_09_109,False,,,,,,,,,,,50,50,1.0,,,rapi,,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_110,d_main_33_09,Narration,Locale_MainScenario:d_main_33_09_110,False,,,,,,,,,,,50,50,1.0,sfx_scn_tsunamiquakemiddle,,rapi,,Low_2,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_111,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_111,False,,,,,,,,,,,50,50,1.0,,,rapi,,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_112,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_112,False,,,,,,,,,,,50,500,1.0,,,rapi,,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_113,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_113,False,,,,,,,,,,,500,500,1.0,,,rapi,,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_114,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_114,False,,,,,,,,,,,500,500,1.0,,,rapi,,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_115,d_main_33_09,Speech,Locale_MainScenario:d_main_33_09_115,True,,,,,,,,,,,500,500,1.0,,,rapi,rapi,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_116,d_main_33_09,Self,Locale_MainScenario:d_main_33_09_116,False,,,,,,,,,,,500,500,1.0,,,rapi,,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_117,d_main_33_09,Narration,Locale_MainScenario:d_main_33_09_117,False,,,,,,,,,,,500,5,1.0,sfx_scn_tsunamiquake,,rapi,,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_118,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_118,False,,,,,,,,,,,black,black,1.0,,,rapi,,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
d_main_33_09_119,d_main_33_09,Monologue,Locale_MainScenario:d_main_33_09_119,False,,,,,,,,,,,black,black,1.0,,,rapi,,,,,,5,angry,,,,,,,,,,Vignetting,,,,,
