id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,jump_target,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_28_af_02_61,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_61,False,,4,4,1.0,,anis,anis,,13,idle,,15,think,,1,idle,,3,no,,5,no,,7,idle,,,,,
d_main_28_af_02_62,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_62,False,,4,4,1.0,,neon,neon,,13,idle,,15,think,,1,idle,,3,no,,5,no,,7,idle,,,,,
d_main_28_af_02_63,d_main_28_af_02,Self,Locale_MainScenario:d_main_28_af_02_63,False,,4,15,1.0,none,trony,,,13,idle,,15,think,,1,idle,,3,no,,5,no,,7,idle,,,,,
d_main_28_af_02_64,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_64,True,,15,150,1.0,bgm_distress_a,trony,trony,,13,idle,,15,delight,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_65,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_65,True,,150,150,1.0,,trony,trony,,13,idle,,15,delight,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_66,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_66,True,,70,70,1.0,,rapi,rapi,,13,idle,,15,delight,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_67,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_67,True,,70,30,1.0,,anis,anis,,13,idle,,15,delight,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_68,d_main_28_af_02,Self,Locale_MainScenario:d_main_28_af_02_68,False,,30,30,1.0,,anis,,,13,idle,,15,delight,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_69,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_69,True,,30,30,1.0,,anis,anis,,13,idle,,15,idle,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_70,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_70,True,,30,XS_10,1.0,,drilley,drilley,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_71,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_71,True,,XS_10,XS_10,1.0,,drilley,drilley,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_72,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_72,True,,XS_10,XS_10,1.0,,drilley,drilley,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_73,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_73,True,,7,7,1.0,,rapi,rapi,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_74,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_74,True,,XS_10,XS_10,1.0,,drilley,drilley,,13,idle,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_75,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_75,True,,XS_10,XS_10,1.0,,drilley,drilley,,13,idle,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_76,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_76,True,,XS_10,XS_10,1.0,,drilley,drilley,,13,idle,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_77,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_77,True,,XS_10,XS_10,1.0,,drilley,drilley,,13,idle,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_78,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_78,True,,XS_10,XS_10,1.0,,drilley,drilley,,13,idle,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_79,d_main_28_af_02,Self,Locale_MainScenario:d_main_28_af_02_79,False,,XS_10,XS_10,1.0,,drilley,,,13,idle,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_80,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_80,True,,XS_10,XS_100,0.6,,drilley,drilley,,13,idle,,15,idle,,1,angry,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_81,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_81,True,,XS_100,XS_100,1.0,,drilley,drilley,,13,idle,,15,idle,,1,angry,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_82,d_main_28_af_02,Self,Locale_MainScenario:d_main_28_af_02_82,False,,XS_100,XS_100,1.0,,drilley,,,13,idle,,15,idle,,1,angry,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_83,d_main_28_af_02,Self,Locale_MainScenario:d_main_28_af_02_83,False,,XS_100,XS_100,1.0,,drilley,,,13,idle,,15,idle,,1,angry,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_84,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_84,True,,XS_100,XS_100,1.0,,drilley,drilley,,13,idle,,15,idle,,1,angry,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_85,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_85,True,,XS_100,XS_100,1.0,,drilley,drilley,,13,idle,,15,idle,,1,angry,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_86,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_86,True,,XS_100,XS_100,1.0,,drilley,drilley,,13,idle,,15,idle,,1,angry,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_87,d_main_28_af_02,Self,Locale_MainScenario:d_main_28_af_02_87,False,,XS_100,XS_10,1.0,,shifty,,,13,idle,,15,idle,,1,angry,,3,void,,5,idle,,7,idle,,shifty,OP_leftup,idle,
d_main_28_af_02_88,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_88,True,,XS_10,XS_10,1.0,,shifty,shifty,,13,idle,,15,idle,,1,angry,,3,void,,5,idle,,7,idle,,,OP_leftup,idle,
d_main_28_af_02_89,d_main_28_af_02,Self,Locale_MainScenario:d_main_28_af_02_89,False,,XS_10,XS_10,1.0,,shifty,,,13,idle,,15,idle,,1,angry,,3,void,,5,idle,,7,idle,,,OP_leftup,idle,shifty
d_main_28_af_02_90,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_90,True,,XS_10,XS_10,1.0,,drilley,drilley,,13,idle,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_91,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_91,True,,XS_10,S_130,1.0,,fragile,fragile,,13,idle,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_92,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_92,True,,S_130,S_130,1.0,,fragile,fragile,,13,idle,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_93,d_main_28_af_02,Self,Locale_MainScenario:d_main_28_af_02_93,False,,S_130,S_130,1.0,,fragile,,,13,idle,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_94,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_94,True,,S_130,S_130,1.0,,fragile,fragile,,13,shy,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_95,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_95,True,,S_130,S_130,1.0,,fragile,fragile,,13,shy,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_96,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_96,True,,S_130,S_130,1.0,,fragile,fragile,,13,shy,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_97,d_main_28_af_02,Self,Locale_MainScenario:d_main_28_af_02_97,False,,S_130,S_130,1.0,,fragile,,,13,shy,,15,idle,,1,surprise,,3,void,,5,idle,,7,idle,,,,,
