id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,set_filter_02,set_camera_shake,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_ex_modernbar_02_16,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_16,True,,L_300,L_300,1.0,,,brid,brid,,7,idle,,3,pain,,1,sad,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_17,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_17,True,,L_300,L_300,1.0,,,brid,unknown,,7,idle,,3,pain,,1,sad,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_18,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_18,False,,L_300,L_30,1.0,,,brid,brid,,7,idle,,3,idle,,1,sad,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_19,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_19,False,,L_30,L_10,2.0,,,brid,,,7,idle,,3,idle,,1,sad,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_20,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_20,False,,L_10,2,1.0,,,brid,,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_21,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_21,True,,2,2,1.0,,,brid,brid,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_22,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_22,True,,2,2,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_23,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_23,True,,2,2,1.0,,,yulha,unknown,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_24,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_24,False,,2,L_10,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_25,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_25,False,,L_10,130,2.0,,,yulha,,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_26,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_26,False,,130,12,2.0,,,yulha,,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_27,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_27,True,,12,12,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_28,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_28,True,,12,555,1.0,,,mana,mana,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_29,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_29,False,,555,555,1.0,,,brid,brid,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_30,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_30,False,,555,555,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_31,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_31,False,,555,555,1.0,,,mana,mana,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_32,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_32,True,,555,L_10,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_33,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_33,True,,L_10,L_10,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_34,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_34,True,,L_10,130,1.0,,,mana,mana,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_35,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_35,True,,L_30,L_30,1.0,,,brid,brid,,7,idle,,3,idle,,1,idle,,13,idle,Grey,Vignetting,,,,,
d_ex_modernbar_02_36,d_ex_modernbar_02,Narration,Locale_SuddenStory:d_ex_modernbar_02_36,False,,black,black,1.0,,,,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_37,d_ex_modernbar_02,Self,Locale_SuddenStory:d_ex_modernbar_02_37,False,,70,70,1.0,,,,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_38,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_38,True,,70,70,1.0,,,hongryeon,hongryeon,,7,delight,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_39,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_39,True,,70,70,1.0,,,hongryeon,hongryeon,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_40,d_ex_modernbar_02,Self,Locale_SuddenStory:d_ex_modernbar_02_40,False,,70,70,1.0,,,hongryeon,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_41,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_41,True,,70,70,1.0,,,hongryeon,hongryeon,,7,delight,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_42,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_42,True,,70,70,1.0,,,hongryeon,hongryeon,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_43,d_ex_modernbar_02,Self,Locale_SuddenStory:d_ex_modernbar_02_43,False,,70,70,2.0,,,hongryeon,,,7,idle,,3,idle,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_44,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_44,False,,2,2,1.0,,,brid,brid,,7,idle,,3,idle,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_45,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_45,False,,2,12,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_46,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_46,False,,12,12,1.0,,,mana,mana,,7,idle,,3,idle,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_47,d_ex_modernbar_02,Narration,Locale_SuddenStory:d_ex_modernbar_02_47,False,,black,black,1.0,sfx_scn_phonevibration,,mana,,,7,idle,,3,idle,,1,angry,,13,idle,,,,,,,
d_ex_modernbar_02_48,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_48,False,,12,2,1.0,,,mana,,,7,idle,,3,angry,,1,angry,,13,idle,,,Low_2,,,,
d_ex_modernbar_02_49,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_49,True,,2,L_30,1.0,,,brid,brid,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_50,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_50,True,,130,130,1.0,,,mana,mana,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_51,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_51,True,,130,L_10,2.0,,,yulha,yulha,,7,idle,,3,angry,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_52,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_52,False,,L_10,L_100,1.0,sfx_scn_over,,yulha,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_53,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_53,True,,L_100,L_100,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_54,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_54,False,,L_100,L_100,1.0,,,yulha,,,7,idle,,3,idle,,1,idle,,13,idle,,,Low_2,,,,
d_ex_modernbar_02_55,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_55,True,,L_100,L_100,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,angry,,13,idle,,,,,,,
d_ex_modernbar_02_56,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_56,True,,L_100,L_100,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,angry,,13,idle,,,,,,,
d_ex_modernbar_02_57,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_57,True,,L_100,L_100,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,angry,,13,idle,,,,,,,
d_ex_modernbar_02_58,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_58,True,,L_100,L_100,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_59,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_59,True,,L_100,L_100,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,angry,,13,idle,,,,,,,
d_ex_modernbar_02_60,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_60,False,,L_100,L_10,0.5,sfx_scn_over,,yulha,,,7,idle,,3,idle,,1,angry,,13,idle,,,,,,,
d_ex_modernbar_02_61,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_61,True,,L_10,L_10,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_62,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_62,False,,L_10,12,2.0,,,mana,mana,,7,idle,,3,idle,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_63,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_63,False,,12,2,2.0,,,brid,brid,,7,idle,,3,idle,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_64,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_64,False,,2,L_10,1.0,sfx_scn_fillacup,,brid,,,7,idle,,3,idle,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_65,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_65,True,,L_10,L_10,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_66,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_66,False,,L_10,1,1.0,sfx_scn_swallow,,yulha,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_67,d_ex_modernbar_02,Narration,Locale_SuddenStory:d_ex_modernbar_02_67,False,,black,black,1.0,sfx_scn_phonevibration,,yulha,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_68,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_68,False,,L_10,L_10,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,angry,,13,idle,,,,,,,
d_ex_modernbar_02_69,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_69,False,,130,130,1.0,,,mana,mana,,7,idle,,3,idle,,1,angry,,13,idle,,,,,,,
d_ex_modernbar_02_70,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_70,True,,130,L_30,2.0,,,brid,brid,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_71,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_71,False,,L_30,L_300,1.0,sfx_scn_over,,brid,,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_72,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_72,True,,L_300,L_300,1.0,,,brid,brid,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_73,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_73,False,,L_300,L_300,1.0,,,brid,,,7,idle,,3,angry,,1,idle,,13,idle,,,Low_2,,,,
d_ex_modernbar_02_74,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_74,True,,L_300,L_300,1.0,,,brid,brid,,7,idle,,3,pain,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_75,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_75,True,,L_300,L_300,1.0,,,brid,brid,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_76,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_76,False,,L_300,L_300,1.0,sfx_scn_over,,brid,,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_77,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_77,True,,L_300,L_30,2.0,,,brid,brid,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_78,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_78,False,,L_30,L_10,2.0,,,yulha,yulha,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_79,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_79,False,,L_10,130,2.0,,,mana,mana,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_80,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_80,False,,130,L_30,2.0,sfx_scn_fillacup,,mana,,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_81,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_81,True,,L_30,L_30,1.0,,,brid,brid,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_82,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_82,False,,L_30,3,1.0,sfx_scn_swallow,,brid,,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_83,d_ex_modernbar_02,Narration,Locale_SuddenStory:d_ex_modernbar_02_83,False,,black,black,1.0,sfx_scn_phonevibration,,brid,,,7,idle,,3,angry,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_84,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_84,False,,130,130,1.0,,,mana,mana,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_85,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_85,False,,2,2,2.0,,,mana,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_86,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_86,True,,130,130,1.0,,,mana,mana,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_87,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_87,False,,130,1300,1.0,sfx_scn_over,,mana,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_88,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_88,True,,1300,1300,1.0,,,mana,mana,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_89,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_89,False,,1300,1300,1.0,,,mana,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_90,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_90,True,,1300,130,0.5,,,unknown,unknown,,7,idle,,3,idle,,1,idle,,13,idle,,,Low_2,,,,
d_ex_modernbar_02_91,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_91,True,,130,130,1.0,,,unknown,unknown,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_92,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_92,True,,130,130,1.0,,,mana,mana,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_93,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_93,True,,130,130,1.0,,,syuen_op,syuen_op,,7,idle,,3,idle,,1,idle,,13,idle,,,,syuen_op,OP_leftup,angry,
d_ex_modernbar_02_94,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_94,True,,130,130,1.0,,,mana,mana,,7,idle,,3,idle,,1,idle,,13,idle,,,,,OP_leftup,angry,
d_ex_modernbar_02_95,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_95,True,,130,130,1.0,,,syuen_op,syuen_op,,7,idle,,3,idle,,1,idle,,13,idle,,,,,OP_leftup,angry,
d_ex_modernbar_02_96,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_96,False,,130,13,0.5,sfx_scn_over,,syuen,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,OP_leftup,angry,syuen_op
d_ex_modernbar_02_97,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_97,False,,13,13,1.0,,,mana,mana,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_98,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_98,False,,L_30,L_30,1.0,,,brid,brid,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_99,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_99,False,,L_10,L_10,1.0,,,yulha,yulha,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_100,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_100,False,,L_10,130,3.0,sfx_scn_fillacup,,yulha,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_101,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_101,True,,130,130,1.0,,,mana,mana,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_102,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_102,False,,130,13,1.0,sfx_scn_swallow,,mana,,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_103,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_103,True,,13,13,1.0,,,mana,mana,,7,idle,,3,idle,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_104,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_104,True,,13,2,1.0,,,brid,brid,,7,no,,3,pain,,1,idle,,13,idle,,,,,,,
d_ex_modernbar_02_105,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_105,True,,2,2,1.0,,,yulha,yulha,,7,no,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_106,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_106,False,,2,2,1.0,,,yulha,,,7,no,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_107,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_107,False,,2,7,2.0,,,hongryeon,hongryeon,,7,no,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_108,d_ex_modernbar_02,Self,Locale_SuddenStory:d_ex_modernbar_02_108,False,,7,7,1.0,,,hongryeon,,,7,no,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_109,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_109,True,,7,70,1.0,,,hongryeon,hongryeon,,7,pain,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_110,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_110,True,,70,70,1.0,,,hongryeon,hongryeon,,7,no,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_111,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_111,True,,70,70,1.0,,,hongryeon,hongryeon,,7,pain,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_112,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_112,True,,70,70,1.0,,,hongryeon,hongryeon,,7,pain,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_113,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_113,True,,70,70,1.0,,,hongryeon,hongryeon,,7,idle,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_114,d_ex_modernbar_02,Self,Locale_SuddenStory:d_ex_modernbar_02_114,False,,70,70,1.0,,,hongryeon,,,7,idle,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_115,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_115,True,,70,70,1.0,,,hongryeon,hongryeon,,7,idle,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_116,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_116,True,,70,70,1.0,,,hongryeon,hongryeon,,7,pain,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_117,d_ex_modernbar_02,Speech,Locale_SuddenStory:d_ex_modernbar_02_117,True,,70,70,1.0,,,hongryeon,hongryeon,,7,delight,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_118,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_118,False,,70,700,1.0,,,hongryeon,,,7,delight,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_119,d_ex_modernbar_02,Self,Locale_SuddenStory:d_ex_modernbar_02_119,False,,700,700,1.0,,,hongryeon,,,7,idle,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_120,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_120,False,,700,70,1.0,sfx_scn_swallow,,hongryeon,,,7,idle,,3,pain,,1,sad,,13,idle,,,,,,,
d_ex_modernbar_02_121,d_ex_modernbar_02,Monologue,Locale_SuddenStory:d_ex_modernbar_02_121,False,,black,black,1.0,,,hongryeon,,,7,idle,,3,pain,,1,sad,,13,idle,,,,,,,
