id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,set_camera_shake
d_main_38_01_s_30,d_main_38_01_s,Speech,mast,mast,Locale_MainScenario:d_main_38_01_s_30,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,
d_main_38_01_s_31,d_main_38_01_s,Speech,mast,mast,Locale_MainScenario:d_main_38_01_s_31,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,
d_main_38_01_s_32,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_32,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,14,12,1.0,,,,,,
d_main_38_01_s_33,d_main_38_01_s,Speech,mast,mast,Locale_MainScenario:d_main_38_01_s_33,True,,5,idle,,3,idle,,1,idle,,13,idle2,,15,idle,,12,12,1.0,,,,,,
d_main_38_01_s_34,d_main_38_01_s,Speech,mast,mast,Locale_MainScenario:d_main_38_01_s_34,True,,5,idle,,3,idle,,1,idle,,13,idle2,,15,idle,,12,12,1.0,,,,,,
d_main_38_01_s_35,d_main_38_01_s,Speech,mast,mast,Locale_MainScenario:d_main_38_01_s_35,True,,5,idle,,3,idle,,1,idle,,13,delight,,15,idle,,12,12,1.0,,,,,,
d_main_38_01_s_36,d_main_38_01_s,Speech,anchor,anchor,Locale_MainScenario:d_main_38_01_s_36,True,,5,idle,,3,idle,,1,idle,,13,delight,,15,surprise,,S_150,S_150,1.0,,,,,,
d_main_38_01_s_37,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_37,True,,5,idle,,3,idle,,1,no,,13,delight,,15,surprise,,10,10,1.0,,,,,,
d_main_38_01_s_38,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_38,False,,5,idle,,3,idle,,1,no,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_39,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_39,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_40,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_40,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_41,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_41,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_42,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_42,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_43,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_43,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_44,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_44,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_45,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_45,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_46,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_46,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,2,1.0,,,,,,
d_main_38_01_s_47,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_47,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,
d_main_38_01_s_48,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_48,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,
d_main_38_01_s_49,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_49,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,
d_main_38_01_s_50,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_50,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,
d_main_38_01_s_51,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_51,True,,5,sad,,3,idle,,1,idle,,13,idle,,15,idle,,5,5,1.0,,,,,,
d_main_38_01_s_52,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_52,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,5,50,1.0,,,,,,
d_main_38_01_s_53,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_53,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,
d_main_38_01_s_54,d_main_38_01_s,Speech,laplace_op,laplace_op,Locale_MainScenario:d_main_38_01_s_54,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,laplace_op,OP_leftup,no,,
d_main_38_01_s_55,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_55,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,no,,
d_main_38_01_s_56,d_main_38_01_s,Speech,laplace_op,laplace_op,Locale_MainScenario:d_main_38_01_s_56,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,no,,
d_main_38_01_s_57,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_57,False,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,no,,
d_main_38_01_s_58,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_58,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,no,,
d_main_38_01_s_59,d_main_38_01_s,Speech,laplace_op,laplace_op,Locale_MainScenario:d_main_38_01_s_59,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,
d_main_38_01_s_60,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_60,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,
d_main_38_01_s_61,d_main_38_01_s,Speech,laplace_op,laplace_op,Locale_MainScenario:d_main_38_01_s_61,False,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,shy,,
d_main_38_01_s_62,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_62,True,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,shy,,
d_main_38_01_s_63,d_main_38_01_s,Speech,laplace_op,laplace_op,Locale_MainScenario:d_main_38_01_s_63,True,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,
d_main_38_01_s_64,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_64,False,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,
d_main_38_01_s_65,d_main_38_01_s,Speech,laplace_op,laplace_op,Locale_MainScenario:d_main_38_01_s_65,True,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,
d_main_38_01_s_66,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_66,True,,5,sad,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,
d_main_38_01_s_67,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_67,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,
d_main_38_01_s_68,d_main_38_01_s,Speech,laplace_op,laplace_op,Locale_MainScenario:d_main_38_01_s_68,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,
d_main_38_01_s_69,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_69,True,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,angry,,
d_main_38_01_s_70,d_main_38_01_s,Speech,laplace_op,laplace_op,Locale_MainScenario:d_main_38_01_s_70,True,,5,angry,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,shy,,
d_main_38_01_s_71,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_71,True,,5,sad,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,OP_leftup,shy,,
d_main_38_01_s_72,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_72,True,,5,angry,,3,think,,1,idle,,13,idle,,15,idle,,50,4,1.0,,,OP_leftup,shy,laplace_op,
d_main_38_01_s_73,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_73,True,,5,angry,,3,think,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_74,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_74,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_75,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_75,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_76,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_76,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_77,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_77,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_78,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_78,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_79,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_79,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_80,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_80,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_81,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_81,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_82,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_82,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_83,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_83,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_84,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_84,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_85,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_85,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_86,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_86,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_87,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_87,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_88,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_88,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_89,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_89,True,,5,idle_02,,3,no,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_90,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_90,True,,5,sad,,3,no,,1,idle,,13,idle,,15,idle,,4,50,1.0,,,,,,
d_main_38_01_s_91,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_91,True,,5,idle_02,,3,no,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,
d_main_38_01_s_92,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_92,True,,5,idle_02,,3,no,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,
d_main_38_01_s_93,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_93,True,,5,idle_02,,3,no,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,
d_main_38_01_s_94,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_94,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,
d_main_38_01_s_95,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_95,False,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,
d_main_38_01_s_96,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_96,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,
d_main_38_01_s_97,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_97,False,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,
d_main_38_01_s_98,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_98,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,4,1.0,,,,,,
d_main_38_01_s_99,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_99,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_100,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_100,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_101,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_101,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_102,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_102,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,
d_main_38_01_s_103,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_103,False,,5,sad,,3,idle,,1,idle,,13,idle,,15,idle,,4,50,1.0,,,,,,
d_main_38_01_s_104,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_104,True,,5,sad,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,
d_main_38_01_s_105,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_105,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,
d_main_38_01_s_106,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_106,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,
d_main_38_01_s_107,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_107,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,1,1,1.0,,,,,,
d_main_38_01_s_108,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_108,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,
d_main_38_01_s_109,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_109,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,1,10,1.0,,,,,,
d_main_38_01_s_110,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_110,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,
d_main_38_01_s_111,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_111,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,
d_main_38_01_s_112,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_112,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,
d_main_38_01_s_113,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_113,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,
d_main_38_01_s_114,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_114,True,,5,idle_02,,3,idle,,1,no,,13,idle,,15,idle,,10,10,1.0,,,,,,
d_main_38_01_s_115,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_115,True,,5,idle_02,,3,idle,,1,no,,13,idle,,15,idle,,10,10,1.0,,,,,,
d_main_38_01_s_116,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_116,True,,5,idle_02,,3,idle,,1,no,,13,idle,,15,idle,,10,10,1.0,,,,,,
d_main_38_01_s_117,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_117,True,,5,idle_02,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,
d_main_38_01_s_118,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_118,True,,5,idle_02,,3,idle,,1,delight,,13,idle,,15,idle,,10,10,1.0,,,,,,
d_main_38_01_s_119,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_119,True,,5,idle_02,,3,idle,,1,delight,,13,idle,,15,idle,,10,10,1.0,,,,,,
d_main_38_01_s_120,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_120,True,,5,idle_02,,3,idle,,1,delight,,13,idle,,15,idle,,10,100,1.0,,,,,,
d_main_38_01_s_121,d_main_38_01_s,Speech,helm,helm,Locale_MainScenario:d_main_38_01_s_121,True,,5,idle_02,,3,idle,,1,delight,,13,idle,,15,idle,,100,100,1.0,,,,,,
d_main_38_01_s_122,d_main_38_01_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_01_s_122,False,,5,idle_02,,3,idle,,1,delight,,13,idle,,15,idle,,30,30,1.0,,,,,,
d_main_38_01_s_123,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_123,False,,5,idle_02,,3,idle,,1,delight,,13,idle,,15,idle,,50,50,1.0,,,,,,
d_main_38_01_s_124,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_124,True,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,50,5,1.0,,,,,,
d_main_38_01_s_125,d_main_38_01_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_38_01_s_125,True,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,5,5,1.0,,,,,,
