id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,play_sound,characters/0/hide_char_id,jump_target,set_camera_shake
d_ex_outdoorpool_07_35,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_35,True,,S_10,S_10,1.0,,anchor,,3,idle,,1,idle,,,,,
d_ex_outdoorpool_07_36,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_36,True,,S_10,S_10,1.0,,anchor,,3,idle,,1,idle,,,,,
d_ex_outdoorpool_07_37,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_37,True,,S_10,XS_30,2.0,,anis_s,,3,worry,,1,idle,,,,,
d_ex_outdoorpool_07_38,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_38,True,,XS_30,XS_30,1.0,,anis_s,,3,idle,,1,idle,,,,,
d_ex_outdoorpool_07_39,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_39,True,,XS_30,XS_30,1.0,,anis_s,,3,idle,,1,idle,,,,,
d_ex_outdoorpool_07_40,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_40,True,,XS_30,2,1.0,,anis_s,,3,idle,,1,idle,,,,,
d_ex_outdoorpool_07_41,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_41,True,,2,2,1.0,,anis_s,,3,idle,,1,idle,,,,,
d_ex_outdoorpool_07_42,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_42,True,,2,2,1.0,,anchor,,3,idle,,1,idle,,,,,
d_ex_outdoorpool_07_43,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_43,True,,2,2,1.0,,anis_s,,3,worry,,1,idle,,,,,
d_ex_outdoorpool_07_44,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_44,True,,2,2,1.0,,anis_s,,3,worry,,1,idle,,,,,
d_ex_outdoorpool_07_45,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_45,True,,2,2,1.0,,anchor,,3,worry,,1,idle,,,,,
d_ex_outdoorpool_07_46,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_46,True,,2,2,1.0,,anis_s,,3,idle,,1,idle,,,,,
d_ex_outdoorpool_07_47,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_47,True,,2,2,1.0,,anchor,,3,idle,,1,idle,,,,,
d_ex_outdoorpool_07_48,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_48,True,,2,2,1.0,,anis_s,,3,idle,,1,idle,,,,,
d_ex_outdoorpool_07_49,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_49,True,,2,2,1.0,,anis_s,,3,delight,,1,idle,,,,,
d_ex_outdoorpool_07_50,d_ex_outdoorpool_07,Narration,Narration,Locale_SuddenStory:d_ex_outdoorpool_07_50,False,,black,black,1.0,,,,5,delight,,1,idle,,sfx_scn_waterdive,anis_s,,
d_ex_outdoorpool_07_51,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_51,True,,2,5,1.0,,anis_s,,5,delight,,1,idle,,,,,
d_ex_outdoorpool_07_52,d_ex_outdoorpool_07,Self,Self,Locale_SuddenStory:d_ex_outdoorpool_07_52,False,,5,5,1.0,,,,5,delight,,1,idle,,,,,
d_ex_outdoorpool_07_53,d_ex_outdoorpool_07,Choice,,Locale_SuddenStory:d_ex_outdoorpool_07_53,False,,5,5,1.0,,,,5,delight,,1,idle,,,,d_ex_outdoorpool_07_55,
d_ex_outdoorpool_07_54,d_ex_outdoorpool_07,Choice,,Locale_SuddenStory:d_ex_outdoorpool_07_54,False,,5,5,1.0,,,,5,delight,,1,idle,,,,d_ex_outdoorpool_07_62,
d_ex_outdoorpool_07_55,d_ex_outdoorpool_07,Monologue,Monologue,Locale_SuddenStory:d_ex_outdoorpool_07_55,False,,5,5,1.0,,,,5,idle,,1,idle,,,,,
d_ex_outdoorpool_07_56,d_ex_outdoorpool_07,Monologue,Monologue,Locale_SuddenStory:d_ex_outdoorpool_07_56,False,,5,5,1.0,,,,5,idle,,1,idle,,,,,
d_ex_outdoorpool_07_57,d_ex_outdoorpool_07,Monologue,Monologue,Locale_SuddenStory:d_ex_outdoorpool_07_57,False,,5,5,1.0,,,,5,idle,,1,idle,,,,,
d_ex_outdoorpool_07_58,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_58,True,,S_10,S_10,1.0,,anchor,,5,idle,,1,angry,,,,,
d_ex_outdoorpool_07_59,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_59,True,,S_10,S_10,1.0,,anchor,,5,idle,,1,angry,,,,,
d_ex_outdoorpool_07_60,d_ex_outdoorpool_07,Self,Self,Locale_SuddenStory:d_ex_outdoorpool_07_60,False,,S_10,S_10,1.0,,,,5,idle,,1,angry,,,,,
d_ex_outdoorpool_07_61,d_ex_outdoorpool_07,Monologue,Monologue,Locale_SuddenStory:d_ex_outdoorpool_07_61,False,,black,black,1.0,,,anis_s,5,idle,,1,idle,,sfx_scn_waterdive,,d_ex_outdoorpool_07_66,
d_ex_outdoorpool_07_62,d_ex_outdoorpool_07,Narration,Narration,Locale_SuddenStory:d_ex_outdoorpool_07_62,False,,black,black,1.0,,,,5,idle,,1,idle,,sfx_scn_splash,,,
d_ex_outdoorpool_07_63,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_63,False,,XS_50,XS_50,1.0,,anis_s,anis_s,5,no,,1,idle,,,,,
d_ex_outdoorpool_07_64,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_64,True,,XS_50,XS_50,1.0,,anis_s,,5,no,,1,idle,,,,,
d_ex_outdoorpool_07_65,d_ex_outdoorpool_07,Monologue,Monologue,Locale_SuddenStory:d_ex_outdoorpool_07_65,False,,black,black,1.0,,,,5,no,,1,idle,,,,,
d_ex_outdoorpool_07_66,d_ex_outdoorpool_07,Self,Self,Locale_SuddenStory:d_ex_outdoorpool_07_66,False,,S_10,S_10,1.0,,,,5,idle,,1,idle,,,,,
d_ex_outdoorpool_07_67,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_67,True,,S_10,S_10,1.0,,anchor,,5,idle,,1,idle,,,,,
d_ex_outdoorpool_07_68,d_ex_outdoorpool_07,Self,Self,Locale_SuddenStory:d_ex_outdoorpool_07_68,False,,S_10,S_10,1.0,,,,5,idle,,1,idle,,,,,
d_ex_outdoorpool_07_69,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_69,True,,5,5,1.0,,anis_s,,5,idle,,1,idle,,,,,
d_ex_outdoorpool_07_70,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_70,True,,5,XS_50,1.0,,anis_s,,5,angry,,1,idle,,,,,
d_ex_outdoorpool_07_71,d_ex_outdoorpool_07,Monologue,Monologue,Locale_SuddenStory:d_ex_outdoorpool_07_71,False,,XS_50,XS_50,1.0,,,,5,angry,,1,idle,,sfx_scn_spraywater,,,
d_ex_outdoorpool_07_72,d_ex_outdoorpool_07,Monologue,Monologue,Locale_SuddenStory:d_ex_outdoorpool_07_72,False,,XS_50,XS_50,1.0,,,,5,angry,,1,idle,,,,,
d_ex_outdoorpool_07_73,d_ex_outdoorpool_07,Narration,Narration,Locale_SuddenStory:d_ex_outdoorpool_07_73,False,,black,black,1.0,,,,5,angry,,1,idle,,sfx_scn_spraywater,,,
d_ex_outdoorpool_07_74,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_74,True,,XS_50,XS_50,1.0,,anis_s,,5,shy,,1,idle,,,,,Low_2
d_ex_outdoorpool_07_75,d_ex_outdoorpool_07,Self,Self,Locale_SuddenStory:d_ex_outdoorpool_07_75,False,,XS_50,XS_50,1.0,,,,5,shy,,1,idle,,,,,
d_ex_outdoorpool_07_76,d_ex_outdoorpool_07,Narration,Narration,Locale_SuddenStory:d_ex_outdoorpool_07_76,False,,black,black,1.0,,,,5,shy,,1,idle,,sfx_scn_spraywater,,,
d_ex_outdoorpool_07_77,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_77,True,,XS_50,XS_50,1.0,,anis_s,,5,shy,,1,idle,,,,,
d_ex_outdoorpool_07_78,d_ex_outdoorpool_07,Self,Self,Locale_SuddenStory:d_ex_outdoorpool_07_78,False,,XS_50,XS_50,1.0,,,,5,shy,,1,idle,,,,,
d_ex_outdoorpool_07_79,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_79,True,,XS_50,XS_50,1.0,,anis_s,,5,angry,,1,idle,,,,,Low_2
d_ex_outdoorpool_07_80,d_ex_outdoorpool_07,Narration,Narration,Locale_SuddenStory:d_ex_outdoorpool_07_80,False,,black,black,1.0,,,,5,angry,,1,idle,,sfx_scn_spraywater,,,
d_ex_outdoorpool_07_81,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_81,True,,XS_50,XS_50,1.0,,anis_s,,5,angry,,1,idle,,,,,
d_ex_outdoorpool_07_82,d_ex_outdoorpool_07,Self,Self,Locale_SuddenStory:d_ex_outdoorpool_07_82,False,,XS_50,XS_50,1.0,,,,5,angry,,1,idle,,,,,
d_ex_outdoorpool_07_83,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_83,True,,XS_50,XS_50,1.0,,anis_s,,5,worry,,1,idle,,,,,
d_ex_outdoorpool_07_84,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_84,True,,XS_50,XS_50,1.0,,anis_s,,5,worry,,1,idle,,,,,
d_ex_outdoorpool_07_85,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_85,True,,S_10,S_10,1.0,,anchor,,5,worry,,1,sad,,,,,
d_ex_outdoorpool_07_86,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_86,True,,S_10,S_10,1.0,,anchor,,5,worry,,1,sad,,,,,
d_ex_outdoorpool_07_87,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_87,True,,S_10,XS_50,1.0,none,anis_s,,5,worry,,1,sad,,,,,
d_ex_outdoorpool_07_88,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_88,True,,XS_50,XS_50,1.0,,anis_s,,5,worry,,1,idle,,,,,
d_ex_outdoorpool_07_89,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_89,True,,XS_50,XS_50,1.0,,anis_s,,5,worry,,1,idle,,,,,
d_ex_outdoorpool_07_90,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_90,True,,S_10,S_10,1.0,bgm_story_whosdumber,anchor,,5,worry,,1,idle,,,,,
d_ex_outdoorpool_07_91,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_91,True,,S_10,S_10,1.0,,anchor,,5,worry,,1,idle,,,,,
d_ex_outdoorpool_07_92,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_92,True,,S_10,S_10,1.0,,anchor,,5,worry,,1,idle,,,,,
d_ex_outdoorpool_07_93,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_93,True,,S_10,S_10,1.0,,anchor,,5,worry,,1,idle,,,,,
d_ex_outdoorpool_07_94,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_94,False,,S_10,S_10,1.0,,anis_s,,5,angry,,1,idle,,,,,
d_ex_outdoorpool_07_95,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_95,True,,S_10,S_10,1.0,,anchor,,5,angry,,1,idle,,,,,
d_ex_outdoorpool_07_96,d_ex_outdoorpool_07,Speech,anchor,Locale_SuddenStory:d_ex_outdoorpool_07_96,True,,S_10,S_10,1.0,,anchor,,5,angry,,1,idle,,,,,
d_ex_outdoorpool_07_97,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_97,True,,XS_50,XS_50,2.0,,anis_s,,5,no,,1,idle,,,,,
d_ex_outdoorpool_07_98,d_ex_outdoorpool_07,Speech,anis_s,Locale_SuddenStory:d_ex_outdoorpool_07_98,True,,XS_50,XS_50,1.0,,anis_s,,5,worry,,1,idle,,,,,
d_ex_outdoorpool_07_99,d_ex_outdoorpool_07,Self,Self,Locale_SuddenStory:d_ex_outdoorpool_07_99,False,,XS_50,XS_50,1.0,,,,5,worry,,1,idle,,,,,
d_ex_outdoorpool_07_100,d_ex_outdoorpool_07,Monologue,Monologue,Locale_SuddenStory:d_ex_outdoorpool_07_100,False,,black,black,1.0,,,,5,worry,,1,idle,,,,,
