id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,characters/5/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id
d_main_40_af_04_83,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_83,True,,1,no,,13,idle,,,,,,,,S_10,S_100,0.5,bgm_story_whosdumber,,,,,,,,,,,,,,,
d_main_40_af_04_84,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_84,False,,1,no,,13,idle,,,,,,,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_85,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_85,True,,1,no,,13,worry,,,,,,,,1300,130,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_86,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_86,True,,1,no,,13,worry,,,,,,,,130,113,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_87,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_87,True,,1,no,,13,worry,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_88,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_88,False,,1,no,,13,worry,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_89,d_main_40_af_04,Narration,,,Locale_MainScenario:d_main_40_af_04_89,False,,1,no,,13,worry,,,,,,,EventScene_Chap_40_04,black,black,1.0,,,,,,,,,,,,,,,neon,eh
d_main_40_af_04_90,d_main_40_af_04,Narration,,,Locale_MainScenario:d_main_40_af_04_90,False,,,,,,,,,,,,,,15,1,1.5,,,,,,,,,,,,,,,,
d_main_40_af_04_91,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_91,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_92,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_92,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_93,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_93,True,,,,,,,,,,,,,,1,neonroad_01,2.0,,,,,,,,,,,,,,,,
d_main_40_af_04_94,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_94,True,,,,,,,,,,,,,,neonroad_01,neonroad_01,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_95,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_95,True,,,,,,,,,,,,,,neonroad_01,neonroad_01,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_96,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_96,False,,,,,,,,,,,,,,neonroad_01,neonroad_01,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_97,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_97,True,,,,,,,,,,,,,,neonroad_01,1,1.5,,,,,,,,,,,,,,,,
d_main_40_af_04_98,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_98,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_99,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_99,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_100,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_100,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_101,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_101,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_102,d_main_40_af_04,Narration,,,Locale_MainScenario:d_main_40_af_04_102,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,sfx_scn_gunhandling,,,,,,
d_main_40_af_04_103,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_103,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_104,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_104,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_105,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_105,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_106,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_106,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_107,d_main_40_af_04,Narration,,,Locale_MainScenario:d_main_40_af_04_107,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_108,d_main_40_af_04,Narration,,,Locale_MainScenario:d_main_40_af_04_108,False,,,,,,,,,,,,,,1,neonroad_01,2.0,,,,,,,,,,,,,,,,
d_main_40_af_04_109,d_main_40_af_04,Narration,,,Locale_MainScenario:d_main_40_af_04_109,False,,,,,,,,,,,,,,neonroad_01,neonroad_01,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_110,d_main_40_af_04,Narration,,,Locale_MainScenario:d_main_40_af_04_110,False,neon,1,idle,,,,,,,,,,ElevatorOut,black,black,1.0,none,,,,,,,,,,,,,,,
d_main_40_af_04_111,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_111,False,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_112,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_112,False,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_113,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_113,False,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_114,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_114,False,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_115,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_115,False,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_116,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_116,False,,1,idle,,,,,,,,,,,S_100,S_100,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_117,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_117,True,,1,idle,,,,,,,,,,,S_100,S_10,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_118,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_118,False,,1,idle,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_119,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_119,False,,1,idle,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_120,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_120,False,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,sfx_scn_gas,,,,,,
d_main_40_af_04_121,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_121,False,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_122,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_122,False,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,
