id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id,characters/1/hide_char_id,play_sound,set_camera_shake,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,fade,jump_target
d_main_20_07_11,d_main_20_07,Monologue,dorothy,Monologue,Locale_MainScenario:d_main_20_07_11,False,,9,idle,,7,idle,,5,idle_alt,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,6,50,2.0,,,,,,,,,,,,,,,,,,
d_main_20_07_12,d_main_20_07,Speech,isabel,isabel,Locale_MainScenario:d_main_20_07_12,True,,9,idle,,7,surprise,,5,idle_alt,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_70,S_70,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_13,d_main_20_07,Narration,,Narration,Locale_MainScenario:d_main_20_07_13,False,,9,idle,,7,surprise,,5,idle_alt,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,S_70,7,1.0,none,,,,,isabel,sfx_scn_machinewing,,,,,,,,,,,
d_main_20_07_14,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_14,False,,9,idle,,,,,5,idle_alt,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,7,7,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_15,d_main_20_07,Narration,,Narration,Locale_MainScenario:d_main_20_07_15,False,,9,idle,,,,,5,idle_alt,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,7,5,2.0,,,,,,,,,,,,,,,,,,
d_main_20_07_16,d_main_20_07,Narration,,Narration,Locale_MainScenario:d_main_20_07_16,False,,9,idle,,,,,5,think_02,,3,idle,,1,idle,,13,think,,15,idle,,17,idle,,19,idle,,5,5,1.0,,,,,,,sfx_scn_earthquake,Low_3_Loop,,,,,,,,,,
d_main_20_07_17,d_main_20_07,Speech,neon,neon,Locale_MainScenario:d_main_20_07_17,True,,9,idle,,,,,5,think_02,,3,idle,,1,idle,,13,think,,15,worry,,17,void,,19,idle,,5,16,0.5,,,,,,,,,,,,,,,,,,
d_main_20_07_18,d_main_20_07,Speech,anis,anis,Locale_MainScenario:d_main_20_07_18,True,,9,idle,,,,,5,think_02,,3,idle,,1,idle,,13,think,,15,worry,,17,worry,,19,idle,,16,16,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_19,d_main_20_07,Speech,cecil_op_l,cecil_op_l,Locale_MainScenario:d_main_20_07_19,True,,9,idle,,,,,5,think_02,,3,idle,,1,idle,,13,think,,15,surprise,,17,worry,,19,idle,,16,16,1.0,,cecil_op_l,OP_leftup,angry,,,,,,,,,,,,,,
d_main_20_07_20,d_main_20_07,Speech,cecil_op_l,cecil_op_l,Locale_MainScenario:d_main_20_07_20,True,,9,idle,,,,,5,think_02,,3,idle,,1,idle,,13,think,,15,surprise,,17,worry,,19,idle,,16,16,1.0,bgm_disaster,,OP_leftup,angry,,,,,,,,,,,,,,
d_main_20_07_21,d_main_20_07,Speech,anis,anis,Locale_MainScenario:d_main_20_07_21,True,,9,idle,,,,,5,think_02,,3,idle,,1,idle,,13,think,,15,surprise,,17,angry,,19,idle,,16,16,1.0,,,OP_leftup,angry,,,,,,,,,,,,,,
d_main_20_07_22,d_main_20_07,Narration,,Narration,Locale_MainScenario:d_main_20_07_22,False,,9,idle,,,,,5,think_02,,3,idle,,1,idle,,13,think,,15,surprise,,17,angry,,19,idle,EventScene_Chap_20_02_01,nihilister_fall_01,nihilister_fall_01,1.0,,,OP_leftup,angry,cecil_op_l,,sfx_scn_earthquake,none,harran,dorothy,johan,noah,papillon,neon,anis,rapi,black,
d_main_20_07_23,d_main_20_07,Speech,neon,neon,Locale_MainScenario:d_main_20_07_23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_fall_01,nihilister_fall_01,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_24,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_24,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_fall_01,nihilister_fall_01,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_25,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_25,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_fall_01,nihilister_fall_02,2.0,,,,,,,,,,,,,,,,,,
d_main_20_07_26,d_main_20_07,Narration,,Narration,Locale_MainScenario:d_main_20_07_26,False,nihilister_event,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,none,black,black,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_27,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_27,False,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_02,nihilister_appear_02,1.0,,,,,,,,,,,,,,,,,black_without_dialogue,
d_main_20_07_28,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_28,False,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_02,nihilister_appear_01,4.0,,,,,,,,,,,,,,,,,,
d_main_20_07_29,d_main_20_07,Speech,johan,johan,Locale_MainScenario:d_main_20_07_29,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_01,nihilister_appear_01,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_30,d_main_20_07,Speech,johan,johan,Locale_MainScenario:d_main_20_07_30,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_01,nihilister_appear_01,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_31,d_main_20_07,Self,,Self,Locale_MainScenario:d_main_20_07_31,False,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_01,nihilister_appear_01,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_32,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_32,False,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_01,nihilister_appear_01,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_33,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_33,False,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_01,nihilister_appear_01,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_34,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_34,False,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_01,nihilister_appear_01,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_35,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_35,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_01,nihilister_appear_02,3.0,,,,,,,,,,,,,,,,,,
d_main_20_07_36,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_36,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_02,nihilister_appear_02,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_37,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_37,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_02,nihilister_appear_03,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_38,d_main_20_07,Speech,cecil,cecil,Locale_MainScenario:d_main_20_07_38,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_03,nihilister_appear_01,3.0,,,,,,,,,,,,,,,,,,
d_main_20_07_39,d_main_20_07,Speech,rapi,rapi,Locale_MainScenario:d_main_20_07_39,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_01,nihilister_appear_01,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_40,d_main_20_07,Speech,anis,anis,Locale_MainScenario:d_main_20_07_40,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_01,nihilister_appear_01,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_41,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_41,False,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_42,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_42,False,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_43,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_43,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_02,nihilister_appear_03,3.0,,,,,,,,,,,,,,,,,,
d_main_20_07_44,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_44,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_03,nihilister_appear_03,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_45,d_main_20_07,Speech,cecil,cecil,Locale_MainScenario:d_main_20_07_45,False,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_03,nihilister_appear_03,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_46,d_main_20_07,Speech,cecil,cecil,Locale_MainScenario:d_main_20_07_46,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_03,nihilister_appear_03,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_47,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_47,True,,event,idle,,,,,,,,,,,,,,,,,,,,,,,,,,nihilister_appear_03,nihilister_appear_03,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_48,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_48,False,,event,idle,,,,neon,15,idle,anis,17,idle,rapi,19,idle,,,,,,,,,,,,,Desert_02,black,black,1.0,,,,,,,,,nihilister_event,,,,,,,,,
d_main_20_07_49,d_main_20_07,Self,,Self,Locale_MainScenario:d_main_20_07_49,False,,,,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_50,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_50,True,nihilister,1,shy,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,1,100,0.3,,,,,,,,,,,,,,,,,,
d_main_20_07_51,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_51,False,,1,shy,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_52,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_52,False,,1,shy,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_53,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_53,True,,1,angry2,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,100,10,2.0,,,,,,,,,,,,,,,,,,
d_main_20_07_54,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_54,True,,1,angry2,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_55,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_55,True,,1,angry2,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_56,d_main_20_07,Self,,Self,Locale_MainScenario:d_main_20_07_56,False,,1,angry2,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_57,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_57,True,,1,angry,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_58,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_58,True,,1,angry,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_59,d_main_20_07,Self,,Self,Locale_MainScenario:d_main_20_07_59,False,,1,angry,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_60,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_60,True,,1,smile,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,1,2.0,,,,,,,,,,,,,,,,,,
d_main_20_07_61,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_61,True,,1,smile,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_62,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_62,True,,1,smile,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_63,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_63,True,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_64,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_64,True,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,1,10,2.0,,,,,,,,,,,,,,,,,,
d_main_20_07_65,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_65,False,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_66,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_66,False,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_67,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_67,True,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_68,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_68,True,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,2.0,,,,,,,,,,,,,,,,,,
d_main_20_07_69,d_main_20_07,Choice,,,Locale_MainScenario:d_main_20_07_69,False,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,d_main_20_07_71
d_main_20_07_70,d_main_20_07,Choice,,,Locale_MainScenario:d_main_20_07_70,False,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,d_main_20_07_71
d_main_20_07_71,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_71,True,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_72,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_72,True,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_73,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_73,True,,1,smile,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,10,100,2.0,,,,,,,,,,,,,,,,,,
d_main_20_07_74,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_74,True,,1,smile,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_75,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_75,True,,1,smile,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_76,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_76,True,,1,shy,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_77,d_main_20_07,Speech,nihilister,nihilister,Locale_MainScenario:d_main_20_07_77,True,,1,shy,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,100,1,0.7,,,,,,,,,,,,,,,,,,
d_main_20_07_78,d_main_20_07,Narration,,Narration,Locale_MainScenario:d_main_20_07_78,False,,1,shy,,,,,15,idle,,17,idle,,19,idle,isabel,7,idle,dorothy,5,idle_alt,johan,3,idle,noah,1,idle,,black,black,1.0,,,,,,,sfx_scn_explosions,,nihilister,,,,,,,,,
d_main_20_07_79,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_79,False,,,,papillon,13,idle,,15,idle,,17,idle,,19,idle,,7,idle,,5,idle_alt,,3,idle,,1,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_80,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_80,False,,,,,13,idle,,15,idle,,17,idle,,19,idle,,7,idle,,5,idle_alt,,3,idle,,1,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_81,d_main_20_07,Speech,noah,noah,Locale_MainScenario:d_main_20_07_81,True,,,,,13,idle,,15,idle,,17,idle,,19,idle,,7,idle,,5,idle_alt,,3,idle,,1,surprise,,1,XS_10,0.3,,,,,,,,,,,,,,,,,,
d_main_20_07_82,d_main_20_07,Speech,johan,johan,Locale_MainScenario:d_main_20_07_82,True,,,,,13,idle,,15,idle,,17,idle,,19,idle,,7,idle,,5,idle_alt,,3,surprise,,1,surprise,,XS_10,L_30,0.3,,,,,,,,,,,,,,,,,,
d_main_20_07_83,d_main_20_07,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_07_83,True,,,,,13,idle,,15,idle,,17,idle,,19,idle,,7,idle,,5,think_02,,3,surprise,,1,surprise,,50,50,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_84,d_main_20_07,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_07_84,True,,,,,13,idle,,15,idle,,17,idle,,19,idle,,7,idle,,5,think_02,,3,surprise,,1,idle,,50,50,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_85,d_main_20_07,Speech,anis,anis,Locale_MainScenario:d_main_20_07_85,True,,,,,13,idle,,15,idle,,17,angry,,19,idle,,7,idle,,5,think_02,,3,surprise,,1,idle,,17,170,0.3,,,,,,,,,,,,,,,,,,
d_main_20_07_86,d_main_20_07,Speech,anis,anis,Locale_MainScenario:d_main_20_07_86,True,,,,,13,idle,,15,idle,,17,angry,,19,idle,,7,idle,,5,idle_alt,,3,idle,,1,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_87,d_main_20_07,Speech,anis,anis,Locale_MainScenario:d_main_20_07_87,True,,,,,13,idle,,15,idle,,17,angry,,19,idle,,7,idle,,5,idle_alt,,3,idle,,1,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_88,d_main_20_07,Speech,rapi,rapi,Locale_MainScenario:d_main_20_07_88,True,,,,,13,idle,,15,idle,,17,angry,,19,angry,,7,idle,,5,idle_alt,,3,idle,,1,idle,,170,190,0.3,,,,,,,,,,,,,,,,,,
d_main_20_07_89,d_main_20_07,Speech,neon,neon,Locale_MainScenario:d_main_20_07_89,True,,,,,13,idle,,15,angry,,17,angry,,19,angry,,7,idle,,5,idle_alt,,3,idle,,1,idle,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_90,d_main_20_07,Speech,neon,neon,Locale_MainScenario:d_main_20_07_90,True,,,,,13,idle,,15,angry,,17,angry,,19,idle,,7,idle,,5,idle_alt,,3,idle,,1,idle,,S_150,S_150,1.0,,,,,,,,,,,,,,,,,,
d_main_20_07_91,d_main_20_07,Speech,papillon,papillon,Locale_MainScenario:d_main_20_07_91,True,,,,,13,angry,,15,surprise,,17,angry,,19,idle,,7,idle,,5,idle_alt,,3,idle,,1,idle,,S_150,S_130,0.3,,,,,,,,,,,,,,,,,,
d_main_20_07_92,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_92,False,,,,,13,angry,,15,surprise,,17,angry,,19,idle,,7,idle,,5,idle_alt,,3,idle,,1,idle,,S_130,13,1.0,,,,,,papillon,,Low_2,,,,,,,,,,
d_main_20_07_93,d_main_20_07,Speech,anis,anis,Locale_MainScenario:d_main_20_07_93,True,,,,,,,,15,surprise,,17,angry,,19,idle,,7,idle,,5,idle_alt,,3,idle,,1,idle,,13,16,0.3,,,,,,,,,,,,,,,,,,
d_main_20_07_94,d_main_20_07,Speech,neon,neon,Locale_MainScenario:d_main_20_07_94,True,,,,,,,,15,angry,,17,angry,,19,idle,,7,idle,,5,idle_alt,,3,idle,,1,idle,,16,16,1.0,,,,,,,,Low_2,,,,,,,,,,
d_main_20_07_95,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_95,False,,,,,,,,15,angry,,17,angry,,19,angry,,7,idle,,5,idle_alt,,3,idle,,1,idle,,16,16,1.0,,,,,,,,,,neon,anis,,,,,,,
d_main_20_07_96,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_96,False,,,,,,,,,,,,,,19,angry,,7,idle,,5,idle_alt,,3,idle,,1,idle,,16,19,0.5,,,,,,,,Low_2,,,,,,,,,,
d_main_20_07_97,d_main_20_07,Monologue,,Monologue,Locale_MainScenario:d_main_20_07_97,False,,,,,,,,,,,,,,19,angry,,7,idle,,5,idle_alt,,3,idle,,1,idle,,black,black,1.0,,,,,,,,,,,,rapi,,,,,,
