id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_32_06_e_40,d_main_32_06_e,Speech,grave_no,Locale_MainScenario:d_main_32_06_e_40,True,,1,idle,,13,angry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,grave_no,,,,
d_main_32_06_e_41,d_main_32_06_e,Speech,anis,Locale_MainScenario:d_main_32_06_e_41,False,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,anis,,,,
d_main_32_06_e_42,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_42,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,mana_op,mana_op,OP_leftup,idle,
d_main_32_06_e_43,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_43,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_44,d_main_32_06_e,Self,mana_op,Locale_MainScenario:d_main_32_06_e_44,False,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,,,OP_leftup,idle,
d_main_32_06_e_45,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_45,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_46,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_46,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_47,d_main_32_06_e,Speech,rapi,Locale_MainScenario:d_main_32_06_e_47,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,rapi,,OP_leftup,idle,
d_main_32_06_e_48,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_48,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_49,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_49,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_50,d_main_32_06_e,Self,mana_op,Locale_MainScenario:d_main_32_06_e_50,False,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,OP_leftup,idle,
d_main_32_06_e_51,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_51,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_52,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_52,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_53,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_53,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_54,d_main_32_06_e,Self,mana_op,Locale_MainScenario:d_main_32_06_e_54,False,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,OP_leftup,idle,
d_main_32_06_e_55,d_main_32_06_e,Self,mana_op,Locale_MainScenario:d_main_32_06_e_55,False,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,OP_leftup,idle,
d_main_32_06_e_56,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_56,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_57,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_57,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_58,d_main_32_06_e,Self,mana_op,Locale_MainScenario:d_main_32_06_e_58,False,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,OP_leftup,idle,
d_main_32_06_e_59,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_59,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_60,d_main_32_06_e,Self,mana_op,Locale_MainScenario:d_main_32_06_e_60,False,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,50,50,1.0,,,,OP_leftup,idle,
d_main_32_06_e_61,d_main_32_06_e,Speech,mana_op,Locale_MainScenario:d_main_32_06_e_61,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,50,1.0,,mana_op,,OP_leftup,idle,
d_main_32_06_e_62,d_main_32_06_e,Monologue,,Locale_MainScenario:d_main_32_06_e_62,False,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,50,90,2.0,,,,OP_leftup,idle,mana_op
d_main_32_06_e_63,d_main_32_06_e,Monologue,,Locale_MainScenario:d_main_32_06_e_63,False,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,90,90,1.0,,,,,,
d_main_32_06_e_64,d_main_32_06_e,Monologue,,Locale_MainScenario:d_main_32_06_e_64,False,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,90,900,1.0,,,,,,
d_main_32_06_e_65,d_main_32_06_e,Monologue,,Locale_MainScenario:d_main_32_06_e_65,False,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,900,900,1.0,,,,,,
d_main_32_06_e_66,d_main_32_06_e,Monologue,,Locale_MainScenario:d_main_32_06_e_66,False,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,900,900,1.0,,,,,,
d_main_32_06_e_67,d_main_32_06_e,Monologue,,Locale_MainScenario:d_main_32_06_e_67,False,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,900,900,1.0,,,,,,
