id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,play_sound,fade,set_camera_shake
d_ex_redash_04_1_37,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_37,False,,5,idle,,,,,S_70,S_70,1.0,,snowwhite_o,,7,no,,,,
d_ex_redash_04_1_38,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_38,False,,5,idle,,,,,S_70,6,0.7,,snowwhite_o,,7,surprise,,,,
d_ex_redash_04_1_39,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_39,False,,5,smile,,,,,6,6,1.0,,,,7,surprise,,,,
d_ex_redash_04_1_40,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_40,True,,5,smile,,,,,7,S_70,0.7,,snowwhite_o,,7,angry,,,,Low_2
d_ex_redash_04_1_41,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_41,True,,5,surprise,,,,,5,50,0.7,,redhood,,7,angry,,,,Low_2
d_ex_redash_04_1_42,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_42,True,,5,surprise,,,,,50,50,1.0,,redhood,,7,angry,,,,
d_ex_redash_04_1_43,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_43,False,,5,idle,,,,,S_70,S_70,1.0,,snowwhite_o,,7,no,,,,Low_2
d_ex_redash_04_1_44,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_44,True,,5,idle,,,,,50,50,1.0,,redhood,,7,no,,,,
d_ex_redash_04_1_45,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_45,False,,5,idle,,,,,S_70,S_70,1.0,,snowwhite_o,,7,no,,,,
d_ex_redash_04_1_46,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_46,False,,5,idle,,,,,S_70,S_70,1.0,,snowwhite_o,,7,no,,,,
d_ex_redash_04_1_47,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_47,False,,5,idle,,,,,S_70,6,1.0,,,,7,no,,,,
d_ex_redash_04_1_48,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_48,True,,5,idle,,,,,6,6,1.0,,redhood,,7,no,,,,
d_ex_redash_04_1_49,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_49,True,,5,idle,,,,,6,6,1.0,,redhood,,7,no,,,,
d_ex_redash_04_1_50,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_50,False,,5,idle,,,,,6,6,1.0,,snowwhite_o,,7,no,,,,
d_ex_redash_04_1_51,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_51,True,,5,smile,,,,,6,50,1.0,,redhood,,7,no,,,,
d_ex_redash_04_1_52,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_52,True,,5,idle,,,,,50,50,1.0,,redhood,,7,no,,,,
d_ex_redash_04_1_53,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_53,False,,5,idle,,,,,17,170,0.3,,,,7,no,,sfx_scn_metalpartsassemble2,,
d_ex_redash_04_1_54,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_54,True,,5,idle,,,,,S_70,S_700,0.5,,snowwhite_o,,7,sad,,,,
d_ex_redash_04_1_55,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_55,True,,5,idle,,,,,S_700,S_700,1.0,,snowwhite_o,,7,sad,,,,
d_ex_redash_04_1_56,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_56,False,,5,idle,,,,,17,170,0.3,,,,7,surprise,,sfx_scn_metalcrack,,Low_2
d_ex_redash_04_1_57,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_57,False,,5,idle,,,,,170,170,1.0,,,,7,surprise,,,,Low_2
d_ex_redash_04_1_58,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_58,False,,5,shy_02,,,,,170,6,0.5,,redhood,,7,no,,,,
d_ex_redash_04_1_59,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_59,False,,5,shy_02,,,,,6,6,1.0,,snowwhite_o,,7,no,,,,
d_ex_redash_04_1_60,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_60,True,,5,panic,,,,,50,500,0.7,,redhood,,7,no,,,,
d_ex_redash_04_1_61,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_61,True,,5,panic,,,,,500,500,1.0,,redhood,,7,no,,,,
d_ex_redash_04_1_62,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_62,True,,5,panic,,,,,S_70,S_70,1.0,,snowwhite_o,,7,angry,,,,
d_ex_redash_04_1_63,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_63,True,,5,panic,,,,,S_70,S_70,1.0,,snowwhite_o,,7,angry,,,,Low_2
d_ex_redash_04_1_64,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_64,True,,5,panic,,,,,500,50,1.0,,redhood,,7,angry,,,,
d_ex_redash_04_1_65,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_65,True,,5,panic,,,,,50,50,1.0,,redhood,,7,angry,,,,
d_ex_redash_04_1_66,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_66,True,,5,panic,,,,,50,50,1.0,,redhood,,7,angry,,,,
d_ex_redash_04_1_67,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_67,True,,5,panic,,,,,50,50,1.0,,redhood,,7,angry,,,,
d_ex_redash_04_1_68,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_68,True,,5,panic,,,,,50,6,1.0,,snowwhite_o,,7,shy,,,,
d_ex_redash_04_1_69,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_69,True,,5,idle,,,,,6,6,1.0,,redhood,,7,shy,,,,
d_ex_redash_04_1_70,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_70,False,,5,idle,,,,,6,6,1.0,,snowwhite_o,,7,no,,,,
d_ex_redash_04_1_71,d_ex_redash_04_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_1_71,True,,5,smile,,,,,5,50,0.7,,redhood,,7,no,,,,Low_2
d_ex_redash_04_1_72,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_72,True,,5,smile,,,,,7,S_70,0.3,,snowwhite_o,,7,surprise,,,,Low_2
d_ex_redash_04_1_73,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_73,True,,5,smile,,,,,S_70,S_70,1.0,,snowwhite_o,,7,delight,,,,
d_ex_redash_04_1_74,d_ex_redash_04_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_04_1_74,True,,5,smile,,,,,S_70,S_700,0.5,,snowwhite_o,,7,delight,,,,
d_ex_redash_04_1_75,d_ex_redash_04_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_1_75,False,,5,smile,,,,,black,black,1.0,,,,7,delight,,sfx_scn_windowclack,,
