id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/1/hide_char_id
d_ex_mysteryclub_04_46,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_46,True,,1,idle,,12,12,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_47,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_47,True,,1,idle,,12,12,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_48,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_48,True,,1,idle,,12,10,1.0,,,aria,aria,,13,idle,,
d_ex_mysteryclub_04_49,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_49,False,,1,idle,,130,130,1.0,,,mihara,mihara,,13,surprise,,
d_ex_mysteryclub_04_50,d_ex_mysteryclub_04,Self,Locale_SuddenStory:d_ex_mysteryclub_04_50,False,,1,idle,,130,130,1.0,,,mihara,,,13,surprise,,
d_ex_mysteryclub_04_51,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_51,True,,1,idle,,10,10,1.0,,,aria,aria,,13,surprise,,
d_ex_mysteryclub_04_52,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_52,True,,1,idle,,10,10,1.0,,,aria,aria,,13,surprise,,
d_ex_mysteryclub_04_53,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_53,True,,1,idle,,130,130,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_54,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_54,True,,1,idle,,130,130,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_55,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_55,True,,1,idle,,10,10,1.0,,,aria,aria,,13,idle,,
d_ex_mysteryclub_04_56,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_56,True,,1,idle,,10,10,1.0,,,aria,aria,,13,idle,,
d_ex_mysteryclub_04_57,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_57,False,,1,idle,,10,10,1.0,,,mihara,mihara,,13,surprise,,
d_ex_mysteryclub_04_58,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_58,True,,1,idle,,10,100,1.0,,,aria,aria,,13,surprise,,
d_ex_mysteryclub_04_59,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_59,True,,1,idle,,100,100,1.0,,,aria,aria,,13,surprise,,
d_ex_mysteryclub_04_60,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_60,True,,1,idle,,100,100,1.0,,,aria,aria,,13,surprise,,
d_ex_mysteryclub_04_61,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_61,True,,1,idle,,130,130,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_62,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_62,True,,1,idle,,130,130,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_63,d_ex_mysteryclub_04,Choice,Locale_SuddenStory:d_ex_mysteryclub_04_63,False,,1,idle,,130,130,1.0,,,mihara,,,13,idle,d_ex_mysteryclub_04_65,
d_ex_mysteryclub_04_64,d_ex_mysteryclub_04,Choice,Locale_SuddenStory:d_ex_mysteryclub_04_64,False,,1,idle,,130,130,1.0,,,mihara,,,13,idle,d_ex_mysteryclub_04_65,
d_ex_mysteryclub_04_65,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_65,False,,1,idle,,130,12,1.0,,,aria,aria,,13,idle,,
d_ex_mysteryclub_04_66,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_66,True,,1,idle,,12,12,1.0,,,aria,aria,,13,idle,,
d_ex_mysteryclub_04_67,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_67,True,,1,idle,,12,12,1.0,,,aria,aria,,13,idle,,
d_ex_mysteryclub_04_68,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_68,True,,1,idle,,12,12,1.0,,,aria,aria,,13,idle,,
d_ex_mysteryclub_04_69,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_69,True,,1,idle,,12,12,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_70,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_70,True,,1,idle,,12,12,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_71,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_71,True,,1,idle,,12,12,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_72,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_72,True,,1,idle,,12,12,1.0,,,aria,aria,,13,idle,,
d_ex_mysteryclub_04_73,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_73,True,,1,idle,,12,12,1.0,,,aria,aria,,13,idle,,
d_ex_mysteryclub_04_74,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_74,True,,1,idle,,12,12,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_75,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_75,True,,1,idle,,12,12,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_76,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_76,True,,1,delight,,12,10,1.0,,,aria,aria,,13,idle,,
d_ex_mysteryclub_04_77,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_77,True,,1,delight,,10,10,1.0,,,aria,aria,,13,idle,,
d_ex_mysteryclub_04_78,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_78,True,,1,idle,,10,130,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_79,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_79,True,,1,idle,,130,130,1.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_80,d_ex_mysteryclub_04,Choice,Locale_SuddenStory:d_ex_mysteryclub_04_80,False,,1,idle,,130,130,1.0,,,mihara,,,13,idle,d_ex_mysteryclub_04_82,
d_ex_mysteryclub_04_81,d_ex_mysteryclub_04,Choice,Locale_SuddenStory:d_ex_mysteryclub_04_81,False,,1,idle,,130,130,1.0,,,mihara,,,13,idle,d_ex_mysteryclub_04_82,
d_ex_mysteryclub_04_82,d_ex_mysteryclub_04,Speech,Locale_SuddenStory:d_ex_mysteryclub_04_82,True,,1,idle,,130,13,2.0,,,mihara,mihara,,13,idle,,
d_ex_mysteryclub_04_83,d_ex_mysteryclub_04,Monologue,Locale_SuddenStory:d_ex_mysteryclub_04_83,False,,1,think,,13,1,2.0,,,mihara,,,15,idle,,mihara
d_ex_mysteryclub_04_84,d_ex_mysteryclub_04,Monologue,Locale_SuddenStory:d_ex_mysteryclub_04_84,False,,1,think,,1,1,1.0,,,mihara,,,,,,
d_ex_mysteryclub_04_85,d_ex_mysteryclub_04,Monologue,Locale_SuddenStory:d_ex_mysteryclub_04_85,False,,1,think,,1,10,2.0,,,mihara,,,,,,
