id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_30_05_11,d_main_30_05,Self,Locale_MainScenario:d_main_30_05_11,False,,XS_10,XS_10,1.0,,,drilley,,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_12,d_main_30_05,Monologue,Locale_MainScenario:d_main_30_05_12,False,,XS_10,XS_10,1.0,,,drilley,,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_13,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_13,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_14,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_14,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_15,d_main_30_05,Self,Locale_MainScenario:d_main_30_05_15,False,,XS_10,XS_10,1.0,,,drilley,,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_16,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_16,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,smile,,,,
d_main_30_05_17,d_main_30_05,Monologue,Locale_MainScenario:d_main_30_05_17,False,,XS_10,1,2.0,,,drilley,,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_18,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_18,True,,1,1,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_19,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_19,True,,1,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_20,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_20,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_21,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_21,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_22,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_22,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_23,d_main_30_05,Self,Locale_MainScenario:d_main_30_05_23,False,,XS_10,XS_10,1.0,,,drilley,,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_24,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_24,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_25,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_25,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_26,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_26,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_27,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_27,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_28,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_28,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_29,d_main_30_05,Self,Locale_MainScenario:d_main_30_05_29,False,,XS_10,XS_10,1.0,,,drilley,,,,,,3,idle,,5,void,,7,idle,,1,idle,,,,
d_main_30_05_30,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_30,True,,XS_10,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_31,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_31,True,,XS_100,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_32,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_32,True,,XS_100,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_33,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_33,True,,XS_100,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_34,d_main_30_05,Self,Locale_MainScenario:d_main_30_05_34,False,,XS_100,XS_100,1.0,,,drilley,,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_35,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_35,True,,XS_100,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_36,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_36,True,,XS_100,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_37,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_37,True,,XS_100,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,angry,,,,
d_main_30_05_38,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_38,True,,XS_100,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,angry,,,,
d_main_30_05_39,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_39,True,,XS_100,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,angry,,,,
d_main_30_05_40,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_40,True,,XS_100,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,angry,,,,
d_main_30_05_41,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_41,True,,XS_100,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,angry,,,,
d_main_30_05_42,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_42,True,,XS_100,XS_100,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,angry,,,,
d_main_30_05_43,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_43,True,,XS_100,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,sad,,,,
d_main_30_05_44,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_44,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,sad,,,,
d_main_30_05_45,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_45,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,sad,,,,
d_main_30_05_46,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_46,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,sad,,,,
d_main_30_05_47,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_47,True,,XS_10,XS_10,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,sad,,,,
d_main_30_05_48,d_main_30_05,Self,Locale_MainScenario:d_main_30_05_48,False,,XS_10,XS_10,1.0,,,drilley,,,,,,3,idle,,5,void,,7,idle,,1,sad,,,,
d_main_30_05_49,d_main_30_05,Monologue,Locale_MainScenario:d_main_30_05_49,False,,XS_10,XS_100,1.0,sfx_scn_rustle,none,drilley,,,,,,3,idle,,5,void,,7,idle,,1,sad,,,,
d_main_30_05_50,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_50,True,,XS_100,2,1.0,,,rapi,rapi,,,,,3,idle,,5,void,,7,idle,,1,sad,,,,
d_main_30_05_51,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_51,True,,2,2,1.0,,,rapi,rapi,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_52,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_52,True,,2,2,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_53,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_53,True,,2,2,1.0,,,drilley,drilley,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_54,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_54,True,,2,2,1.0,,,rapi,rapi,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_55,d_main_30_05,Monologue,Locale_MainScenario:d_main_30_05_55,False,,2,30,2.0,,,rapi,,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_56,d_main_30_05,Monologue,Locale_MainScenario:d_main_30_05_56,False,,30,30,1.0,,,rapi,,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_57,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_57,True,,30,30,1.0,,,rapi,rapi,,,,,3,think,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_58,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_58,True,,30,30,1.0,,,rapi,rapi,,,,,3,think,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_59,d_main_30_05,Monologue,Locale_MainScenario:d_main_30_05_59,False,,30,300,1.0,,,rapi,,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_60,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_60,True,,300,300,1.0,,,rapi,rapi,,,,,3,idle,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_61,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_61,True,,300,300,1.0,,bgm_disaster,shifty,shifty,,,,,3,idle,,5,void,,7,idle,,1,surprise,shifty,OP_leftup,angry,
d_main_30_05_62,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_62,True,,300,300,1.0,,,rapi,rapi,,,,,3,angry,,5,void,,7,idle,,1,surprise,,OP_leftup,surprise,
d_main_30_05_63,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_63,True,,300,300,1.0,,,shifty,shifty,,,,,3,angry,,5,void,,7,idle,,1,surprise,,OP_leftup,angry,
d_main_30_05_64,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_64,True,,300,30,1.0,,,rapi,rapi,,,,,3,angry,,5,void,,7,idle,,1,surprise,,OP_leftup,angry,shifty
d_main_30_05_65,d_main_30_05,Narration,Locale_MainScenario:d_main_30_05_65,False,,30,30,1.0,sfx_scn_energyballfire,,rapi,,Low_2,Grey,,,3,angry,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_66,d_main_30_05,Monologue,Locale_MainScenario:d_main_30_05_66,False,,30,3,2.0,,,rapi,,,Grey,,,3,angry,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_67,d_main_30_05,Monologue,Locale_MainScenario:d_main_30_05_67,False,,3,3,1.0,,,rapi,,,Grey,Blur_Low,,3,angry,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_68,d_main_30_05,Narration,Locale_MainScenario:d_main_30_05_68,False,,black,black,1.0,sfx_scn_energyballexplosion,,rapi,,,Grey,Blur_Low,,3,angry,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_69,d_main_30_05,Monologue,Locale_MainScenario:d_main_30_05_69,False,,black,black,1.0,,,rapi,,,,,,3,angry,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_70,d_main_30_05,Self,Locale_MainScenario:d_main_30_05_70,False,,black,black,1.0,,,rapi,,,,,,3,angry,,5,void,,7,idle,,1,surprise,,,,
d_main_30_05_71,d_main_30_05,Speech,Locale_MainScenario:d_main_30_05_71,True,,black,black,1.0,,,rapi,rapi,,,,,3,angry,,5,void,,7,idle,,1,surprise,,,,
