id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/hide_char_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,play_sound
d_main_29_02_s_45,d_main_29_02_s,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_s_45,False,,OP_rightup,idle,,13,13,1.0,,,,5,idle,,3,idle,,1,void,,13,no,,15,angry,,,
d_main_29_02_s_46,d_main_29_02_s,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_s_46,True,,OP_rightup,idle,,13,13,1.0,,,,5,idle,,3,idle,,1,void,,13,no,,15,angry,,,
d_main_29_02_s_47,d_main_29_02_s,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_s_47,True,,OP_rightup,surprise,,13,13,1.0,,,,5,idle,,3,idle,,1,void,,13,no,,15,idle,,,
d_main_29_02_s_48,d_main_29_02_s,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_s_48,True,,OP_rightup,surprise,,13,13,1.0,,,,5,idle,,3,idle,,1,void,,13,no,,15,idle,,,
d_main_29_02_s_49,d_main_29_02_s,Speech,anis,anis,Locale_MainScenario:d_main_29_02_s_49,True,,OP_rightup,surprise,,13,2,1.0,,,,5,idle,,3,idle,,1,void,,13,no,,15,idle,,,
d_main_29_02_s_50,d_main_29_02_s,Speech,neon,neon,Locale_MainScenario:d_main_29_02_s_50,True,,OP_rightup,surprise,,2,2,1.0,,,,5,idle,,3,idle,,1,void,,13,no,,15,idle,,,
d_main_29_02_s_51,d_main_29_02_s,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_s_51,False,,OP_rightup,surprise,,S_130,S_130,1.0,,,,5,idle,,3,idle,,1,void,,13,no,,15,idle,,,
d_main_29_02_s_52,d_main_29_02_s,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_s_52,True,,OP_rightup,idle,,2,2,1.0,,,,5,idle,,3,idle,,1,void,,13,no,,15,idle,,,
d_main_29_02_s_53,d_main_29_02_s,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_s_53,True,,OP_rightup,idle,,2,2,1.0,,,,5,idle,,3,idle,,1,void,,13,no,,15,idle,,,
d_main_29_02_s_54,d_main_29_02_s,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_s_54,True,,OP_rightup,idle,,2,2,1.0,,,,5,idle,,3,idle,,1,void,,13,no,,15,idle,,,
d_main_29_02_s_55,d_main_29_02_s,Speech,anis,anis,Locale_MainScenario:d_main_29_02_s_55,True,,OP_rightup,idle,,2,2,1.0,,,,5,idle,,3,idle,,1,no,,13,no,,15,idle,,,
d_main_29_02_s_56,d_main_29_02_s,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_s_56,True,,OP_rightup,idle,,2,2,1.0,,,,5,idle,,3,idle,,1,no,,13,no,,15,idle,,,
d_main_29_02_s_57,d_main_29_02_s,Speech,trony_op_r,trony_op_r,Locale_MainScenario:d_main_29_02_s_57,True,,OP_rightup,idle,,2,2,1.0,,,,5,idle,,3,idle,,1,no,,13,no,,15,idle,,,
d_main_29_02_s_58,d_main_29_02_s,Speech,anis,anis,Locale_MainScenario:d_main_29_02_s_58,True,,OP_rightup,idle,,2,2,1.0,,trony_op_r,,5,idle,,3,idle,,1,sad,,13,no,,15,idle,,,
d_main_29_02_s_59,d_main_29_02_s,Speech,neon,neon,Locale_MainScenario:d_main_29_02_s_59,True,,,,,2,2,1.0,,,,5,idle,,3,idle,,1,sad,,13,no,,15,idle,,,
d_main_29_02_s_60,d_main_29_02_s,Speech,anis,anis,Locale_MainScenario:d_main_29_02_s_60,True,,,,,2,2,1.0,,,,5,idle,,3,idle,,1,no,,13,no,,15,idle,,,
d_main_29_02_s_61,d_main_29_02_s,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_s_61,True,,,,,2,12,1.0,,,,5,idle,,3,idle,,1,no,,13,idle,,15,idle,,,
d_main_29_02_s_62,d_main_29_02_s,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_s_62,True,,,,,12,12,1.0,,,,5,idle,,3,idle,,1,no,,13,idle,,15,idle,,,
d_main_29_02_s_63,d_main_29_02_s,Speech,anis,anis,Locale_MainScenario:d_main_29_02_s_63,True,,,,,12,12,1.0,,,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,,
d_main_29_02_s_64,d_main_29_02_s,Speech,fragile,fragile,Locale_MainScenario:d_main_29_02_s_64,True,,,,,12,12,1.0,,,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,,
d_main_29_02_s_65,d_main_29_02_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_02_s_65,False,,,,,12,XS_150,1.0,,,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,,
d_main_29_02_s_66,d_main_29_02_s,Speech,drilley,drilley,Locale_MainScenario:d_main_29_02_s_66,True,,,,,XS_150,XS_150,1.0,,,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,,
d_main_29_02_s_67,d_main_29_02_s,Narration,drilley,,Locale_MainScenario:d_main_29_02_s_67,False,,,,,XS_150,XS_150,1.0,none,,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,,sfx_scn_2rapturestep
d_main_29_02_s_68,d_main_29_02_s,Monologue,drilley,,Locale_MainScenario:d_main_29_02_s_68,False,,,,,XS_150,18,1.0,bgm_enemyclose,,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,,
d_main_29_02_s_69,d_main_29_02_s,Monologue,drilley,,Locale_MainScenario:d_main_29_02_s_69,False,,,,,18,18,1.0,,,,5,idle,,3,idle,,1,void,,13,idle,,15,idle,,,
d_main_29_02_s_70,d_main_29_02_s,Speech,anis,anis,Locale_MainScenario:d_main_29_02_s_70,True,,,,,1,1,1.0,,,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,,
d_main_29_02_s_71,d_main_29_02_s,Self,anis,,Locale_MainScenario:d_main_29_02_s_71,False,,,,,1,1,1.0,,,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,,
