id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_ex_redash_01_1_36,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_36,True,,30,30,1.0,,redhood,,,,3,angry,,5,angry
d_ex_redash_01_1_37,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_37,True,,30,30,1.0,,redhood,,,,3,angry,,5,angry
d_ex_redash_01_1_38,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_38,True,,5,L_50,1.0,,rapunzel_o,,,,3,angry,,5,idle
d_ex_redash_01_1_39,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_39,True,,L_50,L_50,1.0,,rapunzel_o,,,,3,angry,,5,idle
d_ex_redash_01_1_40,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_40,True,,L_50,L_50,1.0,,rapunzel_o,,,,3,angry,,5,idle
d_ex_redash_01_1_41,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_41,True,,L_50,L_50,1.0,,rapunzel_o,,,,3,angry,,5,idle
d_ex_redash_01_1_42,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_42,True,,L_50,L_500,1.0,,rapunzel_o,,,,3,angry,,5,angry
d_ex_redash_01_1_43,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_43,True,,L_500,L_500,1.0,,rapunzel_o,,,,3,angry,,5,angry
d_ex_redash_01_1_44,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_44,True,,30,300,0.5,,redhood,Low_2,,,3,surprise_02,,5,angry
d_ex_redash_01_1_45,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_45,True,,L_500,L_500,1.0,,rapunzel_o,,,,3,surprise_02,,5,no
d_ex_redash_01_1_46,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_46,True,,L_500,L_500,1.0,,rapunzel_o,,,,3,surprise_02,,5,no
d_ex_redash_01_1_47,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_47,True,,L_500,L_500,1.0,,rapunzel_o,,,,3,surprise_02,,5,no
d_ex_redash_01_1_48,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_48,True,,L_500,L_500,1.0,,rapunzel_o,,,,3,surprise_02,,5,no
d_ex_redash_01_1_49,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_49,True,,L_500,L_500,1.0,,redhood,,,,3,think,,5,no
d_ex_redash_01_1_50,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_50,True,,L_500,L_50,1.0,,rapunzel_o,,,,3,think,,5,sad
d_ex_redash_01_1_51,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_51,True,,L_50,L_50,1.0,,rapunzel_o,,,,3,think,,5,sad
d_ex_redash_01_1_52,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_52,True,,L_50,L_50,1.0,,rapunzel_o,,,,3,think,,5,sad
d_ex_redash_01_1_53,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_53,True,,30,30,1.0,,redhood,,,,3,think,,5,sad
d_ex_redash_01_1_54,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_54,True,,30,30,1.0,,redhood,,,,3,think,,5,sad
d_ex_redash_01_1_55,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_55,True,,30,30,1.0,,redhood,,,,3,think,,5,sad
d_ex_redash_01_1_56,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_56,True,,30,30,1.0,,redhood,,,,3,smile_02,,5,sad
d_ex_redash_01_1_57,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_57,True,,30,4,1.0,,rapunzel_o,,,,3,smile_02,,5,smile
d_ex_redash_01_1_58,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_58,True,,4,4,1.0,,rapunzel_o,,,,3,smile_02,,5,smile
d_ex_redash_01_1_59,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_59,True,,4,4,1.0,,redhood,,,,3,think,,5,smile
d_ex_redash_01_1_60,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_60,True,,4,4,1.0,,redhood,,,,3,think,,5,smile
d_ex_redash_01_1_61,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_61,True,,4,4,1.0,,redhood,,,,3,smile_02,,5,smile
d_ex_redash_01_1_62,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_62,True,,4,4,1.0,,redhood,,,,3,smile_02,,5,smile
d_ex_redash_01_1_63,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_63,True,,4,4,1.0,,rapunzel_o,,,,3,smile_02,,5,idle
d_ex_redash_01_1_64,d_ex_redash_01_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_1_64,False,,4,4,1.0,,,,,,3,smile_02,,5,idle
d_ex_redash_01_1_65,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_65,True,,4,4,1.0,,redhood,,,,3,smile_02,,5,idle
d_ex_redash_01_1_66,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_66,True,,4,4,1.0,,redhood,,,,3,smile_02,,5,idle
d_ex_redash_01_1_67,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_67,True,,4,4,1.0,,rapunzel_o,,,,3,smile_02,,5,smile
d_ex_redash_01_1_68,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_68,True,,4,4,1.0,,redhood,,,,3,panic,,5,smile
d_ex_redash_01_1_69,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_69,True,,4,4,1.0,,redhood,,,,3,no,,5,smile
d_ex_redash_01_1_70,d_ex_redash_01_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_1_70,False,,4,4,1.0,,,,,,3,no,,5,smile
d_ex_redash_01_1_71,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_71,True,,4,4,1.0,,rapunzel_o,,,,3,no,,5,idle
d_ex_redash_01_1_72,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_72,True,,4,4,1.0,,rapunzel_o,,,,3,no,,5,smile
d_ex_redash_01_1_73,d_ex_redash_01_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_01_1_73,False,,17,170,0.5,none,,,,,3,no,,5,smile
d_ex_redash_01_1_74,d_ex_redash_01_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_1_74,False,,170,170,1.0,,,,,,3,no,,5,smile
d_ex_redash_01_1_75,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_75,True,,30,300,0.5,bgm_story_languor,redhood,Low_2,,,3,shy_02,,5,idle
d_ex_redash_01_1_76,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_76,True,,300,300,1.0,,redhood,,,,3,shy_02,,5,idle
d_ex_redash_01_1_77,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_77,True,,4,4,1.0,,rapunzel_o,,,,3,shy_02,,5,surprise
d_ex_redash_01_1_78,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_78,True,,4,4,1.0,,rapunzel_o,,,,3,shy_02,,5,panic_01
d_ex_redash_01_1_79,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_79,True,,4,4,1.0,,redhood,,,,3,shy_02,,5,panic_01
d_ex_redash_01_1_80,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_80,True,,4,4,1.0,,rapunzel_o,,,,3,shy_02,,5,panic_01
d_ex_redash_01_1_81,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_81,True,,4,4,1.0,,rapunzel_o,,,,3,shy_02,,5,panic_01
d_ex_redash_01_1_82,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_82,True,,4,4,1.0,,redhood,,,,3,shy_02,,5,panic_01
d_ex_redash_01_1_83,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_83,True,,4,4,1.0,,rapunzel_o,,,,3,shy_02,,5,panic_01
d_ex_redash_01_1_84,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_84,True,,30,30,1.0,,redhood,,,,3,shy_02,,5,panic_01
d_ex_redash_01_1_85,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_85,True,,30,30,1.0,,redhood,Low_2,,,3,shy_02,,5,panic_01
d_ex_redash_01_1_86,d_ex_redash_01_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_01_1_86,False,,black,black,1.0,,,,sfx_scn_windowclack,,3,go,,5,idle
