id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,jump_target
d_ex_court_02_12,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_12,True,,3,think,,2,2,1.0,,,,,1,idle,,,,,
d_ex_court_02_13,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_13,True,,3,think,,2,2,1.0,,,,,1,idle,,,,,
d_ex_court_02_14,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_14,True,,3,think,,2,2,1.0,,,,,1,idle,,,,,
d_ex_court_02_15,d_ex_court_02,Self,yulha,,Locale_SuddenStory:d_ex_court_02_15,False,,3,think,,2,2,1.0,,,,,1,idle,,,,,
d_ex_court_02_16,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_16,True,,3,think,,2,S_30,0.5,,,,,1,idle,,,,,
d_ex_court_02_17,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_17,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,,,,
d_ex_court_02_18,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_18,True,,3,think,,S_30,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_19,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_19,True,,3,think,,L_10,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_20,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_20,True,,3,think,,L_10,L_100,2.0,,,,,1,sad,,,,,
d_ex_court_02_21,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_21,True,,3,think,,L_100,L_100,1.0,,,,,1,idle,,,,,
d_ex_court_02_22,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_22,True,,3,think,,L_100,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_23,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_23,True,,3,think,,L_10,2,1.0,,,,,1,idle,,,,,
d_ex_court_02_24,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_24,True,,3,idle,,2,2,1.0,,,,,1,angry,,,,,
d_ex_court_02_25,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_25,True,,3,idle,,2,2,1.0,none,,,,1,sad,,,,,
d_ex_court_02_26,d_ex_court_02,Narration,yulha,,Locale_SuddenStory:d_ex_court_02_26,False,,3,idle,,2,12,1.0,,,sfx_scn_autodooropen,,1,idle,yan,13,etc,,
d_ex_court_02_27,d_ex_court_02,Speech,yan,yan,Locale_SuddenStory:d_ex_court_02_27,True,,3,idle,,12,S_130,1.0,bgm_story_kneeldownfools,,,,1,idle,,13,etc,,
d_ex_court_02_28,d_ex_court_02,Speech,yan,yan,Locale_SuddenStory:d_ex_court_02_28,True,,3,idle,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_29,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_29,True,,3,think,,S_130,S_30,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_30,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_30,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_31,d_ex_court_02,Speech,yan,yan,Locale_SuddenStory:d_ex_court_02_31,True,,3,think,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_32,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_32,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_33,d_ex_court_02,Speech,yan,yan,Locale_SuddenStory:d_ex_court_02_33,True,,3,think,,S_130,S_130,1.0,,,,,1,idle,,13,etc,,
d_ex_court_02_34,d_ex_court_02,Speech,yan,yan,Locale_SuddenStory:d_ex_court_02_34,True,,3,think,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_35,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_35,True,,3,idle,,S_30,S_300,0.5,,,,,1,idle,,13,idle,,
d_ex_court_02_36,d_ex_court_02,Self,novel,,Locale_SuddenStory:d_ex_court_02_36,False,,3,idle,,S_300,S_300,1.0,,Grey,sfx_scn_tablehit,,1,idle,,13,idle,,
d_ex_court_02_37,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_37,True,,3,think,,S_300,S_30,0.5,,,,,1,idle,,13,idle,,
d_ex_court_02_38,d_ex_court_02,Self,novel,,Locale_SuddenStory:d_ex_court_02_38,False,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_39,d_ex_court_02,Self,novel,,Locale_SuddenStory:d_ex_court_02_39,False,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_40,d_ex_court_02,Speech,yan,yan,Locale_SuddenStory:d_ex_court_02_40,True,,3,think,,S_30,S_130,2.0,,,,,1,idle,,13,delight,,
d_ex_court_02_41,d_ex_court_02,Speech,yan,yan,Locale_SuddenStory:d_ex_court_02_41,True,,3,think,,S_130,S_130,1.0,,,,,1,idle,,13,delight,,
d_ex_court_02_42,d_ex_court_02,Speech,yan,yan,Locale_SuddenStory:d_ex_court_02_42,True,,3,think,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_43,d_ex_court_02,Speech,yan,yan,Locale_SuddenStory:d_ex_court_02_43,True,,3,think,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_44,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_44,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_45,d_ex_court_02,Speech,yan,yan,Locale_SuddenStory:d_ex_court_02_45,True,,3,think,,S_130,12,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_46,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_46,True,,3,idle,,12,2,2.0,,,sfx_scn_autodooropen,,1,idle,,13,idle,yan,
d_ex_court_02_47,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_47,True,,3,idle,,2,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_48,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_48,True,,3,idle,,L_10,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_49,d_ex_court_02,Narration,yulha,,Locale_SuddenStory:d_ex_court_02_49,False,,3,idle,,black,black,1.0,,,sfx_scn_windowbreak,,1,idle,laplace,13,idle,,
d_ex_court_02_50,d_ex_court_02,Narration,yulha,,Locale_SuddenStory:d_ex_court_02_50,False,,3,idle,,15,13,0.5,,,,,1,idle,,13,idle,,
d_ex_court_02_51,d_ex_court_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_court_02_51,True,,3,idle,,13,S_130,0.5,,,,,1,idle,,13,delight,,
d_ex_court_02_52,d_ex_court_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_court_02_52,True,,3,idle,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_53,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_53,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_54,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_54,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_55,d_ex_court_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_court_02_55,True,,3,think,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_56,d_ex_court_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_court_02_56,True,,3,think,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_57,d_ex_court_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_court_02_57,True,,3,think,,S_130,S_130,1.0,,,,,1,idle,,13,delight,,
d_ex_court_02_58,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_58,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_59,d_ex_court_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_court_02_59,True,,3,think,,S_130,S_1300,0.5,,,,,1,idle,,13,angry,,
d_ex_court_02_60,d_ex_court_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_court_02_60,True,,3,think,,S_1300,S_1300,1.0,,,,,1,idle,,13,angry,,
d_ex_court_02_61,d_ex_court_02,Speech,laplace,laplace,Locale_SuddenStory:d_ex_court_02_61,True,,3,think,,S_1300,13,0.5,,,,,1,idle,,13,angry,,
d_ex_court_02_62,d_ex_court_02,Narration,laplace,,Locale_SuddenStory:d_ex_court_02_62,False,,3,idle,,black,black,1.0,,,sfx_scn_windowbreak,,1,idle,,13,angry,laplace,
d_ex_court_02_63,d_ex_court_02,Narration,laplace,,Locale_SuddenStory:d_ex_court_02_63,False,,3,idle,,5,2,2.0,,,,,1,idle,,,,,
d_ex_court_02_64,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_64,False,,3,idle,,2,S_30,0.5,,,,,1,idle,,,,,
d_ex_court_02_65,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_65,True,,3,idle,,S_30,S_30,1.0,,,,,1,idle,,,,,
d_ex_court_02_66,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_66,True,,3,delight,,S_30,S_300,0.5,,,,,1,idle,,,,,
d_ex_court_02_67,d_ex_court_02,Self,novel,,Locale_SuddenStory:d_ex_court_02_67,False,,3,delight,,S_300,S_300,1.0,,Grey,sfx_scn_tablehit,,1,idle,,,,,
d_ex_court_02_68,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_68,True,,3,idle,,S_300,S_30,2.0,,,,,1,idle,,,,,
d_ex_court_02_69,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_69,True,,3,idle,,S_30,S_30,1.0,,,,,1,idle,,,,,
d_ex_court_02_70,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_70,True,,3,idle,,S_30,S_30,1.0,,,,,1,idle,,,,,
d_ex_court_02_71,d_ex_court_02,Choice,novel,,Locale_SuddenStory:d_ex_court_02_71,False,,3,idle,,S_30,S_30,1.0,,,,,1,idle,,,,,d_ex_court_02_78
d_ex_court_02_72,d_ex_court_02,Choice,novel,,Locale_SuddenStory:d_ex_court_02_72,False,,3,idle,,S_30,S_30,1.0,,,,,1,idle,,,,,d_ex_court_02_73
d_ex_court_02_73,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_73,True,,3,shy,,L_10,L_100,2.0,,,,,1,idle,,,,,
d_ex_court_02_74,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_74,True,,3,shy,,L_100,L_100,1.0,,,,,1,idle,,,,,
d_ex_court_02_75,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_75,True,,3,shy,,L_100,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_76,d_ex_court_02,Monologue,yulha,,Locale_SuddenStory:d_ex_court_02_76,False,,3,shy,,L_10,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_77,d_ex_court_02,Self,yulha,,Locale_SuddenStory:d_ex_court_02_77,False,,3,shy,,L_10,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_78,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_78,True,,3,think,,S_30,S_300,0.5,,,,,1,idle,,,,,
d_ex_court_02_79,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_79,True,,3,think,,S_300,S_300,1.0,,,,,1,idle,,,,,
d_ex_court_02_80,d_ex_court_02,Monologue,novel,,Locale_SuddenStory:d_ex_court_02_80,False,,3,think,,S_300,2,2.0,,,,,1,idle,,,,,
d_ex_court_02_81,d_ex_court_02,Monologue,novel,,Locale_SuddenStory:d_ex_court_02_81,False,,3,think,,2,2,1.0,,,,,1,idle,,,,,
d_ex_court_02_82,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_82,True,,3,think,,2,2,1.0,,,,,1,idle,,,,,
d_ex_court_02_83,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_83,True,,3,think,,2,2,1.0,,,,,1,idle,,,,,
d_ex_court_02_84,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_84,False,,3,think,,2,L_10,2.0,,,,,1,idle,,,,,
d_ex_court_02_85,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_85,True,,3,think,,L_10,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_86,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_86,True,,3,think,,L_10,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_87,d_ex_court_02,Self,yulha,,Locale_SuddenStory:d_ex_court_02_87,False,,3,think,,L_10,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_88,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_88,True,,3,think,,L_10,S_30,2.0,,,,,1,idle,,,,,
d_ex_court_02_89,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_89,True,,3,idle,,S_30,S_30,1.0,,,,,1,idle,,,,,
d_ex_court_02_90,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_90,True,,3,idle,,S_30,L_10,1.0,,,,,1,sad,,,,,
d_ex_court_02_91,d_ex_court_02,Narration,yulha,,Locale_SuddenStory:d_ex_court_02_91,False,,3,idle,,L_10,12,1.0,,,sfx_scn_autodooropen,,1,idle,n102,13,idle,,
d_ex_court_02_92,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_92,True,,3,idle,,12,XS_130,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_93,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_93,True,,3,idle,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_94,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_94,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_95,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_95,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,idle,,
d_ex_court_02_96,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_96,True,,3,think,,XS_130,XS_130,1.0,,,,,1,idle,,13,delight,,
d_ex_court_02_97,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_97,True,,3,think,,XS_130,XS_130,1.0,,,,,1,idle,,13,delight,,
d_ex_court_02_98,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_98,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,delight,,
d_ex_court_02_99,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_99,True,,3,think,,XS_130,XS_130,1.0,,,,,1,idle,,13,delight,,
d_ex_court_02_100,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_100,True,,3,think,,S_30,S_300,0.5,,,,,1,idle,,13,delight,,
d_ex_court_02_101,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_101,True,,3,think,,XS_130,XS_130,1.0,none,,,,1,idle,,13,pain,,
d_ex_court_02_102,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_102,True,,3,think,,XS_130,XS_130,1.0,,,,,1,idle,,13,pain,,
d_ex_court_02_103,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_103,True,,3,think,,XS_130,XS_1300,0.5,,,,,1,idle,,13,pain,,
d_ex_court_02_104,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_104,True,,3,think,,XS_1300,XS_1300,1.0,,,,,1,idle,,13,pain,,
d_ex_court_02_105,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_105,True,,3,think,,XS_1300,XS_130,2.0,,,,,1,idle,,13,pain,,
d_ex_court_02_106,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_106,True,,3,think,,XS_130,S_30,2.0,,,,,1,idle,,13,pain,,
d_ex_court_02_107,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_107,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,pain,,
d_ex_court_02_108,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_108,True,,3,idle,,S_30,S_300,0.5,,,,,1,idle,,13,pain,,
d_ex_court_02_109,d_ex_court_02,Self,novel,,Locale_SuddenStory:d_ex_court_02_109,False,,3,idle,,S_300,S_300,1.0,,Grey,sfx_scn_tablehit,,1,idle,,13,pain,,
d_ex_court_02_110,d_ex_court_02,Self,novel,,Locale_SuddenStory:d_ex_court_02_110,False,,3,idle,,S_300,S_300,1.0,bgm_story_lastbullet,Grey,,,1,idle,,13,pain,,
d_ex_court_02_111,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_111,True,,3,pain,,S_300,S_300,1.0,,,,,1,idle,,13,pain,,
d_ex_court_02_112,d_ex_court_02,Self,novel,,Locale_SuddenStory:d_ex_court_02_112,False,,3,pain,,S_300,S_300,1.0,,,,,1,idle,,13,pain,,
d_ex_court_02_113,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_113,False,,3,think,,S_300,S_30,0.5,,,,,1,idle,,13,pain,,
d_ex_court_02_114,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_114,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,pain,,
d_ex_court_02_115,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_115,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,pain,,
d_ex_court_02_116,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_116,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,13,pain,,
d_ex_court_02_117,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_117,True,,3,idle,,S_30,2,2.0,,,,,1,idle,,13,pain,,
d_ex_court_02_118,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_118,True,,3,idle,,2,12,1.0,,,,,1,idle,,13,pain,,
d_ex_court_02_119,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_119,True,,3,idle,,12,12,1.0,,,,,1,idle,,13,pain,,
d_ex_court_02_120,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_120,True,,3,idle,,12,XS_130,1.0,,,,,1,idle,,13,delight,,
d_ex_court_02_121,d_ex_court_02,Speech,n102,n102,Locale_SuddenStory:d_ex_court_02_121,True,,3,idle,,XS_130,XS_130,1.0,,,,,1,idle,,13,delight,,
d_ex_court_02_122,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_122,True,,3,idle,,XS_130,L_10,2.0,,,sfx_scn_autodooropen,,1,idle,,13,delight,n102,
d_ex_court_02_123,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_123,True,,3,idle,,L_10,L_10,1.0,,,,,1,angry,,,,,
d_ex_court_02_124,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_124,True,,3,think,,L_10,2,1.0,,,,,1,idle,,,,,
d_ex_court_02_125,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_125,True,,3,idle,,2,2,1.0,,,,,1,idle,,,,,
d_ex_court_02_126,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_126,True,,3,delight,,2,2,0.5,,,,,1,idle,,,,,
d_ex_court_02_127,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_127,False,,3,idle,,2,2,1.0,,,,,1,idle,,,,,
d_ex_court_02_128,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_128,True,,3,idle,,2,3,2.0,,,,,1,idle,,,,,
d_ex_court_02_129,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_129,True,,3,delight,,3,S_300,0.5,,,,,1,idle,,,,,
d_ex_court_02_130,d_ex_court_02,Narration,novel,,Locale_SuddenStory:d_ex_court_02_130,False,,3,delight,,black,black,1.0,,,,,1,idle,,,,,
d_ex_court_02_131,d_ex_court_02,Narration,novel,,Locale_SuddenStory:d_ex_court_02_131,False,,3,delight,,black,black,1.0,,,,,1,idle,,,,,
d_ex_court_02_132,d_ex_court_02,Narration,novel,,Locale_SuddenStory:d_ex_court_02_132,False,,3,delight,,black,black,1.0,none,,sfx_scn_bookdrop,,1,idle,,,,,
d_ex_court_02_133,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_133,True,,3,think,,S_300,S_30,1.0,,,,,1,idle,,,,,
d_ex_court_02_134,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_134,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,,,,
d_ex_court_02_135,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_135,True,,3,think,,S_30,S_30,1.0,,,,,1,idle,,,,,
d_ex_court_02_136,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_136,False,,3,think,,S_30,S_300,0.5,,,,,1,idle,,,,,
d_ex_court_02_137,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_137,True,,3,idle,,S_300,S_300,1.0,,,,,1,idle,,,,,
d_ex_court_02_138,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_138,True,,3,idle,,S_300,L_100,2.0,bgm_story_herecomestrouble,,,,1,idle,,,,,
d_ex_court_02_139,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_139,True,,3,idle,,L_100,L_100,1.0,,,,,1,idle,,,,,
d_ex_court_02_140,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_140,True,,3,idle,,L_100,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_141,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_141,True,,3,idle,,L_10,L_10,1.0,,,,,1,idle,,,,,
d_ex_court_02_142,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_142,True,,3,idle,,L_10,L_10,1.0,,,,,1,sad,,,,,
d_ex_court_02_143,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_143,True,,3,think,,L_10,S_30,1.0,,,,,1,sad,,,,,
d_ex_court_02_144,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_144,True,,3,delight,,S_30,S_30,1.0,,,,,1,sad,,,,,
d_ex_court_02_145,d_ex_court_02,Speech,novel,novel,Locale_SuddenStory:d_ex_court_02_145,True,,3,idle,,S_30,S_30,1.0,,,,,1,sad,,,,,
d_ex_court_02_146,d_ex_court_02,Speech,yulha,yulha,Locale_SuddenStory:d_ex_court_02_146,True,,3,idle,,S_30,2,0.5,,,,,1,angry,,,,,
d_ex_court_02_147,d_ex_court_02,Monologue,yulha,,Locale_SuddenStory:d_ex_court_02_147,False,,3,idle,,black,black,1.0,,,,,1,angry,,,,,
