id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id
d_main_37_07_44,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_44,True,,2,2,1.0,,eyeri,eyeri,,15,idle,,13,void,,1,idle,,3,idle,,5,idle,,,,,
d_main_37_07_45,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_45,True,,2,4,1.0,,avistar,avistar,,15,idle,,13,void,,1,idle,,3,idle,,5,idle,,,,,
d_main_37_07_46,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_46,True,,150,150,1.0,,dorothy,dorothy,,15,think,,13,void,,1,idle,,3,idle,,5,idle,,,,,
d_main_37_07_47,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_47,True,,L_30,L_30,1.0,,eyeri,eyeri,,15,think,,13,void,,1,idle,,3,idle,,5,idle,,,,,
d_main_37_07_48,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_48,True,,150,150,1.0,,dorothy,dorothy,,15,think,,13,void,,1,idle,,3,idle,,5,idle,,,,,
d_main_37_07_49,d_main_37_07,Narration,Locale_MainScenario:d_main_37_07_49,False,,black,black,1.0,,dorothy,,,15,think,,1,void,,3,idle,,13,idle,,5,idle,,,,,
d_main_37_07_50,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_50,True,,14,14,1.0,,dorothy,dorothy,,15,think,,1,void,,3,idle,,13,idle,,5,idle,,,,,
d_main_37_07_51,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_51,True,,14,14,1.0,,eyeri,eyeri,,15,think,,1,void,,3,idle,,13,worry,,5,idle,,,,,
d_main_37_07_52,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_52,True,,14,14,1.0,,dorothy,dorothy,,15,idle,,1,void,,3,idle,,13,worry,,5,idle,,,,,
d_main_37_07_53,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_53,False,,14,14,1.0,,eyeri,eyeri,,15,idle,,1,void,,3,idle,,13,void,,5,idle,,,,,
d_main_37_07_54,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_54,True,,S_30,S_30,1.0,,neon,neon,,15,idle,,1,void,,3,delight,,13,void,,5,idle,,,,,
d_main_37_07_55,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_55,True,,S_30,S_30,1.0,,neon,neon,,15,idle,,1,void,,3,delight,,13,void,,5,idle,,,,,
d_main_37_07_56,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_56,True,,14,14,1.0,,dorothy,dorothy,,15,idle,,1,void,,3,delight,,13,void,,5,idle,,,,,
d_main_37_07_57,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_57,True,,14,14,1.0,,dorothy,dorothy,,15,idle,,1,void,,3,delight,,13,void,,5,idle,,,,,
d_main_37_07_58,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_58,False,,14,L_130,1.0,,eyeri,eyeri,,15,idle,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_59,d_main_37_07,Narration,Locale_MainScenario:d_main_37_07_59,False,,L_130,L_130,1.0,,eyeri,,,15,idle,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_60,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_60,True,,L_130,L_130,1.0,,eyeri,eyeri,,15,idle,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_61,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_61,True,,L_130,150,1.0,,dorothy,dorothy,,15,idle,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_62,d_main_37_07,Narration,Locale_MainScenario:d_main_37_07_62,False,,150,150,1.0,,dorothy,,,15,think,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_63,d_main_37_07,Narration,Locale_MainScenario:d_main_37_07_63,False,,150,150,1.0,,dorothy,,,15,think,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_64,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_64,True,,150,14,1.0,,eyeri,eyeri,,15,think,,1,void,,3,idle,,13,void,,5,idle,,,,,
d_main_37_07_65,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_65,True,,14,14,1.0,bgm_story_anotherway,dorothy,dorothy,,15,think,,1,void,,3,idle,,13,void,,5,idle,,,,,
d_main_37_07_66,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_66,False,,1,10,1.0,,anis,anis,,15,think,,1,angry,,3,idle,,13,void,,5,idle,,,,,
d_main_37_07_67,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_67,False,,14,14,1.0,,eyeri,eyeri,,15,think,,1,angry,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_68,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_68,True,,14,14,1.0,,eyeri,eyeri,,15,think,,1,angry,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_69,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_69,True,,14,14,1.0,,dorothy,dorothy,,15,think,,1,angry,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_70,d_main_37_07,Narration,Locale_MainScenario:d_main_37_07_70,False,,black,black,1.0,,dorothy,,,15,think,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_71,d_main_37_07,Narration,Locale_MainScenario:d_main_37_07_71,False,,black,black,1.0,,dorothy,,,15,think,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_72,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_72,True,,14,14,1.0,,dorothy,dorothy,,15,think,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_73,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_73,True,,14,14,1.0,,eyeri,eyeri,,15,think,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_74,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_74,True,,14,14,1.0,,dorothy,dorothy,,15,think,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_75,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_75,True,,14,14,1.0,,dorothy,dorothy,,15,idle,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_76,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_76,True,,14,14,1.0,,dorothy,dorothy,,15,idle,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_77,d_main_37_07,Narration,Locale_MainScenario:d_main_37_07_77,False,EventScene_Chap_37_01,black,black,1.0,,dorothy,,,15,idle,,1,void,,3,idle,,13,angry,,5,idle,dorothy,anis,neon,eyeri,avistar
d_main_37_07_78,d_main_37_07,Narration,Locale_MainScenario:d_main_37_07_78,False,,black,black,1.0,,dorothy,,,,,,,,,,,,,,,,,,,,,
d_main_37_07_79,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_79,True,,1,10,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
d_main_37_07_80,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_80,True,,10,10,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
d_main_37_07_81,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_81,True,,10,10,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
d_main_37_07_82,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_82,True,,10,10,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
d_main_37_07_83,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_83,True,,10,10,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
d_main_37_07_84,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_84,False,,10,10,1.0,,eyeri,eyeri,,,,,,,,,,,,,,,,,,,,
d_main_37_07_85,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_85,True,,10,10,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,
d_main_37_07_86,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_86,True,,10,10,1.0,,eyeri,eyeri,,,,,,,,,,,,,,,,,,,,
d_main_37_07_87,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_87,True,GoodOffice,black,black,1.0,,dorothy,dorothy,dorothy,15,think,anis,1,void,neon,3,idle,eyeri,13,angry,avistar,5,idle,,,,,
d_main_37_07_88,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_88,True,,15,15,1.0,none,dorothy,dorothy,,15,think,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_89,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_89,True,,15,15,1.0,,dorothy,dorothy,,15,think,,1,void,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_90,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_90,True,,10,10,1.0,,anis,anis,,15,think,,1,idle,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_91,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_91,True,,10,10,1.0,,anis,anis,,15,think,,1,idle,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_92,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_92,True,,15,15,1.0,,dorothy,dorothy,,15,think,,1,idle,,3,idle,,13,angry,,5,idle,,,,,
d_main_37_07_93,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_93,True,,4,4,1.0,,neon,neon,,15,think,,1,idle,,3,idle,,13,idle,,5,idle,,,,,
d_main_37_07_94,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_94,True,,4,4,1.0,,avistar,avistar,,15,think,,1,idle,,3,idle,,13,idle,,5,idle,,,,,
d_main_37_07_95,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_95,True,,L_130,L_130,1.0,,eyeri,eyeri,,15,think,,1,idle,,3,idle,,13,idle,,5,idle,,,,,
d_main_37_07_96,d_main_37_07,Speech,Locale_MainScenario:d_main_37_07_96,True,,L_130,150,1.5,,dorothy,dorothy,,15,no,,1,idle,,3,idle,,13,idle,,5,idle,,,,,
