id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,play_sound,set_camera_shake
d_main_22_05_s_33,d_main_22_05_s,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_s_33,True,,13,angry,,3,idle,,5,think,,7,surprise,,31,31,1.0,,,,,,,1,angry,,,,,,,
d_main_22_05_s_34,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_34,True,,13,angry,,3,idle,,5,think,,7,surprise,,31,31,1.0,,,,,,,1,angry,,,,,,,
d_main_22_05_s_35,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_35,True,,13,angry,,3,idle,,5,think,,7,surprise,,31,31,1.0,,,,,,,1,angry,,,,,,,
d_main_22_05_s_36,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_36,True,,13,angry,,3,idle,,5,think,,7,surprise,none,black,black,1.0,,rosanna,sakura,blanc,noir,,1,angry,moran,underqueen,event,idle,,,
d_main_22_05_s_37,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_37,False,,,,,,,,,,,,,,underqueen_01,underqueen_01,1.0,,,,,,,,,,,event,idle,,,
d_main_22_05_s_38,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_38,True,,,,,,,,,,,,,,underqueen_01,underqueen_01,1.0,,,,,,,,,,,event,idle,,,
d_main_22_05_s_39,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_39,True,,,,,,,,,,,,,,underqueen_01,underqueen_02,2.0,,,,,,,,,,,event,idle,,,
d_main_22_05_s_40,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_40,True,,,,,,,,,,,,,,underqueen_02,underqueen_02,1.0,,,,,,,,,,,event,idle,,,
d_main_22_05_s_41,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_41,True,,,,,,,,,,,,,,underqueen_02,underqueen_03,2.0,,,,,,,,,,,event,idle,,,
d_main_22_05_s_42,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_42,True,,,,,,,,,,,,,,underqueen_03,underqueen_03,1.0,,,,,,,,,,,event,idle,,,
d_main_22_05_s_43,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_43,True,,,,,,,,,,,,,,underqueen_03,underqueen_03,1.0,,,,,,,,,,,event,idle,,,
d_main_22_05_s_44,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_44,True,,,,,,,,,,,,,,underqueen_03,underqueen_01,2.0,,,,,,,,,,,event,idle,,,
d_main_22_05_s_45,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_45,True,,,,,,,,,,,,,,underqueen_01,underqueen_04,2.0,,,,,,,,,,,event,idle,,,
d_main_22_05_s_46,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_46,True,rosanna,13,angry,sakura,3,idle,blanc,5,think,noir,7,surprise,CoinRushIndoor,black,black,1.0,,,,,,moran,1,angry,,,event,idle,underqueen,,
d_main_22_05_s_47,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_47,True,,13,angry,,3,idle,,5,think,,7,surprise,,113,113,1.0,,,,,,,1,angry,,,,,,,
d_main_22_05_s_48,d_main_22_05_s,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_s_48,True,,13,angry,,3,angry,,5,think,,7,surprise,,113,3,1.0,,,,,,,1,think,,,,,,,
d_main_22_05_s_49,d_main_22_05_s,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_s_49,True,,13,angry,,3,angry,,5,think,,7,surprise,,3,3,1.0,,,,,,,1,think,,,,,,,
d_main_22_05_s_50,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_50,True,,13,angry,,3,angry,,5,think,,7,surprise,,13,13,1.0,,,,,,,1,think,,,,,,,
d_main_22_05_s_51,d_main_22_05_s,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_s_51,True,,13,angry,,3,angry,,5,think,,7,surprise,,3,3,1.0,,,,,,,1,think,,,,,,,
d_main_22_05_s_52,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_52,True,,13,angry,,3,idle,,5,think,,7,surprise,,3,1,1.0,,,,,,,1,idle,,,,,,,
d_main_22_05_s_53,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_53,True,,13,angry,,3,idle,,5,think,,7,surprise,,1,10,1.0,,,,,,,1,idle,,,,,,,
d_main_22_05_s_54,d_main_22_05_s,Speech,blanc,blanc,Locale_MainScenario:d_main_22_05_s_54,True,,13,angry,,3,idle,,5,think,,7,surprise,,L_50,L_50,2.0,,,,,,,1,idle,,,,,,,
d_main_22_05_s_55,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_55,True,,13,angry,,3,idle,,5,think,,7,surprise,,10,10,1.0,,,,,,,1,idle,,,,,,,
d_main_22_05_s_56,d_main_22_05_s,Speech,blanc,blanc,Locale_MainScenario:d_main_22_05_s_56,True,,13,angry,,3,idle,,5,think,,7,surprise,,75,75,1.0,,,,,,,1,idle,,,,,,,
d_main_22_05_s_57,d_main_22_05_s,Speech,noir,noir,Locale_MainScenario:d_main_22_05_s_57,True,,13,angry,,3,idle,,5,think,,7,surprise,,75,75,1.0,,,,,,,1,idle,,,,,,,
d_main_22_05_s_58,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_58,True,,13,angry,,3,idle,,5,think,,7,surprise,,10,10,1.0,,,,,,,1,idle,,,,,,,
d_main_22_05_s_59,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_59,True,,13,angry,,3,idle,,5,think,,7,surprise,,10,10,1.0,,,,,,,1,idle,,,,,,,
d_main_22_05_s_60,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_60,True,,13,angry,,3,idle,,5,think,,7,surprise,,130,130,1.0,,,,,,,1,idle,,,,,,,
d_main_22_05_s_61,d_main_22_05_s,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_s_61,True,,13,angry,,3,idle,,5,think,,7,surprise,,30,30,1.0,,,,,,,1,idle,,,,,,,
d_main_22_05_s_62,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_62,True,,13,idle,,3,idle,,5,think,,7,surprise,,130,130,1.0,,,,,,,1,idle,,,,,,,
d_main_22_05_s_63,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_63,True,,13,idle,,3,idle,,5,think,,7,surprise,,130,10,1.0,,,,,,,1,angry,,,,,,,
d_main_22_05_s_64,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_64,True,,13,idle,,3,idle,,5,think,,7,surprise,,10,10,1.0,,,,,,,1,angry,,,,,,,
d_main_22_05_s_65,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_65,True,,13,idle,,3,idle,,5,think,,7,surprise,,10,113,0.5,,,,,,,1,angry,,,,,,,
d_main_22_05_s_66,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_66,True,,13,idle,,3,idle,,5,think,,7,surprise,,113,113,1.0,,,,,,,1,angry,,,,,,,
d_main_22_05_s_67,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_67,True,,13,idle,,3,idle,,5,think,,7,surprise,,113,113,1.0,,,,,,,1,worry,,,,,,,
d_main_22_05_s_68,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_68,True,,13,angry,,3,idle,,5,think,,7,surprise,,113,113,1.0,,,,,,,1,worry,,,,,,,
d_main_22_05_s_69,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_69,True,,13,angry,,3,idle,,5,think,,7,surprise,,113,113,1.0,,,,,,,1,worry,,,,,,,
d_main_22_05_s_70,d_main_22_05_s,Speech,sakura,sakura,Locale_MainScenario:d_main_22_05_s_70,True,,13,angry,,3,idle,,5,think,,7,surprise,,113,31,2.0,,,,,,,1,worry,,,,,,,
d_main_22_05_s_71,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_71,True,,13,angry,,3,idle,,5,think,,7,surprise,,31,31,1.0,,,,,,,1,worry,,,,,,,
d_main_22_05_s_72,d_main_22_05_s,Speech,moran,moran,Locale_MainScenario:d_main_22_05_s_72,True,,13,angry,,3,idle,,5,think,,7,surprise,,31,31,1.0,,,,,,,1,angry,,,,,,,
d_main_22_05_s_73,d_main_22_05_s,Speech,rosanna,rosanna,Locale_MainScenario:d_main_22_05_s_73,True,,13,angry,,3,idle,,5,think,,7,surprise,,31,113,0.5,,,,,,,1,angry,,,,,,,
d_main_22_05_s_74,d_main_22_05_s,Narration,,,Locale_MainScenario:d_main_22_05_s_74,False,,13,angry,,3,idle,,5,think,,7,surprise,,113,113,1.0,,,,,,,1,angry,,,,,,sfx_scn_explosions,Low_2
d_main_22_05_s_75,d_main_22_05_s,Narration,,,Locale_MainScenario:d_main_22_05_s_75,False,,13,angry,,3,idle,,5,think,,7,surprise,,black,black,1.0,,,,,,,1,angry,,,,,,,
