id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_12af_01_26,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_26,True,,L_10,L_10,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,neon,17,worry,
d_main_12af_01_27,d_main_12af_01,Speech,neon,neon,Locale_MainScenario:d_main_12af_01_27,True,,S_170,S_170,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,17,worry,
d_main_12af_01_28,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_28,True,,31,31,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,17,worry,
d_main_12af_01_29,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_29,True,,31,31,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,anis,,17,worry,neon
d_main_12af_01_30,d_main_12af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_12af_01_30,True,,31,31,1.0,,,13,idle,,1,idle,,3,idle,,,,,,,,
d_main_12af_01_31,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_31,True,,31,31,1.0,,,13,idle,,1,think,,3,idle,,,,,,,,
d_main_12af_01_32,d_main_12af_01,Self,ingrid,,Locale_MainScenario:d_main_12af_01_32,False,,31,L_10,1.0,,,13,idle,,1,idle,,3,idle,,,,,,,,
d_main_12af_01_33,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_33,True,,L_10,L_10,1.0,,,13,idle,,1,idle,,3,idle,,,,,,,,
d_main_12af_01_34,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_34,True,,L_10,L_10,1.0,,,13,idle,,1,idle,,3,idle,,,,,,,,
d_main_12af_01_35,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_35,True,,L_10,L_10,1.0,,,13,idle,,1,idle,,3,idle,,,,,,,,
d_main_12af_01_36,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_36,True,,L_10,L_10,1.0,,,13,idle,,1,idle,,3,idle,,,,,,,,
d_main_12af_01_37,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_37,True,,L_10,L_10,1.0,,,13,idle,,1,idle,,3,idle,,,,,,,,
d_main_12af_01_38,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_38,True,,L_10,L_10,1.0,,,13,idle,,1,idle,,3,idle,,,,,,,,
d_main_12af_01_39,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_39,True,,L_10,L_10,1.0,,,13,idle,,1,idle,,3,idle,,,,,,,,
d_main_12af_01_40,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_40,True,,L_10,L_10,1.0,,,13,idle,,1,idle,,3,idle,,,,,,,,
d_main_12af_01_41,d_main_12af_01,Self,ingrid,,Locale_MainScenario:d_main_12af_01_41,False,,L_10,L_10,1.0,,,13,idle,,1,idle,,3,idle,neon,15,worry,,,,,
d_main_12af_01_42,d_main_12af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_01_42,True,,L_10,L_130,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,,,
d_main_12af_01_43,d_main_12af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_01_43,True,,L_130,L_130,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,,,
d_main_12af_01_44,d_main_12af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_01_44,True,,L_130,L_130,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,,,
d_main_12af_01_45,d_main_12af_01,Speech,neon,neon,Locale_MainScenario:d_main_12af_01_45,True,,L_130,1315,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,,,
d_main_12af_01_46,d_main_12af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_01_46,False,,1315,1315,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,,,
d_main_12af_01_47,d_main_12af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_01_47,True,,1315,1315,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,,,
d_main_12af_01_48,d_main_12af_01,Speech,neon,neon,Locale_MainScenario:d_main_12af_01_48,True,,1315,1315,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,,,
d_main_12af_01_49,d_main_12af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_01_49,True,,1315,L_130,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,,,
d_main_12af_01_50,d_main_12af_01,Self,andersen,,Locale_MainScenario:d_main_12af_01_50,False,,L_130,L_130,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,,,
d_main_12af_01_51,d_main_12af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_01_51,True,,L_130,L_130,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,,,,,
d_main_12af_01_52,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_52,True,,L_130,L_10,1.0,,,13,idle,,1,idle,,3,idle,,15,worry,neon,,,,
d_main_12af_01_53,d_main_12af_01,Self,ingrid,,Locale_MainScenario:d_main_12af_01_53,False,,L_10,L_10,1.0,,,13,idle,,1,idle,,3,idle,,,,,,,,
d_main_12af_01_54,d_main_12af_01,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_01_54,True,,L_10,L_10,1.0,,,13,idle,,1,think,,3,idle,,,,,,,,
