id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_28_04_s_16,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_16,True,,2,10,1.0,,hammering,hammering,,5,think,,,3,idle,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_17,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_17,True,,10,10,1.0,,hammering,hammering,,5,think,,,3,idle,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_18,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_18,True,,10,10,1.0,,hammering,hammering,,5,think,,,3,idle,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_19,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_19,True,,10,10,1.0,,hammering,hammering,,5,think,,,3,idle,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_20,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_20,True,,10,10,1.0,,hammering,hammering,,5,think,,,3,idle,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_21,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_21,True,,10,10,1.0,,hammering,hammering,,5,think,,,3,idle,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_22,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_22,True,,10,130,1.0,,rapi,rapi,,5,think,,,3,idle,,1,worry,,,13,worry,,15,void,,,17,idle,
d_main_28_04_s_23,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_23,True,,130,130,1.0,,rapi,rapi,,5,think,,,3,idle,,1,worry,,,13,worry,,15,void,,,17,idle,
d_main_28_04_s_24,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_24,True,,130,130,1.0,,rapi,rapi,,5,think,,,3,idle,,1,worry,,,13,worry,,15,void,,,17,idle,
d_main_28_04_s_25,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_25,True,,3,3,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,worry,,15,void,,,17,idle,
d_main_28_04_s_26,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_26,True,,3,30,1.5,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_27,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_27,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_28,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_28,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_29,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_29,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_30,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_30,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_31,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_31,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_32,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_32,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_33,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_33,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_34,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_34,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_35,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_35,True,,30,2,1.0,,hammering,hammering,,5,think,,,3,worry,,1,surprise,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_36,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_36,True,,2,2,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,surprise,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_37,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_37,True,,2,2,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,surprise,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_38,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_38,True,,2,2,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,surprise,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_39,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_39,True,,2,4,1.0,,elegg,elegg,,5,think,,,3,worry,,1,surprise,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_40,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_40,True,,4,4,1.0,,liveryn,liveryn,,5,think,,,3,pain,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_41,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_41,True,,4,30,1.0,,liveryn,liveryn,,5,think,,,3,pain,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_42,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_42,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,pain,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_43,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_43,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,pain,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_44,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_44,True,,10,10,1.0,,hammering,hammering,,5,think,,,3,pain,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_45,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_45,True,,S_50,S_50,1.0,,elegg,elegg,,5,think,,,3,pain,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_46,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_46,True,,30,3,1.0,,liveryn,liveryn,,5,think,,,3,pain,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_47,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_47,True,,3,3,1.0,,liveryn,liveryn,,5,think,,,3,pain,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_48,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_48,True,,130,130,1.0,,rapi,rapi,,5,think,,,3,pain,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_49,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_49,True,,130,130,1.0,,rapi,rapi,,5,think,,,3,pain,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_50,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_50,True,,130,130,1.0,,rapi,rapi,,5,think,,,3,pain,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_51,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_51,False,,130,130,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_52,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_52,False,,130,130,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_53,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_53,False,,130,130,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_54,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_54,True,,16,16,1.0,,anis,anis,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_55,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_55,True,,16,16,1.0,,neon,neon,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_56,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_56,False,,16,16,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_57,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_57,False,,16,16,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_58,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_58,False,,16,16,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_59,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_59,True,,16,13,1.0,,rapi,rapi,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_60,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_60,False,,13,13,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_61,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_61,False,,13,13,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_62,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_62,True,,S_50,S_50,1.0,,elegg,elegg,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_63,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_63,True,,10,10,1.0,,hammering,hammering,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_64,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_64,False,,10,1,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_65,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_65,False,,1,1,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_66,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_66,False,,1,1,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_67,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_67,False,,1,1,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_68,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_68,True,,16,16,1.0,,anis,anis,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_69,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_69,True,,16,16,1.0,,anis,anis,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_70,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_70,True,,16,16,1.0,,neon,neon,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,surprise,
d_main_28_04_s_71,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_71,True,,16,14,1.0,,rapi,rapi,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,surprise,
d_main_28_04_s_72,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_72,True,,14,14,1.0,,rapi,rapi,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,surprise,
d_main_28_04_s_73,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_73,True,,14,14,1.0,,anis,anis,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,surprise,
d_main_28_04_s_74,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_74,True,,3,3,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_75,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_75,True,,3,3,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_76,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_76,False,,3,3,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_77,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_77,True,,3,3,1.0,,liveryn,liveryn,,5,think,,,3,idle,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_78,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_78,False,,3,3,1.0,,,,,5,think,,,3,idle,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_79,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_79,False,,3,3,1.0,,,,,5,think,,,3,idle,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_80,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_80,True,,3,3,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_81,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_81,True,,3,3,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_82,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_82,True,,3,3,1.0,,liveryn,liveryn,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_83,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_83,False,,3,3,1.0,,,,,5,think,,,3,worry,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_84,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_84,True,,3,30,1.5,,liveryn,liveryn,,5,think,,,3,shy,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_85,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_85,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,shy,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_86,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_86,True,,30,30,1.0,,liveryn,liveryn,,5,think,,,3,shy,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_87,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_87,True,,130,130,1.0,,rapi,rapi,,5,think,,,3,shy,,1,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_88,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_88,True,,130,S_10,1.0,none,elegg,elegg,,1,idle,,,5,shy,,3,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_89,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_89,True,,S_10,S_10,1.0,,elegg,elegg,,1,idle,,,5,idle,,3,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_90,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_90,True,,S_10,S_10,1.0,,elegg,elegg,,1,idle,,,5,idle,,3,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_91,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_91,True,,150,150,1.0,,anis,anis,,1,idle,,,5,idle,,3,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_92,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_92,True,,S_10,S_10,1.0,,elegg,elegg,,1,delight,,,5,idle,,3,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_93,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_93,True,,S_10,S_10,1.0,bgm_story_whosdumber,elegg,elegg,,1,delight,,,5,idle,,3,worry,,,13,idle,,15,void,,,17,idle,
d_main_28_04_s_94,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_94,True,,16,16,1.0,,anis,anis,,1,delight,,,5,idle,,3,worry,,,13,idle,,15,no,,,17,no,
d_main_28_04_s_95,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_95,True,,16,16,1.0,,neon,neon,,1,delight,,,5,idle,,3,worry,,,13,idle,,15,no,,,17,no,
d_main_28_04_s_96,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_96,True,,S_10,S_10,1.0,,elegg,elegg,,1,worry,,,5,idle,,3,worry,,,13,idle,,15,no,,,17,no,
d_main_28_04_s_97,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_97,True,,S_10,S_10,1.0,,anis,anis,,1,worry,,,5,idle,,3,worry,,,13,idle,,15,worry,,,17,no,
d_main_28_04_s_98,d_main_28_04_s,Self,Locale_MainScenario:d_main_28_04_s_98,False,,S_10,S_10,1.0,,,,,1,worry,,,5,idle,,3,worry,,,13,idle,,15,worry,,,17,no,
d_main_28_04_s_99,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_99,True,,S_10,1,1.0,,elegg,elegg,,1,delight,,,5,idle,,3,worry,,,13,idle,,15,worry,,,17,no,
d_main_28_04_s_100,d_main_28_04_s,Monologue,Locale_MainScenario:d_main_28_04_s_100,False,,1,1,1.0,,,,,1,delight,elegg,,5,idle,,3,worry,hammering,,13,idle,,15,worry,anis,,17,no,neon
d_main_28_04_s_101,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_101,True,,1,12,1.0,,liveryn,liveryn,,,,,,1,shy,,,,,,13,idle,,,,,,,,
d_main_28_04_s_102,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_102,True,,12,12,1.0,,rapi,rapi,,,,,,1,shy,,,,,,13,idle,,,,,,,,
d_main_28_04_s_103,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_103,True,,12,12,1.0,,liveryn,liveryn,,,,,,1,shy,,,,,,13,idle,,,,,,,,
d_main_28_04_s_104,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_104,True,,12,12,1.0,,liveryn,liveryn,,,,,,1,shy,,,,,,13,idle,,,,,,,,
d_main_28_04_s_105,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_105,True,,12,12,1.0,,liveryn,liveryn,,,,,,1,shy,,,,,,13,idle,,,,,,,,
d_main_28_04_s_106,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_106,True,,12,12,1.0,,liveryn,liveryn,,,,,,1,shy,,,,,,13,idle,,,,,,,,
d_main_28_04_s_107,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_107,True,,12,12,1.0,,rapi,rapi,,,,,,1,shy,,,,,,13,idle,,,,,,,,
d_main_28_04_s_108,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_108,True,,12,12,1.0,,liveryn,liveryn,,,,,,1,surprise,,,,,,13,idle,,,,,,,,
d_main_28_04_s_109,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_109,True,,12,12,1.0,,rapi,rapi,,,,,,1,surprise,,,,,,13,idle,,,,,,,,
d_main_28_04_s_110,d_main_28_04_s,Speech,Locale_MainScenario:d_main_28_04_s_110,True,,12,10,1.0,,liveryn,liveryn,,,,,,1,sad,,,,,,13,idle,,,,,,,,
