id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_32_06_s_11,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_11,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,130,130,1.0,
d_main_32_06_s_12,d_main_32_06_s,Speech,anis,anis,Locale_MainScenario:d_main_32_06_s_12,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,30,30,1.0,
d_main_32_06_s_13,d_main_32_06_s,Speech,anis,anis,Locale_MainScenario:d_main_32_06_s_13,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,30,30,1.0,
d_main_32_06_s_14,d_main_32_06_s,Self,emma,,Locale_MainScenario:d_main_32_06_s_14,False,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,150,150,1.0,
d_main_32_06_s_15,d_main_32_06_s,Speech,emma,emma,Locale_MainScenario:d_main_32_06_s_15,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,150,150,1.0,
d_main_32_06_s_16,d_main_32_06_s,Self,emma,,Locale_MainScenario:d_main_32_06_s_16,False,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,150,150,1.0,
d_main_32_06_s_17,d_main_32_06_s,Self,emma,,Locale_MainScenario:d_main_32_06_s_17,False,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,150,150,1.0,
d_main_32_06_s_18,d_main_32_06_s,Monologue,emma,,Locale_MainScenario:d_main_32_06_s_18,False,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,black,black,1.0,
d_main_32_06_s_19,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_19,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,130,130,1.0,
d_main_32_06_s_20,d_main_32_06_s,Speech,emma,emma,Locale_MainScenario:d_main_32_06_s_20,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,130,1315,1.0,
d_main_32_06_s_21,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_21,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,
d_main_32_06_s_22,d_main_32_06_s,Speech,emma,emma,Locale_MainScenario:d_main_32_06_s_22,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,
d_main_32_06_s_23,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_23,False,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,
d_main_32_06_s_24,d_main_32_06_s,Speech,emma,emma,Locale_MainScenario:d_main_32_06_s_24,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,
d_main_32_06_s_25,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_25,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,1315,1315,1.0,
d_main_32_06_s_26,d_main_32_06_s,Self,eunhwa,,Locale_MainScenario:d_main_32_06_s_26,False,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,1315,13,1.0,
d_main_32_06_s_27,d_main_32_06_s,Self,eunhwa,,Locale_MainScenario:d_main_32_06_s_27,False,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,13,13,1.0,
d_main_32_06_s_28,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_28,False,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,13,13,1.0,
d_main_32_06_s_29,d_main_32_06_s,Self,eunhwa,,Locale_MainScenario:d_main_32_06_s_29,False,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,13,130,1.0,
d_main_32_06_s_30,d_main_32_06_s,Self,eunhwa,,Locale_MainScenario:d_main_32_06_s_30,False,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,130,130,1.0,
d_main_32_06_s_31,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_31,False,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,130,130,1.0,
d_main_32_06_s_32,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_32,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,130,130,1.0,
d_main_32_06_s_33,d_main_32_06_s,Speech,emma,emma,Locale_MainScenario:d_main_32_06_s_33,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,130,150,1.0,
d_main_32_06_s_34,d_main_32_06_s,Speech,vesti,vesti,Locale_MainScenario:d_main_32_06_s_34,True,,7,idle,,5,idle,,3,worry,,1,worry,,13,idle,,15,worry,,17,idle,,150,XS_170,1.0,
d_main_32_06_s_35,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_35,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,worry,,17,idle,,130,130,1.0,
d_main_32_06_s_36,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_36,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,130,1300,1.0,
d_main_32_06_s_37,d_main_32_06_s,Speech,vesti,vesti,Locale_MainScenario:d_main_32_06_s_37,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,XS_1700,XS_1700,1.0,
d_main_32_06_s_38,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_38,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,
d_main_32_06_s_39,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_39,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,
d_main_32_06_s_40,d_main_32_06_s,Speech,vesti,vesti,Locale_MainScenario:d_main_32_06_s_40,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,angry,,XS_1700,XS_170,0.7,
d_main_32_06_s_41,d_main_32_06_s,Speech,anis,anis,Locale_MainScenario:d_main_32_06_s_41,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,angry,,30,30,1.0,
d_main_32_06_s_42,d_main_32_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_32_06_s_42,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,angry,,30,50,1.0,
d_main_32_06_s_43,d_main_32_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_32_06_s_43,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,50,53,1.5,
d_main_32_06_s_44,d_main_32_06_s,Speech,anis,anis,Locale_MainScenario:d_main_32_06_s_44,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,
d_main_32_06_s_45,d_main_32_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_32_06_s_45,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,
d_main_32_06_s_46,d_main_32_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_32_06_s_46,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,53,5,1.0,
d_main_32_06_s_47,d_main_32_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_32_06_s_47,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,5,5,1.0,
d_main_32_06_s_48,d_main_32_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_32_06_s_48,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,5,50,1.0,
d_main_32_06_s_49,d_main_32_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_32_06_s_49,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,
d_main_32_06_s_50,d_main_32_06_s,Speech,anis,anis,Locale_MainScenario:d_main_32_06_s_50,True,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,50,30,1.0,
d_main_32_06_s_51,d_main_32_06_s,Speech,neon,neon,Locale_MainScenario:d_main_32_06_s_51,True,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,30,S_10,1.0,
d_main_32_06_s_52,d_main_32_06_s,Speech,neon,neon,Locale_MainScenario:d_main_32_06_s_52,True,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,
d_main_32_06_s_53,d_main_32_06_s,Speech,rapi,rapi,Locale_MainScenario:d_main_32_06_s_53,True,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,
d_main_32_06_s_54,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_54,False,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
d_main_32_06_s_55,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_55,True,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
d_main_32_06_s_56,d_main_32_06_s,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_32_06_s_56,True,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
d_main_32_06_s_57,d_main_32_06_s,Self,eunhwa,,Locale_MainScenario:d_main_32_06_s_57,False,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
d_main_32_06_s_58,d_main_32_06_s,Self,rapi,,Locale_MainScenario:d_main_32_06_s_58,False,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,
