id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_02,fade,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_main_40_af_06_16,d_main_40_af_06,Narration,,,Locale_MainScenario:d_main_40_af_06_16,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_17,d_main_40_af_06,Narration,,,Locale_MainScenario:d_main_40_af_06_17,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_18,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_18,True,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_19,d_main_40_af_06,Narration,,,Locale_MainScenario:d_main_40_af_06_19,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_20,d_main_40_af_06,Narration,,,Locale_MainScenario:d_main_40_af_06_20,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_21,d_main_40_af_06,Narration,,,Locale_MainScenario:d_main_40_af_06_21,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_22,d_main_40_af_06,Narration,,,Locale_MainScenario:d_main_40_af_06_22,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_23,d_main_40_af_06,Narration,,,Locale_MainScenario:d_main_40_af_06_23,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_24,d_main_40_af_06,Narration,,,Locale_MainScenario:d_main_40_af_06_24,False,,1,100,1.5,,,,,,,,,,,,,,,,
d_main_40_af_06_25,d_main_40_af_06,Narration,,,Locale_MainScenario:d_main_40_af_06_25,False,,100,100,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_26,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_26,False,CommanderRoom_n,black,black,1.0,,,anis,1,pain,,,,,,,,,,,
d_main_40_af_06_27,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_27,False,,black,black,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_28,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_28,True,,100,100,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_29,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_29,False,,100,100,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_30,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_30,False,,100,100,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_31,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_31,False,,100,100,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_32,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_32,True,,100,10,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_33,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_33,True,,10,10,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_34,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_34,True,,10,10,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_35,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_35,False,,10,10,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_36,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_36,False,,10,10,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_37,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_37,False,,10,10,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_38,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_38,False,,10,10,1.0,,,,1,pain,,,,,,,,,,,
d_main_40_af_06_39,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_39,True,,10,100,1.0,,,,1,worry,,,,,,,,,,,
d_main_40_af_06_40,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_40,False,EventScene_Chap_40_05,black,black,1.0,,,,1,worry,anis,,,,,,,,,,
d_main_40_af_06_41,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_41,False,,100,1,1.5,,,,,,,,,,,,,,,,
d_main_40_af_06_42,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_42,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_43,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_43,False,,1,ttstar_02,2.0,,,,,,,,,,,,,,,,
d_main_40_af_06_44,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_44,False,,ttstar_02,ttstar_02,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_45,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_45,False,,ttstar_02,ttstar_03,2.0,,,,,,,,,,,,,,,,
d_main_40_af_06_46,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_46,False,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_47,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_47,False,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_48,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_48,False,,15,1,1.5,bgm_story_cosmos,,,,,,,,,,,,,,,
d_main_40_af_06_49,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_49,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_50,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_50,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_51,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_51,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_52,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_52,False,,1,ttstar_02,2.0,,,,,,,,,,,,,,,,
d_main_40_af_06_53,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_53,True,,ttstar_02,ttstar_02,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_54,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_54,False,,ttstar_02,ttstar_02,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_55,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_55,False,,ttstar_02,ttstar_02,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_56,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_56,False,,ttstar_02,ttstar_02,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_57,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_57,False,,ttstar_02,ttstar_03,1.5,,,,,,,,,,,,,,,,
d_main_40_af_06_58,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_58,False,,ttstar_03,ttstar_03,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_59,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_59,False,,ttstar_03,ttstar_03,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_60,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_60,True,,ttstar_03,ttstar_03,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_61,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_61,True,,ttstar_03,ttstar_03,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_62,d_main_40_af_06,Speech,noise,noise,Locale_MainScenario:d_main_40_af_06_62,True,dancepracticeroom,1300,1300,1.0,,,,,,,noise,13,idle,Grey,black,,,,,
d_main_40_af_06_63,d_main_40_af_06,Speech,noise,noise,Locale_MainScenario:d_main_40_af_06_63,True,,1300,1300,1.0,,,,,,,,13,idle,Grey,,,,,,
d_main_40_af_06_64,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_64,True,CommanderRoom_n,black,black,1.0,,,,,,,,13,idle,Grey,,noise,avistar,,,
d_main_40_af_06_65,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_65,True,,L_130,L_130,1.0,,,,,,,,,,Grey,,,,13,no,
d_main_40_af_06_66,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_66,True,,L_130,L_130,1.0,,,,,,,,,,Grey,,,,13,no,
d_main_40_af_06_67,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_67,True,EventScene_Chap_40_05,ttstar_03,ttstar_03,1.0,,,,,,,,,,,black,,,13,no,avistar
d_main_40_af_06_68,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_68,False,,ttstar_03,ttstar_03,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_69,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_69,False,,ttstar_03,1,2.0,,,,,,,,,,,,,,,,
d_main_40_af_06_70,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_70,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_71,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_71,True,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_72,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_72,True,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_73,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_73,True,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_74,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_74,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_75,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_75,False,,black,black,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_76,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_76,False,,5,1,1.5,,,,,,,,,,,,,,,,
d_main_40_af_06_77,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_77,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_78,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_78,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_79,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_79,False,,1,1,1.0,,,,,,,,,,,,,,,,
d_main_40_af_06_80,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_80,False,CommanderRoom_n,black,black,1.0,,,anis,1,sad,,,,,,,,,,,
d_main_40_af_06_81,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_81,True,,10,10,1.0,,,,1,sad,,,,,,,,,,,
d_main_40_af_06_82,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_82,True,,10,100,1.0,,,,1,sad,,,,,,,,,,,
d_main_40_af_06_83,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_83,True,,100,100,1.0,,,,1,sad,,,,,,,,,,,
d_main_40_af_06_84,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_84,True,,100,100,1.0,,,,1,sad,,,,,,,,,,,
d_main_40_af_06_85,d_main_40_af_06,Narration,anis,,Locale_MainScenario:d_main_40_af_06_85,False,CommanderRoom,black,black,1.0,,,,1,sad,,,,,,black,,avistar,13,surprise,
d_main_40_af_06_86,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_86,True,,L_130,L_130,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_87,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_87,True,,L_130,113,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_88,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_88,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_89,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_89,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_90,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_90,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_91,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_91,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_92,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_92,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,worry,
d_main_40_af_06_93,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_93,False,,113,1,1.0,,,,1,void,,,,,,,,,13,worry,
d_main_40_af_06_94,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_94,True,,1,1,1.0,,,,1,idle,,,,,,,,,13,worry,
d_main_40_af_06_95,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_95,True,,1,10,1.0,,,,1,idle,,,,,,,,,13,worry,
d_main_40_af_06_96,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_96,True,,10,10,1.0,,,,1,idle,,,,,,,,,13,worry,
d_main_40_af_06_97,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_97,True,,10,10,1.0,,,,1,idle,,,,,,,,,13,worry,
d_main_40_af_06_98,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_98,True,,10,10,1.0,,,,1,idle,,,,,,,,,13,worry,
d_main_40_af_06_99,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_99,False,,10,L_130,1.0,,,,1,idle,,,,,,,,,13,worry,
d_main_40_af_06_100,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_100,True,,L_130,L_130,1.0,,,,1,idle,,,,,,,,,13,worry,
d_main_40_af_06_101,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_101,True,,L_130,113,1.0,,,,1,worry,,,,,,,,,13,worry,
d_main_40_af_06_102,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_102,True,,113,113,1.0,,,,1,worry,,,,,,,,,13,worry,
d_main_40_af_06_103,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_103,True,,113,113,1.0,,,,1,worry,,,,,,,,,13,worry,
d_main_40_af_06_104,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_104,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,worry,
d_main_40_af_06_105,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_105,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,worry,
d_main_40_af_06_106,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_106,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,worry,
d_main_40_af_06_107,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_107,False,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_108,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_108,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_109,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_109,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_110,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_110,False,,113,1,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_111,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_111,True,,1,10,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_112,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_112,True,,10,10,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_113,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_113,True,,10,10,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_114,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_114,True,,10,10,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_115,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_115,True,,10,100,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_116,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_116,False,,L_1300,L_1300,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_117,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_117,True,,100,10,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_118,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_118,True,,10,113,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_119,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_119,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_120,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_120,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_121,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_121,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,surprise,
d_main_40_af_06_122,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_122,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_123,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_123,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_124,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_124,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_125,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_125,False,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_126,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_126,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_127,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_127,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_128,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_128,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_129,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_129,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_130,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_130,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_131,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_131,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_132,d_main_40_af_06,Speech,avistar,avistar,Locale_MainScenario:d_main_40_af_06_132,True,,113,113,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_133,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_133,True,,113,1,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_134,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_134,True,,1,1,1.0,,,,1,idle,,,,,,,,,13,good,
d_main_40_af_06_135,d_main_40_af_06,Speech,anis,anis,Locale_MainScenario:d_main_40_af_06_135,True,,1,10,0.7,,,,1,delight,,,,,,,,,13,good,
