id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_09af_04_20,d_main_09af_04,Self,,,Locale_MainScenario:d_main_09af_04_20,False,,S_10,S_10,1.0,bgm_mystery,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_21,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_21,True,,S_10,S_10,1.0,,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_22,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_22,True,,S_10,S_10,1.0,,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_23,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_23,True,,S_10,S_100,0.5,,,1,pain,,3,idle,,5,idle,,7,idle
d_main_09af_04_24,d_main_09af_04,Speech,anis,anis,Locale_MainScenario:d_main_09af_04_24,True,,S_100,53,1.0,,,1,pain,,3,idle,,5,worry,,7,idle
d_main_09af_04_25,d_main_09af_04,Speech,neon,neon,Locale_MainScenario:d_main_09af_04_25,True,,53,53,1.0,,,1,pain,,3,idle,,5,worry,,7,idle
d_main_09af_04_26,d_main_09af_04,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_04_26,False,,53,75,1.0,,,1,pain,,3,idle,,5,worry,,7,idle
d_main_09af_04_27,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_27,True,,75,31,1.0,,,1,pain,,3,idle,,5,worry,,7,idle
d_main_09af_04_28,d_main_09af_04,Speech,neon,neon,Locale_MainScenario:d_main_09af_04_28,True,,31,31,1.0,,,1,pain,,3,idle,,5,idle,,7,idle
d_main_09af_04_29,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_29,True,,31,31,1.0,,,1,idle,,3,idle,,5,idle,,7,idle
d_main_09af_04_30,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_30,True,,31,31,1.0,,,1,idle,,3,idle,,5,idle,,7,idle
d_main_09af_04_31,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_31,True,,31,S_10,0.5,,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_32,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_32,True,,S_10,S_10,1.0,,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_33,d_main_09af_04,Speech,neon,neon,Locale_MainScenario:d_main_09af_04_33,True,,S_10,31,1.0,,,1,think,,3,worry,,5,idle,,7,idle
d_main_09af_04_34,d_main_09af_04,Speech,neon,neon,Locale_MainScenario:d_main_09af_04_34,True,,31,31,1.0,,,1,think,,3,worry,,5,idle,,7,idle
d_main_09af_04_35,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_35,True,,31,31,1.0,none,,1,shy,,3,worry,,5,idle,,7,idle
d_main_09af_04_36,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_36,True,,31,31,1.0,bgm_story_leisuretime,,1,shy,,3,worry,,5,idle,,7,idle
d_main_09af_04_37,d_main_09af_04,Speech,anis,anis,Locale_MainScenario:d_main_09af_04_37,True,,50,50,1.0,,,1,shy,,3,worry,,5,angry,,7,idle
d_main_09af_04_38,d_main_09af_04,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_04_38,True,,70,70,1.0,,,1,shy,,3,worry,,5,idle,,7,idle
d_main_09af_04_39,d_main_09af_04,Speech,neon,neon,Locale_MainScenario:d_main_09af_04_39,True,,S_30,S_30,1.0,,,1,shy,,3,surprise,,5,idle,,7,idle
d_main_09af_04_40,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_40,True,,S_30,S_10,1.0,,,1,think,,3,surprise,,5,idle,,7,idle
d_main_09af_04_41,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_41,True,,S_10,S_10,1.0,,,1,think,,3,surprise,,5,idle,,7,idle
d_main_09af_04_42,d_main_09af_04,Speech,rapi,rapi,Locale_MainScenario:d_main_09af_04_42,True,,70,70,1.0,,,1,think,,3,surprise,,5,idle,,7,idle
d_main_09af_04_43,d_main_09af_04,Self,,,Locale_MainScenario:d_main_09af_04_43,False,,70,70,1.0,,,1,think,,3,surprise,,5,idle,,7,idle
d_main_09af_04_44,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_44,True,,70,S_10,1.0,,,1,idle,,3,surprise,,5,idle,,7,idle
d_main_09af_04_45,d_main_09af_04,Narration,,Narration,Locale_MainScenario:d_main_09af_04_45,False,,S_10,S_150,1.0,,,15,idle,,3,surprise,,5,idle,,7,idle
d_main_09af_04_46,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_46,False,,S_150,S_150,1.0,,,15,think,,3,surprise,,5,idle,,7,idle
d_main_09af_04_47,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_47,True,,S_150,S_1500,1.0,,,15,think,,3,surprise,,5,idle,,7,idle
d_main_09af_04_48,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_48,True,,S_1500,S_1500,1.0,,,15,think,,3,surprise,,5,idle,,7,idle
d_main_09af_04_49,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_49,True,,S_1500,S_1500,1.0,,,15,think,,3,surprise,,5,idle,,7,idle
d_main_09af_04_50,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_50,True,,S_1500,S_1500,1.0,,,15,think,,3,surprise,,5,idle,,7,idle
d_main_09af_04_51,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_51,True,,S_1500,S_1500,1.0,,,15,think,,3,surprise,,5,idle,,7,idle
d_main_09af_04_52,d_main_09af_04,Narration,,Narration,Locale_MainScenario:d_main_09af_04_52,False,,S_1500,1315,1.0,,,15,think,,13,delight,,5,idle,,7,idle
d_main_09af_04_53,d_main_09af_04,Speech,neon,neon,Locale_MainScenario:d_main_09af_04_53,True,,1315,1315,1.0,,,15,pain,,13,delight,,5,idle,,7,idle
