id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_subquest_1212_s_13,d_subquest_1212_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1212_s_13,True,NeonGrave,6,4,0.9,none,,,,7,idle,,5,surprise,,3,void,,,
d_subquest_1212_s_14,d_subquest_1212_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1212_s_14,True,,4,4,1.0,,,,,7,idle,,5,surprise,,3,void,,,
d_subquest_1212_s_15,d_subquest_1212_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1212_s_15,True,,4,S_50,2.0,bgm_story_inwonderland,,,,7,idle,,5,idle,,3,idle,,,
d_subquest_1212_s_16,d_subquest_1212_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1212_s_16,True,,S_50,S_50,1.0,,,,,7,idle,,5,idle,,3,idle,,,
d_subquest_1212_s_17,d_subquest_1212_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1212_s_17,True,,S_50,70,1.0,,,,,7,worry,,5,idle,,3,idle,,,
d_subquest_1212_s_18,d_subquest_1212_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1212_s_18,True,,30,30,1.0,,,,,7,worry,,5,idle,,3,delight,,,
d_subquest_1212_s_19,d_subquest_1212_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1212_s_19,True,,30,4,1.0,,,,,7,idle,,5,delight,,3,delight,,,
d_subquest_1212_s_20,d_subquest_1212_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1212_s_20,True,,4,2,2.0,,,,,7,idle,,5,delight,,3,delight,,,
d_subquest_1212_s_21,d_subquest_1212_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1212_s_21,True,,2,12,1.0,,,,,7,idle,,5,delight,,3,idle,,,
d_subquest_1212_s_22,d_subquest_1212_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1212_s_22,True,,7,7,1.0,,,,,7,idle,,5,idle,,3,idle,,,
d_subquest_1212_s_23,d_subquest_1212_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1212_s_23,True,,7,6,1.0,,,,,7,idle,,5,idle,,3,idle,,,
d_subquest_1212_s_24,d_subquest_1212_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1212_s_24,True,,6,6,1.0,,,,,7,idle,,5,delight,,3,idle,,,
d_subquest_1212_s_25,d_subquest_1212_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1212_s_25,True,,6,6,1.0,,,,,7,idle,,5,idle,,3,idle,,,
d_subquest_1212_s_26,d_subquest_1212_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1212_s_26,True,,6,4,1.0,,,,,7,idle,,5,idle,,3,idle,,,
d_subquest_1212_s_27,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_27,True,,4,1,2.0,,,,,7,idle,,5,idle,,3,idle,roam,1,idle
d_subquest_1212_s_28,d_subquest_1212_s,Self,roam,Self,Locale_SubScenario:d_subquest_1212_s_28,False,,1,1,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_29,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_29,True,,1,1,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_30,d_subquest_1212_s,Self,roam,Self,Locale_SubScenario:d_subquest_1212_s_30,False,,1,1,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_31,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_31,True,,1,1,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_32,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_32,True,,1,1,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_33,d_subquest_1212_s,Narration,roam,Narration,Locale_SubScenario:d_subquest_1212_s_33,False,,1,1,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_34,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_34,True,,1,1,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_35,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_35,True,,1,1,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_36,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_36,True,,1,15,2.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_37,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_37,True,,15,15,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_38,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_38,True,,15,19,2.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_39,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_39,True,,19,19,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_40,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_40,True,,19,19,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_41,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_41,True,,19,1,2.0,,,,,7,idle,,5,idle,,3,idle,,1,idle
d_subquest_1212_s_42,d_subquest_1212_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1212_s_42,False,,1,30,2.0,,,,,7,worry,,5,worry,,3,worry,,1,idle
d_subquest_1212_s_43,d_subquest_1212_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1212_s_43,False,,S_50,S_50,1.0,,,,,7,worry,,5,worry,,3,worry,,1,idle
d_subquest_1212_s_44,d_subquest_1212_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1212_s_44,False,,70,70,1.0,,,,,7,worry,,5,worry,,3,worry,,1,idle
d_subquest_1212_s_45,d_subquest_1212_s,Narration,,Narration,Locale_SubScenario:d_subquest_1212_s_45,False,,70,6,0.3,none,sfx_scn_earthquake,Low_2,,7,angry,,5,surprise,,3,worry,,1,idle
d_subquest_1212_s_46,d_subquest_1212_s,Self,,Self,Locale_SubScenario:d_subquest_1212_s_46,False,,6,6,1.0,bgm_emergency,,,,7,angry,,5,surprise,,3,worry,,1,idle
d_subquest_1212_s_47,d_subquest_1212_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1212_s_47,True,,6,70,0.3,,,,,7,angry,,5,surprise,,3,worry,,1,idle
d_subquest_1212_s_48,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_48,True,,70,1,0.5,,,,,7,angry,,5,surprise,,3,worry,,1,idle
d_subquest_1212_s_49,d_subquest_1212_s,Speech,roam,roam,Locale_SubScenario:d_subquest_1212_s_49,True,,1,1,1.0,,,,,7,angry,,5,surprise,,3,worry,,1,idle
d_subquest_1212_s_50,d_subquest_1212_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1212_s_50,True,,1,2,1.0,,,,,7,angry,,5,surprise,,3,angry,,1,idle
d_subquest_1212_s_51,d_subquest_1212_s,Self,,Self,Locale_SubScenario:d_subquest_1212_s_51,False,,2,2,1.0,,,,,7,angry,,5,surprise,,3,angry,,1,idle
