id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,jump_target
d_main_19af_01_28,d_main_19af_01,Speech,cecil,Locale_MainScenario:d_main_19af_01_28,True,,2,idle,,120,120,1.0,,cecil,,12,sad,,,,,,,
d_main_19af_01_29,d_main_19af_01,Speech,cecil,Locale_MainScenario:d_main_19af_01_29,True,,2,idle,,120,120,1.0,,cecil,,12,angry,,,,,,,
d_main_19af_01_30,d_main_19af_01,Speech,cecil,Locale_MainScenario:d_main_19af_01_30,True,,2,idle,,120,120,1.0,,cecil,,12,angry,,,,,,,
d_main_19af_01_31,d_main_19af_01,Speech,johan,Locale_MainScenario:d_main_19af_01_31,True,,2,surprise,,L_20,L_20,1.0,,johan,,12,angry,,,,,,,
d_main_19af_01_32,d_main_19af_01,Speech,cecil,Locale_MainScenario:d_main_19af_01_32,True,,2,surprise,,L_20,120,0.5,,cecil,,12,angry,,,,,,,
d_main_19af_01_33,d_main_19af_01,Speech,cecil,Locale_MainScenario:d_main_19af_01_33,True,,2,surprise,,120,120,1.0,,cecil,,12,angry,,,,,,,
d_main_19af_01_34,d_main_19af_01,Speech,johan,Locale_MainScenario:d_main_19af_01_34,False,,2,angry,,L_20,L_20,1.0,,johan,,12,angry,,,,,,,
d_main_19af_01_35,d_main_19af_01,Speech,cecil,Locale_MainScenario:d_main_19af_01_35,False,,2,angry,,120,120,1.0,,cecil,,12,delight,,,,,,,
d_main_19af_01_36,d_main_19af_01,Speech,cecil,Locale_MainScenario:d_main_19af_01_36,True,,2,angry,,120,120,1.0,,cecil,,12,delight,,,,,,,
d_main_19af_01_37,d_main_19af_01,Speech,cecil,Locale_MainScenario:d_main_19af_01_37,True,,2,angry,,120,120,1.0,,cecil,,12,delight,,,,,,,
d_main_19af_01_38,d_main_19af_01,Speech,cecil,Locale_MainScenario:d_main_19af_01_38,True,,2,angry,,120,120,1.0,,cecil,,12,delight,,,,,,,
d_main_19af_01_39,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_39,True,,2,angry,Eden,1,1,1.0,,dorothy,,12,delight,cecil,johan,dorothy,1,idle_alt,black,
d_main_19af_01_40,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_40,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle_alt,,
d_main_19af_01_41,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_41,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle_alt,,
d_main_19af_01_42,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_42,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle_alt,,
d_main_19af_01_43,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_43,False,,,,,1,1,1.0,,,,,,,,,1,idle_alt,,
d_main_19af_01_44,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_44,True,,,,,1,10,2.0,,dorothy,,,,,,,1,idle_alt,,
d_main_19af_01_45,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_45,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle_alt,,
d_main_19af_01_46,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_46,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle_alt,,
d_main_19af_01_47,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_47,False,,,,,10,10,1.0,,,,,,,,,1,idle_alt,,
d_main_19af_01_48,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_48,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle_alt,,
d_main_19af_01_49,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_49,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle_alt,,
d_main_19af_01_50,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_50,True,,,,,10,1,2.0,,dorothy,,,,,,,1,idle_alt,,
d_main_19af_01_51,d_main_19af_01,Monologue,Monologue,Locale_MainScenario:d_main_19af_01_51,False,,,,,1,1,1.0,,,,,,,,,1,idle_alt,,
d_main_19af_01_52,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_52,True,,,,,1,1,3.0,,dorothy,,,,,,,1,"expression_0_alt,idle",,
d_main_19af_01_53,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_53,False,,,,,1,1,1.0,,,,,,,,,1,idle,,
d_main_19af_01_54,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_54,True,,,,Grassland,14,1,3.0,,dorothy,,,,,,,1,idle,black,
d_main_19af_01_55,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_55,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_56,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_56,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_57,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_57,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_58,d_main_19af_01,Monologue,Monologue,Locale_MainScenario:d_main_19af_01_58,False,,,,,1,1,1.0,,,,,,,,,1,idle,,
d_main_19af_01_59,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_59,True,,,,,1,10,2.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_60,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_60,False,,,,,10,10,1.0,,,,,,,,,1,idle,,
d_main_19af_01_61,d_main_19af_01,Narration,Narration,Locale_MainScenario:d_main_19af_01_61,False,,,,,10,10,1.0,,,,,,,,,1,idle,,
d_main_19af_01_62,d_main_19af_01,Monologue,Monologue,Locale_MainScenario:d_main_19af_01_62,False,,,,,10,10,1.0,,,,,,,,,1,idle,,
d_main_19af_01_63,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_63,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_64,d_main_19af_01,Choice,,Locale_MainScenario:d_main_19af_01_64,False,,,,,10,10,1.0,,,,,,,,,1,idle,,d_main_19af_01_66
d_main_19af_01_65,d_main_19af_01,Choice,,Locale_MainScenario:d_main_19af_01_65,False,,,,,10,10,1.0,,,,,,,,,1,idle,,d_main_19af_01_68
d_main_19af_01_66,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_66,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_67,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_67,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle,,d_main_19af_01_70
d_main_19af_01_68,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_68,True,,,,,10,10,1.0,,dorothy,,,,,,,1,worry,,
d_main_19af_01_69,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_69,True,,,,,10,10,1.0,,dorothy,,,,,,,1,worry,,
d_main_19af_01_70,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_70,True,,,,EdenIndoor,1,1,1.0,,dorothy,,,,,,,1,idle,black,
d_main_19af_01_71,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_71,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_72,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_72,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_73,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_73,False,,,,,1,1,1.0,,,,,,,,,1,idle,,
d_main_19af_01_74,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_74,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_75,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_75,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_76,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_76,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_77,d_main_19af_01,Choice,,Locale_MainScenario:d_main_19af_01_77,False,,,,,1,1,1.0,,,,,,,,,1,idle,,d_main_19af_01_79
d_main_19af_01_78,d_main_19af_01,Choice,,Locale_MainScenario:d_main_19af_01_78,False,,,,,1,1,1.0,,,,,,,,,1,idle,,d_main_19af_01_80
d_main_19af_01_79,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_79,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,d_main_19af_01_81
d_main_19af_01_80,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_80,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_81,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_81,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_82,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_82,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_83,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_83,True,,,,EdenLobby,1,1,1.0,,dorothy,,,,,,,1,idle,black,
d_main_19af_01_84,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_84,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_85,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_85,False,,,,,1,15,2.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_86,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_86,True,,,,,15,15,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_87,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_87,False,,,,,15,15,1.0,,,,,,,,,1,think,,
d_main_19af_01_88,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_88,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_89,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_89,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_90,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_90,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_91,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_91,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_92,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_92,False,,,,,10,10,1.0,,,,,,,,,1,idle,,
d_main_19af_01_93,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_93,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_94,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_94,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_95,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_95,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_96,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_96,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_97,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_97,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_98,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_98,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_99,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_99,False,,,,,10,10,1.0,,,,,,,,,1,think,,
d_main_19af_01_100,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_100,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_101,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_101,True,,,,,10,1,2.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_102,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_102,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_103,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_103,True,,,,Eden,1,1,1.0,,dorothy,,,,,,,1,idle,black,
d_main_19af_01_104,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_104,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_105,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_105,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_106,d_main_19af_01,Choice,,Locale_MainScenario:d_main_19af_01_106,False,,,,,1,1,1.0,,,,,,,,,1,idle,,d_main_19af_01_108
d_main_19af_01_107,d_main_19af_01,Choice,,Locale_MainScenario:d_main_19af_01_107,False,,,,,1,1,1.0,,,,,,,,,1,idle,,d_main_19af_01_111
d_main_19af_01_108,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_108,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_109,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_109,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_110,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_110,False,,,,,1,1,1.0,,,,,,,,,1,idle,,d_main_19af_01_114
d_main_19af_01_111,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_111,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_112,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_112,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_113,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_113,False,,,,,1,1,1.0,,,,,,,,,1,idle,,
d_main_19af_01_114,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_114,True,,,,,1,1,1.0,none,dorothy,,,,,,,1,idle,,
d_main_19af_01_115,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_115,False,,,,,1,10,2.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_116,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_116,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_117,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_117,True,,,,,10,10,1.0,bgm_inark,dorothy,,,,,,,1,think,,
d_main_19af_01_118,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_118,False,,,,,10,10,1.0,,,,,,,,,1,think,,
d_main_19af_01_119,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_119,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_120,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_120,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_121,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_121,False,,,,,10,10,1.0,,,,,,,,,1,think,,
d_main_19af_01_122,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_122,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_123,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_123,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_124,d_main_19af_01,Choice,,Locale_MainScenario:d_main_19af_01_124,False,,,,,10,10,1.0,,,,,,,,,1,think,,d_main_19af_01_126
d_main_19af_01_125,d_main_19af_01,Choice,,Locale_MainScenario:d_main_19af_01_125,False,,,,,10,10,1.0,,,,,,,,,1,think,,d_main_19af_01_127
d_main_19af_01_126,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_126,True,,,,,10,1,2.0,,dorothy,,,,,,,1,think,,d_main_19af_01_130
d_main_19af_01_127,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_127,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_128,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_128,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_129,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_129,True,,,,,10,1,2.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_130,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_130,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_131,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_131,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_132,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_132,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_133,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_133,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_134,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_134,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_135,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_135,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_136,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_136,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_137,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_137,True,,,,,1,10,2.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_138,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_138,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_139,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_139,True,,,,,10,10,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_140,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_140,False,,,,,10,10,1.0,,,,,,,,,1,idle,,
d_main_19af_01_141,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_141,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_142,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_142,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_143,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_143,True,,,,,10,10,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_144,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_144,True,,,,,10,1,2.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_145,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_145,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_146,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_146,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_147,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_147,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_148,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_148,True,,,,,1,1,1.0,,dorothy,,,,,,,1,idle,,
d_main_19af_01_149,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_149,False,,,,,1,1,1.0,,,,,,,,,1,idle,,
d_main_19af_01_150,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_150,False,,,,,1,1,1.0,,,,,,,,,1,idle,,
d_main_19af_01_151,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_151,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_152,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_152,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_153,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_153,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_154,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_154,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_155,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_155,False,,,,,1,1,1.0,,,,,,,,,1,think,,
d_main_19af_01_156,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_156,True,,,,,1,1,1.0,,dorothy,,,,,,,1,think,,
d_main_19af_01_157,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_157,False,,,,,1,1,1.0,,,,,,,,,1,think,,
d_main_19af_01_158,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_158,True,,,,,1,10,2.0,,dorothy,,,,,,,1,worry,,
d_main_19af_01_159,d_main_19af_01,Speech,dorothy,Locale_MainScenario:d_main_19af_01_159,True,,,,,10,10,1.0,none,dorothy,,,,,,,1,worry,,
d_main_19af_01_160,d_main_19af_01,Self,Self,Locale_MainScenario:d_main_19af_01_160,False,,,,,10,10,1.0,,,,,,,,,1,worry,,
