id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,jump_target
d_subquest_1331_42,d_subquest_1331,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1331_42,True,,4,idle,,12,void,,2,idle,,14,idle,,140,140,1.0,,,,
d_subquest_1331_43,d_subquest_1331,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1331_43,True,,4,idle,,12,void,,2,idle,,14,idle,,140,140,1.0,,,,
d_subquest_1331_44,d_subquest_1331,Self,,,Locale_SubScenario:d_subquest_1331_44,False,,4,idle,,12,void,,2,idle,,14,idle,,140,140,1.0,,,,
d_subquest_1331_45,d_subquest_1331,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1331_45,True,,4,idle,,12,void,,2,idle,,14,idle,,140,140,1.0,,,,
d_subquest_1331_46,d_subquest_1331,Speech,pseudo,pseudo,Locale_SubScenario:d_subquest_1331_46,True,,4,idle,,12,void,,2,idle,,14,idle,,4,40,1.0,,,,
d_subquest_1331_47,d_subquest_1331,Speech,pseudo,pseudo,Locale_SubScenario:d_subquest_1331_47,True,,4,idle,,12,void,,2,idle,,14,idle,,40,40,1.0,,,,
d_subquest_1331_48,d_subquest_1331,Speech,pseudo,pseudo,Locale_SubScenario:d_subquest_1331_48,True,,4,idle,,12,void,,2,idle,,14,idle,,40,40,1.0,,,,
d_subquest_1331_49,d_subquest_1331,Monologue,,,Locale_SubScenario:d_subquest_1331_49,False,,4,idle,,12,void,,2,idle,,6,idle,,black,black,1.0,,,,
d_subquest_1331_50,d_subquest_1331,Speech,pseudo,pseudo,Locale_SubScenario:d_subquest_1331_50,True,,4,idle,,12,void,,2,idle,,6,idle,,5,5,1.0,,,,
d_subquest_1331_51,d_subquest_1331,Speech,pseudo,pseudo,Locale_SubScenario:d_subquest_1331_51,True,,4,idle,,12,void,,2,idle,,6,idle,,5,5,1.0,,,,
d_subquest_1331_52,d_subquest_1331,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1331_52,True,,4,idle,,12,void,,2,idle,,6,idle,,5,5,1.0,,,,
d_subquest_1331_53,d_subquest_1331,Self,,,Locale_SubScenario:d_subquest_1331_53,False,,4,idle,,12,void,,2,idle,,6,idle,,5,1,1.0,,,,
d_subquest_1331_54,d_subquest_1331,Speech,anis,anis,Locale_SubScenario:d_subquest_1331_54,True,,4,idle,,12,idle,,2,idle,,6,idle,,1,1,1.0,,,,
