id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_filter_01,play_sound,characters/5/show_char_id
d_main_04_04_s_17,d_main_04_04_s,Self,yuni,Self,Locale_MainScenario:d_main_04_04_s_17,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,shy,,S_1900,S_1900,1.0,,,,,,,,,,,,
d_main_04_04_s_18,d_main_04_04_s,Speech,yuni,yuni,Locale_MainScenario:d_main_04_04_s_18,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,shy,,S_1900,S_1900,1.0,,,,,,,,,,,,
d_main_04_04_s_19,d_main_04_04_s,Monologue,yuni,,Locale_MainScenario:d_main_04_04_s_19,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,shy,,S_1900,S_1900,1.0,,Low_2,,,,,,,,,,
d_main_04_04_s_20,d_main_04_04_s,Speech,mihara,mihara,Locale_MainScenario:d_main_04_04_s_20,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,shy,,170,1700,1.0,,,,,,,,,,,,
d_main_04_04_s_21,d_main_04_04_s,Speech,yuni,yuni,Locale_MainScenario:d_main_04_04_s_21,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,S_1900,S_190,1.0,,,,,,,,,,,,
d_main_04_04_s_22,d_main_04_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_s_22,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,10,100,1.0,,,,,,,,,,,,
d_main_04_04_s_23,d_main_04_04_s,Narration,rapi,Narration,Locale_MainScenario:d_main_04_04_s_23,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,100,100,1.0,,,,,,,,,,,,
d_main_04_04_s_24,d_main_04_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_s_24,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,100,100,1.0,,,,,,,,,,,,
d_main_04_04_s_25,d_main_04_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_s_25,False,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,100,100,1.0,,,,,,,,,,,,
d_main_04_04_s_26,d_main_04_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_s_26,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,,100,10,1.0,,,,,,,,,,,,
d_main_04_04_s_27,d_main_04_04_s,Speech,unknown,unknown,Locale_MainScenario:d_main_04_04_s_27,True,,1,idle,,3,idle,,13,idle,,17,idle,,19,idle,none,black,black,1.0,none,Low_1,rapi,anis,neon,mihara,yuni,7,idle,,,
d_main_04_04_s_28,d_main_04_04_s,Monologue,talkative,,Locale_MainScenario:d_main_04_04_s_28,True,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,7,idle,,,
d_main_04_04_s_29,d_main_04_04_s,Monologue,talkative,,Locale_MainScenario:d_main_04_04_s_29,True,,,,,,,,,,,,,,,,talkative,1,1,1.0,,,,,,,,7,idle,Vignetting,,
d_main_04_04_s_30,d_main_04_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_s_30,False,,,,,,,,,,,,,,,,,1,1,1.0,bgm_boss_bbg002,,,,,,,7,idle,Vignetting,,
d_main_04_04_s_31,d_main_04_04_s,Speech,mihara,mihara,Locale_MainScenario:d_main_04_04_s_31,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,7,idle,Vignetting,,
d_main_04_04_s_32,d_main_04_04_s,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_s_32,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,7,idle,Vignetting,,
d_main_04_04_s_33,d_main_04_04_s,Speech,neon,neon,Locale_MainScenario:d_main_04_04_s_33,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,7,idle,Vignetting,,
d_main_04_04_s_34,d_main_04_04_s,Speech,anis,anis,Locale_MainScenario:d_main_04_04_s_34,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,7,idle,Vignetting,,
d_main_04_04_s_35,d_main_04_04_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_04_s_35,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,7,idle,Vignetting,,
d_main_04_04_s_36,d_main_04_04_s,Narration,rapi,Narration,Locale_MainScenario:d_main_04_04_s_36,True,,,,,,,,,,,,,,,,none,black,black,1.0,,Low_1,,,,,,7,idle,Vignetting,sfx_scn_smash,
d_main_04_04_s_37,d_main_04_04_s,Monologue,rapi,,Locale_MainScenario:d_main_04_04_s_37,True,,,,anis,3,angry,neon,13,idle,mihara,17,idle,yuni,19,idle,CityForest_01,black,black,1.0,,,,,,,,7,idle,Vignetting,,talkative
d_main_04_04_s_38,d_main_04_04_s,Monologue,rapi,,Locale_MainScenario:d_main_04_04_s_38,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,black,black,1.0,,,,,,,,7,idle,Vignetting,,
d_main_04_04_s_39,d_main_04_04_s,Speech,yuni,yuni,Locale_MainScenario:d_main_04_04_s_39,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,S_190,S_1900,0.5,,,,,,,,7,idle,,,
d_main_04_04_s_40,d_main_04_04_s,Speech,mihara,mihara,Locale_MainScenario:d_main_04_04_s_40,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,170,1700,0.5,,,,,,,,7,idle,,,
d_main_04_04_s_41,d_main_04_04_s,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_s_41,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,S_90,S_70,3.0,,,,,,,,7,idle,,,
d_main_04_04_s_42,d_main_04_04_s,Speech,anis,anis,Locale_MainScenario:d_main_04_04_s_42,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,S_70,S_70,1.0,,,,,,,,7,idle,,,
d_main_04_04_s_43,d_main_04_04_s,Speech,mihara,mihara,Locale_MainScenario:d_main_04_04_s_43,False,,,,,3,angry,,13,idle,,17,idle,,19,idle,,17,170,1.0,,,,,,,,7,idle,,,
d_main_04_04_s_44,d_main_04_04_s,Narration,mihara,Narration,Locale_MainScenario:d_main_04_04_s_44,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,170,1700,1.0,,,,,,,,7,idle,,,
d_main_04_04_s_45,d_main_04_04_s,Narration,mihara,Narration,Locale_MainScenario:d_main_04_04_s_45,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,none,black,black,1.0,,,,,,,,7,idle,,,
d_main_04_04_s_46,d_main_04_04_s,Narration,mihara,Narration,Locale_MainScenario:d_main_04_04_s_46,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,black,black,1.0,,,,,,,,7,idle,,,
d_main_04_04_s_47,d_main_04_04_s,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_s_47,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,CityForest_01,S_70,S_700,1.0,,,,,,,,7,idle,,,
d_main_04_04_s_48,d_main_04_04_s,Speech,mihara,mihara,Locale_MainScenario:d_main_04_04_s_48,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,1700,1700,1.0,,,,,,,,7,idle,,,
d_main_04_04_s_49,d_main_04_04_s,Speech,yuni,yuni,Locale_MainScenario:d_main_04_04_s_49,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,S_1900,S_1900,1.0,,,,,,,,7,idle,,,
d_main_04_04_s_50,d_main_04_04_s,Narration,yuni,Narration,Locale_MainScenario:d_main_04_04_s_50,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,black,black,1.0,,Low_1,,,,,,7,idle,,sfx_scn_electricshock,
d_main_04_04_s_51,d_main_04_04_s,Speech,talkative,talkative,Locale_MainScenario:d_main_04_04_s_51,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,S_70,S_700,1.0,,,,,,,,7,idle,,,
d_main_04_04_s_52,d_main_04_04_s,Speech,mihara,mihara,Locale_MainScenario:d_main_04_04_s_52,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,1719,1719,1.0,,,,,,,,7,idle,,,
d_main_04_04_s_53,d_main_04_04_s,Speech,mihara,mihara,Locale_MainScenario:d_main_04_04_s_53,True,,,,,3,angry,,13,idle,,17,idle,,19,idle,,1719,1700,1.0,,,,,,,,7,idle,,,
